item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
4LCRC3BZ,Designing for meaningful oversight: human and organisational agency in multimodal AI systems,,maybe,low,Title directly addresses meaningful oversight design for multimodal AI systems but absent abstract prevents assessment of methodology or transferability to software engineering contexts.,maybe_queue
J9JX9MWE,Strategic governance of healthcare cyber resilience: an enterprise architecture analysis of cognitive bias amplification,"These governance mechanisms are transferable to AI governance contexts, where healthcare organisations face structurally similar architectural patterns",maybe,medium,"Healthcare cyber resilience governance framework with author-claimed transferability to AI governance contexts, but structural parallels to software engineering code governance remain speculative from abstract.",maybe_queue
B8AFDQLU,"A deterministic governance architecture for AI: runtime ethics, continuity, and integrity beyond stochastic models","Deterministic AI Governance, Ethics Calculus, Continuity Engine, Integrity Framework, Runtime Enforcement, Governed AI Systems, Rule-Based AI, AI Safety, AI / Alignment Architecture, Computational Ethics, Non-Stochastic AI",maybe,low,"Runtime ethics enforcement is potentially operationalizable but the abstract is keyword-only with no methodology, scope, or evidence of software applicability.",keep_queue
EB9D98W5,Benchmarking and validation of prompting techniques for AI-assisted industrial PLC programming,"Industrial automation in Industry 5.0 demands deterministic and safety-compliant PLC code across heterogeneous vendor ecosystems. / similarity, LLM-in-the-Loop (LITL) provides scalable semantic assessment across functional correctness, readability, safety compliance, and modularity, while Human-in-the-Loop / Industrial AI, deterministic prompt engineering, fixed-prompt validation, human-in-the-loop, LLM-in-the-loop, programmable logic controller (PLC) programming",maybe,medium,HITL/LITL validation framework for AI-generated PLC code is operationalizable but industrial automation domain requires translation to software code review.,keep_queue
E4QCSP4C,Defense-in-depth AI governance: combining pre-inference and post-inference detection for robust safety assurance,"We benchmark the combined system across three frontier models (Claude Opus 4.6, GPT-5.2, Grok 4.1) using both a custom 12-sequence red team corpus and / A bidirectional feedback loop between the two systems recovers an additional 5 adversarial turns on multi-turn attacks against Claude Opus 4.6, improving / AI safety, governance middleware, defense-in-depth, red teaming, exploit detection, LLM safety evaluation, behavioral analysis",maybe,medium,"Pre/post-inference detection with red team benchmarking is operationalizable governance middleware, but the domain is LLM model-level safety rather than software code governance specifically.",keep_queue
EB49Q8QM,The rationality of automation bias in security operation centers,"Security Operation Centers (SOCs) comprise people, processes, and technology and are responsible for protecting their respective organizations against any form of cyber incident. These teams consist of SOC analysts, ranging from Tier 1 to Tier 3. In defending against cyber-attacks, SOCs monitor and respond to alert traffic from numerous sources. However, a commonly discussed challenge is the volume of alerts that need to be assessed. To aid SOC analysts in the alert triage process, SOCs integrate automation and automated decision aids (ADAs). Research in the human-automation field has demonstrated that automation has the potential of cognitive skill degradation. This is because human operators can become over-reliant on automated systems despite the presence of contradictory information. This cognitive bias is known as automation bias. The result of this study is the development of four critical success factors (CSFs) for the adoption of automation within SOCs in an attempt to mitigate automation bias: (1) Task-based Automation; (2) Process-based Automation; (3) Automation Performance Appraisal; and (4) SOC Analyst Training of Automated Systems. In applying these CSFs, a beneficial balance between the SOC analyst and the use of automation is achieved. This study promotes the human-in-the-loop approach whereby experienced and cognitively aware SOC analysts remain at the core of SOC processes. © 2024, Information Institute. All rights reserved.",maybe,medium,Four CSFs for automation bias management in high-volume SOC alert processing are potentially transferable to AI code review oversight but the domain requires translation.,maybe_queue
DCDQ6EVB,"Regenerative artificial intelligence: a closed-loop architecture for governance, alignment, and adaptive decision ecosystems","Regenerative AI, Cognitive Alignment, AI alignment, AI-Human Systems, Closed-Loop AI",maybe,low,Closed-loop governance architecture is potentially relevant but the abstract is keyword-only with no methodology or software applicability evidence.,maybe_queue
2JGQ4TCB,A procedural framework for constraining epistemic risk in large language model interactions,"Large Language Models, Epistemic Risk, Procedural Frameworks, Human-in-the-Loop AI, AI Governance, Governance, AI Risk, Interaction Design, AI",maybe,low,"Procedural epistemic risk framework for LLM interactions could operationalize oversight, but the keyword-only abstract provides no methodology or software applicability evidence.",keep_queue
MZZTVXIF,Exploring collaborative decision-making: a quasi-experimental study of human and generative AI interaction,"This paper explores the effects of integrating Generative Artificial Intelligence (GAI) into decision-making processes within organizations, employing a quasi-experimental pretest-posttest design. The study examines the synergistic interaction between Human Intelligence (HI) and GAI across four group decision-making scenarios within three global organizations renowned for their cutting-edge operational techniques. The research progresses through several phases: identifying research problems, collecting baseline data on decision-making, implementing AI interventions, and evaluating the outcomes post-intervention to identify shifts in performance. The results demonstrate that GAI effectively reduces human cognitive burdens and mitigates heuristic biases by offering data-driven support and predictive analytics, grounded in System 2 reasoning. This is particularly valuable in complex situations characterized by unfamiliarity and information overload, where intuitive, System 1 thinking is less effective. However, the study also uncovers challenges related to GAI integration, such as potential over-reliance on technology, intrinsic biases particularly ‘out-of-the-box’ thinking without contextual creativity. To address these issues, this paper proposes an innovative strategic framework for HI-GAI collaboration that emphasizes transparency, accountability, and inclusiveness. © 2024 The Authors",maybe,medium,"Quasi-experimental HI-GAI collaboration framework addressing over-reliance and accountability could transfer to code review governance but was tested in organizational decision contexts, not software engineering.",maybe_queue
DC7AUEZU,When AI sounds judicious: how AI alignment mimic procedure while evading accountability,,maybe,low,"AI alignment mimicking accountability while evading it is governance-relevant, but the bare title with no abstract prevents evaluating methodology or software applicability.",maybe_queue
B8CIYLXF,Platform constitutions and algorithmic rule of law in generative AI: translating the EU AI act and korea’s AI trust framework into provider governance texts,"Generative AI services increasingly mediate search, writing, learning, and coordination, yet their governance is enacted through a hybrid of contractual / To examine how public AI regimes shape private ordering, we map obligations under the EU AI Act and Korea’s AI trust framework to platform clauses and / digital constitutionalism, platform governance, rule of law, algorithmic governmentality, EU AI Act, Korea AI Basic Act",maybe,medium,"Maps EU AI Act and Korea AI framework obligations to platform governance clauses, which could inform software organization compliance obligations for GenAI deployments.",keep_queue
4YKMK4ZI,On the impossibility of observability-based authorization: a formal impossibility result for ex-ante AI governance,"compliance evidence remain underdeveloped. / Implications for procurement, audit, and regulatory oversight are discussed, along with limitations and directions for empirical benchmarking. / AI governance, governance laundering, policy theater, compliance architecture, failure modes, anti-laundering tests, deterministic governance, evidence-grade / governance, AI regulation, regulatory compliance, audit methodology, independent verification, algorithmic accountability, evidentiary standards",maybe,medium,"Formal impossibility result for observability-based AI governance compliance, with implications for audit methodology and independent verification, is operationalizable for software procurement and governance.",keep_queue
3RU5GGU5,Elaboration drift: how human–LLM interaction erodes epistemic traction,"Sycophancy-a system's tendency to agree with the user-is a recognized epistemic risk in human-LLM interaction. / proceeds from a single extended observational record (11,949 relays-user-system exchange pairs-across 318 sessions with two LLM platforms (GPT-4/GPT-4o and Claude",maybe,medium,"Empirical study of sycophancy-driven epistemic drift across 11,949 LLM interaction relays quantifies a failure mode relevant to developer oversight of AI code suggestions.",maybe_queue
5YA7AZSU,(vibe) coding a simulated client using generative AI,,maybe,low,Describes vibe coding a simulated client but the absent abstract prevents evaluating whether it contributes governance or oversight insights beyond the use case description.,maybe_queue
QM23P2TQ,Software development: No-code and low-code with generative AI,"Armed with generative artificial intelligence (AI), no-code and low-code sys tems are shortening the software development cycle dramatically. By automating code generation and simplifying workflows, these technologies are accelerating typing and reduce development costs. Even non-coders are now able to quickly build an application from a business idea. This chapter explores how no-code and low-code platforms are reshaping software development by enabling users of varying technical expertise to create applications quickly through visual tools and natural language puts. We also discuss their evolution from early graphical user interfaces to modern AI-augmented systems by examining key innovations like prompt engineering and main-specific adaptations. Case studies on commercial tools and open-source tions highlight real-world applications across industries and education by showcasing their potential to democratize software development while raising concerns about tellectual property and regulatory compliance. The chapter concludes by emphasizing the need for human supervision, advanced verification mechanisms, and ethical guards to ensure these platforms achieve their promise of delivering efficient, able, and inclusive software development ecosystems. © 2025 Walter de Gruyter GmbH, Berlin/Boston, Genthiner Straße 13, 10785 Berlin.",maybe,medium,Software development chapter on no-code/low-code GenAI identifies human supervision and verification as necessary but it is unclear whether governance is a central contribution or a closing remark.,keep_queue
S5ZBQ5QW,Unraveling Human-AI Teaming: A Review and Outlook,,maybe,low,Human-AI teaming literature review title suggests governance relevance but the absent abstract prevents evaluating contribution to code review or software oversight contexts.,maybe_queue
