item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
TIFCAJQR,Provenance,"Governance Framework, Algorithmic Accountability, Content Provenance, Digital Watermarking, A.I. Ethics and Bias",maybe,low,"Provenance and algorithmic accountability could apply to AI-generated code lineage, but the abstract consists only of keywords and domain applicability cannot be determined.",maybe_queue
CYSJ3A27,"Human-in-the-loop labor architectures: reinstating and reconfiguring work through skills, certification, and human-centered AI","At the same time, research in human-AI interaction, human-in-the-loop (HITL) methods, and explainable AI (XAI) shows that AI can be designed to augment / This paper introduces the concept of human-in-the-loop labor architectures: socio-technical configurations in which HITL and XAI capabilities are deliberately / human-in-the-loop (HITL), explainable AI (XAI), future of work, human-AI interaction, labor architecture, capability layer, role layer, skills and certification / , certification pathways, AI oversight, human-AI co-performance, organisational fairness, digital well-being",maybe,medium,"HITL labor architecture framework includes explicit AI oversight mechanisms and sociotechnical configurations that could generalize to software engineering teams, but the primary domain is workforce/labor economics rather than code review.",keep_queue
THUAX4U7,Rise of the AI bureaucrats,"Leveraging Microsoft’s Agentic AI ecosystem (Copilot Studio, Azure AI Agent Service, AI Builder), it presents core design patterns, event-driven architectures / , and governance frameworks that empower technologists to build scalable, secure, and compliant autonomous agents. / Autonomous Agents, Agentic AI, AI Bureaucracy, Public Administration, Digital Government, CI/CD for AI Agents",maybe,medium,"Agentic AI governance with CI/CD deployment patterns and compliance frameworks could transfer to software engineering pipelines, but the primary domain is digital government/public administration.",keep_queue
62S6DFXY,"Computable design space exploration via governance frameworks: joint optimisation of permission boundaries, monitoring thresholds and user transparency policies (for proxy AI)","To support reproducible and auditable evaluation, this paper constructs a NIST-grade trajectorylevel hyper-simulation data protocol aligned with the NIST / AI RMF and GenAI Profile's 'governance-measurement-management' closed loop. / Proxy Artificial Intelligence, Constrained Bayesian Optimisation, Compliance Risk Control, Distribution Shift, Cognitive Graphs",maybe,medium,"NIST AI RMF-aligned governance optimization framework with computable permission boundaries and monitoring thresholds is plausibly transferable to AI code governance, but 'proxy AI' domain specificity makes transfer uncertain from the abstract alone.",keep_queue
FGR7FN35,Liability for AI agents,"Artificial intelligence (“AI”) is becoming integral to modern life, fueling innovation while presenting complex legal challenges. / oversight. / artificial intelligence, law and economics, AI liability, liability law, technological exceptionalism, AI agents, law and technology, products liability",maybe,medium,"AI agent liability framework covering oversight and products liability could generalize to liability for code-generating AI agents, but abstract does not confirm software/code as a specific scope.",keep_queue
G23UAFBT,From the operator's chair TM - quantifying AI risks: materiality framework for board-level governance,"Boards are being asked to govern AI without clear, actionable guidance on when risk becomes material-or how it impacts enterprise value. / While most current guidance is framed by legal, compliance, or technical experts, few models translate AI governance into the financial and strategic language / AI governance, Board oversight, Risk materiality, Enterprise value, Free cash flow, AI risk management, Corporate governance, AI ethics, Business strategy",maybe,medium,"Risk materiality framework for board-level AI governance translates AI risk into financial terms, but lacks explicit software engineering or code development scope to confirm direct operationalizability for engineering orgs.",keep_queue
I6FZ5GD2,Illuminating LLM coding agents: visual analytics for deeper understanding and enhancement,"Coding agents powered by large language models (LLMs) have gained traction for automating code generation through iterative problem-solving with minimal human involvement. Despite the emergence of various frameworks, e.g., LangChain, AutoML, and AIDE, ML scientists still struggle to effectively review and adjust the agents' coding process. The current approach of manually inspecting individual outputs is inefficient, making it difficult to track code evolution, compare coding iterations, and identify improvement opportunities. To address this challenge, we introduce a visual analytics system designed to enhance the examination of coding agent behaviors. Focusing on the AIDE framework, our system supports comparative analysis across three levels: (1) Code-Level Analysis, which reveals how the agent debugs and refines its code over iterations; (2) Process-Level Analysis, which contrasts different solution-seeking processes explored by the agent; and (3) LLM-Level Analysis, which highlights variations in coding behavior across different LLMs. By integrating these perspectives, our system enables ML scientists to gain a structured understanding of agent behaviors, facilitating more effective debugging and prompt engineering. Through case studies using coding agents to tackle popular Kaggle competitions, we demonstrate how our system provides valuable insights into the iterative coding process.",maybe,medium,"Visual analytics for analyzing LLM coding agent behavior supports human oversight of iterative code generation, but the system targets ML scientists on ML competitions rather than software engineering governance workflows.",maybe_queue
UGQ9DT5M,Do large language models have a legal duty to tell the truth?,"We assess the existence of truth-related obligations in EU human rights law and the Artificial Intelligence Act, Digital Services Act, Product Liability / Directive, and Artificial Intelligence Liability Directive. / artificial intelligence, generative AI, human rights, European Union, law, ethics, philosophy of science, hallucinations, large language models, truth,",maybe,medium,"EU legal duty analysis for LLM truthfulness could frame liability for hallucinated or incorrect AI-generated code, but the abstract focuses on general LLM outputs and legal interpretation rather than code specifically.",keep_queue
9YGXMUW3,"Conversational ai forensics: a case study on chatgpt, gemini, copilot, and claude","However, with the growing utilization of these services, there is a risk that some users may exploit them for malicious purposes, such as technology leaks / analysis, we present a forensic investigation framework for conversational AI services, including case studies of representative services such as ChatGPT, Copilot",maybe,medium,"Forensic investigation framework covering Copilot could support audit and accountability for AI coding tools, but the paper's focus is forensic artifact recovery from chat services rather than governance of code generation.",maybe_queue
ZKKBHG9W,Evaluating transparency in artificial intelligence systems with the Z-inspection® process for trustworthy assessment,"As artificial i ntelligence (AI) s ystems b ecome increasingly embedded in socio-technical contexts, ensuring transparency is both a regulatory imperative and a trust-building necessity. This paper addresses the challenge of operationalising transparency achievement and measurement by adapting the ZInspection ${ }^{(R)}$ process. Inspired by software development principles and transparency-related regulatory requirements, it proposes an artefact-based framework comprising four interlinked components: the Stakeholder Transparency Requirements Catalogue, the Transparency Artefact Registry (TAR), a YAML ${ }^{\text{TM}}$ Metadata Schema, and the Transparency Scorecard and Backlog. These components enable a systematic capture, assessment, and benchmarking of transparency artefacts during AI system development. By distinguishing between subject artefacts (e.g., model cards, explainability visualisations) and evaluation artefacts linked to stakeholder-defined $r$ equirements, $t$ he f ramework e nsures traceability, comparability, and contextual relevance. This contribution helps the practical integration of transparency into AI development and governance, offering a r eplicable m odel f or future socio-technical AI systems.",maybe,medium,"Artefact-based transparency framework for AI system development is operationalizable (YAML schema, scorecard, registry), but software engineering governance applicability requires inference not explicit in the abstract",keep_queue
