item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
2SDBF78T,The emergence of agentic artificial intelligence: a paradigm shift for operational efficiency and risk management in digital banking,"The digital banking sector is entering a new phase of transformation with the integration of Agentic Artificial Intelligence (AI). / To address these, a multi-layered governance framework is proposed, incorporating human-in-the-loop escalation, immutable audit trails, and ethically aligned / * Agentic AI",maybe,medium,Multi-layered governance framework with HITL escalation protocols and immutable audit trails in digital banking context is potentially transferable to software engineering governance but the domain requires explicit argument.,keep_queue
R9J5U8IA,The agreement machine: sycophancy as institutional failure mechanism,"The paper synthesises evidence from the AI alignment literature, human factors research, and organisational decision theory to propose a unified account",maybe,medium,"Unified account of AI sycophancy as institutional failure mechanism drawing on alignment literature and human factors research may inform trust calibration design for AI-assisted code review, but remains theoretical synthesis without operational implementation.",keep_queue
2DGTDW4E,High-Level Summary of the AI Act,,maybe,low,"High-level EU AI Act summary with no abstract available — relevant if software system compliance provisions such as Article 14 are addressed, but scope cannot be assessed from available metadata.",keep_queue
UHWNFLT2,"AI-assisted development and the reshaping of junior developer roles: risks, opportunities, and market implications","The rapid proliferation of AI-powered coding assistants-including GitHub Copilot, Cursor, Amazon CodeWhisperer, and a growing ecosystem of specialized / at the heart of the AI-assisted development revolution: the same tools that dramatically lower the barrier to producing functional code simultaneously risk / AI-assisted development, GitHub Copilot, junior developers, software engineering education, vibe coding, labor market, developer productivity, large language",maybe,medium,"Directly addresses vibe coding risks and impact on developer oversight capacity including junior developer skill erosion, but abstract suggests labor market and role-reshaping focus over actionable governance mechanisms.",keep_queue
EZVVZMPM,The evaluator age: generative AI and the future of knowledge work,"Evaluator Age, Generative AI, AI literacy and digitization, Smart agents in business operations, Enterprise AI governance and analytics models",maybe,medium,"Evaluator Age framework repositioning enterprise roles around human evaluation of AI outputs may transfer to software engineering oversight scaling, but applicability depends on specificity of the governance and analytics models presented.",keep_queue
P7HEK487,A benchmark for vericoding: formally verified program synthesis,"We present and test the largest benchmark for vericoding, LLM-generation of formally verified code from formal specifications - in contrast to vibe coding, which generates potentially buggy code from a natural language description. Our benchmark contains 12,504 formal specifications, with 3,029 in Dafny, 2,334 in Verus/Rust and 7,141 in Lean. Of these, 6,174 are new unseen problems. We find vericoding success rates of 27% in Lean, 44% in Verus/Rust and 82% in Dafny using off-the-shelf LLMs. Adding natural-language descriptions does not significantly improve performance. We also find that LLM progress has improved progress on pure Dafny verification from 68% to 96% over the past year. The benchmark and vericoding results are shared at https://github.com/Beneficial-AI-Foundation/vericoding-benchmark",maybe,medium,"Vericoding benchmark quantifying LLM success rates at formally verified code generation directly contrasts with vibe coding risk levels, but is primarily a benchmarking study without an accompanying governance or oversight mechanism.",maybe_queue
5IZXVQS6,Biased AI improves human decision-making but reduces trust,"Current AI systems minimize risk by enforcing ideological neutrality, yet this may introduce automation bias by suppressing cognitive engagement in human decision-making. We conducted randomized trials with 2,500 participants to test whether culturally biased AI enhances human decision-making. Participants interacted with politically diverse GPT-4o variants on information evaluation tasks. Partisan AI assistants enhanced human performance, increased engagement, and reduced evaluative bias compared to non-biased counterparts, with amplified benefits when participants encountered opposing views. These gains carried a trust penalty: participants underappreciated biased AI and overcredited neutral systems. Exposing participants to two AIs whose biases flanked human perspectives closed the perception-performance gap. These findings complicate conventional wisdom about AI neutrality, suggesting that strategic integration of diverse cultural biases may foster improved and resilient human decision-making.",maybe,medium,"Randomized trial on automation bias and trust miscalibration in AI-assisted information evaluation could transfer to code review oversight design, but the information evaluation task domain requires explicit transferability argument.",maybe_queue
9V6RGZ9G,2024 EU AI act: a detailed analysis,"The European Union (EU) has taken a significant step towards regulating artificial intelligence (AI) with the introduction of the AI regulation: the AI / Act. / AI Act, European Union, Regulation, AI, Artificial Intelligence, Compliance, Legal, Tom Jozak",maybe,medium,"Detailed EU AI Act legal analysis is relevant for software system compliance frameworks if Article 14 and software-specific provisions are substantively addressed, but abstract does not confirm this focus.",keep_queue
MIURMRB9,The agentic ai landscape and its conceptual foundations,,discard,low,No abstract available; title suggests conceptual landscape overview of agentic AI that risks being definitional without operationalizable governance or oversight contribution.,maybe_queue
SZKPQWCC,Design of an AI-enabled cloud governance and decision support framework,"Organizations increasingly rely on cloud computing, data analytics, and artificial intelligence (AI) to support strategic and operational decision-making / AI capabilities are positioned as decision-support tools rather than autonomous decision-makers, ensuring transparency, accountability, and human oversight / Cloud Governance; Artificial Intelligence; Decision Support Systems; IT Governance; Ethical AI; Information Security; Risk Management; Cloud Computing",maybe,medium,"Cloud/IT governance framework positioning AI as decision-support with explicit human oversight accountability could transfer to software engineering governance, but the cloud infrastructure domain may require re-derivation.",keep_queue
