item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
3HHHN3FE,Why AI alignment failure is structural learned human interaction structures and AGI as an endogenous evolutionary shock,,discard,low,No abstract available; title suggests theoretical AI alignment philosophy with no evident operational contribution for software engineering governance.,maybe_queue
R6JISKKW,"AI failures, hidden vulnerabilities, and forensic oversight in energy cybersecurity","Objectives/Scope: This paper aims to examine the overreliance on artificial intelligence in energy sector cybersecurity and the risks introduced by treating AI tools as infallible. It explores the boundaries of current AI detection systems and evaluates how assumptions of accuracy may compromise operational integrity, forensic accountability, and critical incident response in complex energy infrastructure. Methods, Procedures, Process: The approach is based on comparative workflow audits involving AI-driven cybersecurity implementations within energy organisations. A technical review of failure points is integrated with governance analysis, focusing on how decision-making and responsibility are distributed among AI vendors, IT teams, and senior leadership. A layered methodology is employed, combining forensic examination of alert suppression, system bypasses, and false negatives with a procedural audit of internal response protocols. The study also considers legal interpretations of AI-triggered control failures, particularly in the absence of reproducible digital trails or human interpretability. Results, Observations, Conclusions: The findings indicate that current AI-enabled cybersecurity systems, although operationally capable of anomaly classification, suffer from structural opacity, particularly in the absence of reproducible inference logging and state preservation. Suppression mechanisms discard decisions silently, preventing forensic reconstruction and undermining post-incident accountability. Operator desensitisation to false alerts, coupled with threshold misconfiguration, leads to the rejection of genuine threats without a traceable rationale. Reviewed systems frequently lacked real-time oversight, model state journaling, and override documentation, rendering compliance artefacts incomplete. This study demonstrates that reliance on unverified machine scoring creates a false sense of control, calling for a re-engineered governance model with enforced traceability, deterministic escalation protocols, and embedded human interpretive checkpoints. Novel/Additive Information: This research formalises AI traceability as a forensic and procedural requirement in cybersecurity operations, framing it as essential for control validation, incident reconstruction, and audit integrity. It introduces a governance model in which AI is repositioned as a constrained probabilistic agent rather than a standalone control authority. The proposed architecture incorporates decision-state logging, transparency in suppression, and embedded human oversight, establishing a structured interface between algorithmic inference and institutional accountability within security-critical infrastructure. Copyright © 2025, Society of Petroleum Engineers.",maybe,medium,Proposes a governance model with decision-state logging and embedded human oversight for AI cybersecurity systems — structure is potentially transferable to software engineering AI oversight but energy sector domain limits direct applicability.,keep_queue
Q5RS3ZXV,Understanding the effects of AI-assisted critical thinking on human-AI decision making,"Despite the growing prevalence of human-AI decision making, the human-AI team's decision performance often remains suboptimal, partially due to insufficient examination of humans' own reasoning. In this paper, we explore designing AI systems that directly analyze humans' decision rationales and encourage critical reflection of their own decisions. We introduce the AI-Assisted Critical Thinking (AACT) framework, which leverages a domain-specific AI model's counterfactual analysis of human decision to help decision-makers identify potential flaws in their decision argument and support the correction of them. Through a case study on house price prediction, we find that AACT outperforms traditional AI-based decision-support in reducing over-reliance on AI, though also triggering higher cognitive load. Subgroup analysis reveals AACT can be particularly beneficial for some decision-makers such as those very familiar with AI technologies. We conclude by discussing the practical implications of our findings, use cases and design choices of AACT, and considerations for using AI to facilitate critical thinking.",maybe,medium,AI-Assisted Critical Thinking framework reduces over-reliance on AI and supports correction of flawed reasoning — mechanism is relevant to code review oversight but evaluated solely in a non-software prediction domain.,maybe_queue
BS4B2728,Humans in the GDPR and AIA governance of automated and algorithmic systems. Essential pre-requisites against abdicating responsibilities,"Yet, human intervention alone is not sufficient to achieve appropriate human oversight for these systems. / This approach fits better with the governance model proposed in the Artificial Intelligence Act. / Human oversight, GDPR, Human intervention, Artificial intelligence, Accountability, AI Act",maybe,medium,Examines human intervention prerequisites in GDPR/AI Act governance frameworks for automated systems — oversight mechanisms could transfer to software engineering but no explicit code or development angle.,keep_queue
2G7XY3PU,Explainable AI methods for autonomous cloud orchestration decisions in FinTech microservices,"This study investigates the integration of Explainable Artificial Intelligence (XAI) methods to enhance autonomous orchestration decisions in cloud environments / Moreover, the approach provides actionable insights for auditing and debugging, bridging the gap between autonomous systems and human oversight.",maybe,medium,XAI methods for autonomous microservice orchestration provide a human oversight bridge with auditing and debugging capabilities in cloud-native software architecture — FinTech domain but technical approach has direct SE relevance.,maybe_queue
FNTL6JN9,SYNCode: synergistic human–LLM collaboration for enhanced data annotation in stack overflow †,"Large language models (LLMs) have rapidly advanced natural language processing, showcasing remarkable effectiveness as automated annotators across various applications. Despite their potential to significantly reduce annotation costs and expedite workflows, annotations produced solely by LLMs can suffer from inaccuracies and inherent biases, highlighting the necessity of maintaining human oversight. In this article, we present a synergistic human–LLM collaboration approach for data annotation enhancement (SYNCode). This framework is designed explicitly to facilitate collaboration between humans and LLMs for annotating complex, code-centric datasets such as Stack Overflow. The proposed approach involves an integrated pipeline that initially employs TF-IDF analysis for quick identification of relevant textual elements. Subsequently, we leverage advanced transformer-based models, specifically NLP Transformer and UniXcoder, to capture nuanced semantic contexts and code structures, generating more accurate preliminary annotations. Human annotators then engage in iterative refinement, validating and adjusting annotations to enhance accuracy and mitigate biases introduced during automated labeling. To operationalize this synergistic workflow, we developed the SYNCode prototype, featuring an interactive graphical interface that supports real-time collaborative annotation between humans and LLMs. This enables annotators to iteratively refine and validate automated suggestions effectively. Our integrated human–LLM collaborative methodology demonstrates considerable promise in achieving high-quality, reliable annotations, particularly for domain-specific and technically demanding datasets, thereby enhancing downstream tasks in software engineering and natural language processing. © 2025 by the authors.",maybe,medium,Human-LLM collaboration pipeline for code annotation on Stack Overflow has structural parallels to code review oversight workflows but is focused on annotation tasks rather than code quality governance.,maybe_queue
HCPRUGB6,AICa (AI cadence) and CodaAI: AI-first software development principles and methodology,The rapid rise of AI-assisted coding is transforming how software is built.,discard,low,One-sentence abstract provides no content to evaluate for operationalizable contribution to code governance.,keep_queue
NBDTTWLH,Deterministic governance as epistemic commitment: why reproducibility matters for AI accountability,"This distinguishes deterministic governance from probabilistic confidence scoring and conventional ""human-in-the-loop"" approaches. / Keywords: Epistemic Commitment • Deterministic Governance • Reproducibility • Democratic Accountability • AI Regulation • DAGS-CVCA / Epistemic Commitment, Deterministic Governance, Reproducibility, Democratic Accountability, AI Regulation, DAGS-CVCA, AI Governance, Algorithmic Accountability / , AI Auditing, Verification, AI Safety, Regulatory Compliance",maybe,medium,"Proposes deterministic governance as an alternative to HITL for AI accountability, but 'democratic accountability' framing suggests public sector rather than software engineering application — transferability requires argument.",keep_queue
695YSSVC,Right to a human in the loop: political constructions of computer automation & personhood from data banks to algorithms,"which they emerged, the article uncovers and examines two different legal constructions of automated data processing, one that has furnished a right to a human / in the loop that is intended to protect the dignity of the data subject and the other that promotes and fosters the fully automated to establish and celebrate / technology policy, privacy, algorithms, comparative history, data protection, information technology, computing, automation",maybe,medium,"Historical-legal construction of right-to-human-review in automated data processing could inform regulatory framing of code governance oversight, but 2016 data protection context requires significant translation.",maybe_queue
KV98BNHC,Trust infrastructure for the AI economy: reducing financial risk and fraud in regulated sectors through semantic governance,"Artificial intelligence assistants are rapidly being deployed in regulated sectors such as healthcare systems, enterprise environments, and global finance / A single AI error in clinical decision support can trigger malpractice claims; in insurance processing, it can amplify fraud; in enterprise knowledge systems / Algorithmic Trading Security, Market Manipulation Prevention, Financial Fraud Mitigation, Healthcare AI, Enterprise AI Assistants, Prompt Injection, LLM / Security, AI Governance, Semantic Instruction Layer, Trustworthy AI, Economic Risk Management, Compliance Automation, Clinical Decision Support, AI Watermarks",maybe,medium,Semantic governance layer for enterprise AI assistants addresses prompt injection and LLM security in regulated deployments; relevance to AI code tool governance is plausible but primary domain is financial and healthcare risk.,keep_queue
DD55YWWF,Legal issues concerning generative AI technologies,"Then, we analyse GenAI’s output, liability for its contents and for its use, altogether with examples of related contractual clauses. / generative artificial intelligence, training data, civil liability, advertising",maybe,medium,"Civil liability and contractual clause analysis for GenAI outputs could generalize to code liability frameworks, but the abstract does not confirm code-specific treatment.",keep_queue
LLMIKPLX,"Braking-device inversion in frontier AI governance: evidence from document revision sequences, 2023–2026",These three equilibrium forms are unified by the mechanism of braking-device inversion: the same competitive pressure that motivates institutional adoption,discard,low,Single-sentence abstract about governance braking-device inversion is too thin to assess operationalizability for software engineering contexts.,maybe_queue
VMIN7FX9,Law-following AI: designing AI agents to obey human laws,"artificial intelligence, ai agents, ai alignment, law-following ai",maybe,medium,"Law-following AI agent design framework could inform compliance requirements for AI coding tools, but the abstract is too thin to confirm software engineering application.",keep_queue
JFYZV2MZ,"SORT-AI: a projection-based structural framework for AI safety alignment stability, drift detection, and scalable oversight","AI safety, alignment theory, structural risk analysis, alignment stability, deceptive alignment, mesa-optimization, representation drift, scalable oversight",maybe,low,"Title's 'scalable oversight' is directly relevant but the abstract is only keywords, making methodology and software-context applicability unassessable",keep_queue
W5UFVCR9,"Artificial intelligence-empowered autonomous software – moral dilemmas, ethics, regulations, challenges and requirements: interdisciplinary panel discussion","This panel discussion is highly interdisciplinary, exploring AI-empowered software engineering as a dynamic field with broad societal and scientific implications. It features distinguished researchers from diverse domains, including experts developing autonomous AI software and scholars analyzing its impact. Each discipline encounters unique challenges—some define technical requirements as stakeholders, while others develop AI-driven methodologies, address conflicts, and refine software engineering practices. The panelists also critically examine ethical dilemmas, regulatory frameworks, and moral considerations relevant to their fields. By synthesizing perspectives across disciplines, this discussion offers insights into the evolving domain of AI integration, ethics, and governance. It underscores the need for collaboration in shaping engineering methodologies, policies, and best practices for AI-empowered software, acknowledging its profound societal and technological impact. This panel aims to contribute to a comprehensive framework for AI governance, software validation, and risk assessment. It also provides critical insights into the future of AI-empowered autonomous systems, ensuring they remain reliable, interpretable, and aligned with societal values. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",maybe,medium,"Panel discussion explicitly addresses AI governance frameworks, software validation, and risk assessment for autonomous software but lacks empirical methodology making operationalizability uncertain",keep_queue
P8CUB84H,The procedural imperative: standardizing artificial intelligence in legal practice,"The integration of artificial intelligence (AI) into legal practice presents a crisis of legitimacy, threatening the profession's core reliance on transparent / Key components include mandatory disclosure, strict source verification to prevent hallucinations, immutable audit trails, human-in-the-loop supervision",maybe,medium,"HITL supervision, immutable audit trails, and mandatory disclosure mechanisms from legal AI practice may transfer to software engineering governance pipelines but require domain re-derivation not resolvable from the abstract",keep_queue
QULWS3JL,Interactive and dynamic internal controls for data security a GenAI-enabled framework and design-science evaluation,"We propose GenAI-IDC, an interactive and dynamic framework that operationalizes generative AI within Accounting Information Systems (AIS) to strengthen / the artifact integrates a privacy gateway, retrieval-augmented generation (RAG), guarded GenAI reasoning, and continuous control monitoring (CCM) with human-in-the-loop / Accounting Information Systems, Internal Control, Continuous Monitoring, Generative AI, COSO, COBIT",maybe,medium,"GenAI-enabled internal controls framework (HITL, continuous monitoring, RAG, privacy gateway) from accounting information systems is potentially transferable to software engineering governance pipelines but requires re-derivation",keep_queue
TLCN4EKE,Alignment exhaustion and memory resonance in extended LLM interactions: a theoretical framework for cognitive decompression attacks,"LLM, AI Safety, AI Alignment, Testing, Security",maybe,medium,Theoretical framework for cognitive decompression attacks on LLM alignment addresses AI safety vulnerabilities but scope and applicability to software engineering code governance are unclear from the abstract alone,keep_queue
N3PMUPGK,"Open-world reliability for vision foundation models: a compliance and audit framework for robustness, shift awareness, and category discovery","Vision foundation models are increasingly deployed in enterprise environments where fixed label sets and i.i.d. test data cannot be assumed. / Open-world reliability, OOD detection, open-set recognition, generalized category discovery, AI governance, internal audit, compliance",maybe,medium,Compliance and audit framework for vision foundation model robustness is an AI governance methodology potentially applicable to software AI systems but requires re-derivation from the computer vision domain,maybe_queue
