item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
LL3MSMUB,Technical AI assurance for trustworthy systems in the age of regulation: a framework for compliance and defensibility,"The introduction of the European Union's AI Act, the first comprehensive legal framework for AI, establishes a global benchmark for regulation, mandating / We analyse the requirements of the EU AI Act and map them to the operational framework provided by the ISO/IEC 42001 standard for AI Management Systems / Artificial Intelligence, AI Assurance, EU AI Act, ISO 42001, Explainable AI (XAI), Trustworthy AI, Decision Defensibility, Neuro-Symbolic AI, Third Generation",maybe,medium,AI assurance framework mapped to ISO 42001 for compliance and defensibility — could apply to software organizations but abstract is too thin to confirm software/code specificity,keep_queue
B5LIQ844,Generative AI cybersecurity and resilience,"Generative Artificial Intelligence marks a critical inflection point in the evolution of machine learning systems, enabling the autonomous synthesis of content across text, image, audio, and biomedical domains. While these capabilities are advancing at pace, their deployment raises profound ethical, security, and privacy concerns that remain inadequately addressed by existing governance mechanisms. This study undertakes a systematic inquiry into these challenges, combining a PRISMA-guided literature review with thematic and quantitative analyses to interrogate the socio-technical implications of generative Artificial Intelligence. The article develops an integrated theoretical framework, grounded in established models of technology adoption, cybersecurity resilience, and normative governance. Structured across five lifecycle stages (design, implementation, monitoring, compliance, and feedback) the framework offers a practical schema for evaluating and guiding responsible AI deployment. The analysis reveals a disconnection between the fast adoption of generative systems and the maturity of institutional safeguards, resulting with new risks from the shadow Artificial Intelligence, and underscoring the need for adaptive, sector-specific governance. This study offers a coherent pathway towards ethically aligned and secure application of Artificial Intelligence in national critical infrastructure. Copyright © 2025 Radanliev, Santos and Ani.",maybe,medium,"Lifecycle governance framework (design through feedback) for generative AI security potentially transferable to software orgs, but targeted at national critical infrastructure without explicit software engineering angle",keep_queue
ZFMEWNXZ,Responsible ai: a governance framework for enterprises,"Despite the emergence of regulatory frameworks such as the European Union AI Act (2024), the United States NIST AI Risk Management Framework (2023), India's / This white paper addresses this critical gap by introducing the RAIGE (Responsible AI Governance for Enterprises) Framework —",maybe,medium,Enterprise AI governance framework (RAIGE) addressing gaps in NIST AI RMF and EU AI Act — potentially applicable to software organizations but abstract lacks software engineering or code specificity,keep_queue
3YPJ63ZW,Human performance evaluation of a pediatric artificial intelligence sepsis model,"Objective To assess the influence of an implemented artificial intelligence model predicting pediatric sepsis (defined by IPSO—Improving Pediatric Sepsis Outcomes collaborative) in the emergency department (ED) on human performance measures. Materials and Methods Two ED sites within a large pediatric health system in the Southeastern United States between January 1, 2021 and April 1, 2024. We interviewed ED providers and nurses within 72 hours of caring for a patient identified as potentially having sepsis by the predictive model. Thematic analysis of qualitative data was combined with electronic health record queries to assess measures of human performance, including situation awareness, explainability, human-computer agreement, workload, trust, automation bias, and relationship between staff and patients. Results We interviewed 40 clinicians. Participants found that the sepsis alert improved situation awareness, leading to changes in patient care management, resource allocation, and/or monitoring. Participants reported an average trust in the model-based alert of 3.8/5. Only 28% (555/1977) of sepsis huddles were done without alert firing, suggesting some automation bias. Treatment with antibiotics for IPSO sepsis cases was similar pre- and post-intervention without a huddle (9.3% vs 10.5%), though treatment doubled with huddle intervention (22.7%). NASA Task Load Index increased from 43 to 57 post-intervention. There was no report of adverse relationships with patients post-intervention. Discussion Human performance appeared to be generally positive with improved situation awareness and satisfaction with the alert-driven huddle. However, there was some evidence of automation bias and a slight increase in workload with the intervention Conclusion This study demonstrates the feasibility of evaluating multiple dimensions of human performance using a mixed methods approach for an AI model implemented in clinical practice. Future studies should aim to reduce the measurement burden of human performance metrics associated with AI implementation in acute care settings and assess the correlation between human performance measures and clinical outcomes. © The Author(s) 2025. Published by Oxford University Press on behalf of the American Medical Informatics Association. All rights reserved.",maybe,medium,"Mixed-methods evaluation of automation bias, trust, situation awareness, and workload for clinical AI alerts — measurement framework is transferable to code review contexts but requires substantial domain re-derivation",maybe_queue
SQGWEB56,Algorithmic accountability: who is responsible when AI drives sustainable decisions?,,discard,low,Empty abstract prevents substantive assessment — sustainability-framing in title suggests domain-specific application outside software engineering governance,maybe_queue
4D4DBZ3R,Guardian angel: a last-mile virtue-ethics guardrail for decentralized agentic AI safety,"Agentic AI systems introduce novel safety challenges that upstream alignment layers cannot fully address. / We present Guardian Angel, a deployable plugin for open agent frameworks (e.g., OpenClaw/ClawHub) that enforces moral oversight at the last mile-immediately / agentic AI safety, virtue ethics, last-mile enforcement, human-in-the-loop, decentralized alignment, Thomistic ethics, OpenClaw, tool-call interception",maybe,medium,"Deployable tool-call interception plugin operationalizes last-mile oversight for agentic AI systems directly relevant to governing agentic coding tools, but virtue-ethics/Thomistic framing leaves unclear whether the governance contribution generalizes to software engineering contexts.",keep_queue
BBNEFGN9,"Vibe coding as a reconfiguration of intent mediation in software development: definition, implications, and research agenda","Software development is undergoing a fundamental transformation as vibe coding becomes widespread, with large portions of contemporary codebases now being / Drawing on an intent perspective and historical analysis, we define vibe coding as a software development paradigm where humans and generative AI engage / Artificial Intelligence, Large Language Models (LLM), History of Software Development, Human-Computer Interaction, Intent Mediation, Cognitive Work, Vibe / Coding",maybe,medium,"Defines vibe coding as an intent-mediation paradigm with historical and cognitive analysis, but abstract reads primarily as agenda-setting and it is unclear whether actionable governance or oversight findings are included.",keep_queue
3LJCSWBK,Beyond due diligence: rethinking third-party risk management for artificial intelligence systems in the UK public sector,"Artificial Intelligence, Third-Party Risk Management, UK Public Sector, AI Governance, Algorithmic Accountability, Public Procurement, Supply Chain Security",maybe,medium,"AI third-party risk management framework for public sector procurement addresses supply chain accountability for AI systems, potentially transferable to SE organizations managing AI coding tool vendors, but public sector domain specificity requires translation.",keep_queue
99MDCADU,Authority illusion and the architecture of responsibility in AI governance,"AI governance, responsibility gap, authority illusion, authority mapping, humanin-the-loop, algorithmic accountability",maybe,medium,"Authority illusion and authority mapping framework analyzes how HITL nominally preserves human control while deferring actual authority to AI, making it directly applicable to diagnosing oversight failure patterns in code review workflows.",keep_queue
TW9IB9DE,The AI governance gap: quantifying enterprise AI risk through the janus protocol,"Drawing on the EU Artificial Intelligence Act [1], ISO/IEC 42001 standards [2], and the NIST AI Risk Management Framework [3], the framework functions / This research positions AI governance not as an aspirational ethical commitment, but as a measurable enterprise risk category requiring systematic assessment / AI Governance, Enterprise Risk, Regulatory Compliance, Algorithmic Accountability, Risk Quantification",maybe,medium,"Janus Protocol proposes quantifiable enterprise AI risk assessment using EU AI Act, NIST, and ISO standards, operationalizable for SE organizations, but abstract lacks explicit software or code governance angle needed for confident keep.",keep_queue
