item_key,title,abstract,authors,year,item_type,sources,source_queue
A9N5BYY9,AI-powered code reviews: leveraging large language models,"As the complexity and volume of software development continue to grow, the need for efficient and thorough code review processes becomes increasingly critical. This paper explores the integration of Large Language Models (LLMs), such as ChatGPT and Bard, into code review workflows to enhance software quality and security. By leveraging the natural language processing capabilities of LLMs, we aim to streamline the identification of code issues, detect potential security vulnerabilities, and provide developers with actionable feedback. Through a comprehensive analysis of current literature, case studies, and experimental data, this study evaluates the impact of AI-assisted code reviews on developer productivity and code quality. We also address the challenges and limitations of relying on LLMs, including context comprehension and potential biases. Our findings suggest that while LLMs offer significant advantages in automating and improving code reviews, they should complement rather than replace human expertise. This paper provides insights into best practices for integrating LLMs into development workflows, ultimately contributing to more robust and secure software systems.",M. S. S. Chowdhury; M. N. U. R. Chowdhury; F. F. Neha; A. Haque,2024,conferencePaper,ieee,keep_queue
WRGVLESV,Super-intelligent machines - analysis of developmental challenges and predicted negative consequences,"artificial intelligence technology and its adverse effect on society initially started both academia and industries which is now percolating to society and governance / relevant & published information using Google search engine, Google Scholar search engine, and Various Artificial Intelligence generating engines like ChatGPT",P. S. Aithal,2024,journalArticle,ssrn,maybe_queue
9N42IPVV,Assessing the impact of artificial intelligence systems on fundamental rights,"AI) systems, including Generative AI. / The effectiveness of the framework in assessing transparency, fairness, privacy, and human oversight is then demonstrated by applying it to a fictitious / Fundamental Rights, Artificial Intelligence, Artificial Intelligence Act, Risk Assessment, AI Ethics, Responsible AI",Andrea Cosentini; Oreste Pollicino; Giovanni De Gregorio; Andrea Ermellino; Dario Fontanella,2025,journalArticle,ssrn,keep_queue
M86GF6DU,A machine learning evaluation framework for place-based algorithmic patrol management,"However, the adoption of these technologies has raised ethical and social concerns, particularly around privacy, bias, and community impact. / data-driven policing, predictive policing, police technology, responsible AI, machine learning",Duncan Purves; Ryan Jenkins,2023,journalArticle,ssrn,maybe_queue
JZQPZWIS,Generative suspicion and the risks of AI-assisted police reports,"Today, with the click of a button, generative AI Large Language Models (LLMS) using predictive text capabilities can turn the audio feed of a police-worn / From the technology perspective, ChatGPT and similar generative AI models have shown that LLMs are good at predictive text prompts in structured settings",Andrew Guthrie Ferguson,2024,journalArticle,ssrn,maybe_queue
KAGDRQS5,Observations on the role of copyright in shaping music industry use of large language models,"This chapter examines three issues in copyright law that may affect the future of music creation and distribution. / The third is whether an AI machine’s output can be protected by copyright even if it is far removed from any human input. / AI-generated music copyright, Large Language Models music law, Generative AI music copyright infringement, Machine authorship in copyright law, Text and / data mining copyright exception, AI music training dataset legality, Human authorship requirement copyright, LLM music industry regulation, Copyright",Daniel J. Gervais,2025,journalArticle,ssrn,maybe_queue
3JHLWGV3,Justified evidence collection for argument-based AI fairness assurance,"It is well recognised that ensuring fair AI systems is a complex sociotechnical challenge, which requires careful deliberation and continuous oversight across all stages of a system's lifecycle, from defining requirements to model deployment and deprovisioning. Dynamic argument-based assurance cases, which present structured arguments supported by evidence, have emerged as a systematic approach to evaluating and mitigating safety risks and hazards in AI-enabled system development and have also been extended to deal with broader normative goals such as fairness and explainability. This paper introduces a systems-engineering-driven framework, supported by software tooling, to operationalise a dynamic approach to argument-based assurance in two stages. In the first stage, during the requirements planning phase, a multi-disciplinary and multi-stakeholder team define goals and claims to be established (and evidenced) by conducting a comprehensive fairness governance process. In the second stage, a continuous monitoring interface gathers evidence from existing artefacts (e.g. metrics from automated tests), such as model, data, and use case documentation, to support these arguments dynamically. The framework's effectiveness is demonstrated through an illustrative case study in finance, with a focus on supporting fairness-related arguments.  © 2025 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Sabuncuoglu; Burr; Maple,2025,conferencePaper,wos,keep_queue
RFDAM9CL,The agent economy: economic transformation and labor market disruption,"We examine the economic forces driving agent adoption, the nature and extent of labor market disruption, the emergence of agent marketplaces and economic / Agent Economy, Autonomous AI, Labor Market Disruption, Human-AI Collaboration, AI Governance, Technological Unemployment, Emergent Behavior, Agent Marketplaces",Eledu Shah,2026,journalArticle,ssrn,maybe_queue
9SAMX7VE,"Artificial intelligence, human rights, democracy, and the rule of law: a primer","It also aims to provide some background information on the areas of AI innovation, human rights law, technology policy, and compliance mechanisms covered / Artificial Intelligence, AI ethics, democracy, human right, the rule of law, AI governance, AI regulation, responsible research and innovation",David Leslie; Christopher Burr; Mhairi Aitken; Josh Cowls; Michael Katell,2021,journalArticle,ssrn,maybe_queue
MZIGGJJW,"Constitutional orders under algorithmic pressure: alignment governance, civilizational identity, and the fiduciary limits of delegation","Its central contribution is the Alignment Governance Paradox: the structural finding that AI alignment frameworks, designed to preserve human sovereignty",Hiew Yee Leong,2026,journalArticle,ssrn,keep_queue
PJBUM5ZT,Data protection in the age of generative AI: legal challenges and policy recommendations,"One of the most significant developments in recent years has been the emergence of generative AI. / Unlike traditional AI systems designed to follow strict rules, generative AI mimics human creativity, producing realistic content with minimal human input",Lukman Ikhoriah,2025,journalArticle,ssrn,maybe_queue
35ICYL3J,Fiduciary architecture for AI systems: power needs duties,"Most governance frameworks for artificial intelligence ask what AI systems do: how they perform, where they fail, what they disclose. / A note on methodology: this paper was developed in active collaboration with ChatGPT (OpenAI).",Samantha King,2026,journalArticle,ssrn,keep_queue
Z3QLNI4I,"Governing the algorithm: AI ethical concerns, remedies, and the maqasid sharī'ah framework","Its rapid growth and widespread adoption have now extended to other parts of the world, reshaping societies and economies. / By situating AI governance within this framework, the study contributes to a more holistic discourse on regulating algorithms in ways that balance technological",Abdulrahman Surur; Ashimi Saoban,2025,journalArticle,ssrn,maybe_queue
2SGAZP49,Comprehensive review of artificial general intelligence AGI and agentic GenAI: applications in business and finance,"This paper presents a comprehensive review of Artificial General Intelligence (AGI) and Agentic AI, examining their definitions, evolution, technological / Agentic AI is also explored in depth, with a focus on its architectural requirements, computational demands, and learning mechanisms.",Satyadhar Joshi,2025,journalArticle,ssrn,maybe_queue
JU3K5BWK,"Divergent paths, subtle crossroads: disentangling the DMA and the DA from the AIA","comprehensive regulation and the only EU regulation in force specifically governing artificial intelligence (""AI""), as explored in previous chapters, the AI / Act (""AIA"") is, in fact, a part of a broader EU digital space regulatory framework consisting of various instruments.",Heidi Waem; O. G. Gucluturk; Muhammed Demircan,2025,journalArticle,ssrn,maybe_queue
2F45GMFC,Aspects of realizing (meaningful) human control: a legal perspective,"The concept of ‘meaningful human control’ (MHC) has progressively emerged as a key frame of reference to conceptualize the difficulties posed by military / of AI broadly construed, not limited to ‘autonomous weapons systems’ (AWS). / autonomous weapons systems, meaningful human control, artificial intelligence, human agency, human-machine interaction, compliance by design",Berenice Boutin; Taylor Kate Woodcock,2022,journalArticle,ssrn,keep_queue
8JWA3A6P,Cost-sensitive human-in-the-loop decision systems under asymmetric error costs,Human-in-the-loop (HITL) decision systems are standard practice in high-stakes domains like antimoney laundering. / The assumption built into this architecture is that human review reduces risk.,Md Asief Mahmud,2026,journalArticle,ssrn,keep_queue
VNKPYN4B,Speed is not the whole story: anthropic's claude study and orchestrated intelligence,"By treating each conversation as a discrete task and asking Claude to estimate counterfactual human-only completion times, the study reports median time / multiple loops can be orchestrated into multi-stage, multi-output workflows and by analyzing how different orchestration regimes trade off speed, error risk",Ewan Simpson,2025,journalArticle,ssrn,maybe_queue
AKM24RK7,The human alignment framework (HAF): a human-centered orientation for ethical AI and autonomous systems,"As artificial intelligence systems increasingly operate in public, organizational, and high-stakes environments, traditional AI alignment approaches-largely / Human Alignment Framework, HAF, AI Alignment, Human-Centered AI, Ethical AI, Autonomous Systems, AI Governance, AI Ethics, Robotics Ethics, Human-AI Interaction",Roy Shaa,2026,journalArticle,ssrn,keep_queue
LER562J8,Agentic AI for automated compliance enforcement using retrieval-augmented governance pipelines,"Data privacy and regulatory compliance are imperative challenges for modern organizations, especially for startups and SMEs that do not have specialized compliance units. Legacy compliance systems are based on reactive, rule-based mechanisms with high latency, low flexibility, and high manual monitoring demands. This paper proposes an embedded AI compliance copilot that combines agentic AI systems with retrieval-augmented governance pipelines to support autonomous enforcement of compliance. The system recommended integrates smoothly with enterprise data sources such as structured databases and unstructured platforms using secure APIs, conducting real-time privacy scanning to identify Personally Identifiable Information (PII) and Protected Health Information (PHI). As opposed to passive monitor systems, the copilot automatically performs enforcement actions such as data deletion for Data Subject Access Requests (DSARs), masking of sensitive data, export package creation, and immutable audit logging. The multi-agent architecture supports concurrent processing of various regulatory domains with fault tolerance and domain-specific optimization. Retrieval-augmented generation technology supports instant access to regulatory knowledge bases to ensure timely interpretation of sophisticated legal frameworks such as GDPR, CCPA, and DPDP. The system shows remarkable improvements in compliance efficacy by identifying threats proactively and fixing them through autonomous remediation, changing the organizational compliance stance from reactive violation response to predictive prevention. Results show effective integration in various enterprise settings with improved audit preparedness and lowered operational burden. This work makes contributions towards the development of autonomous compliance systems with preserved regulatory openness to attain scalable, real-time privacy governance in contemporary organizations.",A. P. Mayekar; A. E. Pathan; N. A. Jha; S. M. Yadav,2026,conferencePaper,ieee,keep_queue
CMCSSJ95,Bridging the gap: a framework for responsible integration of large language models in scientific research,"Our framework, built on transparency, human oversight, ethical considerations, reproducibility, and continuous evaluation, introduces a tiered approach / Large Language Models (LLMs), Research Integrity, Responsible AI Integration, Scientific Research Ethics, Artificial Intelligence in Science",Michael Lissack; Brenden Meagher,2024,journalArticle,ssrn,maybe_queue
