item_key,decision,confidence,rationale
4WXSFCZ8,discard,high,"Privacy/AI governance paper focused on Pakistani data protection law — no software engineering or code governance angle"
YPX238KE,discard,high,"Comparative administrative law framework for algorithmic accountability in public administration — no software development or code angle"
WTIGL8KR,discard,high,"Copyright dispute settlement framework for AI training data — creative content domain, no code governance angle"
HTAT9BYC,discard,medium,"Domain-specific aerospace/CFD study comparing AI-assisted GPU code translation methods — human oversight noted incidentally, not the research focus, domain non-transferable"
3WHLQDXQ,discard,high,"Section 230 CDA reform for AI intermediary liability — legal/policy analysis with no SE or code governance angle"
JGQNH4XX,discard,high,"Conceptual polycentric governance framework treating AI as a fourth societal actor — no software development or code angle"
2W92E8FH,discard,high,"Customer experience design framework referencing EU AI Act incidentally — no SE or code governance angle"
UVV8HVVG,discard,high,"Legal analysis of AI training data access under competition law — data governance framing with no SE/code-specific angle"
UCAALU46,discard,high,"Music metadata and GenAI copyright framework — creative content domain, no code angle"
NFKS3BYE,discard,high,"AI governance framework for banking financial decision-making — domain-specific financial sector, non-transferable to SE code governance"
EEYPB3GU,discard,high,"AI alignment theory on structural safety for post-grokking systems — no SE, code, or software governance angle"
P54Q3QHZ,keep,high,"Empirically compares RAG vs RCI prompting for secure code generation using CWE/CodeQL guidelines — directly operationalizable methodology for reducing insecure LLM-generated code in SE workflows"
FFPZJJ2D,discard,high,"AGI data governance speculation about AGI-to-AGI sharing at superhuman speeds — agentic AI infrastructure framing without oversight mechanism transferable to SE"
Z2VYE325,maybe,medium,"Proposes a DSL (ZelC) with policy-as-code and capability scoping for agentic AI — software governance mechanism is present but the tool is speculative/pre-release and adoption path for SE orgs is unclear from the abstract"
VZQVYH4P,discard,high,"Human-in-command model for manufacturing HITL under Article 14 EU AI Act — physical production domain, non-transferable loop"
XIMJ3DHW,maybe,low,"Algorithmic accountability/explainability framework for regulatory auditing — abstract is a single sentence, leaving domain applicability and whether the mechanism transfers to SE contexts entirely unresolvable"
85WQZRIB,discard,high,"Nigerian copyright reform for AI-generated content — creative content domain, no code angle"
