item_key,decision,confidence,rationale
Y4YHMRYE,maybe,low,"Title implies actionable security testing findings but the abstract is truncated and shows only exploratory framing — no measurement methodology or governance mechanism is confirmed."
4TYKTMN4,maybe,medium,"KEV framework addresses enterprise-level verification debt for foundation model outputs — directly relevant concept, but abstract does not confirm software development or code verification as a specific scope."
KHI5AV89,discard,high,"Speculative post-AI governance theory about recursive objective drift with no connection to software engineering organizations or operationalizable oversight mechanisms."
6N8BFFFK,maybe,medium,"Citizen development and generative AI in software delivery raises governance and security challenges but the abstract is too thin to confirm operationalizable findings rather than descriptive problem-framing."
H7GSE8QJ,discard,high,"Public perception and fear of AI paper with no organizational mechanism for software engineering governance or code oversight."
NWQP7G88,keep,high,"Empirical controlled study quantifying how training data quality affects AI code defect rates across 551k generated functions with reproducible methodology — directly operationalizable for training data governance decisions."
HCQJX2AW,discard,high,"Productivity and time-savings framework for AI-assisted SDLC with no governance, oversight, or risk management angle."
GKNIDI2B,discard,high,"Agentic AI optimization for website discovery and digital governance — no software engineering code generation or oversight relevance."
DU7GB7R4,discard,high,"AI regulation paper focused on environmental sustainability of AI training with no code governance or software development angle."
ZTZG2PF2,discard,high,"Domain-specific HITL pipeline in AEC/BIM — the human-in-the-loop is for spatial design conversion, not transferable to software code review."
Y7LEMG5U,discard,high,"Philosophical AI alignment via social contracts and AI rights with no operational mechanism for software engineering organizations."
TIFCAJQR,maybe,low,"Provenance and algorithmic accountability could apply to AI-generated code lineage, but the abstract consists only of keywords and domain applicability cannot be determined."
SNNTKKCK,discard,high,"EU AI Act governance obligations applied exclusively to HR recruitment AI — domain-specific with no transferable contribution to software code governance."
WJGV383W,discard,high,"Generative AI and digital human rights (privacy, freedom) — general ethics paper with no operational mechanism for software engineering governance."
CYSJ3A27,maybe,medium,"HITL labor architecture framework includes explicit AI oversight mechanisms and sociotechnical configurations that could generalize to software engineering teams, but the primary domain is workforce/labor economics rather than code review."
WRF2X8QE,keep,high,"Explicitly addresses software engineering compliance-by-design for the EU AI Act and Cyber Resilience Act, providing generic architectures that engineering teams can implement directly."
THUAX4U7,maybe,medium,"Agentic AI governance with CI/CD deployment patterns and compliance frameworks could transfer to software engineering pipelines, but the primary domain is digital government/public administration."
EQ2C2HQX,discard,high,"Generative AI adoption in building and construction — domain-specific with no transferable software engineering governance angle."
62S6DFXY,maybe,medium,"NIST AI RMF-aligned governance optimization framework with computable permission boundaries and monitoring thresholds is plausibly transferable to AI code governance, but 'proxy AI' domain specificity makes transfer uncertain from the abstract alone."
XRWRJPV4,discard,medium,"Agentic AI for EDA/chip physical design automation — specialized hardware design domain with no governance or oversight angle applicable to software engineering organizations."
MTUD2C6K,discard,high,"Abstract contains only keyword-level content on AI alignment and safe autonomy with no operational mechanism or methodology for software engineering governance."
CEP5CTVF,keep,high,"Empirical qualitative study with software practitioners identifying reproducibility, scalability, and governance challenges in vibe coding — directly relevant to the SLR's core domain with practitioner-grounded findings."
94AR25CT,discard,medium,"Expert-in-the-loop architecture for scientific document synthesis — the HITL mechanism is specialized for knowledge synthesis tasks and does not transfer directly to software code review governance."
35VL4X7R,discard,high,"Unjust enrichment as legal remedy for AI training data misuse — IP law paper with no software engineering code governance angle."
DKTXMXX9,discard,medium,"Counterfactual gender bias audit in insurance claims processing — methodology is rigorous but requires substantial re-derivation to apply to AI code quality governance in software engineering."
FGR7FN35,maybe,medium,"AI agent liability framework covering oversight and products liability could generalize to liability for code-generating AI agents, but abstract does not confirm software/code as a specific scope."
G23UAFBT,maybe,medium,"Risk materiality framework for board-level AI governance translates AI risk into financial terms, but lacks explicit software engineering or code development scope to confirm direct operationalizability for engineering orgs."
2CKL96B8,keep,medium,"Empirical analysis of AI tool adoption in frontend software development identifies governance framework and security practice requirements — directly actionable findings for engineering organizations managing AI code generation tools."
9F5DGDHP,discard,high,"EU copyright remuneration right for AI-generated creative content — legal/IP paper with no software code governance angle."
CT28YI5W,discard,high,"AI/ML governance in pharmaceutical drug development — domain-specific regulatory framework not transferable to software engineering code governance."
7KYL2HZL,discard,high,"Human rights copyright framework for generative AI focused on creative authorship — no code or software engineering governance angle."
EWG4TC3J,discard,high,"Speculative phenomenological theory of recursive ASI sentience — no operational mechanism or software engineering applicability."
6F2PYM9W,discard,high,"Theoretical cognitive model with proprietary governance standards — no operationalizable contribution for software engineering organizations managing AI-generated code."
KKSWIRKC,keep,high,"Unified LLM agent architecture with safety-by-default, observability-first execution, guardrails, evaluation pipelines, and monitoring/governance planes — directly applicable blueprint for governing AI code generation agents."
I6FZ5GD2,maybe,medium,"Visual analytics for analyzing LLM coding agent behavior supports human oversight of iterative code generation, but the system targets ML scientists on ML competitions rather than software engineering governance workflows."
UGQ9DT5M,maybe,medium,"EU legal duty analysis for LLM truthfulness could frame liability for hallucinated or incorrect AI-generated code, but the abstract focuses on general LLM outputs and legal interpretation rather than code specifically."
829FQPTJ,keep,high,"Proposes and validates a model-attribution method identifying which LLM generated a given code snippet — directly enables vulnerability triage, licensing audits, and accountability in software governance workflows."
TLC729VC,discard,high,"Regulatory analysis of EU AI Act/DSA interplay for GPAI models — legal policy paper without software development or code governance applicability."
HAPENMHK,discard,high,"Canadian AI regulatory framework paper focused on autonomous systems policy — no software engineering or code governance angle."
LZ2NL98A,discard,high,"Critique of LLM use for legal interpretation — legal domain paper with no software engineering governance relevance."
V7TC7FUH,discard,high,"GenAI data engineering review for financial risk management — domain-specific financial application without software code governance angle."
LGSGW2HJ,discard,high,"Theoretical AGI conscience engine for causal governance — speculative alignment architecture with no software engineering applicability."
LJA5AH6N,keep,medium,"Comparative empirical evaluation of LLM test skeleton generation quality identifies prompt design and model choice as key quality variables — provides actionable model selection and prompting guidance for software engineering teams adopting AI testing."
ZRJHNEKZ,discard,medium,"Systematic review of AI decision support in enterprise platforms mentions NIST/GDPR frameworks but focuses on strategic business decision-making, not software code governance or AI code oversight."
SX4X6XME,discard,high,"Nigerian AI regulation and data protection paper — jurisdiction-specific legal analysis with no software engineering code governance angle."
D5RUCYMB,discard,high,"Multi-level governance of AI-generated content in telecommunications — domain-specific content governance with no software engineering applicability."
9YGXMUW3,maybe,medium,"Forensic investigation framework covering Copilot could support audit and accountability for AI coding tools, but the paper's focus is forensic artifact recovery from chat services rather than governance of code generation."
DXBL54TL,discard,high,"Consumer behavior study of AI recommender systems focused on market design and consumer protection — no software engineering code governance angle."
JMWS383F,discard,medium,"General survey of privacy and security issues in generative AI across multiple domains — too broad and descriptive to provide an operationalizable contribution specific to software engineering code governance."
KFDEW87K,discard,high,"Human-robot social relationships paper — entirely outside the software engineering governance domain."
