item_key,decision,confidence,rationale
9I2A3GAC,discard,high,"Domain is academic journal editorial workflows — despite the 'vibe-coding' mention the operationalizable contribution targets peer review governance not SE code oversight."
D6BMPN6N,discard,medium,"Truncated abstract suggests general regulatory compliance for GenAI/blockchain with no visible software engineering or code governance angle."
28CHLB2N,discard,medium,"Legal accountability framing is specifically financial (DeFi, institutional) with no software engineering or code development angle."
IAZKUZWM,discard,high,"Lean software development tutorial predates AI code generation and addresses process improvement without AI oversight or code quality governance."
56BUD7KU,discard,medium,"Proposes global AI governance architecture without a software engineering, DevSecOps, or code-specific application angle."
6JTZWQ7Q,discard,high,"Addresses generative AI governance at the societal level (copyright, IP) without software engineering or code governance application."
84J6UQA9,discard,high,"EU AI Act and governance frameworks applied exclusively to automotive driver monitoring systems — non-transferable domain."
6SJ93GKA,keep,high,"Provides operationalizable observability framework (logging, cost tracking, prompt transparency) for agentic code generation with benchmarked cost and reliability improvements in production."
URKE57I5,discard,high,"General AI ethics accountability framework for senior leadership without software engineering, code generation, or code governance application."
FCFCFDHF,discard,medium,"Organizational responsible AI management framework addresses governance roles and business value without a software development, code quality, or AI code oversight angle."
UJN9DH4I,discard,high,"Copyright analysis of AI-generated content focuses on creative authorship and fair use without addressing code-specific liability or software governance."
RQI8NXJL,keep,high,"Provides enterprise identity governance framework for AI coding agents (explicitly referencing Claude Code and Cursor) with quantified vulnerability findings (26%) and audit mechanisms."
53WZ7NY3,discard,high,"Regional AI ethics governance model addresses enterprise-driven compliance without software engineering, code generation, or code governance angle."
46VFVT5Q,discard,high,"AI in judicial decision-making is a non-transferable HITL domain with no structural parallel to software engineering code oversight."
6NQFP922,discard,high,"Domain-specific to transportation systems management with no connection to software engineering code governance."
3S8YW6VE,discard,high,"Academic repository content moderation policies for AI-generated material are domain-specific and not transferable to SE code governance."
2MPUZHQL,keep,high,"Empirically quantifies GitHub Copilot insecure code rate (~40%) across MITRE Top 25 CWEs with systematic methodology directly applicable to AI code risk measurement."
6MJ93ETN,discard,high,"Country-specific AI regulation analysis (Nigeria) with no software engineering, code generation, or code governance angle."
3MCSLDND,maybe,medium,"Observability-over-interpretability framework for responsible AI deployment at scale is primarily framed for financial regulators but the mechanism (actionable signals over explanations) may transfer to SE code governance monitoring."
99DNI26D,discard,high,"Addresses algorithmic liability exclusively in environmental/greenwashing law with no software engineering or code angle."
A2Q92SVQ,discard,high,"Educational conceptual guide to AI law and policy without an operationalizable contribution for software engineering organizations."
