item_key,decision,confidence,rationale
ZRCSMTFA,discard,high,"LLM architecture generation capability benchmarking without governance, risk, or oversight contribution — matches tool-capability discard pattern."
9RIC3VMC,discard,medium,"Agentic AI governance framed around empirical finance research integrity (replication crisis, p-hacking) with no connection to software engineering code governance."
V6PVXFVZ,discard,high,"AI-augmented leadership and team performance framework — organizational AI adoption focused on productivity and change management without code governance or oversight mechanism."
JV4MF3PP,discard,high,"Systematic review of ChatGPT across finance, law, and healthcare — no software engineering or code governance angle in any of the three covered domains."
DZNMD5UE,discard,high,"Algorithmic governance framework applied exclusively to public administration and administrative law — domain-specific with no transferable connection to software engineering code governance."
8L2G3J4Q,keep,high,"Empirical evaluation of LLM-augmented static analysis (Semgrep) for vulnerability triage, with measurable false-positive reduction and model comparison — directly operationalizable for org security review pipelines."
AVYTN6UX,discard,high,"AI copyright analysis (authorship thresholds, liability for AI-assisted outputs) focused on creative content with no code-specific angle."
W6PFA2XG,keep,high,"Directly examines abstraction and traceability as necessary governance mechanisms for vibe-coded systems, arguing that specification-only development produces ungovernable collapse — operational implication for engineering orgs."
PVCAQHKW,discard,high,"GDPR right-to-be-forgotten analysis for generative AI memory — data privacy focus with no software engineering governance or code oversight angle."
XLH3PMV3,discard,high,"Facial recognition algorithmic accountability in law enforcement — domain-specific with no abstract and no transferable connection to software code governance."
J3KCV65D,keep,medium,"Cross-language measurement of ChatGPT code quality (runtime, memory, documentation, exception handling) across 600 problems provides reproducible quality-metric methodology applicable to org AI code assessment, though scope is benchmarking rather than governance."
PD297DUM,keep,high,"Survey of 105 developers quantifying security review burden, overreliance concerns, and declining secure-coding proficiency under GAI tools — directly operationalizable for org risk and oversight program design."
6NNKJQMS,discard,high,"Child safety AI governance framework — domain-specific HITL (child protection/legal) with no transferable mechanism to software code review."
6EAKBIN3,discard,high,"LLM alignment study scoped to financial crime detection — domain-specific without software engineering or code governance angle."
86SMUALT,discard,high,"Normative biometric self-ownership policy for generative AI identity protection — general AI ethics/policy with no software engineering governance mechanism."
E7ZAP5M5,discard,medium,"Toyota Production System is a manufacturing lean-production text; applying its principles to AI code governance requires substantial domain re-derivation not provided in the work itself."
QLBPF92T,discard,high,"Model inversion attack analysis and GDPR compliance — ML privacy/data-protection law focus without software engineering governance angle."
Y7ETDYBK,discard,high,"ChatGPT jailbreaking ethics advocacy — general AI ethics without an operational detection, measurement, or governance mechanism applicable to software engineering."
2R3HQDDD,discard,high,"Copyright authorship and fair use challenges from generative AI — IP law analysis without operational mechanism for software engineering code governance."
54L4L2SQ,discard,high,"UK AI regulation extraterritoriality and copyright policy analysis — regulatory policy debate without operational mechanism for software engineering orgs."
BBA7GV5A,discard,high,"Copyright eligibility for AI-generated images via iterative prompting — creative content copyright with no code angle."
NQ5DMH84,discard,high,"AI-generated art copyright infringement and fair use — creative content copyright with no code or software engineering angle."
BGH8KIK7,maybe,medium,"HITL workflow that validates LLM-generated code through automated execution and iterative human feedback is structurally parallel to AI code review; domain (railway driver assessment) requires translation but the oversight mechanism itself is transferable."
26FSXWCI,discard,high,"Five-layer hardware HITL architecture for AI-guided defense/weapons systems — domain-specific non-transferable loop (physical defense) with no parallel to software code review."
TLEX7FBP,keep,high,"Multi-language, multi-model measurement of LLM code security using SonarQube and CodeQL across 200 tasks, identifying specific vulnerability classes (memory safety, hard-coded secrets, crypto misuse) — reproducible methodology directly operationalizable for org risk scoring."
4Y8ZTT8D,discard,high,"AI regulation policy paper arguing for adaptive market-driven governance over precautionary principle — regulatory theory without operational mechanism for software engineering orgs."
4TI3E786,discard,medium,"Legal analysis of AI black-box transparency requirements under the AI Act — regulatory compliance framing without operational framework applicable to software engineering code governance."
TQKQQAX4,discard,medium,"Organizational responsible AI adoption survey finding that responsible adoption lags — change management and trust framing without specific code governance or risk oversight mechanism."
TR3NLCYM,discard,high,"AI regulatory tradeoff exposition (responsibility vs. innovation) across EU AI Act and UK frameworks — policy analysis without operational mechanism for software engineering governance."
GSAGHWY4,discard,medium,"AI integration in financial internal auditing — domain-specific (corporate audit) human-AI oversight without direct connection to software code governance."
8CA6RHDS,discard,medium,"GenAI in collaborative newsroom work — domain-specific (journalism) with no abstract available, preventing assessment of any software engineering governance angle."
LJJ4JMHD,discard,high,"Generative AI in legal practice (research, drafting, case management) — domain-specific without software engineering or code governance angle."
LDE5CAYB,discard,high,"U.S. patent inventorship law for AI outputs — IP law focus without operational mechanism for software engineering code governance."
RIJKYHSX,discard,medium,"AI training data portfolio governance framework — governs training data composition for model builders rather than governing AI-generated code outputs in software engineering orgs."
9ITXRLSL,maybe,medium,"Three-layer bias governance framework (data, modeling, application) with liability allocation for generative AI could transfer to code generation oversight architecture, though the focus on bias/fairness rather than code quality or security limits direct applicability."
FPNZZ2P6,discard,high,"AI in marketing and advertising governance — domain-specific (consumer protection/advertising) transparency framework without software engineering angle."
CTTUACVJ,discard,medium,"Algorithmic impact assessment co-construction processes in FAccT community — focused on social harm evaluation rather than providing an operational code governance or oversight mechanism."
5H6KQCJM,keep,high,"Survival analysis of 200,000 AI-generated code units across 201 projects quantifying modification rates, hazard ratios, and predictive signals — directly operationalizable for orgs governing long-term evolution of agent-authored code."
T39I45HS,discard,medium,"Organizational behavior study of high-performer algorithm aversion — explains pre-implementation attitude formation without providing an oversight, detection, or code governance mechanism."
DMFQGBHD,discard,high,"Speculative philosophical paper combining AI, privacy, and Jungian synchronicity — no operational mechanism; matches general AI ethics/philosophy discard pattern."
KZCYMYSH,discard,high,"Meta-analysis critiquing trustworthy AI ethics guidelines — descriptive governance critique without operational mechanism for software engineering."
SKCMESVC,discard,high,"Generative AI and disinformation in electoral contexts — domain-specific (media/elections) AI governance without software engineering code angle."
YH4LUHEA,discard,medium,"AXIOM governance framework for AI-driven knowledge work in consulting — domain-specific (professional services) without direct connection to software engineering code governance."
IXIN7H9I,discard,high,"Agentic AI governance via blockchain smart contracts — infrastructure/decentralized systems focus without code review oversight mechanism applicable to software engineering orgs."
744LHJ6A,discard,medium,"GenAI integration in collaborative newsroom routines — domain-specific (journalism) with no abstract, preventing assessment of any software engineering governance angle."
WUUDHL8R,keep,high,"Operational AI-driven refactoring pipeline with explicit human-in-the-loop oversight for code quality decisions in git repositories, including EU AI Act compliance consideration — directly applicable to orgs governing AI code changes at scale."
UTREMGMQ,discard,high,"Descriptive conceptual comparison of AI agent versus agentic AI architectures — no operational governance, detection, or oversight mechanism."
25SNDLXV,maybe,medium,"Risk-based AI governance framework with quantified EU AI Act and GDPR coverage metrics and proportionality mechanisms; retail domain limits direct applicability but the oversight and regulatory alignment structure could transfer to software engineering governance without substantial re-derivation."
HXCC3JRU,discard,high,"Domain-specific AI/ML application in financial forecasting — thin abstract with only a passing mention of oversight insufficient to support an operational governance contribution."
8BLIERUP,maybe,medium,"Deterministic post-processing constraint architecture (DELIA) providing reproducibility, auditability, and audit trails for AI output governance is model-agnostic and structurally transferable to code governance pipelines, though evaluated only in finance/healthcare/legal domains."
