item_key,title,abstract,authors,year,item_type,sources,source_queue
N3GNJWQV,AI in the vault: AI act's impact on financial regulation,"Key findings of this study reveal that, while the AI Act provides a robust framework for AI governance, several challenges persist, including the / The study’s comprehensive analysis of the AI Act offers valuable recommendations for policymakers and stakeholders, aiming to enhance the regulatory oversight / Artificial Intelligence Act, AI governance, banking supervision, financial regulation, prudential supervision, AI risk management, AI Office, European",Maria Lucia Passador,2024,journalArticle,ssrn,keep_queue
7NUBKZ8W,Adaptive policy stacks for generative AI in the public sector: evidence from triangulated demand–design–implementation data,"Generative AI is being rapidly absorbed into public organizations through service and document‑automation tasks, but governance instruments are often assembled / Using triangulated evidence from South Korea—an elicitation of governance needs, a guideline‑design survey mapped to the NIST AI RMF, and a corpus of practitioner‑generated / generative AI, AI governance, policy mix, adaptive governance, public sector",hana kim,2026,journalArticle,ssrn,keep_queue
2QJNZKBM,Comments on the final trilogue version of the AI act,"This paper provides a comprehensive analysis of the recent EU AI Act, the regulatory framework surrounding Artificial Intelligence (AI), focusing on foundation / regulation aligns with existing sectoral regulations and impacts the AI value chain. / AI, artificial intelligence, machine learning, AI Act, RBI, innovation, data protection",Philipp Hacker,2024,journalArticle,ssrn,keep_queue
524TWMDJ,"AI knows best? The paradox of expertise, AI-reliance, and performance in educational tutoring decision-making tasks","We present an empirical study of how both experienced tutors and non-tutors judge the correctness of tutor praise responses under different Artificial Intelligence (AI)-assisted interfaces, types of explanation (textual explanations vs. inline highlighting). We first fine-tuned several Large Language Models (LLMs) to produce binary correctness labels and explanations, achieving up to 88% accuracy and 0.92 F1 score with GPT-4. We then let the GPT-4 models assist 95 participants in tutoring decision-making tasks by offering different types of explanations. Our findings show that although human-AI collaboration outperforms humans alone in evaluating tutor responses, it remains less accurate than AI alone. Moreover, we find that non-tutors tend to follow the AI's advice more consistently, which boosts their overall accuracy on the task: especially when the AI is correct. In contrast, experienced tutors often override the AI's correct suggestions and thus miss out on potential gains from the AI's generally high baseline accuracy. Further analysis reveals that explanations in text reasoning will increase over-reliance and reduce underreliance, while inline highlighting does not. Moreover, neither explanation style actually has a significant effect on performance and costs participants more time to complete the task, instead of saving time. Our findings reveal a tension between expertise, explanation design, and efficiency in AI-assisted decision-making, highlighting the need for balanced approaches that foster more effective human-AI collaboration.",Chen; Li; Huang; Tang; Lin,2025,preprint,arxiv,maybe_queue
XAKYUZ27,Opening pandora's box: the existential threat of survival-driven AI and the urgent need for topological circuit breakers,"Embodied AI, AI Alignment, Survival Motive, Topological Circuit Breaker, HoloBlocker, AI Legislation",Kaijie Liu; Alex Li; Menghuan Song; Hao Hu; Kin Chung Ho,2026,journalArticle,ssrn,maybe_queue
IQCNSPY6,From hazard identification to controller design: proactive and LLM-supported safety engineering for ML-powered systems,"Machine learning (ML) components are increasingly integrated into software products, yet their complexity and inherent uncertainty often lead to unintended and hazardous consequences, both for individuals and society at large. Despite these risks, practitioners seldom adopt proactive approaches to anticipate and mitigate hazards before they occur. Traditional safety engineering approaches, such as Failure Mode and Effects Analysis (FMEA) and System Theoretic Process Analysis (STPA), offer systematic frameworks for early risk identification but are rarely adopted. This position paper advocates for integrating hazard analysis into the development of any ML-powered software product and calls for greater support to make this process accessible to developers. By using large language models (LLMs) to partially automate a modified STPA process with human oversight at critical steps, we expect to address two key challenges: the heavy dependency on highly experienced safety engineering experts, and the time-consuming, labor-intensive nature of traditional hazard analysis, which often impedes its integration into real-world development workflows. We illustrate our approach with a running example, demonstrating that many seemingly unanticipated issues can, in fact, be anticipated.",Hong; Timperley; Kastner; IEEE COMPUTER SOC,2025,conferencePaper,wos,keep_queue
QHAHG7K2,The AI trifecta: revolutionizing innovation across disciplines,"The rapid evolution of artificial intelligence (AI) has ushered in a new era of innovation, with tools like Gemini, Copilot, and ChatGPT redefining boundaries / We also address key challenges, including ethical consider- ations, human oversight, and the integration of these systems into existing workflows. / Gemini, Copilot, ChatGPT, AI Trifecta, Artificial Intelligence, Interdisciplinary Innovation, Multimodal Intelligence, Context-Aware Coding, Generative / AI, Knowledge Discovery, Ethical AI, AI-Driven Collaboration, Research Workflows, Creativity Enhancement",Anil Kumar Jonnalagadda; Praveen Kumar Myakala; Chiranjeevi Bura,2025,journalArticle,ssrn,maybe_queue
25RCNRY9,Human-AI collaboration in software engineering: lessons learned from a hands-on workshop,"This paper investigates the dynamics of human-AI collaboration in software engineering, focusing on the use of ChatGPT. Through a thematic analysis of a hands-on workshop in which 22 professional software engineers collaborated for three hours with ChatGPT, we explore the transition of AI from a mere tool to a collaborative partner. The study identifies key themes such as the evolving nature of human-AI interaction, the capabilities of AI in software engineering tasks, and the challenges and limitations of integrating AI in this domain. The findings show that while AI, particularly ChatGPT, improves the efficiency of code generation and optimization, human oversight remains crucial, especially in areas requiring complex problem-solving and security considerations. This research contributes to the theoretical understanding of human-AI collaboration in software engineering and provides practical insights for effectively integrating AI tools into development processes. It highlights the need for clear role allocation, effective communication, and balanced AI-human collaboration to realize the full potential of AI in software engineering.",M. Hamza; D. Siemon; M. A. Akbar; T. Rahman,2024,conferencePaper,acm|ieee|scopus,keep_queue
NZXZCZ9B,Assessing the feasibility of collective licensing of in-copyright works as training data for generative AI systems,"Copyright owners have sued several developers of large-scale generative AI systems for copyright infringement because of their uses of massive quantities / This article discusses several proposals for collective licensing to enable development of generative AI systems while providing some compensation to copyright / generative AI, copyright law, collective licensing",Pamela Samuelson,2026,journalArticle,ssrn,maybe_queue
G9DKEEUF,Human oversight and fail-safe mechanisms in AI agents,"The rapid deployment of autonomous AI agents across critical domains has raised significant concerns regarding reliability, accountability, and safety. This chapter examines the role of human oversight and fail-safe mechanisms in ensuring responsible AI operations. It highlights the necessity of integrating monitoring systems, intervention protocols, and adaptive safety measures to mitigate unintended consequences arising from autonomous decision-making. Case studies and recent advancements in AI safety engineering are discussed to illustrate practical implementations of oversight frameworks. Furthermore, the chapter explores regulatory, ethical, and technical dimensions, emphasizing the importance of maintaining human-in-the-loop control to safeguard against catastrophic failures. Recommendations for designing robust fail-safe architectures and continuous oversight strategies are provided to guide researchers, developers, and policymakers in the deployment of secure and accountable AI agents. ©2026, IGI Global Scientific Publishing. All rights reserved.",Mustafa; Vitianingsih,2025,journalArticle,,keep_queue
