item_key,title,abstract,authors,year,item_type,sources,source_queue
CJ4P5M7S,"Adversarial swarm intelligence for epistemic defense: architecture, implementation, and preliminary validation","This suggests the hypothesis that commercial models like ChatGPT-4o are prioritizing fluency over rigor. / ARGUS-Thesis does not assess correctness, but flags epistemic risk conditions, providing a mechanism to disrupt this pattern. / AI Governance, Adversarial Swarms, Multi-Agent Systems, Research Integrity, Epistemic Defense",Sambath Kumar Natarajan,2026,journalArticle,ssrn,maybe_queue
VFE9BX2T,"Deployability-centric infrastructure-as-code generation: fail, learn, refine, and succeed through LLM-empowered DevOps simulation","Infrastructure-as-Code (IaC) generation holds significant promise for automating cloud infrastructure provisioning. Recent advances in Large Language Models (LLMs) present a promising opportunity to democratize IaC development by generating deployable infrastructure templates from natural language descriptions. However, current evaluation focuses on syntactic correctness while ignoring deployability, the critical measure of the utility of IaC configuration files. Six state-of-the-art LLMs performed poorly on deployability, achieving only 20.8$\sim$30.2% deployment success rate on the first attempt. In this paper, we construct DPIaC-Eval, the first deployability-centric IaC template benchmark consisting of 153 real-world scenarios cross 58 unique services. Also, we propose an LLM-based deployability-centric framework, dubbed IaCGen, that uses iterative feedback mechanism encompassing format verification, syntax checking, and live deployment stages, thereby closely mirroring the real DevOps workflows. Results show that IaCGen can make 54.6$\sim$91.6% generated IaC templates from all evaluated models deployable in the first 10 iterations. Additionally, human-in-the-loop feedback that provide direct guidance for the deployability errors, can further boost the performance to over 90% passItr@25 on all evaluated LLMs. Furthermore, we explore the trustworthiness of the generated IaC templates on user intent alignment and security compliance. The poor performance (25.2% user requirement coverage and 8.4% security compliance rate) indicates a critical need for continued research in this domain.",Zhang; Pan; Zhang; Xing; Sun,2025,preprint,arxiv,keep_queue
9K45FHAG,Human-in-command: governing agentic AI in customer service,"The rapid integration of autonomous and generative artificial intelligence into the customer service and support sector has fundamentally altered the relationship / As organizations shift from simple rule-based automation to semi-autonomous ""agentic"" AI, the requirement for effective human oversight has moved from / Artificial Intelligence Governance, Human-in-Command, Customer Service, EU AI Act, Cognitive Load, Human-Machine Teaming, Automation Bias, Agentic AI",Naveen Sundaresan,2026,journalArticle,ssrn,keep_queue
UDKLJHFY,Nomotic AI: the governance counterpart to agentic AI,"This paper introduces Nomotic AI as the necessary governance counterpart to agentic AI. / Where agentic AI focuses on actions, Nomotic AI focuses on laws. Where agentic AI enables capability, Nomotic AI ensures accountability. / Agentic AI, Nomotic AI, AI governance, accountability, pre-action authorization, delegated authority, AI ethics",Chris Hood,2026,journalArticle,ssrn,keep_queue
SNPQ9KQ8,Enhancing automated vulnerability repair through dependency embedding and pattern store,"In recent years, the proliferation of software vulnerabilities has significantly increased the complexities and costs associated with manual remediation efforts. Although AI-based methods for automated vulnerability repair are gaining traction, many existing approaches have two limitations: 1) treat code as a sequence of tokens, neglecting critical structural information like control flow and data flow, and 2) do not fully utilize the repair patterns of vulnerabilities. To address these limitations, we introduce FAVOR, an innovative tool that utilizes both the vulnerable function's code and its control flow graph (CFG) as inputs. FAVOR incorporates a dependency embedding module to capture structural and dependency information and leverages CodeT5, a state-of-the-art model pre-trained for code generation tasks. To further enhance the repair process, we introduce a pattern store that uses KNN search to retrieve similar past repair patterns, which helps guide the model toward generating more contextually accurate patches. In our experiments, FAVOR, trained on a dataset of 6548 faulty C/C++ functions, repaired 45 more vulnerabilities compared to VULREPAIR, demonstrating improved accuracy and efficiency in automated vulnerability repair.",Q. Dong; Y. Lin; H. Sun; X. Gao,2025,conferencePaper,ieee,keep_queue
VR9V8XT8,Rethinking software development considering collaboration with AI assistants,"The integration of AI into software development is transforming coding practices, with tools like GitHub Copilot marking the beginning of AI-assisted development. However, the interaction between developers and AI assistants is not yet well understood, presenting both opportunities and challenges. This PhD thesis addresses three core objectives: (1) improving the effectiveness of developer-AI interactions, (2) redefining development practices to incorporate AI as an essential collaborator, and (3) exploring collaborative dynamics within mixed teams of developers and AI agents. The aim is to establish methodologies that can boost productivity and software quality, paving the way for seamless human-AI collaboration in development.",B. Donato,2025,conferencePaper,ieee,keep_queue
C88B4PL8,From opacity to accountability: amending section 230 for generative AI,"When a generative AI system creates its own output or transforms existing content into harmful delivery, the provider can assert § 230 immunity at the / This paper proposes a targeted amendment to § 230(f)(3) that shifts this dynamic from opacity to accountability. / section 230, generative ai, artificial intelligence, material contribution, platform immunity, content moderation, statutory reform, creation harms, delivery",Vinicius Van Der Put,2026,journalArticle,ssrn,keep_queue
N5KI3J26,"Governing artificial intelligence in Nigeria: legal readiness, gaps, and regulatory possibilities","The analysis draws comparative insight from global AI regulatory models, including the European Union's AI Act, the OECD AI Principles, and Africa-wide / Nigeria has made progress in data protection and digital policy, it lacks a coherent and forward-looking regulatory framework specifically tailored to AI governance",Nancy Nzom; Moses Daniel Eyyazo,2026,journalArticle,ssrn,keep_queue
6ZV33N2Q,"Clinical agentic systems: methodologies for development, orchestration, and governance of autonomous AI agents in healthcare workflows -alignment with 2026 FDA/EMA guiding principles","The healthcare sector is undergoing a rapid shift from narrow generative AI tools to agentic AI systems capable of autonomous planning / The healthcare sector is undergoing a rapid shift from narrow generative AI tools to agentic AI systems capable of autonomous planning / the FDA/EMA 10 Guiding Principles of Good AI Practice (Jan 2026): human-centric design, risk-based validation, lifecycle management, transparency, and accountability",Natalia Bobrova,2026,journalArticle,ssrn,maybe_queue
R264LFGD,AI pair programming acceptance: a value-based approach with AHP analysis,"The emergence of Artificial Intelligence (AI) tools is transforming every aspect of life with new opportunities and risks. An impact of AI tools can be seen in AI pair programming which is defined as a generative and creative support tool with real-time interaction. The goal of this study is to explore the AI pair programming acceptance. To identify, describe, categorize, and rank the factors affecting the acceptance of AI pairs a literature review, a research model proposal based on an extension of the Value-based Adoption Model (VAM) framework, and an Analytic Hierarchy Process (AHP) analysis is conducted. The proposed model consists of six main factors and twenty-two sub-factors which are validated with an AHP analysis including eleven experts’ judgments. The findings presented the most essential factors as productivity, code accuracy, complexity, personal development, and innovativeness. The least significant factors were inspiration, motivation, intellectual property violation, AI interaction, and trust. This study provides insight to AI tool developers and producers in the context of programming on the key factors to consider for success.",M. T. Çaldağ,2024,conferencePaper,ieee,keep_queue
