item_key,title,abstract,authors,year,item_type,sources,source_queue
QQW7XHCJ,Response to the copyright and AI consultation,"The discussion underscores the need for stronger governance mechanisms, improved rights management, and regulatory frameworks that address the growing / Copyright, AI, Text-and-Data Mining (TDM) exception, Intellectual Property, AI Regulation and Governance",Gaetano Dimita; Michaela MacDonald; Uma Suthersanen,2025,journalArticle,ssrn,maybe_queue
AH8D7TWU,The AI insur(tech)ability: between regulation and revolution,"On one side, the accelerated adoption of Artificial Intelligence (AI) is redefining critical sectors like FinTech and InsurTech. Artificial Intelligence, AI Act, Product Liability Directive, InsurTech, Corporate Governance, Conformal Prediction, Optimal Contract Theory, Solvency II, Strict Liability, Risk Management, Human Oversight, Compliance by Design",Marco Zorzi; Anita Raggiotto; Stefano Miani,2026,journalArticle,ssrn,keep_queue
D9E3EFAN,Narrative modelling theory,"Current frameworks for investigating complex system dynamics—from AI alignment to socioeconomic collapse to consciousness—are constrained by the methodological / speculative fiction, research methodology, systems analysis, mythological compression, AI alignment, cognitive instruments, narrative epistemology, archetypal",Alex Terrace,2026,journalArticle,ssrn,maybe_queue
U78UZTBJ,"Configurational pathways to smart city AI adoption: evidence from local governments in Australia, the US, spain, hong kong, and Saudi Arabia","configurational thinking in smart city research and public sector innovation, providing actionable guidance for designing context-sensitive, resource-appropriate AI / governance strategies in local governments. / AI adoption, AI governance, Local Government, organisational configuration analysis, public sector innovation, Smart City",Tan Yigitcanlar; Ke Liu; Sajani Senadheera; Raveena Marasinghe; Anne David,2025,journalArticle,ssrn,maybe_queue
2DMVLYYG,Legal regime of GenAI creations,"Annotation: current research is dedicated to contemporary legal issues arising from the implementation of so called ""Generative AI"", or ""GenAI"". / A key question is whether an AI-generated work can be subject to copyright protection. / Intellectual Property, Generative AI, Artificial Intelligence, Copyright, AI-generated",William Arutiunian,2024,journalArticle,ssrn,maybe_queue
78VJKEH6,The supervision gap: AI and the emerging professional identity formation obligation that begins In law school's first year,"The legal profession has reached consensus on one point: lawyers who use generative AI must supervise its output. / The only interventions that work are substantive domain expertise and internalized accountability. / legal writing, legal education, artificial intelligence, peer review, professional identity formation, generative ai, aba standard 303, supervision, automation",Tracy L. M. Norton,2026,journalArticle,ssrn,maybe_queue
HEXRQQEG,AI at the bench: legal and ethical challenges of informing - or misinforming - judicial decision-making through generative AI,"Generative AI (GenAI) has gained significant popularity in recent years. / the promise of increased efficiency in the courtroom and expanded access to justice, it also introduces concerns regarding bias, interpretability, and accountability / artificial intelligence, generative AI, access to justice, AI regulation, judicial decision-making, AI ethical principles, fairness, accountability, transparency",Nydia Remolina; David Socol de la Osa,2024,journalArticle,ssrn,keep_queue
5GJUE79U,An evaluation of the effectiveness of OpenAI's ChatGPT for automated python program bug fixing using QuixBugs,"In recent years, the use of Artificial Intelligence (AI) has become increasingly common in various fields, including in software development. One such field is where AI can automatically detect and fix bugs in code. GPT-3.5 is a state-of-the-art language model developed by OpenAI that has been trained on a massive amount of text data to generate natural language responses to a wide range of prompts. One of the main challenges in software development is bug fixing, which can be a time-consuming and complicated process. QuixBugs is a framework for evaluating automatic program repair techniques, which can be used to test the effectiveness of GPT-3.5 and similar bug-fixing tools. This paper evaluates the effectiveness of GPT-3.5 in automatically fixing bugs in Python code using QuixBugs. Through testing with 40 different Python bugs, We discovered that GPT-3.5 was able to accurately fix 30 out of 40 bugs cases from QuixBugs benchmark. Compared with other tools like standard program repair and Codex, ChatGPT outperformed them significantly. These findings highlight the potential of ChatGPT as a powerful tool for enhancing code quality and reducing the burden of manual bug fixing.",M. C. Wuisang; M. Kurniawan; K. A. Wira Santosa; A. Agung Santoso Gunawan; K. E. Saputra,2023,conferencePaper,ieee,maybe_queue
LE9QU4VA,Transforming healthcare with artificial intelligence: an integrated approach to patent analysis and strategic commercialization,"that while diagnostic technologies and AI integration in clinical workflows were prominent in both periods, the pandemic significantly accelerated the adoption / Post-COVID, there is a notable shift towards hybrid healthcare models and an increased emphasis on ethical AI governance. / artificial intelligence, LangGraph, Patent Analysis, COVID-19, Large Language Models, Ethical AI Governance",Hudson Aikins; Lara Khansa,2024,journalArticle,ssrn,maybe_queue
USAEPERT,Understanding specification-driven code generation with LLMs: an empirical study design,"Large Language Models (LLMs) are increasingly integrated into software development workflows, yet their behavior in structured, specification-driven processes remains poorly understood. This paper presents an empirical study design using CURRANTE, a Visual Studio Code extension that enables a human-in-the-loop workflow for LLM-assisted code generation. The tool guides developers through three sequential stages--Specification, Tests, and Function--allowing them to define requirements, generate and refine test suites, and produce functions that satisfy those tests. Participants will solve medium-difficulty problems from the LiveCodeBench dataset, while the tool records fine-grained interaction logs, effectiveness metrics (e.g., pass rate, all-pass completion), efficiency indicators (e.g., time-to-pass), and iteration behaviors. The study aims to analyze how human intervention in specification and test refinement influences the quality and dynamics of LLM-generated code. The results will provide empirical insights into the design of next-generation development environments that align human reasoning with model-driven code generation.",Rosa; Moreno-Lumbreras; Robles; González-Barahona,2026,preprint,arxiv,keep_queue
SPI9UKI7,The lex ai: mandatory ai governance and the digital tribunal in international arbitration,"In 2024, the Second Circuit entered a disciplinary referral against an attorney who submitted a nonexistent ChatGPT-generated authority. / the first institutional deployment of AI in the adjudicative function, and its companion Resolution Simulator, identifying their implications for high-risk / International arbitration, Lex AI, AI governance, Legal Ethics and AI, Arbitral procedure, Lex Data, Data Privacy, Conflict of Laws",Barry Appleton,2026,journalArticle,ssrn,keep_queue
N2G3TMIJ,Artificial intelligence governance and faith-based organizations: a comprehensive theoretical framework for multi-stakeholder integration in the European union's AI act implementation,"regulation, yet its implementation faces significant challenges in reaching diverse communities, translating technical requirements into practice, and / develops a theoretical framework identifying four operational dimensions through which faith-based organizations can contribute to AI Act implementation / EU AI Act, artificial intelligence governance, faith-based organizations, stakeholder theory, implementation, Article 17 TFEU, ethical frameworks, technology",Ashwini Mathur; Patrick O'Donnell; Philip McDonagh,2026,journalArticle,ssrn,keep_queue
GVW7S2MV,Artificial intelligence in elderly care: navigating ethical and responsible AI adoption for seniors,"potential that AI holds for enhancing the lives of seniors, while also acknowledging the complex ethical and practical challenges that accompany its adoption / proposes a multidisciplinary approach involving seniors, caregivers, healthcare professionals, and AI developers in the conversation, ensuring that AI adoption / Adoption, Artificial Intelligence, Elevating Elders, Ethical and Responsible AI, Seniors",David Mhlanga,2024,journalArticle,ssrn,maybe_queue
5Q7AIRTT,Navigating ethical horizons: frameworks for responsible AI governance in malaysian businesses,"However, alongside enthusiasm for AI adoption, challenges emerge, particularly concerning accessibility for small and medium enterprises (SMEs) and ethical",Airolina Julis,2024,journalArticle,ssrn,keep_queue
DZ4GQ2ZD,"Judicial approach to the copyright protection of generative AI-assisted works in China: review, comparison and reflection","of GenAI-assisted works, infringement assessments, and liability allocation. / The study underscores the need for flexible regulatory frameworks that balance innovation with accountability in GenAI-assisted content creation. / GenAI, Prompts, Copyrightability, Infringement, liability, Casual link",Jinping Zhang; Danyang Guo,2026,journalArticle,ssrn,maybe_queue
UNRV995L,Sarbanes-oxley: a choice reporting architecture for frontier artificial intelligence design,"Artificial Intelligence (AI) leaders have issued stark warnings regarding the existential risks of autonomous systems, often calling for independent oversight / AI.",Royal Aubrey Davis III,2026,journalArticle,ssrn,keep_queue
VKIDMYTP,Reconstructing medical negligence for AI-driven care: toward a nigerian standard of reasoned justification,"medical negligence, artificial intelligence, Nigeria, Standard of Reasoned Justification, Evidence Act s 84, SaMD, NHIA accreditation, ubuntu, autonomy, algorithmic / accountability",Abba Elgujja,2025,journalArticle,ssrn,maybe_queue
9WSVLDA7,What does it mean to be seen by a machine?,"Human-AI relational dynamics, AI memory architecture, AI reflexivity, AI governance, AI alignment, Large Language Models, Autoethnography, Cultural representation",Sandya Venugopal,2026,journalArticle,ssrn,maybe_queue
PAH67YUY,Accessibility heuristics for vibe coding interfaces,"AI coding tools are transforming programming, shifting it from a highly editorial process into a conversational activity. Popular Vibe coding tools such as Replit and Cursor integrate natural language interfaces with traditional development environments. While these tools promise simplicity, increased productivity, and automation, they also introduce new accessibility challenges for blind or visually impaired (BVI) developers. A systematic identification of these accessibility challenges necessitates comprehensive guidelines that account for the complex interactions in these tools. To address this need, we develop accessibility heuristics to assess the accessibility of AI conversational programming tools. Our heuristics combine web accessibility guidelines, best practices to design conversational interfaces, and accessibility needs specific to BVI developers. Our evaluation of three widely used conversational programming tools shows that most accessibility challenges arise from complex keyboard interactions, poor focus management, and insufficient feedback and access to the various actions and output of the tools.",Madan; Bindu; Potluri; ACM,2025,conferencePaper,wos,maybe_queue
YKLEPERJ,On the use of agentic coding: an empirical study of pull requests on GitHub,"Large language models (LLMs) are increasingly being integrated into software development processes. The ability to generate code and submit pull requests with minimal human intervention, through the use of autonomous AI agents, is poised to become a standard practice. However, little is known about the practical usefulness of these pull requests and the extent to which their contributions are accepted in real-world projects.In this paper, we empirically study 567 GitHub pull requests (PRs) generated using Claude Code, an agentic coding tool, across 157 diverse open-source projects. Our analysis reveals that developers tend to rely on agents for tasks such as refactoring, documentation, and testing. The results indicate that 83.8% of these agent-assisted PRs are eventually accepted and merged by project maintainers, with 54.9% of the merged PRs being integrated without further modification. The remaining 45.1% require additional changes and benefit from human revisions, especially for bug fixes, documentation, and adherence to project-specific standards. These findings suggest that while agent-assisted PRs are largely acceptable, they still benefit from human oversight and refinement.",Watanabe; Li; Kashiwa; Reid; Iida,Marc,journalArticle,acm,maybe_queue
5AX597S3,Determining the capabilities of generative artificial intelligence tools to increase the efficiency of refactoring process,"The object of research is a source code refactoring facilitated and proctored by generative artificial intelligence tools. The paper is aimed at assessing their impact on refactoring quality while determining their practical applicability for improving software maintainability and efficiency. The problem addressed in this research is the limitations of traditional rule-based refactoring tools, which require predefined rules and are often language-specific. Generative AI, with its advanced pattern recognition and adaptive learning capabilities, offers an alternative approach. However, its effectiveness in handling various refactoring tasks and its reliability remain undisclosed. The research involved multiple experiments, where four AI tools – ChatGPT, Copilot, Gemini, and Claude – were tested on various refactoring tasks, including code smell detection, efficiency improvements, decoupling, and large-scale refactoring. The results showed that Claude achieved the highest success rate (78.8%), followed by ChatGPT (76.6%), Copilot (72.8%), and Gemini (61.8%). While all tools demonstrated at least a basic understanding of refactoring principles, their effectiveness varied significantly depending on the complexity of the task. These results can be attributed to differences in model training, specialization, and underlying architectures. Models optimized for programming tasks performed better in structured code analysis, whereas more general-purpose models lacked depth in specific programming-related tasks. The practical implications of this research highlight that while Generative AI tools can significantly aid in refactoring, human oversight remains essential. AI-assisted refactoring can enhance developer productivity, streamline software maintenance, and reduce technical debt, making it a valuable addition to modern software development workflows. © The Author(s) 2025.",Tkachuk,2025,journalArticle,,keep_queue
9BA5E3CA,How to build an AI governance framework with data governance,"The rapid proliferation of Generative Artificial Intelligence (GenAI) has fundamentally altered operational paradigms across various industries, enhancing efficiencies in domains such as software development, document summarization, and content creation. While AI-driven automation has been integral to manufacturing and supply chain industries for decades, the advent of large language models has catalyzed the widespread adoption of AI-driven decision-making. This accelerated integration necessitates a critical examination of governance structures to address transparency, accountability, and ethical concerns. Traditional data governance frameworks, designed to ensure data integrity, consistency, and compliance, provide a foundational model for AI governance. Given AI’s reliance on extensive datasets, expanding governance principles to encompass AI-specific challenges—such as algorithmic bias, ethical oversight, and regulatory compliance—is imperative. A structured AI governance framework should integrate established data governance capabilities, including data lineage documentation, quality monitoring, and role-based accountability structures, while addressing AI-specific risks related to bias mitigation, transparency, and ethical deployment. Furthermore, organizations must adapt risk management frameworks, particularly the “three lines of defense” model, to incorporate AI-specific oversight mechanisms. As global regulatory landscapes evolve, proactive governance strategies are essential to ensuring AI systems align with ethical standards and legal requirements. This paper argues that by extending well-established data governance principles to AI, enterprises can enhance trust, mitigate risks, and foster responsible AI adoption. The application of rigorous governance methodologies will be crucial in shaping the future trajectory of AI, ensuring its responsible deployment while safeguarding societal and organizational interests. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",Tsai,2025,journalArticle,,keep_queue
PMPV54J9,From tools to teammates: a framework for integrating AI agents into organizational structures,"Customer‑facing scenarios introduce distinct challenges around trust, brand voice, and liability compared to internal use cases. / AI agents, organizational structure, human-AI collaboration, agentic AI, hybrid teams, team dynamics, workforce transformation",Mikhail Karpov,2026,journalArticle,ssrn,keep_queue
