item_key,title,abstract,authors,year,item_type,sources,source_queue
L28YKLVD,Artifact authenticity governance,"Current AI governance frameworks — including the EU AI Act, NIST AI RMF, and ISO/IEC 42001 — establish documentation requirements for high-risk AI systems / but provide no technical mechanism for verifying that compliance records correspond to production deployments. / Integrity Gap, Integrity Debt, Audit Decoupling, model revocation, AI supply chain security, EU AI Act, SLSA, NIST AI RMF, in-toto, Sigstore",Christopher Ermis,2026,journalArticle,ssrn,keep_queue
F7RTIMD9,AI threats and solutions,"AI Act. / By evaluating AI's dual role as both a societal asset and a risk, the paper emphasizes the urgent need for ethical design, transparent governance, and",Benjamin Batte,2025,journalArticle,ssrn,keep_queue
HRE92EIT,"Governance of generative AI in creative work: consent, credit, compensation, and beyond","Since the emergence of generative AI, creative workers have spoken up about the career-based harms they have experienced arising from this new technology. A common theme in these accounts of harm is that generative AI models are trained on workers’ creative output without their consent and without giving credit or compensation to the original creators.This paper reports findings from 20 interviews with creative workers in three domains: visual art and design, writing, and programming. We investigate the gaps between current AI governance strategies, what creative workers want out of generative AI governance, and the nuanced role of creative workers’ consent, compensation and credit for training AI models on their work. Finally, we make recommendations for how generative AI can be governed and how operators of generative AI systems might more ethically train models on creative output in the future.",Kyi; Mahuli; Silberman; Binns; Zhao,2025,conferencePaper,acm,keep_queue
T5TYJAP7,The impact of AI chatbots like ChatGPT on sarbanes-oxley (SOX) compliance,"The emergence of chatbots, notably advanced models like ChatGPT, has ushered in a paradigm shift across an array of industries, encompassing finance, customer / Chatbots, ChatGPT, Sarbanes-Oxley (SOX) compliance, regulatory reforms, financial disclosures, artificial intelligence, corporate governance,",Faraz Akhtar,2023,journalArticle,ssrn,maybe_queue
67AWNH3C,The four fundamental components for intelligibility and interpretability in AI ethics,The relationship between the Objective of AI designers and the Purpose of AI users is linked to the issues of AI alignment.,Moto Kamiura,2024,journalArticle,ssrn,maybe_queue
PZUJZHGN,"The hollow pyramid in legal services: generative AI, junior-layer compression, and the future of partner formation","identify where automation pressure is already high, where AI primarily increases leverage, and where AI itself creates new demand for specialized legal and governance / Third, AI regulation and governance work form a paradoxical growth area in which lawyers become more valuable as AI adoption expands.",Bo Liu,2026,journalArticle,ssrn,maybe_queue
RTND7XRC,Examining regulatory capture in AI governance,"Experts were primarily concerned with capture leading to a lack of AI regulation, weak regulation, or regulation that over-emphasizes certain policy goals / AI governance, Regulatory capture, AI ethics, AI policy, Public policy, Regulation, Administrative law, Artificial intelligence, Emerging technology, Industry / capture, Corporate capture, AI safety, AI regulation",Kevin Wei; Carson Ezell; Nick Gabrieli; Chinmay Deshpande,2024,journalArticle,ssrn,keep_queue
RHGHWPZT,"Thirukkural ethical framework a 2,000-year-old classical text as constitutional architecture for AI alignment","Contemporary AI alignment frameworks — Constitutional AI (Anthropic, 2022), the OECD Principles on Artificial Intelligence (2019), and the EU AI Act / This paper constitutes, to our knowledge, the first operational precedent for the integration of non-Western classical wisdom into AI alignment architecture / AI alignment, classical ethics, Thirukkural, Tamil philosophy, Constitutional AI, value alignment, non-Western AI ethics, Thiruvalluvar",Christy Garnier,2026,journalArticle,ssrn,maybe_queue
ZGUIZ7AP,"Artificial intelligence in future conflicts: strategic, ethical, and governance implications a case study of commercial AI integration in contemporary military operations","on the incorporation of commercial AI systems into recent U.S. / governance debates, this study proposes an operationalized framework for meaningful human control, enforceable audit mechanisms, and procurement-based / Artificial Intelligence, Military Decision Systems, Large Language Models, Strategic Stability, International Humanitarian Law, AI Governance Subject Classification / : Security Studies, AI Ethics, International Law, Technology Governance",Shivam Pandey,2026,journalArticle,ssrn,maybe_queue
88XX3Y6Q,Enabling the next generation internet,"Internet, AI, Regulation, EU AI Act, AI Governance, NGI, Digital, Data, Privacy, Openness, Inclusivity, Transparency, Privacy, Cooperation",Sean Musch; Michael Borrelli; Arno Debelle; Amritha Subhayan Krishnan; Charles Kerrigan,2025,journalArticle,ssrn,maybe_queue
6UC9YDPD,Improving automated code reviews: learning from experience,"Modern code review is a critical quality assurance process that is widely adopted in both industry and open source software environments. This process can help newcomers learn from the feedback of experienced reviewers; however, it often brings a large workload and stress to reviewers. To alleviate this burden, the field of automated code reviews aims to automate the process, teaching large language models to provide reviews on submitted code, just as a human would. A recent approach pre-trained and fine-tuned the code intelligent language model on a large-scale code review corpus. However, such techniques did not fully utilise quality reviews amongst the training data. Indeed, reviewers with a higher level of experience or familiarity with the code will likely provide deeper insights than the others. In this study, we set out to investigate whether higher-quality reviews can be generated from automated code review models that are trained based on an experience-aware oversampling technique. Through our quantitative and qualitative evaluation, we find that experience-aware oversampling can increase the correctness, level of information, and meaningfulness of reviews generated by the current state-of-the-art model without introducing new data. The results suggest that a vast amount of high-quality reviews are underutilised with current training strategies. This work sheds light on resource-eﬃcient ways to boost automated code review models.CCS CONCEPTS• Software creation and management; • Machine translation;",H. Y. Lin; P. Thongtanunam; C. Treude; W. Charoenwet,2024,conferencePaper,ieee,keep_queue
LMIAI7JF,The impact of ChatGPT on privacy and data protection laws,"irresistible conclusion that the protection of data lies majorly in the hands of users and that sharing of personal data with the chatbot is at user’s risk / vital informations while using ChatGPT. / Artificial Intelligence, Technology Law, ChatGPT, Data Protection, Data Protection.",Ekenobi ThankGod Chinonso,2023,journalArticle,ssrn,maybe_queue
SZCY7XGU,The principle of final human ratification,"architecture designed to preserve moral imputability, the legal validity of decision-making acts, and the chain of responsibility in the age of algorithmic automation / Artificial Intelligence, Human-in-the-loop, Human-centered AI, Governance, Decision-making systems, Cognitive architecture, Ethics of AI, Idea provenance",Patrick Ibrahim Figueiredo,2026,journalArticle,ssrn,keep_queue
