item_key,decision,confidence,rationale
TH3UN4XE,discard,high,"Philosophical essay on epistemic responsibility in AI pattern evaluation without an operational governance mechanism or measurement method a software engineering team could act on."
X5ZJ2ZQ2,discard,high,"Social service AI domain; overreliance and skill-retention concerns are real but domain-specific, with no governance mechanism transferable to software code review without substantial re-derivation."
GMN9DFVD,discard,high,"Digital identity and trust infrastructure framed through EU regulatory landscape without software engineering or code governance connection."
CAXNTRJF,keep,high,"ML-based automated code vulnerability detection against GRC standards (ISO 27001, GDPR, SOC 2) is directly operationalizable for integrating compliance checks into the software development lifecycle."
F9JM9CI6,keep,high,"AI agent architecture for code review support directly addresses reviewer workload and throughput scaling while preserving knowledge-transfer benefits — direct Tier 1 operationalizable contribution."
N2IDSH4J,discard,medium,"Abstract frames the AI vs. human code distinction descriptively ('sheds light on') without revealing a methodology, measurement approach, or reproducible detection signal."
XYHBL6TX,discard,high,"Patent law inventorship challenges in Uganda with no software engineering or code governance angle."
8H73IKMR,discard,medium,"Bounded-autonomy governance architecture for energy grid dispatch; HITL oversight mechanisms are energy-system-specific and do not clearly transfer to software code review without substantial domain re-derivation."
R9FJFY29,discard,medium,"Productivity case study of AI-assisted health software development with code quality metrics but no governance or oversight analysis beyond a passing mention of 'rigorous human oversight' as a precondition."
GD65QRMF,discard,high,"National AI adoption and economic development case study for Mauritius with no software engineering or code governance connection."
JA35INGV,discard,medium,"The volume-to-staffing impossibility of human review is structurally parallel to code review scaling, but the paper is descriptive about the problem and offers no transferable scaling mechanism."
86873KQR,discard,medium,"Governance features (HITL, guardrails, audit trails) are embedded components of a GPU-accelerated multimodal agent architecture paper rather than analyzed as standalone governance contributions."
49V4HZP6,discard,high,"Critique of AI disclosure requirements in judicial filings; legal/judicial domain with no software or code engineering connection."
XMJ5W4IU,discard,high,"Enterprise AI visibility framework for consumer brand discovery and equity; marketing governance angle without software development oversight connection."
GQIF8ZFL,discard,high,"Foundation model market competition economics paper without software engineering or code governance angle."
UCKG7ITK,discard,high,"GenAI applications in finance survey using topic modeling; financial domain with no software engineering or code angle."
ZBEVP5TW,discard,high,"Regulatory philosophy arguing self-regulation has failed and hard law is needed; establishes a normative claim without operational mechanisms a software engineering organization could act on."
I2J69IHM,maybe,medium,"The G2P diagnostic framework measures AI governance-maturity-to-production alignment in banking; the core concept is potentially transferable to software engineering AI deployment governance but requires domain argument not resolvable from the abstract."
2F6I3J7E,keep,medium,"Article 14 human oversight accountability analysis identifies actionable gaps in how HITL supervision is designed for high-risk AI, directly applicable to software system compliance frameworks even though public administration is the primary domain."
UG5D8G6U,discard,medium,"General review of AI adoption in software engineering focused on productivity benefits without explicit governance, risk, or oversight mechanism — organizational AI adoption productivity pattern."
BP8HVTMW,keep,high,"41-feature behavioral fingerprinting methodology achieving 97.2% F1 for identifying AI coding agent contributions in PRs is directly operationalizable for repository governance and AI code attribution at scale."
HWNGLVXT,discard,medium,"One-line abstract mentioning vibe coding in passing within what appears to be a general LLM survey; no operationalizable governance or risk contribution is discernible."
VUJ26G5D,discard,high,"Shariah governance standard for Islamic financial institutions with no software engineering or code connection."
WMPZQYTW,discard,high,"Liability squeeze and governance documentation in educational AI adoption; education domain without software engineering connection."
ITREE8BJ,discard,high,"AI-mediated interviewing quality assessment framework; evaluation context domain with no software engineering or code governance connection."
2LZ56DE9,discard,medium,"Thin abstract on provenance measurement in AI-mediated collective synthesis; concept is potentially relevant but no methodology or software engineering connection is visible."
GYMMKB4C,discard,high,"US AI governance policy analysis using game theory at the national policy level without software engineering or code angle."
QU4QCG9E,discard,medium,"Multi-source confidence synthesis framework spans cybersecurity among other domains but the primary application is intelligence fusion rather than software code governance."
4GKTHI8G,discard,high,"Five-layer civic AI governance architecture for public decision systems; non-software domain with no operationalizable contribution for software engineering organizations."
8V6QGZL6,keep,medium,"Verification gap framework and process-based governance argument addresses the structural intractability of fully verifying AI outputs, directly applicable to code review governance where exhaustive AI code verification is infeasible."
DYKYYCPC,discard,medium,"Legal theory proposing fiduciary duties for AI creators and developers is directionally relevant but establishes normative obligations rather than operational governance mechanisms a software engineering organization can act on."
YX5Z5S5M,discard,high,"Philosophical AI alignment and recursive social contract theory paper without operational governance mechanism."
F54PLRB7,discard,high,"Platform and algorithmic accountability legal theory grounded in dram shop analogy without code or software engineering connection."
NL97MRGR,maybe,medium,"Semantic annotation standard for AI agent interfaces with human oversight in WebMCP-enabled applications could apply to code agent governance but is primarily a UX/interface standards paper and the code review connection requires argument."
E2CG6J2D,keep,medium,"Human review capacity allocation framework for AI-augmented enforcement where review capacity is a binding constraint transfers structurally to code review triage when AI-generated volume exceeds human throughput."
7IQ4J2NY,discard,high,"Judicial management of AI-generated evidence in national security cases; legal/judicial domain with no code or software engineering connection."
JYZL52GT,discard,high,"AI plagiarism and copyright in legal writing; legal content domain with no code angle."
P6HZ3IT2,discard,high,"Self-X and HITL framework for autonomous manufacturing in cyber-physical systems; physical-loop domain not transferable to software code review."
XKHRR97J,discard,high,"US AI national competitiveness and tech leadership policy paper without software engineering or code governance angle."
XLAP67HC,keep,medium,"Automated third-party AI model audit methodology provides an operationalizable blueprint applicable to auditing AI code generation tools in regulatory compliance contexts."
3C8C2BTA,keep,high,"Enterprise agentic AI governance framework directly addresses agent sprawl with design-time and runtime explainability techniques operationalizable for managing AI coding agents at scale — direct Tier 1 hit."
PGM488XS,discard,high,"Copyright exception analysis for AI training text/data mining; intellectual property law with no code governance angle."
H8V7QVQQ,discard,high,"German regulatory culture and precautionary governance philosophy analysis without software engineering or code connection."
3NBKLXY3,maybe,medium,"Provenance and consent signal infrastructure for AI-generated content with EU AI Act alignment could apply to tracking AI code origin, but the abstract does not specify a software context and transferability requires argument."
EB9PFYBS,keep,medium,"Analysis of EU AI Act 'human oversight' versus international law 'human control' with proposals for strengthening Article 14 is directly applicable to software system compliance and oversight framework design."
2VRL3RFM,discard,high,"HITL feedback mechanism for diffusion model image generation training; image synthesis domain with no code or software engineering connection."
RPHK78A9,keep,high,"Primary practitioner text documenting the DORA anomaly and organizational governance mechanisms for AI-assisted software development at large scale — direct Tier 1 hit with empirical organizational evidence."
NUGNJLSH,discard,high,"Privacy regulation analysis for diffusion image generation models; image domain with no software engineering or code governance connection."
Y93XG9H3,discard,high,"Philosophical perspective on AI-economy coexistence and AGI risk mitigation without operational governance mechanism."
PC9ILGET,discard,medium,"EU data regulation evolution survey from GDPR to AI Act; regulatory landscape overview without software-specific operational governance framework."
