item_key,decision,confidence,rationale
3B8NDLS8,discard,high,"IP law analysis of how IP rights hinder AI regulation, no software engineering or code governance angle."
KNHFJ9Q9,discard,medium,"Automation bias and human oversight framework embedded in life sciences clinical context without a transferable mechanism to software code review."
6BWAN4ED,discard,high,"ML-based project duration prediction for IT governance is a scheduling/productivity tool without AI code risk or oversight angle."
PE3A9T5J,discard,high,"Philosophical thought experiment about ASI design with no operationalizable contribution for software engineering organizations."
FTMMUEL2,discard,high,"General AI governance policy analysis without software development or code-specific connection."
Q43CSFVU,discard,high,"Copyright infringement analysis for AI training datasets and generative outputs, creative content domain with no code angle."
8AW26GFK,keep,high,"Directly identifies vibe architecting as a governance challenge and proposes operationalizable prompt-architecture coupling patterns and review practices for AI coding agent oversight."
KJRRCXTZ,maybe,medium,"Addresses legal liability and corporate governance for agentic AI outputs that could apply to AI-generated code, but code-specificity and scope unclear from abstract."
95CPB7CF,keep,high,"Proposes a three-pillar operationalizable framework (conformity seeding, reasoning monitoring, causal graph interface) to address agentic entropy in AI coding agent oversight and vibe coding review."
5ERZBMLN,discard,high,"EU AI Act analysis in educational LLM context with no software engineering governance angle."
26SAXPHN,discard,high,"EU AI Act compliance and white-collar criminal liability analysis without software development or code deployment angle."
CIHI7CTY,maybe,medium,"Deterministic governance architecture for autonomous AI agents with execution authorization and responsibility attribution mechanisms that could transfer to software development pipeline governance but domain is not specified as software."
3G7II8HD,discard,high,"LLM-based automated program repair tool capability paper without organizational governance or human oversight angle."
R4WJZBSF,keep,medium,"Quantitative risk scoring framework (PRS, BPI, EG, ADS into composite ERS) for AI-assisted software development with CI/CD integration is operationalizable, but banking-domain specificity limits direct generalizability."
GHK4R78L,discard,high,"HITL framework for AI in judicial/legal context is domain-specific and non-transferable to code review."
QXUZIX3Z,discard,medium,"Runtime governance kernel framed in philosophical terms (ternary moral logic, sacred pause) with unclear operationalizability for software engineering teams beyond abstract principles."
7S39ITN8,discard,high,"EU AI liability law analysis addressing tort compensation for AI harms without software development governance or code-specific angle."
CYZ63YK3,discard,high,"Creative content copyright analysis for generative AI outputs with no code governance angle."
ERTUKFH8,keep,high,"Empirical human-subject study quantifying LLM-generated Gherkin specification quality (relevance, completeness, hallucination rates) with human oversight identified as required for software compliance validation, directly operationalizable."
CLCK99JJ,discard,high,"GDPR algorithmic accountability legal analysis focused on privacy law with no software development or code governance operationalization."
CG4E948G,discard,high,"Organizational AI maturity model without software development or code governance focus."
RVRSTLAR,discard,high,"AI-generated misinformation detection domain studying fake news images, no software engineering governance angle."
NZXY7X7U,maybe,medium,"Pre-execution control at the inference-to-execution boundary is a structurally transferable governance mechanism for AI code deployment, but it is embedded in construction safety domain requiring re-derivation."
VP8WLW3F,discard,high,"EU AI Act policy consensus paper (France/Germany/Italy) without software or code angle."
B7UT9BIX,discard,high,"EU AI Act literacy provision legislative analysis without software development governance angle."
MA3XDG2P,discard,high,"LLM copyright protection and alignment finetuning analysis with no code governance angle."
H2RH3N5J,discard,high,"Artistic copyright analysis for generative AI outputs with no code governance angle."
DV3D5L8P,discard,high,"Data ecosystem sustainability and copyright analysis for generative AI without software engineering angle."
