item_key,decision,confidence,rationale
GY38AVHS,discard,high,"Healthcare-specific agentic AI for clinical decision orchestration — domain-specific HITL with no transferable software engineering governance angle"
WHFWJU8D,discard,high,"AI decommissioning governance framework references NIST AI RMF but focuses on retiring high-dependency AI with no software development or code governance connection"
7KNJAW2V,discard,high,"Domain-specific HITL framework for emergency medical triage — non-transferable loop structure with no software engineering parallel"
2NR6S7RW,discard,high,"General AI ethics governance workbook without software engineering operational mechanism or code governance angle"
J5TG9IQB,keep,high,"Directly addresses governance, accountability gaps, and oversight scaling in GenAI-augmented software engineering with actionable findings on bounded autonomy and quality preservation"
FDFBF6SG,discard,high,"EU regulatory analysis focused on content moderation and internet governance — no software code angle"
SLBXYHSC,discard,high,"Domain-specific to legal translation liability and machine translation — no software code governance angle"
HS3WESUC,discard,high,"AI Act compliance analysis framed as competitive burden for businesses — no software engineering or code governance operationalization"
WXRB84VL,discard,medium,"HITL design for IT service management ticket recommendations — not directly transferable to AI code governance without substantial domain re-derivation"
V6A242XV,discard,high,"Tool capability paper for LLM prompt engineering and hypothesis testing — no organizational governance or AI code oversight angle"
2VJTDVL3,keep,high,"Empirical evaluation quantifying error rates (9.68–48.38%) across three LLMs for code generation with quality and performance metrics — directly operationalizable for organizational AI code risk scoring"
WCYMGHNV,discard,high,"General AI ethics and alignment framework based on identity formation concepts — no operational mechanism for software engineering governance"
5BWD9K4L,discard,high,"Vibe coding applied to health educator tool development — no software engineering governance or oversight scaling angle"
3DSVG526,discard,high,"Domain-specific to regulation of AI companion and social chatbots — no software code governance angle"
NUKH52B7,discard,high,"Domain-specific to healthcare AI regulatory challenges under EU and US frameworks — no software engineering angle"
NH5MSAQ4,maybe,medium,"Presents AI code translation with automated unit test validation and human-expert collaboration recommendation, but primarily a capability paper with governance angle too peripheral to classify as a direct hit"
PH6P5RNU,keep,medium,"Systematic review of LLM multi-agent systems across the full SDLC with explicit focus on human-agent coordination and orchestration challenges — operationalizable for software engineering practitioners governing AI-assisted development"
BEHYCBHD,discard,high,"Copyright and ethics analysis for generative AI without software code governance angle"
DQYFMUG9,maybe,medium,"Principal-agent analytical framework for governing agentic AI provides governance vocabulary transferable to software engineering oversight of AI coding agents, but lacks explicit code or SE application"
ZIKB5GG3,discard,high,"Patent law analysis for AI-generated creativity — no software code governance angle"
EGIZ2F3T,keep,high,"Empirical study documenting programmer trust calibration, over-reliance risks, and adoption barriers with AI coding assistants — directly operationalizable for software org governance of AI tools"
WQAIF54V,discard,medium,"Industrial experience report on HITL anomaly detection validation in business settings — anomaly detection domain not transferable to AI code governance without substantial re-derivation"
4QCTYXQH,discard,high,"AI alignment debt concept paper for AI advisory systems — no direct software engineering or code governance operationalization"
TN87MD63,discard,high,"Game-theoretic policy evaluation of algorithmic regulation — no software engineering governance operationalization"
HGZRASDJ,discard,medium,"Autonomous software issue resolution capability paper demonstrating agentless AI performance on SE benchmarks — lacks governance, oversight mechanism, or human control angle"
BQ63XS65,discard,high,"Creative content copyright analysis (AI art/images) — no software code angle"
8R9TKC2I,discard,low,"No abstract available; title suggests general AI ethics/reliability without identifiable software engineering governance contribution"
MDTBNGDC,maybe,medium,"Federated observability architecture for monitoring multi-agent agentic AI software systems could enable governance of AI coding agents, but the abstract does not explicitly connect to code generation or software engineering oversight"
HUJTKJ26,discard,high,"Domain-specific to commercial interior design AI copyright perspectives — no software code governance angle"
GJB8HUPD,discard,medium,"General AI alignment and safety framework based on recursive coherent identity formation — no operational mechanism for software engineering code governance"
8YPFT25U,keep,high,"Empirical study of developer perspectives on AI-generated code licensing and copyright governance — directly addresses how software engineering teams navigate AI code use, liability, and governance"
9LSVAEIL,maybe,medium,"Unified seven-pillar AI governance architecture integrating NIST, EU AI Act, and ISO/IEC 42001 with empirical auditability improvements — transferable to software org compliance workflows but lacks explicit code or SE focus"
YR8N7UPP,discard,high,"Compliance-as-a-service model for genomic AI equity — domain-specific to healthcare/genomics with no software engineering angle"
9ZEWVXCE,keep,medium,"CCV multi-model cross-verification governance protocol with mandatory human review operationalizes accountable AI decision-making — transferable to software engineering AI code validation governance"
B9SCIW2Y,keep,high,"Empirical evaluation demonstrating formal pre/postcondition constraints significantly improve LLM code generation accuracy — directly operationalizable for software engineering teams governing AI code quality"
DVQATU3E,keep,high,"Mixed-methods empirical study of AI-first policy adoption in tech companies revealing validation burden, senior-role oversight responsibility, and workforce restructuring — directly operationalizable for software engineering org AI governance"
ES9ZIMH5,keep,medium,"FRC framework for identifying LLM compliance theater in enterprise AI governance — transferable to software orgs auditing whether AI coding tools are substantively compliant or merely performing compliance"
HBR7QZ2C,keep,high,"Formal policy engine with runtime enforcement, measurable risk quantification, and policy-as-code for governing agentic AI — directly applicable to software engineering DevSecOps AI agent governance"
EDCYRP5B,discard,high,"Algorithmic fairness calibration framework applied to insurance risk modeling — no software code governance connection"
BISE8375,keep,high,"Industrial case study of agentic AI for agile regression test automation with quantitative throughput metrics and explicit human-AI governance findings — directly operationalizable for software engineering teams scaling AI-assisted testing"
