item_key,title,abstract,authors,year,item_type,sources,source_queue
I4BECFUY,The brand visibility maturity model: a governance framework for AI-mediated organizational visibility,"The framework is positioned at the intersection of platform governance, information retrieval, algorithmic accountability, and organizational governance",Ash Nallawalla,2026,journalArticle,ssrn,maybe_queue
C8DN7XA2,Behavioral augmentation of UML class diagrams: an empirical study of large language models for method generation,"Automating the enrichment of UML class diagrams with behavioral methods from natural language use cases is a significant challenge. This study evaluates nine large language models (LLMs) in augmenting a methodless UML diagram (21 classes, 17 relationships) using 21 structured waste-management use cases. A total of 90 diagrams (3,373 methods) were assessed across six metrics: method quantity, signature richness (visibility, names, parameters, return types), annotation completeness (linking to use cases/actions), structural fidelity, syntactic correctness (PlantUML compilation), and naming convergence (across models). All LLMs produced valid PlantUML diagrams adhering to UML conventions. Some models excelled in method coverage and annotation accuracy, while others showed richer parameterization but weaker traceability. These results demonstrate that LLMs can generate well-structured methods with consistent naming, advancing automated behavioral modeling. However, inconsistencies in annotations and signatures highlight the need for improved prompt engineering and model selection. The rapid generation of these methods supports Agile practices by enabling faster design iterations. Despite their capabilities, human oversight is essential to ensure accuracy, appropriateness, and semantic alignment. This positions LLMs as collaborative partners in software design. All experimental artifacts (\texttt{.puml}, \texttt{.png}, \texttt{.csv}) are publicly available for reproducibility.",Rouabhia; Hadjadj,2025,preprint,arxiv,maybe_queue
AYI3RPWA,Generative AI in knowledge work: design implications for data navigation and decision-making,"Our study of 20 knowledge workers revealed a common challenge: the difficulty of synthesizing unstructured information scattered across multiple platforms to make informed decisions. Drawing on their vision of an ideal knowledge synthesis tool, we developed Yodeai, an AI-enabled system, to explore both the opportunities and limitations of AI in knowledge work. Through a user study with 16 product managers, we identified three key requirements for Generative AI in knowledge work: adaptable user control, transparent collaboration mechanisms, and the ability to integrate background knowledge with external information. However, we also found significant limitations, including overreliance on AI, user isolation, and contextual factors outside the AI's reach. As AI tools become increasingly prevalent in professional settings, we propose design principles that emphasize adaptability to diverse workflows, accountability in personal and collaborative contexts, and context-aware interoperability to guide the development of human-centered AI systems for product managers and knowledge workers. © 2025 Copyright held by the owner/author(s).",Yun; Feng; Chen; Nikzad; Salehi,2025,conferencePaper,,maybe_queue
W48V8U5S,"AI, complexity, and regulation","The inherent complexity of AI systems will continue to complicate regulation and governance but with appropriate investment, monetary and other / As such, AI regulation is more of a political and socio-economic problem than a technical one. / Artificial Intelligence, AI, Machine Learning, Complexity, Regulation, Governance",Laurin Weissinger,2021,journalArticle,ssrn,keep_queue
B6GEZ5G7,Aligning AI regulation to sociotechnical change,"This chapter argues that while existing (inter)national AI governance approaches are important, they are often siloed. / regulation. / Artificial Intelligence, AI, Regulation, Sociotechnical Change, Techlaw, Regulatory Rationale, Regulatory Target, Problem Logics",Matthijs M. Maas,2021,journalArticle,ssrn,keep_queue
CHHGU5QV,"Artificial intelligence and the future of US competitiveness: sectoral impacts, workforce transitions, and policy challenges","Fifth, we compare different AI paradigms-narrow AI, agentic AI, and AGIwith their distinct economic implications, from incremental task automation to potential / , and international governance cooperation.",Satyadhar Joshi,2025,journalArticle,ssrn,maybe_queue
8785LTCI,Systematic literature review on generative AI: ethical challenges and opportunities,"Generative Artificial Intelligence (GAI) has rapidly emerged as a transformative technology capable of autonomously creating human-like content across domains such as text, images, code, and media. While GAI offers significant benefits in fields like education, healthcare, and creative industries, it also introduces complex ethical challenges. This study aims to systematically review and synthesize the ethical landscape of GAI by analyzing 112 peer-reviewed journal articles published between 2021 and 2025. Using a Systematic Literature Review (SLR) methodology, the study identifies five primary ethical challenges—bias and discrimination, misinformation and deepfakes, data privacy violations, intellectual property issues, and accountability and explainability. In addition, it highlights emerging opportunities for ethical innovation, such as responsible design, inclusive governance, and interdisciplinary collaboration. The findings reveal a fragmented research landscape with limited empirical validation and inconsistent ethical frameworks. This review contributes to the field by mapping cross-sectoral patterns, identifying critical research gaps, and offering practical directions for researchers, developers, and policymakers to promote the responsible development of generative AI. © (2025), (Science and Information Organization). All rights reserved.",Surbakti,2025,journalArticle,wos,keep_queue
C42ZI4W2,Foundations and applications of AI-driven credit risk analytics,"The increasing adoption of Artificial Intelligence (AI) and Machine Learning (ML) techniques in financial institutions has significantly transformed / oversight. / Artificial Intelligence, Credit Risk Analytics, Machine Learning, Ethical AI, Analysis, Financial Risk Management, Explainable AI, AI in Finance",Shreya Joshi Joshi,2026,journalArticle,ssrn,maybe_queue
UL7US44V,Feedback-guided prompt injection defense in retrieval-augmented text-to-cypher generation,"The proposed RAG architecture can efficiently support data access control and governance. / In addition, we propose a feedback-loop based, self-adaptive agentic AI architecture employing Large Language Models (LLMs) for real-time validation and",Gergely Szlobodnyik,2025,journalArticle,ssrn,maybe_queue
R3H9WL8I,Who owns the training data in generative AI? A comparative study of copyright law under the UK data use and access bill and the EU AI act,"This raises a central legal question: whether existing copyright frameworks can adequately regulate such uses. / However, existing copyright frameworks struggle to address large-scale, automated data processing in a coherent way.",Kelexek Meyrban,2026,journalArticle,ssrn,maybe_queue
84D2AMVM,Realizing the promise of AI governance involving humans-in-the-loop,"Human-in-the-loop (“HITL”) approaches have been proposed as an important element to ensure safety and fairness for higher-risk applications of artificial intelligence (“AI”) enabled decision-making. This paper examines the question: To what extent does the current state of knowledge enable the definition of factors and mitigations necessary for the effective implementation of HITL approaches? Previous research examining internal (individual) and external (implementation-related structural and contextual) factors in human decision-making are surveyed and assessed for potential relevance. This analysis highlights factors likely to be of relevance and reveals gaps which hinder the elaboration of factors and mitigations relevant to the effectiveness of HITL approaches. In order to realize the potential for HITL approaches to enhance safety for those reliant on or subject to AI systems, governance implementation will need to include minimum requirements applicable to both human overseers and to the context in which they work and are assessed. Factors identified as relevant include: complacency, persuasion, workload, conformity, unequal treatment of different kinds of error, and organizational polices and norms which may deter thorough review and human challenge of AI recommendations. There is also a need for further research: to enhance understanding of the practical significance of HITL effectiveness risks factors and their management; to enable the classification of HITL-implementation environments; and, to provide robust measurement methodologies to enable the identification of the most promising human candidates for HITL overseer roles. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",McKay; Degen H.; Ntoa S.,2024,conferencePaper,,keep_queue
