item_key,bin,centrality,reason_code,rationale,title
KPCQUEL2,context,40,,"Addresses risk measurement in AI code generation regarding intellectual property, which informs the broader governance landscape.",CodeIPPrompt: intellectual property infringement assessment of code language models
DYKE748V,core,75,,Explores the trade-off between throughput and quality in generative AI-pair coding and highlights the role of AI governance and skills.,The role of firm AI capabilities in generative AI-pair coding
EZ7SAJ2A,context,35,,"The abstract is thin but lists keywords related to enterprise AI governance and risk management, warranting further human review.",Enterprise AI adoption decisioning
Z4SZM266,context,45,,"Discusses organizational evolution and governance structures for offshore vendors adopting AI coding tools, offering transferable insights on systemic AI management.",The AI-driven vendor: impact of AI on offshore software outsourcing
3EQ6PLAW,context,50,,Provides a theoretical framework on socio-technical design and human oversight of AI systems that is highly transferable to AI coding pipelines.,Comparing socio-technical design principles with guidelines for human-centered AI
M26XRCRE,context,35,,The abstract is heavily truncated but explicitly proposes operational governance mechanisms like constraints engineering that could transfer to code oversight.,"Sycophancy, automation bias, and compressed diffusion: an unaddressed convergence in AI governance"
5IZXVQS6,context,55,,"Offers strong empirical findings on automation bias and cognitive engagement in human-AI interaction, which is highly relevant to human oversight of AI-generated code.",Biased AI improves human decision-making but reduces trust
ZG9B7UN2,context,40,,"Addresses team collaboration and trust in LLM-assisted software development, providing adjacent context on how development teams interact with AI tools.",Impact of LLMs on team collaboration in software development
9CP6AU7D,core,85,,"Provides a comprehensive taxonomy and engineering agenda for the governance, deployment controls, and auditing of agentic AI systems, including coding assistants.",Clawed and dangerous: can we trust open agentic systems?
PIYZKWWA,discard,25,out-of-scope,The abstract is extremely thin and appears to be a pure productivity study of an AI tool without an oversight angle.,Randomized controlled trials for Microsoft copilot for security
7ECA3PNE,context,38,,"The abstract is thin but explicitly mentions testing an architectural layer for robust oversight of agentic AI systems, warranting human review.",MCP guardian: a security-first layer for safeguarding MCP-based AI system
QYT8RRWL,context,60,,"A systematic review of agentic software engineering that covers reliability and coordination procedures, providing background on the volume and risk landscape.",Methods and techniques of agentic software engineering: a systematic literature review
F72TIGMC,context,35,,"The abstract is fragmented but indicates a focus on institutional design and limits for autonomous AI governance, making it tangentially relevant.",Bounded agency: an ethical and institutional limit for autonomous AI systems
H8NKQ7B8,discard,15,out-of-scope,Focuses on using LLMs to classify human code review comments rather than addressing the human oversight of AI-generated code.,Exploring the potential of large language models in fine-grained review comment classification
H2F9R5RA,context,35,,"Though the abstract is thin, the keywords strongly suggest a directly relevant framework for human oversight and governance of agentic systems.",WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems
X7EN6DXZ,core,75,,Empirically measures vulnerabilities in LLM-assisted code review pipelines and explicitly addresses the necessity of human oversight against contextual bias.,Measuring and exploiting contextual bias in LLM-assisted security code review
EHEQPUT7,context,50,,Provides a comprehensive systematic review of AI governance tools and stakeholder roles that can be adapted for organizational oversight of AI coding.,"The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools"
XWRDVMR6,context,38,,"The abstract is thin but explicitly mentions analyzing vibe coding, enterprise AI governance, and security for agentic development platforms.",Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms including an analysis of vibe coding for agentic AI development
QA6MIBD8,core,72,,"Empirically evaluates the limitations of built-in vulnerability prevention in AI coding tools, directly underscoring the necessity for ongoing human oversight.",Artificially insecure: examining GitHub copilot’s AI-based vulnerability prevention system
WH2PIBNQ,core,95,,Explicitly defines vibe coding and presents a socio-technical research agenda focusing on its organizational governance and human-centered adaptation.,"Responsible vibe coding: architecture, opportunities, and research agenda"
HNVJS7HS,context,45,,"Discusses integrating GenAI into secure development workflows, providing relevant context on the security risk landscape and standards compliance.",The role of generative AI in strengthening secure software coding practices: a systematic perspective
I2IWRQVZ,core,90,,Provides a rigorous empirical benchmark on vulnerability induction in coding agents and tests an operationalizable oversight mechanism using adversarial pentester framing.,MOSAIC-bench: measuring compositional vulnerability induction in coding agents
SVPFXI3P,discard,10,out-of-scope,Focuses entirely on academic manuscript peer review rather than software engineering or AI-generated code.,From replication to redesign: exploring pairwise comparisons for LLM-based peer review
X7S3ELFB,context,35,,The abstract is thin but outlines a governance-first framework for agentic AI and human-in-the-loop reliability that could transfer to code generation.,Decision-agent fit in business intelligence: a governance-first framework for agentic AI
462N6DT8,core,80,,"Qualitatively investigates the sociotechnical pitfalls of GenAI in software development, explicitly identifying over-reliance and skill degradation as critical threats to effective oversight.",Developers’ dilemma: opportunities and pitfalls of generative AI for software development
