item_key,bin,centrality,reason_code,rationale,title
PQ9JED2I,context,55,,"Relevant to AI security governance and regulatory framing, but the abstract is thin and not clearly about oversight of AI-generated code in software pipelines.","Risks of AI-driven vulnerability identification, exploitation, and code exposure"
C67AT7ZP,discard,24,wrong-type,Appears to be an argument about AI compliance costs rather than an evidence-based or operational framework for AI-code oversight.,"The hidden cost of AI compliance: why ""build fast, fix later"" can become a financial catastrophe"
GQ5E7RPF,discard,26,out-of-scope,The blockchain provenance and compliance focus is only loosely connected to human oversight of AI-generated code despite mentioning human-in-the-loop governance.,"Blockchain and AI framework for provenance, semantics, and compliance"
3QUL87JY,context,58,,"Provides an enterprise governance framework for agentic AI actions that is transferable to coding agents, though not code-specific.","Responsible AI In the agentic world governance for AI that acts, not just answers"
NVE5885K,discard,28,quality-threshold-not-met,The webpage is directly about vibe coding governance but the abstract suggests a descriptive practitioner piece with little evidence or operational detail.,"Vibe coding: don't kill the vibe, govern it"
LAKYKVTB,core,72,,Directly measures disclosure risks in code-generation LLMs and offers assessment methods relevant to organizational oversight of AI coding tools.,Malicious and unintentional disclosure risks in large language models for code generation
76DYS6RI,core,74,,"Empirically studies software professionals’ practices, concerns, and assistive use of LLM coding tools, informing human oversight and over-reliance risks.",Model-assisted and human-guided: perceptions and practices of software professionals using LLMs for coding
FYU7H5WR,core,78,,Uses interviews and simulation to evaluate long-term quality and technical-debt risks from AI-assisted software development.,Beyond productivity: evaluating the hidden costs of generative AI in software development
N3WU6PFG,context,62,,"Measures quality problems in LLM-generated code, which is relevant to oversight triggers, but lacks an explicit governance or human-review mechanism.",Investigating the smells of LLM generated Code1
FCSXBE4I,context,52,,"Agent reliability and maturity framing is transferable to coding-agent deployment, though the abstract is broad and not software-code oversight specific.",Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it'
TCMF6P4P,core,82,,Presents an operational test-driven mechanism for controlling and refining vibe-coded repository-level code generation.,TENET: leveraging tests beyond validation for code generation
PZI2IMW6,context,66,,"Offers an empirically motivated assessment framework for production agentic systems, transferable to evaluating coding agents despite a CloudOps setting.",Beyond task completion: an assessment framework for evaluating agentic AI systems
UIXCRBQX,core,91,,Directly compares agentic and human PR risks and identifies review-trigger implications for AI-generated code in software workflows.,"Safer builders, risky maintainers: a comparative study of breaking changes in human vs agentic PRs"
RQI8NXJL,context,64,,Enterprise authorization and audit governance for autonomous agents is highly transferable to coding-agent oversight but is broader than AI-generated code.,"Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit"
R9CDT9KB,core,88,,Directly operationalizes confidence-based routing between automation and human review in DevSecOps vulnerability assessment.,Trust-calibrated multi-stage large language model pipeline for vulnerability assessment in DevSecOps workflows
A8FT9SZP,context,45,,Organizational readiness for AI agency is relevant governance context but appears broad and only weakly tied to code oversight mechanisms.,From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness
7GE63LDE,core,83,,Evaluates LLM-generated infrastructure-code repairs with human context and quantifies hallucinated fixes that require oversight.,Repairing infrastructure-as-code using large language models
B56YY529,context,59,,"Low-code/no-code AI accountability offers transferable governance strategies for democratized AI development, though not specifically AI-generated software code.",Algorithmic accountability of low-code/No-code artificial intelligence: a literature review
KWD6CKFR,context,64,,Governance shift from monitoring to authorization for agentic systems is transferable to coding agents that modify infrastructure or repositories.,From monitoring to authorization: the structural shift emerging in agentic AI governance
6VDFSHZW,context,47,,Post-release evaluation and transparency for AI systems is transferable governance context but not specific to software engineering or code generation.,Beyond algorithmic disclosure for AI
VZN9KJ7H,core,86,,Proposes compile-time diagnostics and security-library mechanisms that ground human review and iterative AI self-correction for generated code.,Compile-time security analysis and optimization of sensitive string producers
EPHPTBA2,context,66,,Execution governance for LLM agents in enterprise infrastructure is strongly transferable to coding-agent authority control but not explicitly code-generation focused.,Protocol-mediated execution governance for LLM agent systems
4F5PX7PE,context,54,,"Provides empirical evidence on human-in-the-loop AI oversight and automation bias, transferable despite being outside software engineering.",Decision-making with human-in-the-loop: a field experiment of explained AI in public administration
QLMUYYQ3,context,61,,"Explores LLM-generated code-risk explanations for human review decisions, but appears prospective and OSS-focused rather than organizational oversight of AI-generated code.",Explaining code risk in OSS: towards LLM-generated fault prediction interpretations
PFC45HM7,context,57,,"A generative-AI audit blueprint is relevant governance context with transferable audit concepts, though not specific to AI-generated code.",A blueprint for auditing generative AI
