item_key,bin,centrality,reason_code,rationale,title
M74M3RFJ,context,62,,"Provides an operational assurance-case and guardrail framework for LLM robustness and compliance including code tasks, but not specifically organizational oversight of AI-generated code pipelines.",Developing assurance cases for adversarial robustness and regulatory compliance in LLMs
5GB3K5C2,context,56,,"Offers a governance-first runtime containment and provenance framework for autonomous AI agents that is transferable to coding agents, though the abstract is thin and not code-specific.",TRACE: a governance-first execution framework providing architectural assurance for autonomous AI operations
62S6DFXY,context,42,,"Describes computable governance optimization for proxy AI using NIST-style monitoring and policy concepts, but the abstract is thin and not tied to software engineering.","Computable design space exploration via governance frameworks: joint optimisation of permission boundaries, monitoring thresholds and user transparency policies (for proxy AI)"
TQGFG8YC,context,60,,"Presents a concrete benchmarking framework that includes AI-generated code evaluation with standardized metrics, but in a digital forensics tool-validation setting rather than human oversight at scale.",AutoDFBench 1.0: a benchmarking framework for digital forensic tool testing and generated code evaluation
6UQMFSB8,discard,24,wrong-type,Focuses on improving repo-level AI code generation capability and architectural fidelity without a governance or human-oversight mechanism.,Contract-coding: towards repo-level generation via structured symbolic paradigm
T72TU8B5,core,92,,Directly studies dynamic autonomy and local oversight for coding agents using developer evidence and an operational mechanism for adjusting oversight over time.,Hedwig: dynamic autonomy for coding agents under local oversight
I8R2LX86,context,35,,"Addresses human participation and oversight in AI-mediated systems, but the abstract is very thin and appears broad rather than software- or code-specific.",The geometry of human participation: the structural conditions of legitimacy in AI-mediated systems
WZXSSGRL,context,58,,"Uses an SLR and practitioner questionnaire to examine GenAI in SDLC cybersecurity, including reliability and integration risks, but oversight of AI-generated code is secondary.",Exploring the role of generative AI in enhancing cybersecurity in software development life cycle
MJDUMWUX,context,50,,"Provides a clause-level AI governance interoperability framework involving human oversight evidence reuse, but it is general compliance infrastructure rather than code-specific oversight.","Passporting compliance for AI: operationalising governance via a clause-level crosswalk across EU, ISO/IEC, NIST, and CoE frameworks"
VQTXS6R4,core,72,,"Targets scalable automated code review using multi-agent review-comment generation with human evaluation, making it relevant to oversight capacity under code-review volume.",Issue-oriented agent-based framework for automated review comment generation
SI9LR7W3,context,45,,"Addresses human-in-the-loop decision performance and interpretability effects, but only through broad decision-making theory with a thin abstract and no software context.","Why providing humans with interpretable algorithms may, counterintuitively, lead to lower decision-making performance"
58FAJ59D,context,48,,"Discusses agentic attack governance, identity, and behavioral monitoring, which is transferable to autonomous coding-agent risk but not focused on code oversight.",The infrastructure gap: why platform security cannot protect against agentic attacks
98A3UITB,context,66,,"SLR evidence on GenAI risks, professional oversight, and adaptive governance in agile enterprise architecture is strongly transferable but broader than AI-generated code review.",Impact and implications of generative AI for enterprise architects in agile environments: a systematic literature review
PD297DUM,core,86,,"Empirically surveys developers on security review, overreliance, and vulnerability concerns for AI-generated code, directly informing organizational oversight needs.",My code is less secure with gen AI: surveying developers' perceptions of the impact of code generation tools on security
RLCF33SM,context,46,,"Proposes machine-readable governance dimensions for high-risk AI deployment authorization, but it is general AI certification rather than software-pipeline oversight.",AI deployment authorisation: a global standard for machine-readable governance of high-risk artificial intelligence
WEWQ9NTT,context,54,,"Presents multi-agent adversarial verification for regulated AI decisions and human-oversight compliance, transferable as an oversight pattern but outside code generation.",Verified adversarial reasoning intelligence (VARI): multi-agent adversarial verification for regulated AI decision-making
EB9PFYBS,context,40,,"Analyzes legal concepts of human oversight in the EU AI Act context, but it is older, legal-theoretical, and not operationalized for software engineering.",From 'human control' in international law to 'human oversight' in the new EU act on artificial intelligence
PMSYQJQQ,core,74,,"Proposes a workflow-integrated LLM assistant to detect AI-introduced clones and license risks with developer feedback, giving an operational oversight mechanism for generated code.","Towards just-In-time, inclusive clone refactoring"
GMU2V4QQ,context,57,,"Empirically studies how static-analysis signal selection improves LLM program repair efficiency, transferable to automated quality gates but not focused on human oversight.",An empirical analysis of ESLint information components and their interactions in LLM-based program repair
SMHWVB9J,context,64,,"Provides strong empirical evidence on overreliance and monitoring reduction in human-automation redundancy, directly transferable to AI-code oversight behavior.","Designing human-automation redundancy: overreliance, automation shirking, and the operator’s dilemma"
Y4TIF9KW,core,84,,"Presents and evaluates an auditable multi-agent LLM static code review artifact aligned with regulatory reporting, directly relevant to scalable code oversight.","Code prism: a multi-agent, multi-LLM, semantic indexing artifact for regulatory code audits — a design science research study"
VYRFCCU8,context,52,,"Surveys LLM-based vulnerability detection in static analysis with practical selection guidance, but focuses on detection capability rather than governance or human oversight.",Large language models for vulnerability detection in static code analysis: a survey
ML88MC4H,context,49,,"Offers an enterprise AI governance taxonomy around visibility, alignment, and authorization that may structure oversight claims but is not software-code specific.","A taxonomy of AI governance approaches: distinguishing visibility, alignment, and authorization"
JVBZNVW8,context,61,,"Directly discusses vibe coding quality limits and proposes formal specification and verification as an oversight mechanism, but appears position-oriented rather than empirical.",AI for software engineering: from probable to provable
LKCDAMLF,context,43,,"Examines legal and policy issues for AI use in penetration testing and AI safety testing, transferable to security governance but outside AI-generated code oversight.","Legal, policy, and compliance issues in using AI for security: using taiwan's cybersecurity management act and penetration testing as examples"
