item_key,bin,centrality,reason_code,rationale,title
KPCQUEL2,core,76,,"Directly provides an operational testbed and measurements for IP-risk in code-generation models, which is a concrete AI-code governance concern.",CodeIPPrompt: intellectual property infringement assessment of code language models
DYKE748V,core,84,,Empirically links organizational AI governance capabilities to quality-adjusted productivity in generative AI pair coding.,The role of firm AI capabilities in generative AI-pair coding
EZ7SAJ2A,context,36,,"The thin abstract suggests a general enterprise AI operating-model framework with governance relevance, but it is not code-specific.",Enterprise AI adoption decisioning
Z4SZM266,context,58,,"It concerns AI reshaping software outsourcing and proposes governance structures, but oversight of AI-generated code is only indirect.",The AI-driven vendor: impact of AI on offshore software outsourcing
3EQ6PLAW,context,52,,"It offers transferable socio-technical principles for human oversight and organizational adaptation, though not specific to generated code.",Comparing socio-technical design principles with guidelines for human-centered AI
M26XRCRE,context,44,,"The thin abstract points to transferable AI-governance mechanisms for automation bias and sycophancy, but not a software-code pipeline.","Sycophancy, automation bias, and compressed diffusion: an unaddressed convergence in AI governance"
5IZXVQS6,context,42,,"The randomized evidence on AI trust, cognitive engagement, and automation bias is transferable but outside software engineering.",Biased AI improves human decision-making but reduces trust
ZG9B7UN2,context,61,,"It studies LLM effects on SDLC team collaboration with some trust and security implications, but not concrete oversight of generated code.",Impact of LLMs on team collaboration in software development
9CP6AU7D,core,89,,"It provides a software-engineering taxonomy, governance doctrine, and evaluation scorecard for auditable and controllable agentic systems used in coding.",Clawed and dangerous: can we trust open agentic systems?
PIYZKWWA,context,39,,"The RCT evidence on speed and accuracy for a security copilot is transferable to human-AI work quality, but the abstract is thin and not code-focused.",Randomized controlled trials for Microsoft copilot for security
7ECA3PNE,context,64,,"It describes an empirical security oversight layer for MCP-based agentic systems, but the code-generation connection is indirect in the abstract.",MCP guardian: a security-first layer for safeguarding MCP-based AI system
QYT8RRWL,core,78,,"This systematic review directly covers agentic software engineering, including autonomous coding, human-agent collaboration, reliability, and explainability.",Methods and techniques of agentic software engineering: a systematic literature review
F72TIGMC,context,38,,"The bounded-agency governance concept is broadly transferable to autonomous AI oversight, but the abstract is thin and not software-specific.",Bounded agency: an ethical and institutional limit for autonomous AI systems
H8NKQ7B8,core,72,,It proposes and evaluates LLM-based classification of code-review comments as a scalable code-review analytics mechanism.,Exploring the potential of large language models in fine-grained review comment classification
H2F9R5RA,context,55,,"The thin abstract suggests a diagnostic framework for human governance of autonomous agents, but it is not clearly tied to software pipelines.",WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems
X7EN6DXZ,core,94,,"It directly studies LLM-assisted security code review in real-world pipelines, adversarial failure modes, mitigations, and the need for human oversight.",Measuring and exploiting contextual bias in LLM-assisted security code review
EHEQPUT7,context,66,,"It provides a systematic map of responsible-AI governance tools by actor and lifecycle stage, strongly transferable though not code-specific.","The ''who"", ''what"", and ''how"" of responsible AI governance: a systematic review and meta-analysis of (actor, stage)-specific tools"
XWRDVMR6,context,48,,"It mentions vibe coding and enterprise governance in assistant platforms, but the abstract is thin and appears more comparative than oversight-focused.",Custom GPTs vs. Gemini gems: a technical comparison of AI assistant platforms including an analysis of vibe coding for agentic AI development
QA6MIBD8,core,74,,It benchmarks vulnerability risks in Copilot-generated code and explicitly supports continued critical developer evaluation.,Artificially insecure: examining GitHub copilot’s AI-based vulnerability prevention system
WH2PIBNQ,core,82,,"It directly frames responsible vibe coding as a socio-technical lifecycle issue with governance, reliability, security, and organizational research agenda components.","Responsible vibe coding: architecture, opportunities, and research agenda"
HNVJS7HS,context,63,,"It reviews GenAI in secure software coding workflows, but the abstract emphasizes benefits and challenges more than scalable human oversight mechanisms.",The role of generative AI in strengthening secure software coding practices: a systematic perspective
I2IWRQVZ,core,96,,"It provides a benchmark, reviewer protocol, empirical failure rates, and adversarial-review mitigation for coding-agent vulnerability oversight.",MOSAIC-bench: measuring compositional vulnerability induction in coding agents
SVPFXI3P,discard,18,out-of-scope,It concerns LLM-based academic peer review rather than software engineering or AI-generated code oversight.,From replication to redesign: exploring pairwise comparisons for LLM-based peer review
X7S3ELFB,context,50,,Its governance-first framework for agentic AI in business intelligence is transferable to oversight design but outside code generation.,Decision-agent fit in business intelligence: a governance-first framework for agentic AI
462N6DT8,core,73,,"Expert interviews directly address GenAI in software development, including over-reliance, skill degradation, and organizational adoption implications.",Developers’ dilemma: opportunities and pitfalls of generative AI for software development
