item_key,bin,centrality,reason_code,rationale,title,authors,abstract
D5S6J3FF,discard,22,out-of-scope,Frame-invariant cross-domain governance abstraction with keyword-soup abstract and no code-oversight or evidence base.,The principle of governance relativity: frame-invariant AI governance across domains,Jonathan Lai,"ai governance, ai safety, ai regulation, pre-execution governance, human authority verification, volitional verification, integrated governance architecture / , authorization integrity, behavioral divergence, governance architecture, recursive governance"
3DPZK2P7,context,45,,"Pre-execution control architecture with enforceable human-oversight conditions and audit trails, a concrete governance framework transferable to AI-code oversight.",AI governance as safety management: a pre execution control architecture for AI safety and autonomous systems,Dr. Bryan McCaa,"The architecture incorporates enforceable human oversight conditions, immutable audit records / The architecture incorporates enforceable human oversight conditions, immutable audit records / from passive oversight to active control. / AI governance, safety management systems, execution risk, pre-execution control, EU AI Act, NIST AI RMF, authorization architecture, human oversight, EU / AI Act"
ID5GDTG3,discard,24,out-of-scope,"Formal consent/verification model for autonomous agent protocols, not human oversight of AI-generated code.",Anumati: proof of adherence as a formal consent model for autonomous agent protocols,Ravi Kiran Kadaboina,"agent consent, proof of adherence, A2A protocol, Model Context Protocol, AI governance, EU AI Act, formal verification, TLA+"
4KB7X3A7,discard,20,out-of-scope,ZKP/attested-inference assurance architecture is a technical compliance measure with no code-oversight angle.,Technical appendix: a proposed attested-verifiable inference architecture for the luevano standard,Alberto Rocha,"as an assurance architecture combining zero-knowledge proofs for model inference with remote attestation, providing stronger runtime evidence for AI governance / It frames this as a technological measure supporting EU AI Act Article 9 and Article 11 compliance demonstration, not as a universal legal solution. / Luevano Standard, Zero-Knowledge Proofs, AI Governance, EU AI Act, Verifiable Inference"
PJJNTMKB,context,50,,Empirical study of overseers' algorithm aversion under human-in-the-loop mandates transfers to oversight behavior for AI code.,Watching the watchmen: overseers’ algorithm aversion in AI arbitration,Bahadir Koksal,"generation become institutionally established, the dominant regulatory and scholarly response has converged on an important safeguard: human-in-the-loop oversight / The EU AI Act, institutional arbitration rules, and judicial practice all require a human decision-maker to review and validate AI-generated awards before"
9WMDVVD3,context,47,,Empirical corporate-AI-governance lessons on operationalizing and measuring governance transfer to org oversight of AI code.,Challenges and best practices in corporate AI governance: lessons from the biopharmaceutical industry,Jakob Mökander; Margi Sheth; Mimmi Gersbro-Sundler et al.,The examples we discuss highlight challenges that any organization attempting to operationalize AI governance will have to face. / how to measure the impact of specific AI governance initiatives.
7I5YYF7L,context,42,,"Model operationalizing legal AI obligations via NIST RMF/ISO 42001, a transferable governance framework but not code-specific.",Systems integration model for AI solutions with explainability requirements,Dr. Sandra Smyth,"Then, the missing elements to operationalize those legal obligations were extracted from AI frameworks such as (a) the NIST AI Risk Management Framework / (AI RMF1.0), (b) the standard ISO/IEC 42001:2023 Artificial Intelligence Management Systems, (c) the Singapore Model AI Governance Framework, and (d)"
6E277MF8,context,42,,"Enterprise agent governance/auditability and human-agent teaming framework, adjacent and transferable but agent- not code-focused.","The argent framework: a paradigm to compose, orchestrate, and govern enterprise AI agents",Anantha Sharma; Swetha Devabhaktuni; Eklove Mohan,"Modern LLM-based agents excel at flexible tool use and opportunistic planning but struggle to meet enterprise requirements for governance, auditability / proposing a new, analogous notational standard tailored for agents and can deliver governed flexibility, reproducibility, and human-agent teaming at enterprise / Multi-Agent Systems, Automated Planning, LLM Agents, BPMN, Governance, Knowledge Graphs, Human-Agent Teaming, AI Governance, LLM Framework, Agentic Framework"
FWKYVQPD,core,80,,Directly on vibe coding with a three-pillar human-oversight framework for responsible adoption addressing trust and security.,Vibe coding and AI-led conversational programming: emerging trends in software development,Irfan Samsyudin,"AI-assisted programming, evaluates its performance, investigates cognitive, trust, and security implications, and proposes a framework for responsible adoption / A three-pillar framework is proposed-hybrid integration, human oversight, and context-aware deployment-to guide responsible adoption. / Vibe Coding, Conversational Programming, Artificial Intelligence, Software Development Paradigms, Human-AI Collaboration, Code Quality, Responsible AI"
5257HHP3,context,38,,AI auditing and trust-&-safety practices offer transferable oversight tooling but no code-specific mechanism.,"Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together",Amar Ashar,"While T&S risk assessment often operates at a feature or content level, increasing adoption of AI suggests practitioners may benefit from lessons learned / This chapter explores increasing intersection points between T&S and Responsible AI, describing tools to equip T&S teams and other interested stakeholders / Trust & Safety, Responsible AI, AI Auditing, Auditing"
