item_key,bin,centrality,reason_code,rationale,title,authors,abstract
FEJLI262,discard,24,out-of-scope,"Automated jailbreak-output safeguard, not human oversight of AI-generated code.",A decontextualized LLM-based safeguard technique for automated jailbreak mitigation,Tiziano Santilli; Marco De Luca; Domenico Amalfitano et al.,"Emerging regulation (e.g., the EU AI Act) demands proactive controls that verify outputs before delivery. / AI Act and provider policies. / Ai, Compliance, Large Language Model, Jailbreak, Software"
LLV7KNM2,context,44,,"Accountability/human-oversight framework with governance case studies, transferable to AI-code oversight.",Designing accountability: ethical frameworks for reintroducing responsibility in executable governance,Agustin V. Startari,"This article develops an ethical legal framework for reintroducing responsibility into executable governance. / Through applied case studies in EU AI Act conformity assessment, DAO governance, predictive credit scoring, and automated medical audits, the framework / Accountability Injection, Executable Governance, Regla Compilada, Sovereign Executable, Spectral Sovereignty, Null Subjects, Syntactic Responsibility, / Predictive Systems, AI Act, Human Oversight, Smart Contracts, DAO Governance, Credit Scoring, University Admissions, Automated Medical Audits, Ethical"
F4U3MQ7N,context,40,,"EU AI Act compliance framework across the dev/deployment lifecycle; transferable governance scaffold, not code-specific.",AI compliance frameworks: a handbook for compliance tools based on AI acts' requirements,Marinella Quaranta; Ilaria Amantea; Guido Governatori et al.,"We present a structured framework for compliance tools designed to assess high-risk AI systems under the European AI Act, which entered into force in August / We systematically analyze AI Act requirements across three main phases of AI system lifecycle: project planning, development \& deployment, and post-market / AI Compliance, EU AI Act, AI Compliance Methodology"
ADV5GQEV,context,46,,RegOps embeds regulatory compliance into agile software delivery—adjacent DevSecOps pipeline governance transferable to AI-code oversight.,RegOps as an agile response to regulatory pressure,Nan Yang; Ali Mehraj; Xiaofeng Wang et al.,"Widely-applied Agile practices accelerate delivery but offer limited consideration of regulatory compliance. / Within the tension between agility and compliance, the concept of RegOps emerged from the strictly regulated industry, yet it remains underexplored in / RegOps, Regulatory Compliance, Agile, Complex Adaptive Systems Theory, EU AI Act"
BKSNXFDK,context,37,,"AI risk-scorecard GRC framework for continuous compliance; broader governance, plausibly transferable.","Regulatory compliance made easier with AI risk scor the dual imperative in RegTech: leveraging AI-driven risk scorecards for continuous compliance, operational efficiency, and establishing governance frameworks for explainability and ethical accountability",MaryEllen O'Connell,"This study investigates the profound integration of Artificial Intelligence (AI) Risk Scorecards into organizational Governance, Risk, and Compliance ( / standards, notably the EU AI Act and the NIST RMF. / AI Governance, RegTech, Risk Scorecards, Continuous Compliance, Explainable AI"
NS3L4YKR,context,33,,Governance-first SOC recommendation using NIST AI RMF; adjacent security governance but largely position-oriented.,"SOC 2.0: less triage, more treachery",Yashwanth Reddy Mallu,"Navigating this new era requires a governance-first approach, and this paper concludes by recommending the adoption of frameworks like the NIST AI Risk / Cybersecurity, Artificial Intelligence, Security Operations Center, Adversarial, Adversarial Machine Learning, NIST AI RMF, MITRE ATLAS"
CRB3MXRC,context,44,,Operationalizes human-oversight mandates (AI Act Arts 9-15) via a concrete architecture; transferable oversight mechanism.,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceable accountability,Lev Goukassian,"robust risk management, data governance, transparency, and human oversight for high-risk systems. / We analyze how this architecture directly operationalizes the mandates of EU AI Act Articles 9 through 15. / AI Governance, EU AI Act, Accountability, Sacred Pause, Ternary Moral Logic, Ethics, Auditable AI, Immutable Logs"
8V6QGZL6,context,50,,Argues for process-based oversight when technical verification is intractable—directly transferable oversight theory.,AI governance and the verification gap: a framework for law and policy under computational intractability,Steven Benerofe,"This analysis argues that this is a persistent structural reality that challenges conventional product-based oversight and underscores the need to supplement / technical verification with robust process-based governance. / Verification Gap, Process-Based Governance, Artificial Intelligence, AI Regulation, AI Safety, AI Risk Management, Computational Intractability, Computational / Explainable AI (XAI), Legal Liability, Tort Law, Regulatory Policy, Information Asymmetry, Systemic Risk, Operational Risk, AI Supply Chain, Corporate Governance"
X6TZFLVJ,context,32,,"Broad AI security/privacy survey with governance angle; weakly transferable, mostly off-core.",Safeguarding intelligence: a comprehensive analysis of AI security and privacy in the era of autonomous systems,Sreekanth B Narayan,"AI security and privacy, focusing on the intersection between adversarial machine learning (AML), privacy-preserving computation, and trustworthy AI governance / Act, highlighting the tension among transparency, accountability, and model confidentiality. / Poisoning, Federated Learning, Differential Privacy, Homomorphic Encryption, Secure AI Life-cycle Management (SAILM), Trustworthy AI, Ethical AI, GDPR Compliance / , AI Act, Explainable AI (XAI), Cybersecurity, Risk Assessment, Privacy-Aware Computing, AI Governance, Red-Team Simulation, Secure Model Deployment"
YNLTLC5L,context,45,,Audit-ready agentic-AI governance reference model incorporating human oversight and guardrails; transferable framework.,"A unified governance architecture for agentic AI: integrating microsoft azure AI foundry, cloud-native guardrails, frontier AI safety research, zero-trust principles, and the 4th.GRC governance engine",Freeman Jackson,"design patterns, constructs a unified, repeatable, audit-ready governance reference model for agentic AI systems. / The architecture reconciles technical safety mechanisms with regulatory duties such as transparency, documentation, risk management, human oversight, and / Agentic AI, AI Governance, Guardrails, EU AI Act, Zero-Trust, Microsoft Azure, 4th.GRC"
9FHIK5BN,context,46,,Policy-as-code multi-layer runtime governance for autonomous agents; concrete transferable oversight-enforcement mechanism.,"Governing autonomous AI agents with policy-as-code: a multi-layer architecture for risk, compliance, and zero-trust control",Freeman Jackson,"Autonomous and agentic AI systems introduce governance challenges that exceed the scope of traditional machine-learning risk management. / While regulatory frameworks such as the EU AI Act, NIST AI RMF, and ISO/IEC 42001 articulate high-level principles for trustworthy and compliant AI, they / Autonomous AI, Agentic AI, Policy-as-Code, AI Governance, AI Risk Management, TRiSM (Trust, Risk, and Security Management), Zero-Trust Architecture, Compliance / , Automation, AI Safety, Runtime Enforcement, EU AI Act, NIST AI RMF, ISO/IEC 42001, Conformity Assessment, AI Management System (AIMS), Cloud-Native Security"
XLAP67HC,context,48,,Automated third-party audits with specified criteria addresses scaling oversight; transferable with empirical comparison.,"Who audits the auditors? Towards automated, third-party AI model audits with publicly specified criteria",Jonas Poku,"The unprecedented capabilities of large-scale AI models have prompted stringent regulatory frameworks like the EU AI Act, which mandates conformity assessments / assessment than existing baselines, offering a foundational blueprint for evidence-based AI regulation."
LQK5PZ9M,context,48,,Theory of evidence flow/loss for oversight in layered AI pipelines with human-factors reception—transferable to code-pipeline oversight.,Assurance-throughput in layered AI systems: a technical theory of evidence flow and loss,Siddharth Nandagopal,"Platformized AI systems rely on layered architectures-models, orchestration, and interfaces-but the evidentiary trails needed for oversight often fracture / The theory reinterprets standards and regulatory instruments-such as the EU AI Act, ISO/IEC 42001 and 23894, NIST's AI Risk Management Framework, and national / Assurance Throughput, AI Assurance, Evidence Flow, Provenance, Orchestration and Retrieval-Augmented Generation, Human-Factors Reception, AI Governance"
D335Y3X4,context,41,,Agentic AI governance framework bridging compliance to deployable practice; transferable but generic.,"The agentic AI governance framework: a universal model for risk, accountability, and compliance in autonomous systems",Rajat Pandey,"mechanism that is required to manage their operational, ethical and regulatory risks.There are existing AI governance models like NIST AI RMF, ISO/IEC / The proposed model bridges the current gap between compliance principles and deployable governance practice, establishing a reusable baseline for safe / AI, Agentic, Autonomous, AgenticAi, Framework, Governance, Compliance, Implementation, Tech, Technology, COE"
ACPKFPNE,context,60,,"Operational five-step HITL governance framework for generative AI with guardrails—core oversight mechanism, transferable from banking.",Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,Prashant Saurabh Singh,"While the industry seeks to leverage Large Language Models (LLMs) for efficiency, strict regulatory frameworks (e.g., NYDFS Part 500, EU AI Act) demand / This paper proposes a novel, operational governance framework: The TRUST Model (Triage, Review, Underwrite, Strengthen, Track). / Shadow AI, Banking, Human-in-the-Loop, AI Governance, Risk Management, LLM Guardrails, Generative AI Banking, AI Guardrails, NIST AI RMF, AI Risk Management"
NKY6T5G9,context,35,,Liability/negligence framing of enterprise input governance; transferable governance-duty angle but off-code-core.,Negligent poisoned environments: how cumulative input negligence undermines enterprise AI,Matthan Bird,"negligence: duty, breach, causation, and damages to the enterprise context, arguing that organizations may bear liability for failing to implement reasonable governance / This contribution fills a critical gap in AI governance literature by elevating input quality from a technical concern to a legal and strategic imperative / AI Governance, Data Quality, Data Governance, AI Liability, Negligence, Enterprise AI, Technical Debt, Regulatory Compliance, EU AI Act Article 10, Enterprise / Risk Management, RLHF Contamination, RAG Systems, Data Poisoning, Tort Liability, AI Act, NIST AI RMF"
LH5MDR85,context,37,,Inspectable-reasoning construct for auditability is an oversight mechanism but niche to external representation governance.,Reasoning claim tokens (RCTs): an observational construct for inspectable AI reasoning in external representation governance,Timothy de Rosen,"As large language models increasingly mediate external representations of enterprises, products, and services, governance risk has shifted from output / Tokens (RCTs), an observational construct within the AIVO Standard designed to make AI reasoning inspectable without asserting correctness, causality, or compliance / AIVO, LLM, AIVO Standard, AI Governance, External AI Representation, PSOS, ASOS, RCT, Reasoning Claim Tokens, Auditability, Evidence, EU AI Act, Regulatiion"
9LSVAEIL,context,40,,Socio-technical AI governance architecture integrating major frameworks; transferable but not code-specific.,SAFEARC: a seven-pillar operational architecture for socio-technical AI governance,Waydell D. Carvalho,"SAFEARC integrates requirements from the EU AI Act, OECD AI Principles, NIST AI Risk Management Framework, and ISO/IEC 42001 into a unified workflow structured / The paper demonstrates that SAFEARC enhances auditability, improves internal coordination, and supports socio-technical readiness for emerging AI regulation / Socio-Technical Systems, AI Governance, Regulatory Convergence, Operational Architecture, Compliance, Risk Management, Organizational Capacity"
25SNDLXV,context,42,,Risk-based oversight/proportionality framework with mitigation metrics; retail-domain but transferable measurable framework.,"A risk-based ethical governance framework for retail AI with proportionality, oversight, and regulatory alignment",Sri Harsha Konda,") drawing on OECD AI Principles, NIST AI RMF, GDPR [13], and EU AI Act [12]. / Findings: The framework demonstrates 87.5% scenario mitigation, 92% GDPR coverage, 100% EU AI Act prohibited practice coverage, and / Ethical AI Governance, Retail Technology, Algorithmic Fairness, Proportionality Framework, EU AI Act"
QK577S3K,discard,19,out-of-scope,Blockchain/zkML-based AI verification—known false-positive class with no human-oversight-of-code angle.,Verifiable AI: the strategic imperative for trustworthy artificial intelligence a technical and business analysis of blockchain-based AI verification,Achim Struve,"With the EU AI Act establishing its enforcement framework in August 2025 (general-purpose AI transparency and penalties) and comprehensive high-risk system / combined with potential fines reaching 7% of global revenue for prohibited AI practices [4], verifiable AI has shifted from innovation differentiator to compliance / Verifiable AI, Zero-Knowledge Machine Learning, zkML, Trusted Execution Environments, Confidential Computing, AI Governance, EU AI Act, Blockchain, Remote / Attestation, Formal Verification, AI Agents, Cryptographic Proofs, AI Compliance, Decentralized AI"
