item_key,bin,centrality,reason_code,rationale,title,authors,abstract
5GB3K5C2,context,50,,"Runtime containment/policy-as-code oversight framework for autonomous AI actions is a transferable oversight mechanism, though not code-specific.",TRACE: a governance-first execution framework providing architectural assurance for autonomous AI operations,Elias Calboreanu,"Autonomous AI agents increasingly take actions against external systems in environments where mistakes are costly and where post-hoc logs are insufficient for governance / We introduce TRACE (Trusted Runtime for Autonomous Containment and Evidence), a governance-first execution framework that treats the execution agent as / autonomous agents, runtime containment, decision provenance, cryptographic evidence, formal verification, AI governance, reference monitor, policy-as-code / , NIST AI RMF"
TCAMZEQE,context,34,,Legal analysis of EU AI Act gaps for AI agents is broad regulatory context transferable to the governance landscape but not code-specific.,Regulating AI agents,Kathrin Gardhouse; Amin Oueslati; Noam Kolt,"regulation: the European Union’s AI Act. / Promulgated prior to the development and widespread use of AI agents, the EU AI Act faces significant obstacles in confronting the governance challenges / AI agents, regulation, governance, EU AI Act, autonomous systems, law, legal institutions"
CIHI7CTY,context,40,,Concrete deterministic governance architecture for autonomous agents offers a transferable oversight framework outside the code domain.,AGEC and graph-based systemic risk governance: a deterministic governance architecture for autonomous AI agent systems,Onur Esmercan,"Both layers enforce deterministic reproducibility: identical inputs produce identical governance decisions across environments. / We formalize the architecture, present the mathematical framework, discuss regulatory alignment with the EU AI Act and GDPR/KVKK, and identify open problems / AI governance, agent systems, execution authorization, systemic risk, risk propagation, responsibility attribution, deterministic execution, EU AI Act,"
UJCXDGJC,context,40,,"Continuous enterprise/agentic governance with ERM integration is a transferable org-governance framework, not code-specific.",Continuous governance across enterprise AI and agentic systems: governing what you cannot see,Michael R. Robinette,"First, it establishes that board-level accountability under deployer frameworks, particularly as formalized in the EU AI Act, constitutes a fiduciary obligation / structurally equivalent to credit, operational, and cyber risk oversight, requiring the same formal integration into enterprise risk management. / Responsible AI, AI governance, agentic AI, Continuous Governance, enterprise risk management, delegated authority, authority drift, autonomy tiering, EU / AI Act, board accountability, model risk, ERM integration"
YC28956L,context,42,,"Adaptive runtime oversight for self-modifying AI addresses scaling oversight to changing systems, transferable but broader than code.",The runtime governance gap: governing self modifying artificial intelligence through adaptive oversight,Waydell D. Carvalho,"Existing governance models, including the European Union's AI Act, sectoral approaches in the United States, and frameworks in the United Kingdom and China / align regulatory oversight with systems characterized by continuous transformation. / adaptive AI, runtime governance, regulatory temporality, AI Act, capability classification, harm-risk assessment, persistent liability, governance architecture"
EQQ4DQZW,discard,25,out-of-scope,Behavioral fingerprinting for model selection/culture alignment has no human-oversight-of-code angle.,How does your AI model make decisions? Behavioral fingerprinting of foundation AI models and organizational culture alignment,Geoff Gibbins,"universal distributeddecision tendency regardless of provider or architecture; models diverge meaningfully on norm enforcement, with direct implications for compliance-sensitive / We discuss implications for enterprise AI governance, model selection, and the emerging regulatory landscape under the EU AI Act. / artificial intelligence, organizational culture, decision culture, foundation models, behavioral fingerprinting, enterprise AI governance, cultural alignment"
L28YKLVD,context,44,,AI supply-chain artifact authenticity (SLSA/in-toto/Sigstore) is a concrete software-integrity governance mechanism plausibly transferable to AI-code provenance.,Artifact authenticity governance,Christopher Ermis,"Current AI governance frameworks — including the EU AI Act, NIST AI RMF, and ISO/IEC 42001 — establish documentation requirements for high-risk AI systems / but provide no technical mechanism for verifying that compliance records correspond to production deployments. / Integrity Gap, Integrity Debt, Audit Decoupling, model revocation, AI supply chain security, EU AI Act, SLSA, NIST AI RMF, in-toto, Sigstore"
M964K4XX,context,38,,"Comparative analysis of major AI governance frameworks maps the policy landscape relevant to the RQ, though descriptive and non-code-specific.","Comparative analysis of AI governance, assurance, and administrative oversight NIST AI RMF 1.0, ISO/IEC 42001, SOC 2, OMB memoranda M-24-10 and M-25-21, and U.S. copyright office guidance",Sung Woo Shon,NIST AI RMF 1.0 provides a flexible and voluntary structure for AI risk management. / A concise formulation is therefore possible: NIST AI RMF 1.0 provides a voluntary risk-management structure; ISO/IEC 42001
C67AT7ZP,context,36,,"'Build fast, fix later' compliance-debt argument echoes vibe-coding shortcuts but is opinion-leaning and not code-oversight-specific.","The hidden cost of AI compliance: why ""build fast, fix later"" can become a financial catastrophe",Sung Woo Shon,"As regulatory and assurance frameworks such as the European Union’s AI Act, SOC 2 Type II, ISO/IEC 42001, and the NIST AI Risk Management Framework / AI Act, and the business consequences of cyber uninsurability, this paper argues that retrofitting compliance onto a legacy, undocumented “black box”"
HV9D5URP,context,42,,"Operationalizes EU AI Act/GDPR into concrete artifact categories and maturity tiers for generative-AI risk, a transferable governance framework.","Enterprise AI adoption: privacy-driven barriers, risk trade-offs, and a governance framework",Roosevelt Wilmot,", while a distinct category of operational risk arising from the probabilistic behavior of generative AI systems requires purpose-built governance controls / It operationalizes EU AI Act and GDPR deployer obligations into five specific artifact categories and establishes minimum organizational maturity prerequisites / Enterprise AI, AI Governance, Data Privacy, Shadow AI, Enterprise Risk Management, Generative AI Risk, EU AI Act"
