item_key,bin,centrality,reason_code,rationale,title,authors,abstract
CMW3AWRD,context,50,,"Behavioral evidence on decision failures/over-reliance under AI assistance and hybrid flag-for-review workflows, transferable to developer overtrust in AI code.",When LLMs hurt more than help: understanding decision failures under AI assistance,Jessica Shi; Divya Singhvi; Somya Singhvi,"Many of these organizations now rely on hybrid workflows where machine learning models flag uncertain cases for human review. / These findings offer new behavioral insights into human–AI collaboration and underscore the need for decision support systems designed for calibration, / LLMs, AI Assisted Decision Making, Human-AI Interactions"
XBK7KB3E,context,45,,"Concrete human-in-the-loop evaluation/oversight pipeline for generative AI, transferable but not code-specific.",From annotation to oversight: a pipeline approach to generative AI evaluation,Hyein Ko; Yuehong Cassandra Tai; Nora Webb Williams,"Evaluation-testing whether performance holds across different prompts, models, and contexts; (4) Rationale and Oversight-auditing model explanations and requiring human-in-the-loop / We emphasize transparency throughout: researchers should report multiple validation metrics and incorporate human review against gold-standard data. / Generative AI, Evaluation Metrics, Large Language Models, Data Generation"
5EBI274G,context,50,,Runtime oversight architecture for autonomous agents with machine-readable governance artifacts; adjacent agentic-governance mechanism transferable to AI-code oversight.,Intrinsic participatory governance of autonomous agents: runtime oversight and orientation through embedded steward agents,Luciana Ledesma,"As AI systems become increasingly autonomous-reformulating subgoals, reprioritizing steps, and expanding task boundaries in pursuit of declared objectives-they / Cognitive Governance Stack, composed of three interacting layers: Governance Artifacts (GAs)-versioned, machine-readable carriers of human intent; the Human-in-the-Loop / Agentic AI, AI Governance, AI compliance, AI Safety, Multi-agent environments"
2SDBF78T,context,35,,Multi-layered HITL governance framework but in digital-banking domain with only loose transfer to AI-code oversight.,The emergence of agentic artificial intelligence: a paradigm shift for operational efficiency and risk management in digital banking,Mallikarjun Kallappa Chougala,"The digital banking sector is entering a new phase of transformation with the integration of Agentic Artificial Intelligence (AI). / To address these, a multi-layered governance framework is proposed, incorporating human-in-the-loop escalation, immutable audit trails, and ethically aligned / * Agentic AI"
KL8U6H5Z,context,45,,Deployable governance architecture with deterministic verification for regulated AI; transferable framework but not code-generation specific.,Symbolic governance for probabilistic intelligence: why governable AI requires symbolic structure without reverting to symbolic AI,Edward Meyman,"Current approaches treat governance as a property of the AI model itself, relying on alignment, prompt-based guardrails, or human-in-the-loop review / The result is a deployable governance architecture for high-stakes, regulated AI systems. / AI governance, authorization, provenance, deterministic verification, proof-carrying decisions, symbolic systems, AI auditability, AI compliance, fail-closed / enforcement, probabilistic AI, agent governance"
6DIZURHK,core,70,,Directly addresses governance and human-in-the-loop control of AI-generated UI code in software architecture.,"How to redesign frontends now that 50-70% of UI is AI-generated, dynamic, or agent-driven?",Vikesh Mittal,"The framework addresses key challenges including trust, explainability, accessibility, human-in-the-loop control, and failure handling in AI-driven interfaces / This work positions frontend architecture as a critical locus for AI safety and human-AI collaboration, and offers a practical foundation for designing / AI-Generated UI, Frontend Architecture, Human-AI Interaction, Agentic Systems, UI Governance, Explainable Interfaces, Adaptive Frontends"
UZTUXYYX,context,40,,Conceptual standards/compliance framework for agentic AI oversight but explicitly awaiting empirical validation.,"Toward standards for agentic AI systems conceptual foundations, trust boundaries, and compliance-aware design",Vigneshkumaar Devakumar,"use, and orchestration, there remains limited consensus on system-level frameworks that address responsibility, oversight, and compliance in agentic AI / The framework is designed to be compatible with current AI systems research while providing a foundation for future empirical and technical validation. / Agentic AI, Autonomous AI Systems, AI System Architecture, AI Standards, Trust Boundaries, Observability, Compliance-Aware Design, Responsible AI, AI Governance / , AI Accountability, Human-in-the-Loop Systems"
L4P3ZFKV,context,48,,Organizational framework for governing human judgment under AI with audit trails and automation bias; transferable but not code-specific.,Judgment assurance: governing institutional judgment in AI-mediated decision-making,Justin Kavalir,"intuition, but as an organizational asset-one that must be deliberately defined, exercised, preserved, and governed when decisions are influenced by AI / defensibly explain why an AI output was followed, modified, or rejected. / AI Governance, Human Judgment, Decision-Making, Organizational Accountability, AI Risk Management, Explainability, Judgment Assurance, Institutional Judgment / , Accountability, Human-In-The-Loop, Explainable AI, Risk Management, Automation Bias, Institutional Inheritance, Audit Trail"
BZ4K52DU,context,62,,"Directly tackles the speed-vs-oversight scaling tension via Governance-as-Code and conditional delegation in high-velocity ML pipelines, strongly transferable.",Responsible machine learning operations: closing the gap between speed and oversight,Andrew Beckstrand,"By implementing Governance-as-Code, organizations translate abstract values into executable constraints, demonstrating that high-velocity systems can maintain / MLOps, Responsible MLOps, Algorithmic Governance, Conditional Delegation, Trustworthy AI, Model Drift, Human-in-the-Loop, AI Safety"
J998BUDB,context,55,,Empirically measures scalability limits of human-in-the-loop oversight via large-scale simulation; strong transferable metrics but data-governance domain.,Lights-off data factory: measuring epistemic autonomy in governance-first data systems,Sukant Pandey,"Prior work in data integration, governance, and AI ethics has highlighted the scalability limits of human-centric oversight models. / Using a large-scale simulation of 100,000 entity-resolution decisions, we demonstrate that these metrics clearly distinguish legacy human-in-the-loop systems / Governance Resilience, Autonomous Systems, Master Data Management, Epistemic Reasoning, Semantic Data Integration, AI Governance, Uncertainty Modeling, / Human-in-the-Loop Systems, Data Quality, Enterprise Data Architecture, Metrics and Measurement, ADGMM (Autonomous Data Governance Maturity Model), AEGIS"
5RLPIA3K,context,60,,Adversarial-verification oversight architecture tied to EU AI Act Article 14 and automation bias; mechanism transferable though employment-AI domain.,Adversarial verification as reference architecture for EU AI act article 14 compliance in employment AI,Eric Swidey,"Article 14 establishes specific requirements: humans must understand AI capabilities and limitations, remain aware of automation bias, correctly interpret / Workday, class certified May 2025) documented AI systems rejecting candidates at 1:00 AM without human review, illustrating the failure mode Article 14"
M29MMPY7,context,58,,"Models human-oversight capacity constraints ('human congestion') and rationing as AI volume scales, central to oversight-keeping-pace though thin abstract.",Operating imperfect AI: reliability drift and human congestion,Ziyao Wang; Svetlozar Rachev,"Human-in-the-Loop AI, Service Operations, Reliability Drift, Shadow Price of Capacity, Strategic Capacity Rationing"
XVWJ5J6J,core,74,,Empirical software-engineering case study of HITL oversight validating LLM-generated code in a legacy-system migration.,Modernization of enterprise payment infrastructure: a case study on LLM-assisted migration of legacy distributed systems,Gaurav Bhatnagar,"The migration was governed by a Human-in-the-Loop (HITL) framework, in which AI-driven proposals were rigorously manually validated and refined using constraints / Large Language Models (LLMs), Software Modernization, Human-in-the-Loop (HITL), Cloud-Native Architecture, Software Engineering Case Study, Technical Debt"
SZCY7XGU,context,38,,"Conceptual final-human-ratification governance principle for algorithmic decisions; broad and largely normative, weak evidence base.",The principle of final human ratification,Patrick Ibrahim Figueiredo,"architecture designed to preserve moral imputability, the legal validity of decision-making acts, and the chain of responsibility in the age of algorithmic automation / Artificial Intelligence, Human-in-the-loop, Human-centered AI, Governance, Decision-making systems, Cognitive architecture, Ethics of AI, Idea provenance"
GPPK8TWP,context,35,,"Argues for verifiability-first meaningful human control in AI-mediated management; conceptual framework, non-code domain.","Agency without liability: rule-evading optimization, the deterrence gap, and the synthetic outlaw in AI-mediated management",Jonathan Gropper,"Yet in practice, AI-mediated management often produces a different structural condition: agency without liability. / It argues for a verifiability-first approach to management ethics, combining reviewable decision pathways, meaningful human control as reason-responsiveness / rule-evading optimization, algorithmic management, responsibility gap, AI governance, AI Rule evasion, AI Safety, AI in management, AI accountability, / AI liability, AI verifiability, deterrence gap, Synthetic Outlaw, EU AI Act, autonomous systems regulation, algorithmic accountability"
JVWUYDME,context,62,,"Directly analyzes limitations/failure modes of human-in-the-loop oversight and proposes Human-in-Command control architecture, central to the strengths/limits angle.","Scapegoat-as-a-service: moving from ""human-in-the-loop"" to ""human-in-command"" in regulated systems",Ryan T. Jessee,"Human-in-the-Loop (HITL) is widely treated as the default safety control for AI in regulated workflows; in production, however, it can function / nbsp;We name this failure mode Scapegoat-as-a-Service and propose Human-in-Command governance, where humans define and enforce an operating envelope for AI-enabled / Human Oversight, AI Governance, Auditability, Regulated Systems, Moral Crumple Zone, Algorithmic Accountability, Meaningful Human Control, Control Architecture / , Automation Bias, Agentic Systems, Risk Management"
P8CUB84H,context,35,,Standardization framework with HITL supervision and audit trails but confined to legal-practice domain with limited code transfer.,The procedural imperative: standardizing artificial intelligence in legal practice,Arman Chowdhury,"The integration of artificial intelligence (AI) into legal practice presents a crisis of legitimacy, threatening the profession's core reliance on transparent / Key components include mandatory disclosure, strict source verification to prevent hallucinations, immutable audit trails, human-in-the-loop supervision"
QIV7DL7L,context,45,,"Concrete architecture mitigating automation surprise and preserving decision traceability in HITL expert systems, transferable to oversight design.",Mitigating mode errors and automation surprise in human-in-the-loop expert systems: a decision-state isolation architecture,Chairote Yaiprasert; Achmad Nizar Hidayanto,"Human-in-the-loop expert systems deployed in high-stakes domains face a critical vulnerability where asynchronous user interactions unintentionally mimic / This work addresses the resulting ‘automation surprise’ and loss of decision traceability by presenting a preventive security architecture based on decision-state / Human-in-the-loop, Mode error, Automation surprise, Decision-state integrity, Operator agency, Trust in automation"
BQDUZWYL,context,42,,Analyzes why generic HITL and governance mechanisms fail at organizational judgment; relevant to oversight limits but largely conceptual.,Judgment architecture: why innovation and AI expose organiztional decision limits,Sara Husk,"Rather than treating judgment as an individual skill, a governance overlay, or a human-in-the-loop safeguard, the paper argues that judgment functions / why existing approaches such as ethical principles, governance committees, and generic human-in-the-loop mechanisms often fail to address the underlying"
LKVVWDF6,core,68,,Presents a HITL three-layer validation framework for overseeing LLM-generated PLC code with safety-compliance focus.,CoT+ (chain-of-thought extended): a reproducible multi-reasoning prompting architecture for deterministic PLC code generation,Ketut Adnyana; Andreas Schwung,"Generating production-grade Programmable Logic Controller (PLC) code using Large Language Models (LLMs) presents a critical challenge: ensuring the determinism / four paradigms into a deterministic, multi-stage pipeline.The novelty of this research lies in its rigorous three-layer validation framework, utilizing Human-in-the-Loop / Large Language Models (LLMs), Prompt Engineering, PLC Code Generation, Safety Compliance, Industrial Automation, IEC 61131-3"
