item_key,bin,centrality,reason_code,rationale,title,authors,abstract
H8NKQ7B8,context,42,,"LLM-based classification of code-review comments offers a scalable review-analytics mechanism but targets human review effectiveness, not oversight of AI-generated code.",Exploring the potential of large language models in fine-grained review comment classification,L. Nguyen; C. Liu; H. Y. Lin et al.,"Code review is a crucial practice in software development. As code review nowadays is lightweight, various issues can be identified, and sometimes, they can be trivial. Research has investigated automated approaches to classify review comments to gauge the effectiveness of code reviews. However, previous studies have primarily relied on supervised machine learning, which requires extensive manual annotation to train the models effectively. To address this limitation, we explore the potential of using Large Language Models (LLMs) to classify code review comments. We assess the performance of LLMs to classify 17 categories of code review comments. Our results show that LLMs can classify code review comments, outperforming the state-of-the-art approach using a trained deep learning model. In particular, LLMs achieve better accuracy in classifying the five most useful categories, which the state-of-the-art approach struggles with due to low training examples. Rather than relying solely on a specific small training data distribution, our results show that LLMs provide balanced performance across high-and low-frequency categories. These results suggest that the LLMs could offer a scalable solution for code review analytics to improve the effectiveness of the code review process."
JZ2QYGEG,context,33,,"Qualifiable code generator reduces manual review workload and generates compliance evidence, an oversight-scaling/certification angle but for deterministic generation, not AI/LLM code.",Fielding faster: removing time and cost barriers to software certification using qualifiable code generators,P. Pazandak; F. Bertocci; B. Razet et al.,"As avionics systems become increasingly complex, the demand for faster and cost-effective software development and certification processes has never been higher. This paper introduces a pioneering approach to software development in the avionics sector through the development of the first Tool Qualification Level (TQL)-1 qualifiable code generator for middleware binding code. Our tool, designed to support the Object Management Group®(OMG®) Data Distribution Service (DDS™) middleware, addresses one of the critical hurdles to fielding systems faster in avionics systems, including flight control, navigation, sensor, weapon, and communication systems. By automating the generation of application-middleware binding code, the tool significantly reduces the manual review workload, streamlines the certification process, and promises substantial cost savings for both the Department of Defense (DoD) and commercial aviation sectors. Funded by DARPA and internal investment, and starting with an ISO 26262 qualification for automotive applications, our work demonstrates a strategic pathway toward achieving DO-178C DAL A certification. This advancement not only represents a significant leap in avionics software development but also sets a new standard for safety and reliability in critical systems. Results demonstrate that our code generator significantly streamlines the software certification process by reducing both the time and cost associated with certifying middleware binding code. It reduced the required certification artifacts and manual review workload by automating the generation of binding code and associated compliance evidence. Initial testing indicates a potential reduction in certification efforts by up to an order of magnitude, suggesting substantial cost savings and efficiency improvements for both DoD and commercial aviation sectors."
UXBQBMKF,context,48,,"Empirical study of AI codebase-generation assistants surfaces quality/trust shortcomings developers must catch, transferable to the AI-code oversight problem but framed as usability not governance.",Exploring the challenges and opportunities of AI-assisted codebase generation,P. Eibl; S. Sabouri; S. Chattopadhyay,"Recent AI code assistants have significantly improved their ability to process more complex contexts and generate entire codebases based on a textual description, compared to the popular snippet-level generation. These codebase AI assistants (CBAs) can also extend or adapt codebases, allowing users to focus on higher-level design and deployment decisions. While prior work has extensively studied the impact of snippetlevel code generation, this new class of codebase generation models is relatively unexplored. Despite initial anecdotal reports of excitement about these agents, they remain less frequently adopted compared to snippet-level code assistants. To utilize CBAs better, we need to understand how developers interact with CBAs, and how and why CBAs falls short of developers’ needs. In this paper, we explored these gaps through a counterbalanced user study and interview with ($\mathbf{n}=16$) students and developers working on coding tasks with CBAs. We found that participants varied the information in their prompts, like problem description (48% prompts), required functionality (98% prompts), code structure (48% prompts), and their prompt writing process. Despite various strategies, the overall satisfaction score with generated codebases remained low (mean $=2.8$, median $=3$, on a scale of one to five). Participants mentioned functionality as the most common factor for dissatisfaction (77% instances), alongside poor code quality (42% instances) and communication issues (25% instances). We delve deeper into participants’ dissatisfaction to identify six underlying challenges that participants faced when using CBAs, and extracted five barriers to incorporating CBAs into their workflows. Finally, we surveyed 21 commercial CBAs to compare their capabilities with participant challenges, and present design opportunities for more efficient and useful CBAs."
QLMUYYQ3,context,36,,Proposal to translate fault-prediction metrics into LLM risk explanations supports human review decisions but is early-stage (no results) and not AI-code-specific.,Explaining code risk in OSS: towards LLM-generated fault prediction interpretations,E. K. Adejumo; B. Johnson,"Open Source Software (OSS) has become a very important and crucial infrastructure worldwide because of the value it provides. OSS typically depends on contributions from developers across diverse backgrounds and levels of experience. Making safe changes, such as fixing a bug or implementing a new feature, can be challenging, especially in object-oriented systems where components are interdependent. Static analysis and defect-prediction tools produce metrics (e.g., complexity, coupling) that flag potentially fault-prone components, but these signals are often hard for contributors new or unfamiliar with the codebase to interpret. Large Language Models (LLMs) have shown strong performance on software engineering tasks such as code summarization and documentation generation. Building on this progress, we investigate whether LLMs can translate faultprediction metrics into clear, human-readable risk explanations and actionable guidance to help OSS contributors plan and review code modifications. We outline explanation types that an LLM-generated assistant could provide (descriptive, contextual, and actionable explanations). We also outline our next steps to assess usefulness through a task-based study with OSS contributors, comparing metric-only baselines to LLM-generated explanations on decision quality, time-to-completion, and error rates."
STYN9TZV,discard,24,out-of-scope,"LLM vulnerability-repair method with retrieval; LLM-as-judge is only an evaluation metric, no organizational oversight or governance link.",Explainable retrieval and graph augmented code vulnerability repair recommendations,A. A. Amoah; Y. Liu,"Common Weakness Enumerations (CWEs), Common Vulnerabilities and Exposures (CVEs), and associated code examples from vulnerability datasets represent a rich corpus of structured knowledge for software vulnerability repair. While Large Language Models (LLMs) have shown promise in vulnerability repair, existing methods often lack transparency in how retrieved context informs generated recommendations. This paper presents a graph-based retrieval framework that leverages taxonomic relationships in the CWE hierarchy and CVE associations to guide LLMs in generating repair recommendations. Following XAI principles, we study the impact of graph retrieval strategies from different categories, including the K-Nearest Neighbors Graph Retrieval (KNN), the Metapath Graph Retrieval, and the PageRank Graph Retrieval strategies. These strategies retrieve relevant vulnerability data based on augmented examples representing the relations among CWE and CVE artifacts. Each retrieval result is augmented into the LLM input to improve the code repair recommendation quality. Evaluations across both the BigVul and CVEFixes datasets show consistent gains, with static analysis repair success rates improving from 28% to 63% on BigVul and from 58% to 85% on CVEFixes. To complement SOTA metrics, we incorporate an LLM-as-a-Judge evaluation using five predefined criteria, which include Relevance, Completeness, Correctness, Identification of Vulnerable Code, and Code Guidance. Compared with prior SOTA repair models, our framework achieves higher performance on CodeBLEU, as well as LLM-as-a-Judge evaluations, yielding 0.34 to 0.56 point improvements on all LLM metrics. All models and datasets are open-source, offering a reproducible and extensible framework for future exploration of relationshipaware retrieval and vulnerability repair."
36TAMTAX,context,33,,Explainable-AI-for-SE tutorial on making defect predictions actionable is a transferable trust/explainability angle but tutorial-level and not about AI-generated code.,Explainable AI for software engineering,C. K. Tantithamthavorn; J. Jiarpakdee,"The success of software engineering projects largely depends on complex decision-making. For example, which tasks should a developer do first, who should perform this task, is the software of high quality, is a software system reliable and resilient enough to deploy, etc. However, erroneous decision-making for these complex questions is costly in terms of money and reputation. Thus, Artificial Intelligence/Machine Learning (AI/ML) techniques have been widely used in software engineering for developing software analytics tools and techniques to improve decision-making, developer productivity, and software quality. However, the predictions of such AI/ML models for software engineering are still not practical (i.e., coarse-grained), not explainable, and not actionable. These concerns often hinder the adoption of AI/ML models in software engineering practices. In addition, many recent studies still focus on improving the accuracy, while a few of them focus on improving explainability. Are we moving in the right direction? How can we better improve the SE community (both research and education)?In this tutorial, we first provide a concise yet essential introduction to the most important aspects of Explainable AI and a hands-on tutorial of Explainable AI tools and techniques. Then, we introduce the fundamental knowledge of defect prediction (an example application of AI for Software Engineering). Finally, we demonstrate three successful case studies on how Explainable AI techniques can be used to address the aforementioned challenges by making the predictions of software defect prediction models more practical, explainable, and actionable. The materials are available at https://xai4se.github.io."
XSTAPT9Y,discard,22,out-of-scope,Zero-shot LLM vulnerability-repair capability study with no governance or human-oversight dimension.,Examining zero-shot vulnerability repair with large language models,H. Pearce; B. Tan; B. Ahmad et al.,"Human developers can produce code with cybersecurity bugs. Can emerging ‘smart’ code completion tools help repair those bugs? In this work, we examine the use of large language models (LLMs) for code (such as OpenAI’s Codex and AI21’s Jurassic J-1) for zero-shot vulnerability repair. We investigate challenges in the design of prompts that coax LLMs into generating repaired versions of insecure code. This is difficult due to the numerous ways to phrase key information— both semantically and syntactically—with natural languages. We perform a large scale study of five commercially available, black-box, ""off-the-shelf"" LLMs, as well as an open-source model and our own locally-trained model, on a mix of synthetic, hand-crafted, and real-world security bug scenarios. Our experiments demonstrate that while the approach has promise (the LLMs could collectively repair 100% of our synthetically generated and hand-crafted scenarios), a qualitative evaluation of the model’s performance over a corpus of historical real-world examples highlights challenges in generating functionally correct code."
ZKKBHG9W,context,45,,Concrete artefact-based framework for operationalizing AI transparency/governance transfers to AI-code oversight though not code-specific.,Evaluating transparency in artificial intelligence systems with the Z-inspection® process for trustworthy assessment,G. Karanxha; P. Ofem,"As artificial i ntelligence (AI) s ystems b ecome increasingly embedded in socio-technical contexts, ensuring transparency is both a regulatory imperative and a trust-building necessity. This paper addresses the challenge of operationalising transparency achievement and measurement by adapting the ZInspection ${ }^{(R)}$ process. Inspired by software development principles and transparency-related regulatory requirements, it proposes an artefact-based framework comprising four interlinked components: the Stakeholder Transparency Requirements Catalogue, the Transparency Artefact Registry (TAR), a YAML ${ }^{\text{TM}}$ Metadata Schema, and the Transparency Scorecard and Backlog. These components enable a systematic capture, assessment, and benchmarking of transparency artefacts during AI system development. By distinguishing between subject artefacts (e.g., model cards, explainability visualisations) and evaluation artefacts linked to stakeholder-defined $r$ equirements, $t$ he f ramework e nsures traceability, comparability, and contextual relevance. This contribution helps the practical integration of transparency into AI development and governance, offering a r eplicable m odel f or future socio-technical AI systems."
U32NRMDM,core,80,,"Longitudinal empirical evidence that code-review intensity declined and bugs persisted post-AI adoption, directly documenting overreliance and oversight-vs-volume trade-offs.",Examining software engineering practices in the pre-AI and post-AI ERA,O. Ebiwonjumi; L. A. C. Ahakonye; D. -S. Kim,"The rise of generative artificial intelligence (AI) coding tools such as GitHub Copilot and ChatGPT has reshaped software development, yet their impact on open-source software quality remains unclear. This study conducts a longitudinal analysis of code review and bug-fix patterns across six major Python and JavaScript repositories, pandas, scikit-learn, TensorFlow, Django, React, and Node.js, comparing the pre-AI (2018-2021) and post-AI (2022-2025) periods. Using GitHub pull request data, we examine changes in reviewer participation, review duration, and comment density, alongside post-merge bug-fix frequencies. Results show a mild decline in review intensity after widespread AI adoption, alongside stagnant or increased bug-fix activity, suggesting no corresponding improvement in software quality. These findings suggest potential overreliance on AI-generated code and highlight critical trade-offs between development speed and code robustness, offering empirical evidence for a more cautious, evidence-based integration of generative AI tools in software engineering practice."
8WXH638R,discard,24,out-of-scope,RAG-for-LLM vulnerability-detection benchmark; capability evaluation with no oversight or governance angle.,Evaluating retrieval-augmented generation for LLM-based vulnerability detection: an empirical study on real-world java vulnerabilities,G. Antal; L. Értekes; N. Szolnoki et al.,"Software vulnerabilities are growing as fast as the digital platforms and applications that contain them. Thus, the timely and effective detection of software vulnerabilities is becoming increasingly important. Another emerging trend is the widespread use of large language models (LLMs) for software engineering tasks such as source and test code generation, refactoring, and debugging. Finding security-related issues is crucial, but it is a very resource-intensive task. This work offers an empirical benchmark of the impact of retrieval-augmented prompts on LLM-based vulnerability detection, rather than proposing a new detection method. In this work, we explore the source code vulnerability detection capabilities of large language models (LLMs) in a realistic, language-specific setting. We investigate to what extent retrieval-augmented generation (RAG) improves their performance when applied to real-world Java vulnerabilities. We evaluated seven widely used LLMs (GPT-5, GPT-4o, Claude Sonnet 4, Gemini 2.5, LLaMa 4, DeepSeek 3.1, and Grok Code Fast) on Java source code. We used the Vul4J dataset, a manually curated benchmark of real-world vulnerabilities, comparing a basic zero-shot approach against a RAG-enhanced approach that provides up to three vulnerable and three secure code examples based on their semantic similarity to the code under analysis. To mitigate the non-deterministic nature of LLMs, each experiment was repeated three times and the results were averaged. We empirically found that RAG helps LLMs reduce false positives without significantly affecting recall, leading to improved MCC scores under specific conditions. However, retrieval was often sparse, and false positives remained common, limiting practical impact. Our study serves as an empirical evaluation rather than a deployment-ready methodology."
