item_key,bin,centrality,reason_code,rationale,title,authors,abstract
TK57I7DU,discard,15,out-of-scope,Compute-saving early-rejection for code completion is a productivity/efficiency mechanism with no human-oversight or governance angle.,Don't complete it! Preventing unhelpful code completion for productive and sustainable neural code completion systems,Z. Sun; X. Du; F. Song et al.,"Currently, large pre-trained language models are widely applied in neural code completion systems. Though large code models significantly outperform their smaller counterparts, around 70% of displayed code completions from Copilot are not accepted by developers. Being reviewed but not accepted, their help to developer productivity is considerably limited. Even worse, considering the high cost of the large code models, it is a huge waste of computing resources and energy. To fill this significant gap, we propose an early-rejection mechanism to turn down low-return prompts by foretelling the code completion qualities without sending them to the code completion system. Furthermore, we propose a lightweight Transformer-based es-timator to demonstrate the feasibility of the mechanism. The experimental results show that the proposed estimator helps save 23.3% of computational cost measured in floating-point operations for the code completion systems, and 80.2% of rejected prompts lead to unhelpful completion."
M74M3RFJ,context,55,,"Layered guardrail/assurance-case framework for LLM adversarial robustness and EU AI Act compliance (incl. code tasks) is a concrete, transferable governance framework.",Developing assurance cases for adversarial robustness and regulatory compliance in LLMs,T. B. Momcilovic; D. Balta; B. Buesser et al.,"This paper presents an approach to developing assurance cases for adversarial robustness and regulatory compliance in large language models (LLMs). Focusing on both natural and code language tasks, we explore the vulnerabilities these models face, including adversarial attacks based on jailbreaking, heuristics, and randomization. We propose a layered framework incorporating guardrails at various stages of LLM deployment, aimed at mitigating these attacks and ensuring compliance with the EU AI Act. Our approach includes a meta-layer for dynamic risk management and reasoning, crucial for addressing the evolving nature of LLM vulnerabilities. We illustrate our method with two exemplary assurance cases, highlighting how different contexts demand tailored strategies to ensure robust and compliant AI systems."
MABPHXLK,discard,25,out-of-scope,Study of AI-generated test quality and productivity metrics with no operationalizable oversight or governance angle.,Disrupting test development with AI assistants,V. Joshi; I. Band,"Recent advancements in large language models, including GPT-4 and its variants, and Generative AI-assisted coding tools like GitHub Copilot, ChatGPT, and Tabnine, have significantly transformed software development. This paper analyzes how these innovations impact productivity and software test development metrics. These tools enable developers to generate complete software programs with minimal human intervention before deployment. However, thorough review and testing by developers are still crucial. Utilizing the Test Pyramid concept, which categorizes tests into unit, integration, and end-to-end tests, we evaluate three popular AI coding assistants by generating and comparing unit tests for open-source modules. Our findings show that AIgenerated tests are of equivalent quality to original tests, highlighting differences in usage and results among the tools. This research enhances the understanding and capabilities of AI-assistant tools in automated testing."
ETHYCZEC,core,72,,Empirical analysis of AI-authored vs human PR rejection rates and failure modes directly addresses code-review oversight of autonomous coding agents.,Different by design: understanding human-AI collaboration through GitHub pull requests,K. Gonzalez; M. El Mezouar,"Autonomous Coding Agents (ACAs) such as GitHub Copilot, Claude Code, and Cursor are transitioning from assistive back-pocket tools to active contributor status in collaborative software engineering projects. Their growing foothold raises questions about generated code quality, pull request (PR) acceptance rates and influencing factors, and long-term project impact. Building on the AIDev dataset, we conduct an investigation of how AI-authored PRs compare against human-authored PRs. We take the original descriptive study a step further by augmenting the AIDev dataset, deriving additional structural and linguistic metrics, and performing statistical analyses. We report statistically significant differences in rejection rates across distinct agent types and outline efforts to manually label failure modes in rejected AI PR and to track different maintainability impacts. This project aims to bridge descriptive characterization with predictive and diagnostic insight, laying yet another layer on the foundation for advancing tomorrow's ACAs."
8J9PZYEL,context,40,,Automated end-to-end vulnerability detection/patching framework for AI-driven code is adjacent but fully automated with little human-oversight framing.,Dependable code repair with LLMs: AI-driven vulnerability detection and automated patching,S. Han; H. Kim; H. Lee et al.,"The rapid proliferation of software vulnerabilities has created an urgent need for intelligent, automated methods to detect and mitigate security flaws at scale. Traditional vulnerability analysis depends heavily on manual inspection and domain-specific expertise, which are increasingly inadequate in the era of generative AI-driven code development. This research proposes an AI-based automated vulnerability detection and secure code generation framework that leverages multi-modal datasets, including source code and binaries, to achieve end-to- end automation across the vulnerability lifecycle: detection, patch generation, and validation. The system integrates explainable AI (XAI)-based vulnerability cause analysis, generative patch synthesis, system-level defensive code generation, Rust-based memory safety transformation, and differential privacy mechanisms for model confidentiality. Developed through a Korea- U.S. joint research initiative, this project aims to establish an internationally deployable platform for trustworthy and privacy- preserving AI -driven software security. The proposed research contributes both foundational methods and operational tools toward self-healing, explainable, and secure-by-design software ecosystems."
YMXUXDFK,context,62,,"ML method to detect vulnerabilities specifically in AI-generated code for integration into developer workflows is a concrete, transferable risk-measurement mechanism.",Detection of vulnerabilities in AI-generated java code using random forest algorithm,S. S. Kumakale; A. A; V. S. Badiger et al.,"The swift integration of AI-powered tools for code generation is transforming the software development process, yielding substantial productivity benefits. Nevertheless, the security of code produced by these Large Language Models (LLMs) poses a significant and escalating risk. This paper introduces a thorough machine learning framework for identifying vulnerabilities within AI-generated Java code. We assemble a balanced dataset comprising vulnerable code snippets and their corrected counterparts to train and assess five classical machine learning classifiers: Random Forest, Logistic Regression, Linear SVM, Decision Tree, and Naive Bayes. Our methodology outlines the complete workflow, covering data preparation, feature engineering with Term Frequency-Inverse Document Frequency (TF-IDF), and methodical hyperparameter optimization. The experimental outcomes confirm the high effectiveness of our strategy, with the Random Forest model showing top-tier performance, achieving 95% accuracy and an Area Under the ROC Curve (AUC) of 0.97. Further analysis of the model includes feature importance, statistical significance testing, a case study, and a review of validity threats. Our research indicates that classical ML models provide a potent and interpretable baseline for detecting common security flaws, offering a viable path for integration into developer workflows to fortify the AI-assisted software development lifecycle."
PAZT6K56,context,40,,Security evaluation of LLM-generated code across models measures AI-code risk but offers no oversight mechanism or governance link.,"Deploy, but verify: analysing LLM generated code safety",R. Krebs; S. Mazumdar,"The number of large language models for code generation is rising. However, comprehensive evaluations that focus on reliability and security remain sparse. This study evaluated the Python language code quality generated by five large language models. They are GPT-4-Turbo, DeepSeek-Coder-33B-Instruct, Gemini Pro 1.0, Codex and CodeLLama70 b -Instruct. The evaluation considered three diverse application domains with varying prompt lengths for fair comparison. We found GPT-4-Turbo generated (on average) 4.5% more secure code than a Python code developer with three years of experience."
CDJ5CGEV,core,90,,Controlled experiment on LLM-assisted code review documents automation bias and over-reliance—core to human oversight of AI in the review pipeline.,Deep learning-based code reviews: a paradigm shift or a double-edged sword?,R. Tufano; A. Martin-Lopez; A. Tayeb et al.,"Several techniques have been proposed to (partially) automate code review. Early support consisted in recommending the most suited reviewer for a given change or in prioritizing the review tasks. With the advent of deep learning in software engineering, the level of automation has been pushed to new heights, with approaches able to provide feedback on source code in natural language as a human reviewer would do. Also, recent work documented open source projects adopting Large Language Models (LLMs) as co-reviewers. Although the research in this field is very active, little is known about the actual impact of including automatically generated code reviews in the code review process. While there are many aspects worth investigating (e.g., is knowledge transfer between developers affected?), in this work we focus on three of them: (i) review quality, i.e., the reviewer's ability to identify issues in the code; (ii) review cost, i.e., the time spent reviewing the code; and (iii) reviewer's confidence, i.e., how confident is the reviewer about the provided feedback. We run a controlled experiment with 29 professional developers who reviewed different programs with/without the support of an automatically generated code review. During the experiment we monitored the reviewers' activities, for over 50 hours of recorded code reviews. We show that reviewers consider valid most of the issues automatically identified by the LLM and that the availability of an automated review as a starting point strongly influences their behavior: Reviewers tend to focus on the code locations indicated by the LLM rather than searching for additional issues in other parts of the code. The reviewers who started from an automated review identified a higher number of low-severity issues while, however, not identifying more high-severity issues as compared to a completely manual process. Finally, the automated support did not result in saved time and did not increase the reviewers' confidence."
EBA5MX7G,discard,26,out-of-scope,"General deep-learning vulnerability detection model, not AI-generated-code specific and with only incidental mention of reducing review workload.",Deep learning-driven vulnerability detection models for software security,X. Xiao; X. Zhu,"Software vulnerability detection is essential for system security, but traditional methods lack efficiency and accuracy. This study proposes a deep learning model combining CNN-BiLSTM-Attention architecture to analyze code structure and semantics, along with multi-dimensional feature extraction. Testing on 93,476 samples achieved 94.2% accuracy, 0.936 F1 score, and 82ms average detection time. The model demonstrated 93.2% effectiveness in enterprise-level validation. This automated approach significantly improves detection efficiency and reduces manual code review workload."
2EL3FTRF,context,38,,"LLM+static-analysis multi-agent enforcement tool is a plausibly transferable automated-oversight mechanism but targets DDD compliance, not AI-code oversight.",DDD-enforcer: an AI-powered multi-agent system for real-time domain-driven design enforcement,A. B. Dinçoğuz; A. Kendir; M. Karakaya,"Domain Model Degradation increases architectural technical debt by violating ubiquitous language and bounded contexts. This paper presents DDD-Enforcer, a VS Code extension that enforces DDD principles through real-time analysis combining Abstract Syntax Tree (AST) inspection with Large Language Models (LLMs). The system employs a four-stage multi-agent architecture to extract domain models from SRS-related documents and integrates a Retrieval-Augmented Generation (RAG) pipeline for requirement traceability. Experiments demonstrate 100% detection accuracy across 15 violation cases with an average latency of 4.49 seconds. The RAG component achieves 76.8% Top-1 accuracy, remaining robust under noisy conditions. Additionally, preliminary results for the MVC Test Orchestrator suggest potential for automated testing workflows. These findings confirm that hybrid LLM-static analysis effectively maintains DDD compliance."
