item_key,bin,centrality,reason_code,rationale,title,authors,abstract
TNLQ857W,context,34,,"Concrete least-privilege authorization framework for agentic AI workflows, but it governs access/permissions rather than human oversight of code quality — transferable only at the edges.",Toward agentic IAM: a probabilistic authorization framework for least privilege AI workflows,Zouari,"The rapid adoption of AI systems capable of autonomous code generation and infrastructure orchestration introduces new challenges for authorization. Traditional mechanisms such as Role-Based Access Control (RBAC), Attribute-Based Access Control (ABAC), OAuth 2.0 and OpenID Connect were designed for static or user-initiated interactions and thus fail to ensure both least privilege and operational continuity in self-adaptive, agentic environments. To address this gap, we propose an agent-native authorization model in which specialized IAM agents—Analyze, Impact, Minimize, Validate, and Reanalyze—jointly determine, verify, and reduce permissions through a sequential probabilistic process. The framework combines Bayesian belief updates, MDP optimization, and CVaR minimization to achieve least-privilege under uncertainty. Formal analysis and an AWS Lambda maintenance case study show sub-second decision latency and ≈ 40% privilege reduction without loss of functionality."
LCPH3THV,core,85,,"Directly targets scalable, reliable evaluation of LLM-generated software artifacts via LLM-as-judge as a human surrogate — squarely the oversight-at-scale question.","LLM-as-a-judge for software engineering: literature review, vision, and the road ahead",He; Shi; Zhuo et al.,"The rapid integration of Large Language Models (LLMs) into software engineering (SE) has revolutionized tasks from code generation to program repair, producing a massive volume of software artifacts. This surge in automated creation has exposed a critical bottleneck: the lack of scalable and reliable methods to evaluate the quality of these outputs. Human evaluation, while effective, is very costly and time-consuming. Traditional automated metrics like BLEU rely on high-quality references and struggle to capture nuanced aspects of software quality, such as readability and usefulness. In response, the LLM-as-a-Judge paradigm, which employs LLMs for automated evaluation, has emerged. This approach leverages the advanced reasoning and coding capabilities of LLMs themselves to perform automated evaluations, offering a compelling path toward achieving both the nuance of human insight and the scalability of automated systems. Nevertheless, LLM-as-a-Judge research in the SE community is still in its early stages, with many breakthroughs needed.This forward-looking SE 2030 paper aims to steer the research community toward advancing LLM-as-a-Judge for evaluating LLM-generated software artifacts, while also sharing potential research paths to achieve this goal. We provide a literature review of existing SE studies on LLM-as-a-Judge and envision these frameworks as reliable, robust, and scalable human surrogates capable of evaluating software artifacts with consistent, multi-faceted assessments by 2030 and beyond. To validate this vision, we analyze the limitations of current studies, identify key research gaps, and outline a detailed roadmap to guide future developments of LLM-as-a-Judge in software engineering. While not intended to be a definitive guide, our work aims to foster further research and adoption of LLM-as-a-Judge frameworks within the SE community, ultimately improving the effectiveness and scalability of software artifact evaluation methods."
4XV5EN3P,context,63,,"Concrete observability framework to monitor AI coding agents (Claude Code, etc.) and detect failures/attacks — an oversight tooling mechanism, though security/monitoring-oriented rather than code-quality review.",AgentSight: system-level observability for AI agents using eBPF,Zheng; Hu; Yu et al.,"Modern software infrastructure increasingly relies on LLM agents for development and maintenance, such as Claude Code and Gemini-cli. However, these AI agents differ fundamentally from traditional deterministic software, posing a significant challenge to conventional monitoring and debugging. This creates a critical semantic gap: existing tools observe either an agent's high-level intent (via LLM prompts) or its low-level actions (e.g., system calls), but cannot correlate these two views. This blindness makes it difficult to distinguish between benign operations, malicious attacks, and costly failures. We introduce AgentSight, an AgentOps observability framework that bridges this semantic gap using a hybrid approach. Our approach, boundary tracing, monitors agents from outside their application code at stable system interfaces using eBPF. AgentSight intercepts TLS-encrypted LLM traffic to extract semantic intent, monitors kernel events to observe system-wide effects, and causally correlates these two streams across process boundaries using a real-time engine and secondary LLM analysis. This instrumentation-free technique is framework-agnostic, resilient to rapid API changes, and incurs less than 3% performance overhead. Our evaluation shows AgentSight detects prompt injection attacks, identifies resource-wasting reasoning loops, and reveals hidden coordination bottlenecks in multi-agent systems. AgentSight is released as an open-source project at https://github.com/eunomia-bpf/agentsight."
KV8KC9RL,discard,28,wrong-type,Vision/proposal for a productivity-focused IDE mediator agent with no evaluation or oversight mechanism.,Enhancing human-IDE interaction in the SDLC using LLM-based mediator agents,Li; Izadi,"Large Language Model (LLM)-based autonomous agents provide state-of-the-art performance in various tasks throughout the Software Development Lifecycle (SDLC). Although these agents can be integrated into Integrated Development Environments (IDEs), standalone applications impose cognitive burdens on programmers due to fragmented tool usage across the SDLC. This paper proposes a framework for a mediator agent that serves as the unified interface between the programmer, IDE tools, agentic tools, and external multi-agent systems. The framework aims to simplify interaction, reduce context switching, and automate the orchestration of the IDE tools. By aligning with proposed levels of SE automation, the mediator agent sets the stage for next-generation human-computer collaboration, enhancing productivity, and advancing software engineering automation."
GCZQTNBD,core,70,,"Operationalizes LLM-as-judge with an agent pipeline and metrics to reliably validate LLM-generated code/tests — a listed core oversight mechanism, albeit in a narrow compiler-test domain.",LLM4VV: exploring LLM-as-a-judge for validation and verification testsuites,Sollenberger; Patel; Munley et al.,"Large Language Models (LLM) continue to improve and are revolutionizing the landscape of software development. These large models have demonstrated potential to generate, debug, test, analyze, document, and even translate code. Thus they are a valuable tool in the software development cycle. If used correctly, such tools can often accelerate the development cycle. Though the tools are powerful and new, the community is cautious of training using biased or sensitive data, which can lead to biased, dangerous, or incorrect outputs along with the inadvertent release of confidential information. Additionally, the carbon footprints and the un-explainability of these ""black box"" models continue to raise questions about the reliability of LLMs.With these opportunities and these challenges ahead, this paper explores the idea of ""judging"" LLM-generated code to better understand and ""open up"" the un-explainable ""black box"" models used by LLMs. We probe into the black box of one such LLM that has generated the best compiler tests for the directive-based programming models OpenMP and OpenACC in our earlier research. We challenge DeepSeek's deepseek-coder-33B-instruct model with intentionally-erroneous code, and we also define relevant metrics and adopt an agent-based approach to evaluate the LLM and assess its capabilities as an LLM-as-a-judge. We also develop a pipeline-based approach to streamline the entire workflow. Finally, we make use of all of these strategies together to develop a more reliable method for automatically validating LLM-generated compiler tests. Based on our results, utilizing an agent-based prompting approach and setting up a validation pipeline structure drastically increased the quality of deepseek-coder-33B-instruct evaluation of tests which are used to validate compiler implementations of directive-based parallel programming models."
RDNMBD6N,core,84,,Directly addresses code-review scalability under AI-driven contribution volume with an evaluated multi-agent review pipeline benchmarked against human reviews.,Context-aware pipeline for automated code review using large language models,F. Abdalgalil; G. Sherif; M. Mohamed et al.,"Modern software projects are increasingly complex, placing significant demands on human reviewers during code review. While review is essential for ensuring quality, security, and maintainability, the rapid growth of contributions in large repositories often overwhelms reviewer capacity, leading to delays and inconsistent feedback. Existing automated tools, such as linters and static analyzers, provide only surface-level checks and fail to capture the nuanced, context-dependent aspects of review. This study introduces an AI-based code review agent designed to generate high-quality, actionable feedback from static analysis of real pull requests. The proposed system employs a context-aware pipeline with two specialized agents: a summarization agent that condenses source code into structured representations and a review generation agent that produces expert-level comments. To further enhance review quality, the system incorporates prompt-based experimentation, including chain-of-thought reasoning, role-based prompting, and multi-agent collaboration. Experiments across Python, C++, Go, and Java demonstrate that the context-aware agent consistently outperforms existing baselines in semantic alignment with human reviews and issue detection, effectively capturing logic, performance, security, and maintainability concerns. These results highlight the potential of combining structured reasoning, prompt engineering, and large language models to advance scalable and reliable automated code review."
Z3QHPR8T,context,34,,"Case study of agentic AI writing large codebases with human review/vetting, but descriptive and capability-focused with no operationalizable oversight mechanism.",Re-opening open-source science through AI assisted development,Hung; Yeung,"Open-source scientific software is effectively closed to modification by its complexity. With recent advances in technology, an agentic AI team led by a single human can now rapidly and robustly modify large codebases and re-open science to the community which can review and vet the AI generated code. We demonstrate this with a case study, STAR-Flex, which is an open source fork of STAR, adding 16,000 lines of C++ code to add the ability to process 10x Flex data, while maintaining full original function. This is the first open-source processing software for Flex data and was written as part of the NIH funded MorPHiC consortium."
HVRYIRUX,discard,21,out-of-scope,"Single novice vibe-coding anecdote focused on accessibility/productivity, no organizational oversight or governance angle.",Vibe coding in practice: building a driving simulator without expert programming skills,Fortes-Ferreira; Alam; Bazilinskyy,"The emergence of large language models has introduced new opportunities in software development, particularly through a revolutionary paradigm known as vibe coding or “coding by vibes”, in which developers express their software ideas in natural language and where the LLM generates the code. This paper investigates the potential of vibe coding to support novice programmers. The first author, without coding experience, attempted to create a 3D driving simulator using the Cursor platform and Three.js. The iterative prompting process improved the simulation’s functionality and visual quality. The results indicated that LLM can reduce barriers to creative development and expand access to computational tools. However, challenges remain: prompts often required refinements, output code can be logically flawed, and debugging demanded a foundational understanding of programming concepts. These findings highlight that while vibe coding increases accessibility, it does not completely eliminate the need for technical reasoning and understanding prompt engineering."
4AXDVW7J,core,78,,"Evidence-informed governance roadmap for interaction-time controls (provenance, auditable checks, human oversight, escalation) across the SDLC including code review.",Ethical prompt engineering for AI-driven SE: evidence-informed interaction-time governance roadmap to 2030,Migliarini; Autili; Inverardi et al.,"Background. As LLMs become a routine “interaction layer” inside software engineering toolchains, teams increasingly rely on prompts, retrieval scope, and lightweight checks to steer behavior without access to model internals, while still needing accountability, reproducibility, and cost awareness across the Software Development Life Cycle (SDLC).Motivating scenario. Consider an organization where multiple LLM-backed tools are invoked throughout development (requirements critique, design reviews, code review, testing, maintenance) across heterogeneous repositories, evolving policies, and sometimes different jurisdictions. In such a setting, the practical governance problem is not a single task prompt, but the need to make interaction-time controls reviewable and replayable: what policy and context were bound at invocation, what sources were retrievable, what checks ran, what trade-offs were accepted, and what evidence supports the output.Aim and scope. This paper proposes an evidence-informed roadmap to 2030 for Ethical Prompt Engineering (EPE), scoped strictly to interaction-time. It frames prompts, policy/context bindings, retrieval scope, and checks as versioned, auditable artifacts integrated into existing SE workflows, while making explicit what EPE cannot guarantee and when escalation beyond the prompt layer is required.Method. Adopting a design-science stance, the roadmap is built via a focused rapid review that consolidates convergent evidence from prompting surveys, LLM-for-SE syntheses, and governance-oriented sources, extending the authors’ earlier SE2030 workshop version with broader evidence and a capability-oriented synthesis plus reporting guidance.Results and contributions. The roadmap delivers: (i) a challenge map centered on policy/context binding, provenance for review, robustness and transfer across models and repositories, sustainability of safeguards, and human oversight; (ii) harmonized evaluation constructs and a reporting kit that co-reports utility with ethical compliance, robustness to prompt perturbations, traceability from constraints to output spans/tool calls, and sustainability overhead with full configuration disclosure; and (iii) a reference capability model that groups policy/context handling, prompt planning/patterning, provenance/audit, and evaluation/reporting, mapped across SDLC activities and distilled into actionable agenda cards to 2030.Boundaries and implications. Within its remit, EPE can constrain outputs, scope retrieval to vetted artifacts, require citations, and capture provenance; it cannot remove entrenched representational harms or unintended memorization, so the roadmap treats escalation to model/data or organizational governance as a first-class requirement, alongside risk-based and cost/energy-transparent adoption."
6EWNCJCT,context,55,,"Evaluated multi-agent RAG with a Human-in-the-Loop mechanism for compliance checking of requirements — transferable HITL oversight pattern, but on requirements not code.",A multi-agent RAG framework for regulatory compliance checking of software requirements,Das; Deb; Chaki et al.,"Ensuring compliance with regulations poses considerable challenges for software development, particularly during the requirements specification phase. Traditional methods rely heavily on manual inspections that are time-consuming, and prone to errors. This research proposes an innovative framework that leverages the synergy of multiple AI agents to automate software requirement compliance verification partially. The framework integrates Large Language Models (LLMs), prompt engineering, and Retrieval-Augmented Generation (RAG) to analyze, detect, and revise non-compliant requirements. The core of our proposal lies in multi-agent communication, where distinct AI agents collaborate to achieve the overarching goal of compliance checking. LLMs comprehend requirements specifications, while prompt engineering guides LLMs towards compliance-related aspects. The RAG techniques detect non-compliant requirements and suggest changes. Finally, a robust Human-in-the-Loop mechanism ensures accuracy, reliability, and adaptability. A tool, available online, is implemented to translate the technology for effective application. We discuss its ability to identify non-compliant requirements in an extensive experimental evaluation."
