item_key,bin,centrality,reason_code,rationale,title,authors,abstract
MF2DHV5J,context,38,,General high-risk AI accountability/auditability framing that transfers to AI-code governance but is not code-specific and leans conceptual.,From explainability to system language: why AI accountability requires a formal execution vocabulary,Thomas Gessler,"The paper positions system language as a prerequisite for auditability, certification, and liability in high-risk AI systems, and argues that / This paper is part of a series examining accountability, auditability, and operational viability in probabilistic and agentic AI systems. / AI accountability, AI governance, Explainable AI, Auditability, Non-deterministic AI systems, System-level responsibility, Decision authorization, Execution-time / accountability, High-risk AI systems, AI certification and liability"
VD3TILL3,context,46,,"Empirical cross-model governance/detection benchmark for LLM safety with an exploit corpus, transferable to oversight of AI-generated code but not code-pipeline specific.",Defense-in-depth AI governance combining pre-inference and post-inference detection for robust safety assurance empirical cross-model benchmark results 3 frontier models • red team corpus • CyberGym exploit benchmark,Melissa Pinkston,"We benchmark the combined system across three frontier models (Claude Opus 4.6, GPT-5.2, Grok 4.1) using both a custom 12-sequence red team corpus and / A bidirectional feedback loop between the two systems recovers an additional 5 adversarial turns on multi-turn attacks against Claude Opus 4.6, improving / AI safety, governance middleware, defense-in-depth, red teaming, exploit detection, LLM safety evaluation, behavioral analysis"
RQI8NXJL,context,42,,"Enterprise identity/authorization governance for autonomous agents (incl. coding agents) with concrete framework, adjacent to code oversight.","Identity-aware governance for autonomous AI agents: a framework for enterprise authorization, delegation, and audit",Hariharan Ramachandran; Gour Mishra,"Cisco's finding that 26% of analyzed agent skills contain security vulnerabilities, and architectural analysis of credential inheritance patterns in Claude / Code Agent Teams, Cursor FastRender (2,000 concurrent agents), and OpenClaw (30,000+ internet-exposed instances). / AI Agents, Identity Governance, Authorization, Delegation, Multi-agent Systems, Prompt Injection, Zero Trust, MCP, Enterprise Security, LLM Security"
MHK56HCY,context,58,,Directly reframes oversight scaling (episodic gateway vs continuous assurance) with design principles—strongly transferable to scaling AI-code oversight though not code-specific.,Agentic AI as assurance infrastructure: design principles for a continuous second line,Roni van der Fehr,"The first paper in this series established that episodic gateway review is constitutively mismatched to the risk dynamics of complex adaptive / systems, and that continuous assurance represents structural reform of oversight practice rather than a marginal efficiency gain. / agentic AI, multi-agent systems, governance primitive, continuous assurance, second line of defence, evidence-first design, human accountability, responsible / AI, design principles, AI governance"
JZ64WDLQ,context,40,,"Organizational-design model for human-agent teams with governance framing, transferable but conceptual and not code-focused.",The fluid triad: a decision-first organizational model for human-agent teams,Ioannis Stavridis,"AI tools (Anthropic Claude) were used for literature synthesis assistance, drafting support, and structural organization. / agentic AI, organizational design, human-agent teams, governance, selforganization, requisite variety, decision architecture, EU AI Act, multi-agent systems / , principal-agent alignment, Bayesian governance, sociotechnical systems, humanautonomy teaming, decision provenance JEL Codes: M10, O33, L20"
WBS9U5N7,core,84,,Directly on oversight of AI-generated code: specification gaming evading holistic evaluation but caught by adversarial execution—an operationalizable oversight trigger.,Cognitive camouflage: specification gaming in LLM-generated code evades holistic evaluation but not adversarial execution,Daniel Alami,"2/8, Claude missed 0/8. / family as generator, our findings suggest that specification gaming in code generation is not merely an artifact of RL reward shaping, but a structural risk"
VFNJSZD9,core,80,,Security-testing architecture and vulnerability taxonomy for autonomous coding agents—directly operationalizes oversight of AI-generated code pipelines.,Beyond SAST and DAST: a unified security testing architecture for autonomous coding agents,Michel Hjazeen,"Agentic AI systems invalidate both assumptions. / Vulnerability Taxonomy (AVT), classifying vulnerability classes unique to or amplified by agentic coding pipelines across five dimensions; (2) the Agentic Risk"
3SCFGVCX,context,45,,"System-level agentic AI risk-management standards profile; concrete governance framework, transferable but not code-specific.",Agentic AI risk-management standards profile,Nada Madkour; Jessica Cussins Newman; Deepika Raman et al.,"The unique challenges introduced by agentic capabilities complicate traditional, model-centric risk-management approaches and demand system-level governance / This paper introduces the Agentic AI Risk-Management Standards Profile (""Agentic AI Profile""), which aims to provide a targeted set / Agentic AI, AI Agents, AI Risk Management"
SLLGXI2Z,context,46,,"Runtime governance/policy-enforcement framework with explicit human-oversight and authority boundaries, transferable to AI-code oversight.",Cognitive twins: from digital representation to governed action,Steve Sashihara,"AI governance frameworks specify desired outcomes but leave open how those outcomes are enforced at runtime. / This paper defines the Cognitive Twin, a decision-capable digital representation that executes a continuous G-PAPA decision cycle (Governance, Perception / Cognitive Twin, digital twin, world model, agentic AI, runtime governance, machineinterpretable governance, authority boundaries, policy enforcement, decision / provenance, human oversight, G-PAPA decision cycle, AI Governance"
Z6RB7NDA,context,44,,MCP tool-integration threat taxonomy and runtime governance for agentic systems—adjacent to coding-agent oversight with a concrete methodology.,Secure tool integration patterns for agentic AI systems: a software supply chain approach to model context protocol governance,Vivek Acharya,"This paper presents the first systematic threat taxonomy and defensive methodology for MCP-based tool integration in agentic AI systems. / Model Context Protocol, software supply chain security, agentic AI systems, tool integration security, prompt injection defense, capability provenance, / runtime governance, MCP threat taxonomy, artificial intelligence"
