item_key,bin,centrality,reason_code,rationale,title,authors,abstract
LBACUG6X,context,40,,Principal-agent liability framework for agentic systems is transferable governance theory but not code-specific.,Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,Garry Gabison; Patrick Xian,"Our analysis complements existing risk-based studies on artificial agency and covers the spectrum of important aspects of the principal-agent relationship / transparency and liability attribution. / Artificial Intelligence, Agentic AI, Principal-Agent Problem, Agency, Liability, Vicarious Liability, Product Liability"
THUAX4U7,discard,25,out-of-scope,Building autonomous agents for public administration with vendor tools; no code-oversight angle.,Rise of the AI bureaucrats,Sarat Piridi; Satyanarayana Asundi,"Leveraging Microsoft’s Agentic AI ecosystem (Copilot Studio, Azure AI Agent Service, AI Builder), it presents core design patterns, event-driven architectures / , and governance frameworks that empower technologists to build scalable, secure, and compliant autonomous agents. / Autonomous Agents, Agentic AI, AI Bureaucracy, Public Administration, Digital Government, CI/CD for AI Agents"
7ECA3PNE,context,42,,"Concrete runtime oversight/guardrail mechanism for MCP agents, transferable but not code-generation specific.",MCP guardian: a security-first layer for safeguarding MCP-based AI system,Sonu Kumar; Anubhav Girdhar; Ritesh Patil et al.,"As Agentic AI gain mainstream adoption, the industry invests heavily in model capabilities, achieving rapid leaps in reasoning and quality. / Through real-world scenarios and empirical testing, we demonstrate how MCP Guardian effectively mitigates attacks and ensures robust oversight with minimal / Model Context Protocol, MCP, Agentic AI, Artificial Intelligence, Generative AI"
YBBKP9QC,context,36,,"Broad data-governance and agent-oversight KPIs in agentic era, adjacent but not code-focused.",Guardians of the grid: rethinking AI and data governance in the agentic era,Kathiravan Manoharan,"As organizations rapidly adopt generative and agentic AI systems, the foundation of trustworthy decision-making—data governance—faces unprecedented / Key pillars include trust-building, agent oversight, adaptive councils, and new AI-specific KPIs such as hallucination rate, task completion, and ethical"
REXFW8ZU,context,38,,Security/control framework for autonomous agents; transferable governance but not AI-code oversight.,Agentic ai security: a control framework for autonomous decision-making systems,Pavan Kumar Evani,"Recent advancements in artificial intelligence have introduced agentic AI systems capable of autonomous goal-setting, decision-making, and self-directed / AI.This paper presents a comprehensive security and control framework for agentic AI systems, integrating multi-layered risk governance, dynamic trust / Agentic AI, AI Security, Multi-Agent Systems, Adversarial AI"
3DNJWRNP,context,34,,Classification taxonomy with a human-oversight/intervention dimension but descriptive and not code-specific.,INSYTE: a classification framework for traditional to agentic AI systems,Zoe Porter; Radu Calinescu; Ernest Lim et al.,"This limits their applicability to modern intelligent systems, particularly agentic AI systems (autonomous systems that leverage foundation models / >depth), operating environment (diversity and dynamism) and independence from human operational control (intervention and oversight / AI system, Autonomous system, Agentic AI, Classification framework, Taxonomy"
53PNZE7Q,context,50,,"Empirically-grounded workplace GenAI governance toolkit (incl. Copilot) with task-risk zoning, transferable to code oversight.","Bring your own AI (BYOAI) in the workplace: patterns, pitfalls, and the BYOAI-gov™ toolkit for behavior-aware governance",Thamburaj Anthuvan; Sunitha Prabhuram; Ganesh Raju et al.,"The informal use of generative artificial intelligence (AI) tools-such as ChatGPT, Copilot, and Gemini-is rapidly growing across workplace settings, often / Based on these findings, we introduce the BYOAI-Gov™ Framework-a behavior-informed governance model integrating task-risk zoning (Enable, Regulate, Restrict / BYOAI, Generative AI, Workplace Governance, Shadow AI, Enterprise Risk, Governance Framework, Information Policy"
2CKL96B8,core,72,,Empirical analysis of AI coding tools in software engineering finding governance/security frameworks are required.,The effect of AI tools on modern software development for frontend engineering: an empirical analysis,Soumyajit Sarkar,"Our findings indicate that successful AI tool adoption requires robust governance frameworks, enhanced security practices, and fundamental shifts in developer / Artificial Intelligence, Software Engineering, Frontend Development, Code Generation, Developer Productivity, Security Vulnerabilities, GitHub Copilot,"
28R6AMDI,context,48,,"Companion BYOAI governance study with behavioral archetypes and governance postures, transferable to AI-code use.","Bring your own ai (byoai) in the workplace: patterns, pitfalls, and the byoai-gov™ framework for behavior aware governance",Thamburaj Anthuvan; Sunitha Prabhuram; Kajal Maheshwari et al.,"The informal use of generative artificial intelligence (AI) tools such as ChatGPT, Copilot, and Gemini is spreading rapidly across workplaces, outpacing / Findings reveal six behavioral user archetypes and four organizational governance postures shaped by risk perception and task sensitivity. / Bring Your Own AI (BYOAI), AI Governance, Organizational Behavior, Digital Transformation, Employee Technology Adoption"
ZGST9CY6,context,62,,"Concrete framework for designing meaningful human oversight of agentic AI, highly transferable to code oversight.",Designing meaningful human oversight in AI,Liming Zhu; Qinghua Lu; Ding Ming et al.,"Human oversight is central to safe and responsible AI, but current approaches risk either collapsing agentic AI into mere automation, stripping it of its / The framework provides engineers, safety teams, users, and organisational leaders with a concrete way to design meaningful and effective oversight that / Artificial Intelligent, AI, Agentic AI, Human Oversight, Human Agency"
TX3W8A55,context,50,,"EU AI Act analysis of the gap in operationalising human oversight, relevant regulatory framing but not code-specific.",Agentic AI: an EU AI act paradigm shift?,Yasaman Yousefi; Marco Billi; Antonino Rotolo,"The fast development of AI has culminated in Agentic AI systems, which are autonomous entities capable of complex reasoning, goal decomposition, and proactive / , and highlight the governance gap in operationalising effective Human Oversight."
THJ2PPQW,context,40,,"Benchmarks/metrics/regulation survey for agentic AI, adjacent governance evidence not tied to code.","Evaluating and regulating agentic AI: a study of benchmarks, metrics, and regulation",Azib Farooq; Shaina Raza; Md Nazmul Karim et al.,"regarding performance, reliability, and governance across an evolving agentic AI ecosystem. / , metrics, and governance. / Agentic AI, Autonomous Agents, Responsible AI, Evaluation Frameworks, Benchmarks, Metrics, Governance"
