item_key,bin,centrality,reason_code,rationale,title,authors,abstract
99MDCADU,context,42,,Human-in-the-loop accountability framing in AI governance is transferable but broad and code-agnostic with a thin abstract.,Authority illusion and the architecture of responsibility in AI governance,Mumtaz Enser,"AI governance, responsibility gap, authority illusion, authority mapping, humanin-the-loop, algorithmic accountability"
IMG5R8EY,context,40,,"Concrete conformity-assessment governance procedure for AI systems, transferable but not code-oversight specific.",capAI - a procedure for conducting conformity assessment of AI systems in line with the EU artificial intelligence act,Luciano Floridi; Matthias Holweg; Mariarosaria Taddeo et al.,"The main purpose of capAI is to serve as a governance tool that ensures and demonstrates that the development and operation of an AI system are trustworthy / AI, AI Act, AI legislation, AI Auditing, Conformity Assessment, EU, Trustworthy AI"
YXKHSW6S,context,43,,Meaningful human control for algorithmic error detection is a transferable oversight concept but legal/general rather than code-focused.,Meaningful human control to detect algorithmic errors,Winston Maxwell,"to the October 6, 2020 ruling of the CJEU, many other statutes and court decisions require human control over algorithmic decisions: the EU’s proposed AI / I will not discuss in this article the other objectives linked to human control, including its role in allocating liability and in demonstrating compliance / human control, AI, artificial intelligence, explainability, meaningful human control, GDPR, AI Act, human rights, error detection, Ligue des droits humains"
ABDFJPZZ,context,38,,Liability-law analysis of human oversight in AI systems is adjacent legal framing with limited direct transfer to code pipelines.,AI liability in Europe: how does it complement risk regulation and deal with the problem of human oversight?,Beatriz Botero Arcila,"In the European Union and elsewhere around the world, AI governance is turning towards risk regulation. / While risk regulations like the AI Act regulate some aspects of these human and machine interactions, they do not offer those impacted by AI systems any / AI Liability, AI Act, Human in the loop, Human-AI systems, AI harms, Liability law, fault based liability, strict liability, AI complexity, AI opacity"
WRF2X8QE,context,50,,"Compliance-by-design architectures for developers sit close to the SE pipeline and offer concrete guidance, though not oversight-specific.",Artificial intelligence systems in the European union: guidelines and architectures for compliance-by-design,Daniele Canavese; Afonso Ferreira; Romain Laborde et al.,"However, the requirements, guidelines, and best practices mandated in the AI Act are spread amongst various articles and annexes. / We also provide generic architectures to help developers design fully compliant solutions with the AI Act and Cyber Resilience Act. / Artificial Intelligence, Software Engineering, Artificial Intelligence Act, Cyber Resilience Act, Compliance-by-Design, compliance, European Union Regulation"
SD744UB3,context,46,,Empirical cross-sector survey of organizational AI security compliance readiness gives transferable org-governance evidence.,Are organisations ready for ai security compliance: a cross-sector survey,Harriet Farlow; Matthew Garrat; Gavin Mount et al.,"There are already standards that govern AI security by ISO and NIST, and legislation like the EU AI Act and California laws. / Third, organisational compliance readiness is extremely low (19%)."
8X8VFCWY,context,45,,"Management-based regulation framework centered on sustained human oversight is a transferable governance model, not code-specific.","Leashes, not guardrails: a management-based approach to artificial intelligence risk regulation",Cary Coglianese; Colton R. Crum,"leash only protects others when a human retains a firm grip on the handle, the kind of leashes that should be deployed for AI will also demand human oversight / Our aim is to facilitate future research and decision-making that can improve the efficacy of AI regulation by leashes, not guardrails. / Artificial intelligence, AI, AI safety regulation, digital technologies, AI risk governance, management-based regulation, risk management"
S57GJ9VD,discard,22,out-of-scope,"Concerns using AI to draft compliance documentation, not human oversight of AI-generated code.",Simplifying software compliance: AI technologies in drafting technical documentation for the AI act,Francesco Sovrano; Emmie Hine; Stefano Anzolut et al.,"The European AI Act has introduced specific technical documentation requirements for AI systems. / creating technical documentation that complies with the AI Act. / AI Act, Legal Compliance, Technical Documentation, Applied Computing in Law, Software Documentation Mathematics Subject Classification (2020) 68N30"
YAJNA2AL,context,48,,Multiple-case-study evidence on org compliance challenges under the AI Act offers transferable empirical governance findings.,AI act high-risk AI compliance challenge and industry impact: a multiple case study,Matthias Wagner; Qunying Song; Markus Borg et al.,"The AI Act marks a new chapter in AI governance, affecting companies around the world seeking to offer their services within the European Union. / We explored the perceived compliance challenge for the AI Act's high-risk requirements and associated contributing factors; the AI Act's impact / AI Act, Compliance Challenge, Industry Impact, Multiple Case Study, Software Compliance, Regulatory Requirements, AI Governance"
KREBS4T3,context,62,,Prototypes operationalizing the AI Act's human-oversight requirement with reviewer feedback—strong transferable oversight mechanism though not code-specific.,From policy to practice: prototyping the EU AI act's human oversight requirements,Wannes Ooms; Lotte Cools; Thomas Gils et al.,"Article 14 AI Act mandates that high-risk AI systems are designed and developed in such a way that they enable effective human oversight. / In addition, the report also features reviewer feedback on those documents and the human oversight requirement contained in article 14 AI Act. / AI Act, Human oversight, high-risk AI systems, policy prototyping, product safety, law enforcement, AI in education, AI in healthcare, Artificial Intelligence / , AI governance, compliance, AI regulation"
TEFL3IWF,context,50,,"Dual-level oversight framework claims measurable/operational metrics for governance, transferable to code oversight.",Spider vision: dual-level oversight for AI governance,Timothy Young,"Technical audits assess model behavior, robustness, and bias, while institutional governance oversees compliance, accountability, and social impact. / Positioned alongside the OECD AI Principles, the EU AI Act, and the NIST AI Risk Management Framework, Spider Vision offers a measurable, operational / Spider Vision, dual-level oversight, AI governance, Primary Vision, Secondary Vision, Bias, Persistence, Accountability Drift, Trust Erosion, institutional / accountability, algorithmic risk, sociotechnical systems, virtue ethics (operational), oversight coordination"
JCAQ3AHU,context,40,,Practical assessment-catalogue tool for AI Act compliance is a concrete but general governance instrument.,AI certification and assessment catalogues: practical use and challenges in the context of the European AI act,Gregor Autischer; Kerstin Waxnegger; Dominik Kowald,Our methodology involves leveraging the Fraunhofer AI Assessment Catalogue as a comprehensive tool to systematically assess an AI model’s compliance with
DLQVQZ5K,context,40,,SLR of AI governance provides state-of-the-art landscape but is broad and not code-oversight specific.,Redefining responsibility: novel paths in ai governance,Sivadeep Katangoori; Anudeep Katangoori,"The need to put ethical principles into practice through AI governance (AIG) is increasing in response to the explosion of papers outlining organizations / research directions by showcasing the state-of-the-art in AI governance. / AI Governance, AI Regulation, Responsible AI, AI Transparency, AI Ethics, Systematic Literature Review (SLR)"
Z4A98575,discard,30,out-of-scope,Regulatory/liability analysis of fine-tuning GPAI models is off-core legal scoping with little oversight-practice transfer.,The regulation of fine-tuning: federated compliance for modified general-purpose AI models,Philipp Hacker; Matthias Holweg,"This paper addresses the regulatory and liability implications of modifying general-purpose AI (GPAI) models under the EU AI Act and related legal frameworks / Second, the discussion clarifies when exactly a modifying entity qualifies as a GPAI provider under the AI Act, which significantly alters the compliance / General-purpose AI, foundation models, fine-tuning, regulation, liability, GPAI, AI Act, Product liability"
EZQK6GTD,context,38,,Legal comparison of GDPR/AI Act for LLM deployment touches human oversight but is compliance-law focused.,Legal challenges in the deployment of large language models: a comparative analysis under the GDPR and EU AI act,Ali Vaezi,"This study examines how the GDPR and the EU AI Act regulate the deployment of LLMs, highlighting key legal challenges in data processing, transparency, / and real-world case studies, it identifies where obligations under both regimes converge (such as in lawful processing, data minimization, and human oversight / Large Language Models, GDPR, EU AI Act, Automated Decision-Making"
AKQXN7W7,context,40,,"Companion piece advocating management-oversight over guardrails is a transferable governance argument, not code-specific.",On leashing (and unleashing) AI innovation,Cary Coglianese; Colton R. Crum,"to impose “guardrails” on the development and deployment of AI. / Paradoxically, by leashing AI through responsible human management oversight, rather than trying futilely to keep it within some fixed guardrails, AI governance / artificial intelligence, AI, AI safety regulation, digital technologies, AI risk governance, management-based regulation, machine learning"
8BLIERUP,context,50,,Operational deterministic post-processing oversight architecture with auditability is a transferable oversight mechanism for AI outputs.,Deterministic AI governance via post-processing constraint layers: the DELIA architecture,Edward Meyman,"Unlike probabilistic oversight approaches, DELIA guarantees reproducibility, auditability, and sub-second governance decisions through a flat-constraint / We evaluate its applicability in finance, healthcare, and legal domains, and position it within emerging regulatory landscapes including the EU AI Act / AI Governance, Deterministic Systems, Constraint Satisfaction, AI Alignment, Regulatory Compliance, Audit Trails, Post-Processing Architecture, Model-Agnostic / AI, Formal Verification, Enterprise AI Compliance, Cryptographic Auditability, Multi-Agent Alignment"
LL3MSMUB,context,45,,Framework mapping AI Act requirements to ISO 42001 offers transferable assurance/oversight operationalization.,Technical AI assurance for trustworthy systems in the age of regulation: a framework for compliance and defensibility,Don Liyanage,"The introduction of the European Union's AI Act, the first comprehensive legal framework for AI, establishes a global benchmark for regulation, mandating / We analyse the requirements of the EU AI Act and map them to the operational framework provided by the ISO/IEC 42001 standard for AI Management Systems / Artificial Intelligence, AI Assurance, EU AI Act, ISO 42001, Explainable AI (XAI), Trustworthy AI, Decision Defensibility, Neuro-Symbolic AI, Third Generation"
