item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
9NY6ZFHY,AI-assisted programming decreases the productivity of experienced developers by increasing the technical debt and maintenance burden,,discard,low,Empty abstract prevents assessment of methodology; title claims AI coding increases technical debt but no findings or measurement method are visible to evaluate operationalizability.,maybe_queue
JY4U3WZI,The luevano standard: engineering algorithmic consistency as a prerequisite for institutional runtime authority,"Oversight is provided by the Independent Luevano Registry (ILR), a proposed tripartite meta-governance body representing state, industry, and civil society / ), ISO/IEC 42001:2023, and the EU AI Act (Regulation (EU) 2024/1689). / algorithmic governance, sovereignty gap, runtime verification, EU AI Act, civil rights, Artificial Compliance Intelligence, ACI, Luevano Standard",maybe,medium,"Proposes runtime verification standard for algorithmic consistency aligned with EU AI Act and ISO/IEC 42001:2023, which is plausibly applicable to software system governance, but the mechanism remains conceptual and the abstract does not confirm software development scope.",keep_queue
L5V2845I,The AI-augmented internal audit: an operational framework for a self-learning,"Purpose: This paper aims to translate the ""management theory using ISO, AI, and blockchain"" presented in the author's prior research into a practical, / a ""human-in-theloop"" data cycle that promotes AI learning, and a collaborative reporting workflow. / Internal Audit, Conformity, Compliance, Effectiveness, IMS, TM, Self-learning, Governance, ISO 19011, ISO 9001/14001/45001, Process Mining, Human-in-the-Loop / , AI Governance, AI Assurance, AI-augmented Audit, Continuous Auditing, Continuous Monitoring",maybe,medium,"Operational AI-augmented audit framework with human-in-the-loop data cycle and self-learning mechanisms that structurally parallels code review governance, but domain is financial/quality compliance auditing without explicit software development application.",keep_queue
3JHLWGV3,Justified evidence collection for argument-based AI fairness assurance,"It is well recognised that ensuring fair AI systems is a complex sociotechnical challenge, which requires careful deliberation and continuous oversight across all stages of a system's lifecycle, from defining requirements to model deployment and deprovisioning. Dynamic argument-based assurance cases, which present structured arguments supported by evidence, have emerged as a systematic approach to evaluating and mitigating safety risks and hazards in AI-enabled system development and have also been extended to deal with broader normative goals such as fairness and explainability. This paper introduces a systems-engineering-driven framework, supported by software tooling, to operationalise a dynamic approach to argument-based assurance in two stages. In the first stage, during the requirements planning phase, a multi-disciplinary and multi-stakeholder team define goals and claims to be established (and evidenced) by conducting a comprehensive fairness governance process. In the second stage, a continuous monitoring interface gathers evidence from existing artefacts (e.g. metrics from automated tests), such as model, data, and use case documentation, to support these arguments dynamically. The framework's effectiveness is demonstrated through an illustrative case study in finance, with a focus on supporting fairness-related arguments.  © 2025 Copyright held by the owner/author(s). Publication rights licensed to ACM.",maybe,medium,"Argument-based assurance framework with software tooling and continuous monitoring evidence collection is potentially transferable to AI code quality governance, but fairness domain and finance case study require explicit transfer argument.",keep_queue
8JWA3A6P,Cost-sensitive human-in-the-loop decision systems under asymmetric error costs,Human-in-the-loop (HITL) decision systems are standard practice in high-stakes domains like antimoney laundering. / The assumption built into this architecture is that human review reduces risk.,maybe,medium,"Cost-sensitive HITL decision architecture with asymmetric error costs could transfer to code review triage prioritization, but anti-money laundering domain specifics may limit direct adoption.",keep_queue
GUE428AU,"Ethics becomes enforceable governance when harm is foreseeable and preventable; otherwise, it stays theoretical. From conscience to foreseeability in health safety AI governance","However, governance systems, laws, standards, and regulatory accountability cannot rely solely on ethical debates. / and which error modes need controls, such as threshold tuning, alert management, escalation pathways, audit logging, and accountability to third-party oversight / AI ethics, foreseeability, reasonable professional test, wearable falls monitoring, WEDA-FALL, ISO/IEC 42001, EU AI Act, GDPR, ISO/IEC 27001, ISO/IEC 27701 / , SHAP, LIME, explainability, governance",maybe,medium,"Operational governance controls for health AI (threshold tuning, audit logging, escalation pathways) are mechanistically transferable to software org AI governance, but health and safety AI domain argument is required to confirm direct adoption.",maybe_queue
KKJKDCWS,Managing AI risk: a comprehensive approach,"This article examines the critical field of Artificial Intelligence (AI) risk management in the context of rapidly evolving AI technologies. / risk management. / Artificial Intelligence, AI Risk Management, Model Governance Atmajitsinh Gohil. (2025). Managing AI Risk: A Comprehensive",maybe,low,Abstract is too thin to determine whether the AI risk management and model governance discussion presents an operationalizable methodology or is descriptive-only.,keep_queue
A8XNV9RR,AI auditing: first steps towards the effective regulation of artificial intelligence systems,"AI auditing. / AI auditing standards should reflect a comprehensive approach targeting three components of AI development: data, model, and deployment.",maybe,medium,"AI auditing framework targeting data, model, and deployment could transfer to software engineering org governance of AI coding tools, but the abstract gives no indication of software or code-specific scope",keep_queue
SLDGQI5F,AIAIRS & ARM: a rights architecture and governance framework for AI agents as organizational members,"The deployment of autonomous AI agents-systems that select methods, use tools, and operate with delegated authority-has created an unprecedented governance / Existing AI governance frameworks (EU AI Act, NIST AI RMF, UNESCO, OECD) classify systems by risk and impose compliance requirements, but none address",maybe,medium,"Governance framework for autonomous AI agents with delegated authority could apply to agentic coding tools in software orgs, but the 'organizational member rights' framing is novel and the abstract's scope is unclear from the summary alone",keep_queue
GT8FQJ4K,Oversight design for AI-enabled decision making in government services,"This paper develops a framework for human oversight as a system property of Artificial Intelligence (AI) in public administration, ensuring that human / Artificial Intelligence AI, Governance, Automated Decision-Making, Human Oversight",maybe,medium,"Human oversight designed as a system property for AI-enabled decision making by software engineering researchers — architectural framing could transfer, but it is anchored in public administration rather than software development contexts",keep_queue
