item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
ZS3KBZTP,Recursive meta-governance: a formal framework for self-stabilizing institutions in the superintelligence era,"We demonstrate applicability through lightweight formal simulations and four conceptual case studies: the EU AI Act (Regulation (EU) 2024/1689 / Unlike static external oversight models, RMG creates an adaptive, self-correcting governance layer that co-evolves with the systems it regulates / AI governance, recursive systems, mechanism design, superintelligence, institutional engineering, scalable oversight, category theory, alignment preservation / , Recursive Meta-Governance",maybe,medium,"Formal recursive meta-governance framework explicitly addresses scalable oversight for co-evolving AI systems, but superintelligence framing and category theory formalism likely prevent direct transfer to software engineering practice",keep_queue
TYTD8HNL,The cognitive firm: managerial capitalism for artificial intelligence,"AI governance, corporate governance, managerial capitalism, multidivisional form, principal-agent problem, organization design, AI agents, deterministic",maybe,medium,"Corporate governance framework for AI using principal-agent theory and multidivisional organization design could generalize to software team governance of AI coding agents, but abstract provides only keywords with no methodology",keep_queue
BKSNXFDK,"Regulatory compliance made easier with AI risk scor the dual imperative in RegTech: leveraging AI-driven risk scorecards for continuous compliance, operational efficiency, and establishing governance frameworks for explainability and ethical accountability","This study investigates the profound integration of Artificial Intelligence (AI) Risk Scorecards into organizational Governance, Risk, and Compliance ( / standards, notably the EU AI Act and the NIST RMF. / AI Governance, RegTech, Risk Scorecards, Continuous Compliance, Explainable AI",maybe,medium,AI risk scorecard framework for continuous GRC compliance referencing EU AI Act and NIST RMF; potential transfer to software engineering organizations managing AI tools but primary focus is financial RegTech compliance,keep_queue
I2J69IHM,The governance-to-production gap (G2P): a diagnostic model for AI adoption in mid-tier banks,"This paper introduces the Governance-to-Production Gap (G2P), a diagnostic framework for assessing the alignment between AI governance maturity and production / AI governance, model risk management, operational resilience, production readiness, institutional maturity, Governance-to-Production Gap (G2P), mid-tier",maybe,medium,The G2P diagnostic framework measures AI governance-maturity-to-production alignment in banking; the core concept is potentially transferable to software engineering AI deployment governance but requires domain argument not resolvable from the abstract.,keep_queue
NL97MRGR,Agent experience accessibility guidelines (AXAG) standard: a unified semantic contract for human and agent interfaces in WebMCP-enabled applications,"implementable standard for annotating web interfaces with the semantic declarations agents require to act correctly, safely, and with appropriate human oversight / This paper provides the specification, rationale, implementation guidance, and governance model for both frameworks. / agent experience, interface design, semantic annotation, WebMCP, MCP protocol, human-AI interaction, AI safety, agent accessibility, design systems, agentic / AI, UX standards, AXAG, agent context, Artificial Intelligence eJournal, Management Information Systems (MIS) eJournal, Internet Law eJournal, Innovation",maybe,medium,Semantic annotation standard for AI agent interfaces with human oversight in WebMCP-enabled applications could apply to code agent governance but is primarily a UX/interface standards paper and the code review connection requires argument.,maybe_queue
3NBKLXY3,AURA: a minimal evidentiary layer for origin and consent signals in the AI era,"Positioned as a pre-standard testbed, AURA is designed to support emerging European regulatory requirements including AI Act transparency / Positioned as a pre-standard testbed, AURA is designed to support emerging European regulatory requirements including AI Act transparency / This paper presents the conceptual foundations of AURA, its technical structure, and its role as an infrastructural reference layer rather than a governance",maybe,medium,"Provenance and consent signal infrastructure for AI-generated content with EU AI Act alignment could apply to tracking AI code origin, but the abstract does not specify a software context and transferability requires argument.",maybe_queue
X73CHPN8,"Liability for autonomous financial agents: autonomy, accountability, and the architecture of law in the age of algorithmic finance","in seconds due to a decimal-point programming error, demonstrating how autonomous agents can cause irreversible financial damage faster than any human oversight / Li litigation, and the 2025 Jane Street SEBI enforcement action; quantitative modelling of agent-attributable risk using decomposition frameworks and Monte / Autonomous Agents, AI Liability, Algorithmic Trading, Defi, Openclaw, Polyclaw, Financial Regulation, Code Is Law, Agentic AI, Flash Crash, Knight Capital / , Algorithmic Legal Entity, Graduated Liability Chain, EU AI Act, Mica, DORA, Systemic Risk, Market Manipulation, Robo-Advisor, Strict Liability, Tort",maybe,medium,"Liability decomposition framework for autonomous financial agents could transfer to AI code accountability structures, but financial domain specificity requires substantial re-derivation.",maybe_queue
5XLKWKF4,Illusions of control: why today’s AI‑safety plans court catastrophe,"To move beyond brittle fixes, the article proposes a defence-in-depth governance architecture grounded in immutable guardrails, continuous auditability / AI, AGI, ASI, AI Ethics, AI Safety, AI Rule Evasion, AI Governance, algorithmic accountability, AI liability, autonomous systems regulation, EU AI Act,",maybe,medium,"Proposes a defense-in-depth governance architecture with immutable guardrails and continuous auditability, but the abstract is conceptual and does not demonstrate whether mechanisms are concretely implementable by a software team.",keep_queue
9B8UDBZG,Accountable Artificial Intelligence: Holding Algorithms to Account,,maybe,low,"No abstract available; title and author suggest an algorithmic accountability framework, but operationalizability and relevance to software code governance cannot be assessed without content.",keep_queue
INU3M3BG,"Designing accountable human–AI teaming in industrial production: a governance framework for agentic, tool-mediated workflows","In industrial production, agentic artificial intelligence (AI) systems combine goal-directed planning with tool-mediated execution and iterative monitoring / Existing responsible-AI and governance research provides valuable principles; however, the following remain underspecified: operationalization of accountability / Agentic AI, Human–AI teaming, Accountability, Governance, Trustworthy industrial AI, Human-in-the-loop",maybe,medium,"Accountability operationalization framework for agentic AI in tool-mediated industrial workflows addresses a gap directly analogous to software development, but industrial production domain requires a domain-transfer argument.",keep_queue
5WLF2NZU,Investigating the impact of user interface designs on expectations about large language models’ capabilities,"Large Language Models (LLMs) with their novel conversational interaction format could create incorrectly calibrated expectations about their capabilities. The present study investigates human expectations toward a generic LLM’s capabilities and limitations. Participants of an online study were shown a series of prompts that cover a wide range of tasks and asked to assess the likelihood of the LLM being able to help with those tasks. The result is a catalog of people’s general expectations of LLM capabilities across various task domains. Depending on the actual capabilities of a specific system, this could inform developers of potential over- or under-reliance on this technology due to these misconceptions. To explore a potential way of correcting misconceptions we also attempted to manipulate their expectations with three different interface designs. In most of the tested task domains, such as computation and text processing, however, these seem to be insufficient to overpower people’s initial expectations. © 2024 Human Factors and Ergonomics Society.",maybe,medium,"LLM capability expectation calibration study finds UI designs insufficient to correct task-domain misconceptions, potentially informing developer trust calibration, but participants are general users not software developers.",maybe_queue
