item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
J94QSBDT,Companion paper one: case studies of crystallisation under V = 0,"Every case ends at the governance boundary – the moment a regulator, auditor, court, investor, ombudsman or customer compels reconstruction and the organisation / If you can reconstruct the decision under force, you have governance. If you cannot, you have theatre. / AI governance, Model risk management, Auditability, Decision reconstructability, Evidential standards, Assurance and attestation, Procurement and third-party / risk, Board accountability, Agentic AI, Forensic reconstruction, Large language models, Artificial Confabulation, AI Act Compliance, Epistemic debt, Liability",maybe,low,"Abstract is too thin and poetic to determine whether the decision-reconstructability / auditability framework yields an operationalizable methodology, though the governance-boundary framing is conceptually relevant.",keep_queue
JAQDTIWH,Zero trust architectures for persistent artificial intelligence systems: a governance-centric framework,"The integration of artificial intelligence into enterprise and government systems has introduced new security challenges, particularly as AI systems evolve / The framework is analyzed in relation to existing Zero Trust models and AI system architectures, highlighting its implications for enterprise security, / California, United States Artificial Intelligence, Zero Trust Security, AI Governance, Persistent Memory, AI Infrastructure, Cybersecurity, System Architecture",maybe,medium,Zero trust framework for persistent AI systems is operationalizable for enterprise security governance but addresses AI infrastructure security rather than oversight of AI-generated code specifically.,keep_queue
WEWQ9NTT,Verified adversarial reasoning intelligence (VARI): multi-agent adversarial verification for regulated AI decision-making,"We previously demonstrated VARI as a reference architecture for EU AI Act Article 14 compliance in employment AI (Swidey, 2025). / The regulatory trajectory, including Article 14 of the EU AI Act, the Colorado AI Act (effective June 30, 2026), and the NAIC Model Bulletin, demands both / AI Governance, Adversarial Verification, Multi-Agent Systems, Legal AI, Insurance AI, Hallucination Detection, Algorithmic Discrimination, Per-Decision / Verification, EU AI Act Article 14",maybe,medium,"Multi-agent adversarial verification mechanism for Article 14 compliance and hallucination detection could transfer to code review verification, but currently applied exclusively to employment and insurance AI.",keep_queue
X3FX9DI2,Mapping the increasing use of LLMs in scientific papers. doi: 10.48550,,maybe,low,"LLM-use mapping methodology in scientific corpora could parallel AI code detection approaches, but abstract is essentially empty preventing assessment of operationalizable contribution.",maybe_queue
ZVDJ5J88,Towards a responsible AI adoption/adaptation (RAA) ecosystem: vision and model to keep socio-technological balance,"The rapid adoption of AI technologies is outpacing our ability to assess their long-term societal and economic impacts. Initially, AI was expected to automate only repetitive, low-skill tasks. However, presently, highly skilled roles such as in software development, manufacturing, and finance are being automated. Tasks that once required many professionals can now be managed by a few, disproportionately benefiting those with greater resources and economic power, such as large corporations. This trend may lead to a growing socio-technological imbalance, for instance, a growing mismatch between the rapid advancements in artificial intelligence and society’s ability to adapt to and govern these changes in a fair, ethical, and inclusive manner. As AI-driven automation is increasingly being adopted across almost all business domains, covering all process-level functions. Additionally, there is a lack of practical methods for the ethical and responsible adoption of AI, which are either not being implemented or not well understood by stakeholders in the business ecosystem. This emphasizes the role of Responsible AI (RAI), which is becoming critical and essential in addressing the socio-technological imbalance in the organizational context regarding adopting/adapting AI. RAI ensures that systems are developed and deployed with core principles such as explainability, fairness, ethics, transparency, accountability, human oversight, and privacy. Furthermore, AI itself presents as a technological capability to promote responsible behavior by assessing, predicting, supporting, and regulating its own societal (i.e., organization-specific) and technological impacts. This study explores this dual perspective by reviewing the literature to propose a RAI Adoption/Adaptation (RAA) framework, focusing on the business process as the primary unit of AI intervention. A conceptual system implementation context is proposed to illustrate RAA enablement at the process level and highlight the need for an RAI agentic architecture capable of measuring, analyzing, and forecasting AI’s impact on business processes to support ethical, balanced innovation. © The Author(s) 2026.",maybe,medium,"Responsible AI adoption framework explicitly covers software development automation and proposes an agentic RAI architecture for measuring AI business-process impact, but scope is too broad to confirm direct code governance applicability from the abstract.",keep_queue
TGXC3NVN,Survey of Hallucination in Natural Language Generation,,maybe,low,"Hallucination survey is directly relevant to AI code quality concerns, but the empty abstract prevents assessment of whether operationalizable detection methods are provided.",maybe_queue
8KRT655H,From coordination to capability: applying the coordination theory of consciousness (CTC) to AI safety benchmarking without creating conscious agents,"Current artificial intelligence systems demonstrate exceptional performance on narrow optimization tasks but exhibit significant deficiencies when required / We introduce the Coordination Capacity Index for AI Systems (CCI-AI), a composite metric that quantifies multi-objective coordination capabilities through / AI Safety, AI Alignment, Coordination Capacity Index for AI (CCI-AI), CTC-Bench, Multi-Objective Coordination, Corrigibility, Human Oversight, Non-Consciousness / Intelligence, Autonomous Systems, Algorithmic Safety, Policy Guardrails, Technical AI Safety, AI Risk Management",maybe,medium,"CCI-AI metric for quantifying AI multi-objective coordination and corrigibility is potentially transferable to code governance benchmarking, but grounding in consciousness theory requires substantial domain translation not resolvable from the abstract.",maybe_queue
Q35G2TN5,Applied AI governance: a practitioner's perspective,We explore the practical aspects of applying AI governance in the financial sector from a practitioner's perspective. / and sustainable AI adoption in the industry.,maybe,medium,"Practitioner AI governance perspective from financial sector covers practical implementation challenges that could transfer to software engineering organizations, but the financial sector framing limits direct applicability without domain argument.",keep_queue
6EKVYBCD,Generative AI in responsible conversational agent integration: guidelines for service managers,"Responsible integration of conversational agents (CAs) like chatbots is crucial for service firms to mitigate risks and foster positive outcomes. This article provides managerial guidelines through a Corporate Digital Responsibility (CDR) lens, focusing on CDR Culture, Management Structure, and Digital Governance across the service firm, software provider, and customers/society. It examines how organizational sensemaking processes of creation, interpretation, and enactment are triggered by CA-related issues and events. The research highlights the role of generative AI (GenAI) in implementing CDR factors and responsible CA software development lifecycle phases during development and integration. Guidelines are provided for leveraging GenAI to enhance CDR Culture, incorporate ethical considerations into CDR Management Structure, and enable robust Digital Governance mechanisms to prioritize customer/societal well-being. A multilevel framework illustrates reinforcing the guidelines through organizational sensemaking processes, and fostering responsible CA integration aligned with ethical principles and societal values. © 2024 The Authors",maybe,medium,"Responsible CA integration guidelines include a software provider perspective and governance mechanisms across the development lifecycle, but the conversational agent domain requires translation argument to apply to AI code generation governance.",keep_queue
BGH8KIK7,Transforming LLMs into domain experts: a case study of train trajectory evaluation,"Traditional train trajectory evaluation methods suffer from subjectivity, inefficiency, and poor adaptability to dynamic conditions. This study proposes a tuning-free LLM framework that integrates domain knowledge through dynamic prompts and human-in-the-loop feedback, enabling automated code generation for real-time driver assessment. This framework contains three main parts: constraint-driven prompt engineering dynamically generates structured prompts by integrating task semantics and domain knowledge, and a modular code synthesis produces executable code via stepwise generation, separating data processing, feature calculation, and rule application into modular components while embedding domain-specific constraints. Furthermore, a human-in-the-loop optimization workflow is introduced to validate outputs through automated execution and human feedback, refining prompts and code iteratively until convergence. This study bridges LLMs' linguistic capabilities with domain-specific problem-solving, achieving an average of 85.9% consistency with numerical simulations while significantly reducing expert dependency.  © 2025 IEEE.",maybe,medium,HITL workflow that validates LLM-generated code through automated execution and iterative human feedback is structurally parallel to AI code review; domain (railway driver assessment) requires translation but the oversight mechanism itself is transferable.,maybe_queue
