item_key,title,abstract,authors,year,item_type,sources,source_queue
TH3UN4XE,Interpretive orchestration: an essay exploring the epistemic intersection of human intuition and machine intelligence,"The judgment challenge of evaluating AI-generated patterns for theoretical significance highlights the accountability our scholarly communities require / generative AI, human-AI collaboration, epistemic responsibility, interpretive orchestration, tacit knowledge, qualitative methods",Xule Lin; Kevin G. Corley,2026,journalArticle,ssrn,maybe_queue
X5ZJ2ZQ2,Empowering social service with AI: insights from a participatory design study with practitioners,"In social service, administrative burdens and decision-making challenges often hinder practitioners from performing effective casework. Generative AI (GenAI) offers significant potential to streamline these tasks, yet exacerbates concerns about overreliance, algorithmic bias, and loss of identity within the profession. We explore these issues through a two-stage participatory design study. We conducted formative co-design workshops (n=27) to create a prototype GenAI tool, followed by contextual inquiry sessions with practitioners (n=24) using the tool with real case data. We reveal opportunities for AI integration in documentation, assessment, and worker supervision, while highlighting risks related to GenAI limitations, skill retention, and client safety. Drawing comparisons with GenAI tools in other fields, we discuss design and usage guidelines for such tools in social service practice. © 2025 Copyright held by the owner/author(s).",Tan; Soh; Zhang; Lee; Meng,2025,conferencePaper,,maybe_queue
GMN9DFVD,"Building trust: integrating AI, blockchain, and digital identity","with the GDPR, eIDAS 2.0, and the EU AI Act, while reinforcing the goals of the Digital Services Act, Digital Markets Act, Cyber Resilience Act, Data / Europe has the regulatory leadership, technological infrastructure, and governance culture to set global standards.",Asa Dahlborn; Catarina Ferreira da Silva; Fabio Budris; Horst Treiblmaier; Ingrid Vasiliu-Feltes,2025,journalArticle,ssrn,maybe_queue
CAXNTRJF,Machine learning solutions to automated governance and code analysis to compliance,"The GRC Analyser is a new AI product aimed at closing the software development and the Governance, Risk, and compliance (GRC) standards (ISO 27001, GDPR and SOC 2) gap. In contemporary organizations, programmers tend to develop software without profound knowledge of these complicated regulatory and security provisions, and potentially vulnerable and compliant problems may occur. The suggested system takes advantage of the concept of the Machine Learning (ML) models trained with the use of the secure code directions and industry standards and helps to examine uploaded code modules automatically. It determines the vulnerabilities like poor data management, lack of proper input validation and lack of encryption tools, which are among the main causes of security threats. The GRC Analyser provides clear and practical advice to developers when the flaws are identified through recommendations after identifying potential risks. This does not only enhance the security of the code but also makes sure that it is matched to compliance requirements at their initial development phases. The tool will enable organizations to minimize the human error, cost of auditing, and regulatory readiness by incorporating AI-based security auditing within the software lifecycle. Finally, it is observed that the GRC Analyser encourages the creation of resilient, secure, and legal applications and empowers developers to make a proactive stance on governance and cybersecurity.",A. A. Paul; H. T.V; U. Maheswari,2025,conferencePaper,ieee,keep_queue
F9JM9CI6,"Support, not automation: towards AI-supported code review for code quality and beyond","Code review is a well-established and valuable software development practice associated with code quality, interpersonal, and team benefits. However, it is also time-consuming, with developers spending 10-20% of their working time doing code reviews. With recent advances in AI capabilities, there are more and more initiatives aimed at fully automating code reviews to save time and streamline software developer workflows. However, while automated tools might succeed in maintaining the code quality, we risk losing interpersonal and team benefits such as knowledge transfer, shared code ownership, and team awareness. Instead of automating code review and losing these important benefits, we envision a code review platform where AI is used to support code review to increase benefits for both code quality and the development team. We propose an AI agent-based architecture that collects and combines information to support the user throughout the code review and adapt the workflow to their needs. We analyze this design in relation to the benefits of code review and outline a research agenda aimed at realizing the proposed design. © 2025 Copyright held by the owner/author(s).",Heander; Söderberg; Rydenfält; Li J.,2025,conferencePaper,acm|arxiv|scopus|wos,keep_queue
N2IDSH4J,Who wrote this code? Investigating human and AI programming patterns,"The digital era has transformed every element of human existence, including education, healthcare, and communicqation as well as commerce. The core of this transformation includes coding, the process in which humans can interact with machines. Machines do not understand the natural language as humans do, and coding bridges this gap between humans and computers. In recent years, generative AI has revolutionized the world with its powerful transformation developments, including natural language generation and understanding, healthcare treatments, quantum computing, creative industries, cybersecurity, tackling climate change through improved data analysis, and many more. Even though LLMs have made tremendous progress, there are still several challenges that need to be overcome. Such models can be utilized for malicious purposes; they risk that the model will provide bias, misinformation and incorrect answers; they do not provide real-time results (static knowledge); they provide nonsense answers for complex topics; the quality of the answers these models produce relies on a large amount of training data, which might not address every problem; they can produce code that may be syntactically correct but might contain flawed logic or faulty solutions and many more. Code produced by AI is more likely to have security flaws; this paper sheds light on the distinction between code produced by AI and written by humans. The LLMs possess training on the human-written code, so the question comes up, does the code generated by AI differ from human-written code.",Nitika; R. Narwal,2025,conferencePaper,ieee,keep_queue
XYHBL6TX,Legal and policy implications for artificialintelligence on patent lawinuganda,"The rapid advancement of Artificial Intelligence (AI) presents complex challenges and opportunities for patent law in Uganda. / It highlights the challenges associated with defining inventorship when AI systems autonomously generate patentable subject matter. / Artificial Intelligence, Patent Law, Intellectual Property, Uganda, Legal Framework, Innovation Policy",Enoch Otim,2025,journalArticle,ssrn,maybe_queue
8H73IKMR,Governance architecture for ai-assisted renewable intermittency management: bounded autonomy and stability-aware oversight,"The challenge is not primarily technical-capable AI systems for grid dispatch exist. / mismatch and propose a four-component governance architecture-Dynamical Modeling Core, Probabilistic Modeling Layer, Stability-Aware Oversight Layer, and Human-in-the-Loop / AI governance, bounded autonomy, renewable energy intermittency, composite risk index, human-in-the-loop oversight, Koopman operator, SINDy, epistemic",Serg Saballa,2026,journalArticle,ssrn,keep_queue
R9FJFY29,AI programmer cooperation in health software development,"This article presents a case study on the impact of generative artificial intelligence on software development, focusing on the transformation of a mobile application for cognitive testing in patients with Parkinson’s disease. Originally developed as an undergraduate thesis project, the tool was adopted and reengineered by a single developer with no prior experience in mobile development. Through the use of ChatGPT and prompt engineering techniques, the application was refactored and optimized. The human-AI collaboration enabled the implementation of design patterns, improved code maintainability, and significantly reduced its structural complexity. A quantitative analysis revealed a 60.9% reduction in lines of code per unit of complexity and a 63.9% reduction in cyclomatic complexity compared to the original version. Furthermore, the application was used and validated in real clinical settings by the Fundación Valle de Lili, including a formal validation of the MoCA test, reinforcing its medical utility. The findings suggest that integrating AI assistants into the software development lifecycle can accelerate progress, enhance product quality, and support adoption in critical environments, provided it is paired with rigorous human oversight and sound engineering practices.",C. Molina; A. Navarro; P. Madriñán; B. Muñoz,2025,conferencePaper,ieee|scopus|wos,keep_queue
GD65QRMF,Ai for sustainable growth: a case study of Mauritius,"This paper reviews the Mauritian context and the governance structure of the adoption of AI, the economic benefits, the issues, and prospects for the country / Artificial Intelligence, Mauritius, Economic Development, Sustainable Development, AI Governance, AI Ethics, Innovation Policy, AI Adoption, Capacity Building",Reeshabh Shayan Tupsee; Zakiyyah Bibi Azraa Mungroo; Juan Pierre,2024,journalArticle,ssrn,maybe_queue
