item_key,decision,confidence,rationale
4D4DBZ3R,maybe,medium,"Deployable tool-call interception plugin operationalizes last-mile oversight for agentic AI systems directly relevant to governing agentic coding tools, but virtue-ethics/Thomistic framing leaves unclear whether the governance contribution generalizes to software engineering contexts."
2FKF2NE5,discard,high,"Comparative legal analysis of authority attribution across ASEAN and EU AI Act governance instruments without an operational mechanism or software engineering angle."
8Z342WIC,discard,high,"Regional AI governance policy survey scoped to African states with no software engineering connection."
BBNEFGN9,maybe,medium,"Defines vibe coding as an intent-mediation paradigm with historical and cognitive analysis, but abstract reads primarily as agenda-setting and it is unclear whether actionable governance or oversight findings are included."
Z76WEF74,keep,medium,"ANN-ISM framework with 5-level maturity model empirically identifies 15 software coding risk categories and 158 AI-driven mitigation practices, directly operationalizable for SE organizations managing cybersecurity across coding maturity stages."
ZZ3A3AZN,discard,high,"Copyright and text-data-mining legal analysis for generative AI content with no software or code engineering angle."
G595FI4V,discard,high,"Geopolitical analysis of AI regulation as a strategic influence and digital sovereignty tool with no software engineering angle."
7ER2FAUE,keep,high,"Dual-stream (AST + semantic) vulnerability detection system specifically designed for AI-generated code passes the operationalizability test directly with a reproducible detection mechanism for SE security pipelines."
3LJCSWBK,maybe,medium,"AI third-party risk management framework for public sector procurement addresses supply chain accountability for AI systems, potentially transferable to SE organizations managing AI coding tool vendors, but public sector domain specificity requires translation."
7HEKWSX7,discard,high,"Legal analysis of AI-powered remote sensing and Fourth Amendment enforcement with no software engineering angle."
99MDCADU,maybe,medium,"Authority illusion and authority mapping framework analyzes how HITL nominally preserves human control while deferring actual authority to AI, making it directly applicable to diagnosing oversight failure patterns in code review workflows."
AHHGZZIX,discard,high,"Legal and administrative analysis of agentic AI implications for Finnish public administration law with no software engineering angle."
W5RXHT4B,discard,high,"Empirical study of performance degradation and structural bias in image-generation AI systems with no software or code governance angle."
M8IWY3LB,discard,high,"Philosophical analysis of AI-induced psychological dependencies and corporate moral responsibility with no software engineering angle."
E6INGKW6,discard,high,"XAI conversational explanation study targets general algorithmic decision-making and does not address software development or code governance contexts."
9EFIB8AU,discard,high,"Legal analysis of AI voice cloning and personality rights in the Indian music industry with no software or code angle."
TW9IB9DE,maybe,medium,"Janus Protocol proposes quantifiable enterprise AI risk assessment using EU AI Act, NIST, and ISO standards, operationalizable for SE organizations, but abstract lacks explicit software or code governance angle needed for confident keep."
DI7AVIKG,discard,high,"Domain-specific study of generative AI integration in hospital quality management systems with no software engineering angle."
7AZ43CYD,discard,high,"Philosophical reconceptualization of authorship as governance mechanism in generative AI is purely conceptual with no operational contribution applicable to software engineering."
4L2AGQAE,discard,high,"European data governance regulatory analysis (GDPR, Data Act, AI Regulation) without a software engineering angle."
VYRHTLLM,keep,high,"Empirical study identifies normative pressure as a causal mediator of algorithmic conformity and overreliance in HITL systems, directly transferable to code review contexts where reviewers systematically defer to AI-generated code."
ACHCZRCM,discard,high,"Copyright fair use analysis for generative AI production and dissemination with no software or code angle."
UAIILG4K,keep,high,"Strategic survey covers vibe coding evolution, agentic DevSecOps, and trust-native governance explicitly for engineering leadership, directly operationalizable for SE organizations managing AI-generated code at scale."
48UA8D9A,discard,high,"Legal analysis of AI in institutional judicial processes with no software engineering angle."
SP7IN769,maybe,low,"Keywords include explicit scalable oversight signals, inference failure taxonomy, and temporal regression detection potentially relevant to managing AI coding tool deployments, but the abstract is too sparse to assess whether the mechanism transfers."
VLFK2DWV,discard,high,"Analysis of AI deployment failures in US immigration enforcement with no software engineering angle."
W2CW6CGZ,discard,high,"Philosophical cognitive anchoring framework for preventing AI sycophancy is purely conceptual with no operational mechanism applicable to software or code governance."
JVEWP8GM,discard,high,"AI deployment measurement framework scoped to energy transition infrastructure with no software engineering angle."
P4KVAZAQ,discard,high,"Systematic review of responsible AI principles in healthcare governance with no software engineering angle."
AEI3DGLM,discard,high,"Enterprise digital transformation alignment framework (SHAAF/HAAS™) targets organizational change management and ROI, not software engineering governance or AI code oversight."
PS9BVJFI,discard,high,"Regulatory sandbox design analysis for FinTech and EU AI Act innovation governance with no software engineering angle."
7R8KAFER,discard,high,"Agentic AI multi-agent orchestration deployment for private equity deal workflows with no software engineering governance angle."
ZJNY3SCL,discard,high,"Legal and epistemological analysis of LLM field-based intelligence theory and EU AI Act compatibility with German Basic Law with no software engineering angle."
W98ZWSL5,discard,high,"Policy analysis of AI agency dimensions advocating transparency and oversight guardrails at a macro governance level without a software-specific mechanism."
53PNZE7Q,keep,high,"BYOAI-Gov™ framework with empirically grounded task-risk zoning (Enable/Regulate/Restrict) is directly operationalizable for SE organizations governing informal use of AI coding tools like Copilot and ChatGPT."
RG4A4D6K,keep,high,"Empirical investigation of GenAI codebase transparency requirements presents code provenance tracking systems with implementation guidance for quality assurance, IP management, and regulatory compliance in SE organizations."
7S24HQUN,keep,medium,"Algorithmic supply chain accountability framework addresses governance gaps across AI-as-a-Service layers, transferable to SE organizations managing accountability across AI coding tool vendor chains without requiring substantial domain re-derivation."
2KUF5ZVU,discard,high,"Political science analysis of US AI regulatory evolution across administrations with no software engineering angle."
ZH4EBQJ3,discard,high,"XAI governance analysis scoped to healthcare and finance critical decision systems without addressing software engineering contexts."
EKU4PG8K,discard,high,"Abstract interdisciplinary trust systems design framework without an operational mechanism specific to software engineering or code governance."
WANIXQUJ,keep,high,"SCCA multi-agent security analysis framework (AST + LLM + data flow) is empirically evaluated specifically for AI-assisted code generation and directly operationalizable for vulnerability detection in modern software pipelines."
UE3U358W,discard,high,"Legal analysis establishing NIS2 as a fiduciary cyber oversight standard in corporate law with no direct connection to AI code governance or software engineering practice."
D9842GHC,discard,high,"Participatory co-design methodology for value-sensitive AI systems in citizen science contexts with no software engineering angle."
S2TUCYWP,discard,high,"Abstract five-dimensional cognitive modeling framework for human practical intelligence and AI alignment with no operational connection to software engineering or code governance."
E89ASTEW,maybe,medium,"Logic-based automated software certification framework from the DARPA ARCOS initiative addresses formal correctness verification at scale, which may transfer to code quality assurance, but aerospace regulatory domain specificity limits direct applicability."
2XUV4UJE,discard,high,"Copyright opt-out mechanism analysis for AI training data with no software or code engineering angle."
32YFYPRV,discard,high,"Sociotechnical governance analysis of AI use in qualitative research methodology with no software engineering angle."
UR6HFAJU,discard,high,"International relations analysis of global AI governance regime complexity with no software engineering angle."
BIWDG2AL,discard,low,"Empty abstract; title indicates theoretical thermodynamic analysis of AI alignment scaling limits with no apparent software engineering application."
XEQ2XMEE,discard,medium,"Empirical study of PII leakage and membership inference risks in LLM fine-tuning with synthetic data is operationalizable but domain (ML privacy research) does not address software engineering governance or AI code oversight."
