item_key,title,abstract,authors,year,item_type,sources,source_queue
P6RKQM33,The free content illusion,"Academics and other commentators widely argued that robust forms of intellectual property rights had been rendered largely obsolete in a digital environment / immunized platforms against liability for user infringement and consistently favored content aggregators over originators. / Copyright, Artificial Intelligence, Generative AI, Intellectual Property, Fair Use, DMCA",Jonathan Barnett,2025,journalArticle,ssrn,maybe_queue
EF7ITJ5S,Cognitive digital twins for smart cities: an agentic AI approach,"meaningful and policy-relevant emergent patterns, highlighting trade-offs between travel efficiency, energy consumption, and user utility under different governance",Elio Masciari; Enea Vincenzo Napolitano,2026,journalArticle,ssrn,maybe_queue
7AWJFRQ6,Forget me not: memorisation in generative sequence models trained on open source licensed code,"In some extreme cases, these ‘memories’ may contain verbatim and potentially infringing reproductions of works protected by copyright. / These reproductions have included not only functional code, but also original, expressive code plausibly protected by copyright. / generative AI, memorisation, copyright, open source, text and data mining, artificial intelligence, machine learning",Ivo Emanuilov; Thomas Margoni,2024,journalArticle,ssrn,keep_queue
5R7EHXXM,ChatGPT for coding: user insights and challenges in program generation,"This research delves into the impact of AI code generation tools, focusing on ChatGPT, programmers, and developers. Through interviews with 32 participants from diverse programming backgrounds, the study explores various aspects such as experience levels, language preferences, task complexities, completion speeds, prompt usage, output quality, ease of use, benefits, challenges, user scenarios, and feedback. The findings highlight a notable engagement with AI tools, particularly among those with several months of experience. Python emerges as the most used language alongside ChatGPT. While AI tools excel in more straightforward tasks and offer quick responses, challenges arise in complex coding scenarios where correctness may be compromised. Frequent prompts are favored for accuracy, yet output quality varies based on query clarity. Overall, AI tools are perceived as user-friendly, though complexities exist. Users appreciate their efficiency but caution against overreliance, especially for beginners. Recommendations include continuous enhancement for handling complex tasks. This study provides valuable insights for integrating AI tools into programming workflows responsibly.",M. A. Talib; A. M. Bettayeb; A. Z. Sobhe Altayasinah; F. Dakalbab,2025,conferencePaper,ieee|scopus,keep_queue
V9BVZXU5,"Unbundling 17 U.S.C. §1202: construing the law's scope in light of its text, purpose, and remedies","Statutory damages available for §1202 violations far exceed those available for actual copyright infringement. / Copyright infringement need not be alleged, let alone found, for liability under §1202 to attach. / copyright law, generative AI, DMCA, section 1202, copyright management information, CMI, identicality, statutory damages, Doe v. GitHub",Pamela Samuelson; Erik Stallman; Jennifer M. Urban,2025,journalArticle,ssrn,maybe_queue
WQE84Z3C,"The algorithmic invisible hand: friction, trust, and the repricing of human capital in the agent economy","This paper argues that the emergence of Agentic AI, symbolically dated from the public release of ChatGPT in November 2022, constitutes a qualitative rupture / reconceptualization of human cognitive latency not as market inefficiency, but as a systemic damping mechanism whose removal increases volatility and collapse risk",Ali Sadhik Shaik,2026,journalArticle,ssrn,maybe_queue
48A4LRHQ,Artificial intelligence act: a policy prototyping experiment: operationalizing the requirements for AI systems – part I,"This report presents the findings and recommendations of the first part of the Open Loop’s policy prototyping program on the European Artificial Intelligence / Therefore, it is important to ensure that the future workforce contains enough qualified workers, in particular when it comes to human oversight of AI / Artificial Intelligence, European Union, AI companies, Artificial Intelligence Act, AI Act, AI governance, AI regulation, policy prototyping, regulatory / sandboxes, risk assessment, AI transparency, AI risk management, human oversight, AI standards, experimental regulation, data quality",Norberto Nuno Gomes de Andrade; Antonella Zarra,2023,journalArticle,ssrn,keep_queue
95JDBG8F,Designing incident reporting systems for harms from general-purpose AI,"AI incidents, AI governance, AI policy, AI regulation, Incident reporting, AI safety, Information sharing",Kevin Wei; Lennart Heim,2025,journalArticle,ssrn,maybe_queue
BAWCBT9R,Bias in the loop: auditing LLM-as-a-judge for software engineering,"Large Language Models are increasingly used as judges to evaluate code artifacts when exhaustive human review or executable test coverage is unavailable. LLM-judge is increasingly relevant in agentic software engineering workflows, where it can help rank candidate solutions and guide patch selection. While attractive for scale, current practice lacks a principled account of reliability and bias: repeated evaluations of the same case can disagree; small prompt edits can swing outcomes; and seemingly semantics-preserving, human-equivalent perturbations may elicit divergent verdicts. This paper studies LLM-as-a-Judge for code through a measurement-first lens. We analyze two pointwise judging regimes across code generation, code repair task, and test generation, and we systematically probe prompt-induced biases. Our study considers difficulty levels for repeated runs and controlled prompt interventions that isolate one presentation cue at a time, and it evaluates judges using consistency and sensitivity to bias. We find that judge decisions are highly sensitive to prompt biases even when the underlying code snippet is unchanged. Across all three tasks, several biases systematically shift preferences toward the option favored by the prompt, improving accuracy when that option aligns with the gold answer but substantially reducing it otherwise. In some settings, these effects are large enough to change task-level conclusions and alter relative model rankings. These findings show that reported judge performance may reflect prompt artifacts rather than stable assessment ability, posing a direct threat to the validity and reproducibility of code evaluation. We therefore argue that LLM-as-a-Judge studies should report bias sensitivity alongside accuracy and incorporate explicit controls to support more trustworthy model comparison in software engineering.",Zhao; Esmaeili; Fard,2026,preprint,arxiv,keep_queue
3DPZK2P7,AI governance as safety management: a pre execution control architecture for AI safety and autonomous systems,"The architecture incorporates enforceable human oversight conditions, immutable audit records / The architecture incorporates enforceable human oversight conditions, immutable audit records / from passive oversight to active control. / AI governance, safety management systems, execution risk, pre-execution control, EU AI Act, NIST AI RMF, authorization architecture, human oversight, EU / AI Act",Dr. Bryan McCaa,2026,journalArticle,ssrn,keep_queue
