item_key,decision,confidence,rationale
AEKWYXSZ,discard,high,"Election monitoring domain is too distant from software engineering for the human oversight framework to transfer without substantial re-derivation"
DICCFNNX,keep,medium,"Organizational risk taxonomy for unregulated GenAI in workplaces is directly applicable to software engineering orgs managing AI coding tools, providing categorizable risk classes to act on"
3HNQXWEF,discard,high,"Survey of LLM/agent capabilities and benchmarks without governance, oversight, or risk measurement contribution — agentic AI as infrastructure pattern"
K8PJIPQJ,keep,low,"Claims reproducible AI auditing and governance infrastructure but single-sentence abstract prevents assessment of methodology, scope, or applicability to code contexts"
A88W99ZG,discard,high,"EU AI Act analysis framed entirely through consumer protection law with no software engineering or code governance angle"
28DU43BJ,discard,high,"Comparative regulatory analysis of US/EU AI frameworks focused on algorithmic decision systems without software engineering or code governance angle"
AWUGZ2YD,discard,high,"GDPR and data protection legal analysis without software engineering or code governance angle"
UDT3AA4A,keep,high,"Directly surveys latent risks of LLMs across SDL and DevSecOps, operationalizing governance needs, human-AI collaboration, and safe deployment practices for software engineering orgs"
QN5X6JCB,discard,medium,"Agile management framework for AI-era teams is productivity and leadership focused without AI-generated code risk, oversight, or governance angle"
KJQXR85M,discard,high,"AI/ML governance framed exclusively in financial services domain with no software engineering or code governance angle"
R4SH53M7,discard,high,"LLM explainability methodology without connection to code governance, oversight, or risk measurement in software engineering contexts"
KZGA8GX9,discard,high,"Conceptual critique of AI safety taxonomy substitutes philosophical argument for operational mechanism — no actionable contribution for software engineering orgs"
QXS3MZ5G,discard,high,"Copyright analysis of EU Parliament generative AI reports focused on creative content with no code-specific angle"
W49QBRWU,discard,high,"EU AI Act global regulatory reach analysis without software engineering or code governance angle"
VZ9H37V5,keep,high,"Direct vibe coding experience report identifying non-delegation zones, constraint specification burden, and enforcement auditing as production governance gaps — operationalizable for software teams"
IMG5R8EY,keep,medium,"Conformity assessment procedure for AI systems per EU AI Act provides operationalizable governance tooling applicable to AI coding tool deployment in software engineering orgs"
ZVBDJF8Z,discard,high,"AI ethics in journalism domain — misinformation detection and bias concerns do not transfer to software code governance"
5ZXJ4YPN,discard,high,"LLM medical misinformation risk in healthcare domain with no software engineering or code governance angle"
G3WAWYHB,discard,high,"European AI governance policy futures analysis without software engineering focus or operationalizable contribution for software orgs"
JJR7GU3L,discard,high,"Generative AI copyright safety framework addresses text and image outputs with no code-specific angle"
ZKMYAK8U,discard,high,"HITL pipelines for crowdsourced data annotation — the human-in-the-loop targets labeling quality control, not oversight of AI-generated code"
KLFPKBIJ,discard,high,"DMA regulatory adaptation for agentic AI is legal/policy analysis without software engineering or code governance angle"
WUIBEP42,discard,medium,"Descriptive evolutionary overview of vibe coding and AI-assisted programming without governance mechanism, risk measurement, or oversight contribution"
ZT2YAEN9,maybe,low,"Claims first enterprise AI governance architecture but abstract is too concept-heavy to assess whether the probabilistic framing operationalizes or transfers to software engineering contexts"
DJ7CYGWE,discard,high,"AI in international judicial adjudication is a non-software HITL domain whose legitimacy concerns do not transfer to code review contexts"
UJL4BZZ9,keep,high,"Comprehensive review of LLMs in software engineering addressing governance, security risks, developer deskilling, hallucinations, and safe deployment best practices — directly operationalizable"
JV6DRJ49,discard,high,"Algorithmic accountability framed through civil rights and racial discrimination law with no software engineering or code governance angle"
XXA3NI87,discard,medium,"Technology acceptance study of ChatGPT for software development focuses on adoption factors and performance expectancy without risk, oversight, or governance angle"
GBGN236Z,maybe,medium,"Enterprise AI operating model positions governance as reusable organizational capability enabling responsible AI scale, but heavy pharmaceutical regulatory framing limits transferability without re-derivation"
BE3RJELK,maybe,low,"Claims actionable enterprise AI governance guidance using entropy/cybernetics framing but abstract is too thin to assess whether the framework operationalizes beyond metaphor"
QZVN4MKK,keep,medium,"Runtime governance mechanism for multi-step agentic AI in finance addresses trajectory-based accountability — the same challenge faced in agentic software engineering and CI/CD code generation pipelines"
RNAD3IWQ,discard,high,"General AI ethics inquiry into bias, responsibility, and governance without operational mechanism or software engineering focus"
8MDVQP3F,keep,high,"Empirically measures prompt pattern effects on AI-generated code complexity using reproducible metrics (LOC, Cyclomatic, Halstead) — directly operationalizable for code quality governance"
6LDAICGD,discard,medium,"Structured in-IDE prompt management improves reuse and quality but addresses workflow efficiency without governance, oversight, or AI-generated code risk angle"
MIKA5DH7,discard,medium,"Compliance mappings to NIST/EU AI Act apply to automated employment decision tools (hiring evaluation), not to AI-generated code governance"
I8R2LX86,keep,medium,"Structural analysis of role drift, responsibility allocation, and human oversight conditions in AI-mediated sociotechnical systems transfers directly to developer oversight of AI-generated code"
IMQD4ZYX,discard,high,"AI automation in SME financial operations is a domain-specific application with no transferable mechanism for software engineering code governance"
X48WHCT3,keep,medium,"LLM-powered decompiler empirically reduces smart contract auditing workload, operationalizing AI-assisted code transparency and auditability in a live developer study"
BLUHZF4E,discard,high,"Broad societal and legal impact survey of GPT adoption without operationalizable contribution for software engineering governance"
R775N6KW,keep,high,"Identifies systemic operational governance gap where organizations can reconstruct AI decisions but not human oversight interactions — directly actionable for AI code governance audit trail design"
BCXSUMKG,discard,high,"Conceptual human-AI co-adaptation framework without operational mechanism applicable to software engineering code governance"
8I9VS22E,maybe,medium,"Algorithmic impact assessment regulatory design could inform software org governance of AI coding tools but requires translation from policy context to engineering practice"
2HGZLDKC,keep,medium,"Empirical analysis linking AI-assisted design to automation de-skilling, cognitive offloading, and misplaced responsibility transfers directly to developer over-reliance risks in AI code generation"
6INNSU6P,discard,high,"HITL audit framework targets AI retrieval and search engine discoverability, not code generation governance"
RKXCWBL4,discard,high,"Algorithmic oversight legislative framework for health insurance utilization management is domain-specific with no transferable mechanism for software code governance"
XGCKP962,discard,high,"Algorithmic fairness and health equity in healthcare domain with no software engineering or code governance angle"
