item_key,title,abstract,authors,year,item_type,sources,source_queue
GY38AVHS,Agentic AI for clinical decision orchestration in healthcare systems,"Rather than replacing clinical judgment, agentic AI enables structured planning, monitoring, and adaptation of decisions over time, operating within explicitly / By framing agentic AI as an augmentation to existing human-driven processes, this work positions agentic systems as a practical catalyst for improving / Agentic AI, Artificial Intelligence, Machine Learning, Deep Learning, Healthcare Systems, Clinical Decision Support, Autonomous Agents, Human-in-the-Loop / AI, Healthcare Governance, Adaptive Systems",Hugo Raposo,2026,journalArticle,ssrn,maybe_queue
WHFWJU8D,The AI sunset protocol: a socio-technical framework for high-dependency AI decommissioning,"Finally, we provide specific policy recommendations for updating the NIST AI RMF and ISO/IEC 42001 to mandate responsible de-integration. / AI Sunset Protocol, High-Dependency AI, Socio-Technical Framework, Duty of Exit, Digital Entrapment, Intelligence Portability, Decommissioning, AI Governance / , NIST AI RMF, ISO/IEC 42001, Contextual Asset Transfer, Human-AI Relationship",Kernie Obimakinde,2026,journalArticle,ssrn,keep_queue
7KNJAW2V,A human-centered hybrid AI framework for optimizing emergency triage in resource-constrained settings,"The paper proposes a human-centred hybrid artificial intelligence system, capable of triaging emergencies in healthcare facilities that are resource-constrained. The system combines cognitive modelling, lightweight machine learning and resource-aware optimization to provide interpretable and actionable triage recommendations. The framework provides adaptive decision support by integrating patient vital signs, accessible clinical resources, and clinician workload, allowing clinicians to override these inputs as needed. The architecture is a hybrid of a cognitive module that probabilistically learns clinical heuristics and cognitive biases, a convolutional neural network-based predictive model with explainability provided by SHAP, and a resource-conscious optimizer, based on either integer programming or heuristic reinforcement learning. Two-way communication is supported by a human-in-the-loop interface, allowing the clinician to provide feedback and override suggestions, with the system recording the reasons behind ongoing learning and adaptation. The 90 % accuracy and over 0.86 receiver operating characteristic area under the curve were confirmed through simulated and pilot implementations. Compared to baseline methods, the hybrid system decreased the false negatives by 12 to 5 %, thus significantly enhancing the detection of high-acuity cases. The AI-assisted decision-making lowered the time spent by clinicians in decision-making by 31 % and resource optimization strategies enhanced the critical resource use by 20 %, lowering the override rates significantly. Significant results include better triage accuracy, faster and more confident clinician decisions, and more effective resource allocation. The flexibility of the framework to local constraints offers a viable avenue through which AI implementation in resource-constrained emergency care facilities can be done safely and effectively. The presented collaborative model suggests that a combination of human skills and AI capabilities can be used to improve the performance of emergency triage and support progress in the field of difficult healthcare settings without ethical and clinical supervision. © 2025 The Authors.",Bhuvaneswari; Prasad; Ashraf; Jadhav; Rao,2025,journalArticle,,maybe_queue
2NR6S7RW,AI ethics and governance in practice: an introduction,"To manage these impacts responsibly and direct the development of AI systems toward optimal public benefit, considerations of AI ethics and governance / In this workbook, we introduce and describe our PBG Framework, a multi-tiered governance model that enables project teams to integrate ethical / artificial intelligence, AI Ethics, AI Governance, AI Policy, AI systems, AI regulation",David Leslie; Cami Rincon; Morgan Briggs; Antonella Perini; Smera Jayadeva,2024,journalArticle,ssrn,keep_queue
J5TG9IQB,"From code-centric to intent-centric software engineering: a reflexive thematic analysis of generative AI, agentic systems, and engineering accountability","Generative artificial intelligence (GenAI) and agentic systems are moving software engineering from code-centric production toward intent-centric human-agent work in which natural language, repository context, tools, tests, and governance shape delivery. Prior studies examine code generation, AI pair programming, and software engineering agents, but less is known about how public technical discourse and peer-reviewed evidence together frame the profession's near-term transition. This study addresses that gap through a reflexive thematic analysis (RTA) dominant and interpretative phenomenological analysis (IPA) informed public-discourse and document analysis. The corpus combines peer-reviewed software engineering and AI literature, technical benchmarks, public talks and interviews, essays, product-facing technical announcements, and X-originated discourse from prominent AI and software engineering voices. Sources were organized through a corpus register, codebook, coding matrix, theme-to-source traceability table, DOI/reference audit, and reproducibility protocol. The analysis shows that GenAI lowers the cost of producing plausible code while increasing the importance of intent specification, context curation, architecture knowledge, verification, security, provenance, governance, and accountable human judgment. The findings indicate that software engineering is becoming less about isolated code authorship and more about supervising, validating, and governing socio-technical systems of humans, agents, tools, and evidence gates. This matters because speed-focused adoption can accumulate hidden technical debt and accountability gaps, whereas bounded autonomy can preserve quality, security, maintainability, and trust.",Cruz,2026,preprint,arxiv,keep_queue
FDFBF6SG,Governing AI and content moderation online: the EU regulatory approach and global multistakeholder dynamics,"These provisions, drawn from the General Data Protection Regulation (GDPR), the Digital Services Act (DSA), and the AI Act, are analysed in the context / of the established global internet governance framework and the European Union’s specific position on its development, including its foundational values",Denitza Toptchiyska,2025,journalArticle,ssrn,maybe_queue
SLBXYHSC,How can we manage the risks and liabilities associated with legal translation in the age of machine translation and generative AI?,"The paper analyses the case of legal translation through the lens of legal liability, also touching upon copyright and professional rules. / legal translation, Generative AI, Liability, machine translation",Argyri Panezi; John O'Shea,2024,journalArticle,ssrn,maybe_queue
HS3WESUC,The tortuous path  to AI act compliance:  a competitive burden for companies,"The AI Act will influence market competition in the EU, bringing significant challenges and obligations for businesses. / The AI Act will influence market competition in the EU, bringing significant challenges and obligations for businesses. / This chapter points out the tortuous path to AI Act compliance.",Godefroy de Boiscuille,2024,journalArticle,ssrn,keep_queue
WXRB84VL,A value Co-creation perspective on data labeling in hybrid intelligence systems,"Ultimately, insufficient labeled data leads to diminishing returns in AI performance. / Following a design science research approach, we provide a novel human-in-the-loop (HIL) design for ITSM support ticket recommendations by incorporating / Hybrid Intelligence, Artificial Intelligence, Value Co-creation, IT-Service-Management (ITSM), IT support, machine learning, human-in-the-loop",Mahei Manhai Li; Philipp Reinhard; Sarah Oeste-Reiß; Christoph Peters; J. M. Leimeister,2023,journalArticle,ssrn,maybe_queue
V6A242XV,ChainForge: a visual toolkit for prompt engineering and LLM hypothesis testing,"Evaluating outputs of large language models (LLMs) is challenging, requiring making—and making sense of—many responses. Yet tools that go beyond basic prompting tend to require knowledge of programming APIs, focus on narrow domains, or are closed-source. We present ChainForge, an open-source visual toolkit for prompt engineering and on-demand hypothesis testing of text generation LLMs. ChainForge provides a graphical interface for comparison of responses across models and prompt variations. Our system was designed to support three tasks: model selection, prompt template design, and hypothesis testing (e.g., auditing). We released ChainForge early in its development and iterated on its design with academics and online users. Through in-lab and interview studies, we find that a range of people could use ChainForge to investigate hypotheses that matter to them, including in real-world settings. We identify three modes of prompt engineering and LLM hypothesis testing: opportunistic exploration, limited evaluation, and iterative refinement.",Arawjo; Swoopes; Vaithilingam; Wattenberg; Glassman,May ,conferencePaper,acm,maybe_queue
