item_key,decision,confidence,rationale
J94QSBDT,maybe,low,"Abstract is too thin and poetic to determine whether the decision-reconstructability / auditability framework yields an operationalizable methodology, though the governance-boundary framing is conceptually relevant."
4KB7X3A7,keep,medium,"ZKP-based verifiable inference architecture is a concrete technical mechanism operationalizable for software organizations needing cryptographic attestation of AI model behavior for compliance purposes."
KYHMWRYN,keep,medium,"Corpus-level maximum-likelihood detection methodology for LLM-modified text is directly transferable to detecting AI-generated code at scale, with empirical calibration on real-world corpora."
7U7XH8VK,discard,high,"AI disruption of IP enforcement is a creative-content copyright paper with no code governance or software engineering angle."
JAQDTIWH,maybe,medium,"Zero trust framework for persistent AI systems is operationalizable for enterprise security governance but addresses AI infrastructure security rather than oversight of AI-generated code specifically."
ICT4NBKH,discard,medium,"The HITL and XAI critique is framed through abstract chronopolitics and state theory rather than providing actionable guidance for software engineering governance."
2J5SZ3UK,discard,high,"Supply chain ML paper where HITL mention is incidental; domain-specific without transferable contribution to AI code governance."
QLW9G6D5,discard,high,"EU AI standardisation and fundamental rights legal framework paper with no software or code development connection."
YXKHSW6S,keep,medium,"Operationalizes meaningful human control as an error-detection mechanism for algorithmic decisions in ways directly transferable to human oversight of AI-generated code."
LGJT63ZN,discard,high,"Constitutional AI ethics framework for judicial systems; judicial domain is non-transferable to software engineering governance."
Y4F9T9UD,discard,medium,"AI-driven software project management risk analysis addresses project scheduling and resource allocation efficiency, not AI code quality governance or oversight of AI-generated code."
5HL4SGQX,discard,high,"Systematic review of AI in judicial systems (predictive justice, robot judges); judicial domain does not transfer to software engineering governance."
445LBR7S,discard,high,"ELSA design methodologies for military AI applications; military domain-specific and non-transferable to software code review governance."
UDBFLB3U,discard,medium,"Analysis of AI litigation as a regulatory mechanism focuses on judicial case law formation with no software or code governance angle."
WEWQ9NTT,maybe,medium,"Multi-agent adversarial verification mechanism for Article 14 compliance and hallucination detection could transfer to code review verification, but currently applied exclusively to employment and insurance AI."
KYWCA2XI,discard,high,"General GenAI governance principles survey (transparency, fairness, oversight) without specific software development or code generation connection."
X3FX9DI2,maybe,low,"LLM-use mapping methodology in scientific corpora could parallel AI code detection approaches, but abstract is essentially empty preventing assessment of operationalizable contribution."
2UMYMS6T,discard,high,"AI authorship copyright paper for creative content; no code governance angle and squarely in the creative-content copyright discard pattern."
NC5V86NI,keep,medium,"Enterprise AI procurement governance framework including control plane systems, auditability, and AI oversight mechanisms is directly operationalizable for software organizations institutionalizing AI tool governance."
WBEZ3HV2,discard,high,"Generative search platform governance and citation ranking divergence paper with no software or code development connection."
UD5ENVQN,keep,medium,"Directly addresses vibe coding as a risk and proposes a code-first workflow framework as an operationalizable alternative, keeping humans in control of agentic workflow structure."
G3L45ILI,discard,high,"Competition law and antitrust challenges for GenAI; regulatory economics domain with no software code governance angle."
9UF4AXZT,discard,medium,"Macro-level AI deployment speed policy framework for societal governance without operationalizable mechanism for software engineering team-level governance."
G3AYIXB2,keep,medium,"AI assurance maturity model with phased adoption pathway and defined entry conditions is directly operationalizable for software organizations implementing AI governance programs."
ZVDJ5J88,maybe,medium,"Responsible AI adoption framework explicitly covers software development automation and proposes an agentic RAI architecture for measuring AI business-process impact, but scope is too broad to confirm direct code governance applicability from the abstract."
9D9QSWGZ,keep,high,"Empirical study directly documents systematic reduction of human oversight in AI-generated PR reviews on GitHub, quantifying the oversight gap that is the SLR's core problem."
4K57P37V,discard,high,"Bangladesh national AI regulatory framework paper without software or code governance angle."
CXL6TN54,keep,medium,"Vendor contract re-engineering framework for AI algorithmic risk, explicitly including human oversight guarantees and model update governance, is operationalizable for software organizations procuring AI coding tools."
WG7LUTME,discard,high,"AI-driven autonomous data center operations paper; infrastructure management domain is not transferable to code generation oversight."
GCM9K73D,discard,high,"Agentic AI infrastructure positioning paper for a specific ecosystem without an oversight or governance mechanism for software engineering contexts."
H7XC6PKI,discard,medium,"Training data provenance paper focused on copyright and fair use legal doctrine without a code-specific governance or risk measurement angle."
TGXC3NVN,maybe,low,"Hallucination survey is directly relevant to AI code quality concerns, but the empty abstract prevents assessment of whether operationalizable detection methods are provided."
39ZCSQFR,discard,high,"Health data transfers and BCRs under GDPR; healthcare data governance domain with no software or code connection."
6DIZURHK,keep,medium,"Frontend architecture framework for AI-generated UI explicitly addresses human-in-the-loop control, failure handling, and AI safety in software development contexts where 50–70% of UI is AI-generated."
Y7IV8M5P,discard,high,"Socially interactive AI agent policy review covers conversational AI and chatbots; domain does not transfer to code governance."
ZX2H4BUM,keep,high,"Introduces the RPE metric and structured prompt framework for reducing security vulnerabilities in LLM-generated firmware code, providing a reproducible measurement and intervention methodology directly operationalizable for AI code security."
WJLVNPNY,discard,high,"Municipal surveillance regulation and algorithmic accountability paper; surveillance law domain is not transferable to software code governance."
8KRT655H,maybe,medium,"CCI-AI metric for quantifying AI multi-objective coordination and corrigibility is potentially transferable to code governance benchmarking, but grounding in consciousness theory requires substantial domain translation not resolvable from the abstract."
SWUDMFQ4,keep,medium,"Empirical evaluation of AI coding tools (ChatGPT, Gemini, Copilot) across use cases of varying difficulty shows supervision by qualified engineers is required, providing actionable evidence for software engineering oversight policy."
RUZCP22J,keep,medium,"Layered AI liability framework distributing accountability across foundation model developer, governance vendor, and enterprise is operationalizable for software organizations understanding risk exposure when deploying AI code generation toolchains."
SX2SHTTV,discard,medium,"EU AI Act analysis for general-purpose AI systems focuses on regulatory structure and global governance without a software engineering or code generation angle."
Q35G2TN5,maybe,medium,"Practitioner AI governance perspective from financial sector covers practical implementation challenges that could transfer to software engineering organizations, but the financial sector framing limits direct applicability without domain argument."
5EFELYTE,discard,high,"Theoretical mathematical model of conscience and self-regulation for LLMs; philosophical/axiomatic framework with no operationalizable mechanism for software engineering governance."
