item_key,decision,confidence,rationale
PH5NTI5G,keep,medium,"Legal analysis of automation bias provisions in EU AI Act with governance mechanisms for human oversight directly applicable to software teams calibrating reliance on AI-generated code"
ACPAXQIB,discard,high,"Construction industry AI application survey with no software engineering or code governance angle"
BPL78SWJ,maybe,medium,"Compliance-grade auditing framework emphasizing deterministic reproducibility over accuracy could transfer to AI code quality auditing, but domain is employment discrimination AI not software"
JTP36FR3,discard,high,"General GDPR automated decision-making privacy analysis without software engineering or AI code governance angle"
H3XLUXFS,discard,medium,"Thin abstract with governance keywords only; no operationalizable mechanism for software engineering context derivable from available content"
5JZQD2VK,keep,high,"First empirical study of vibe coding workflows with direct findings on dynamic trust calibration, selective oversight, and iterative verification directly operationalizable for software team AI code governance"
T8WX7MPJ,discard,medium,"Landscape survey identifying agentic AI oversight challenges across six domains but presents no operationalizable mechanism for software engineering code governance"
JFWNKFP3,discard,high,"Conceptual AI ethics deployment framework for multi-cultural socio-technical systems with no software engineering or code governance angle"
AJQHTYI3,discard,high,"AI alignment metric for distributed systems addresses existential AI safety rather than software engineering governance; not transferable to code review oversight"
YYTM6BIT,discard,high,"General AI ethics regulatory policy argument for hard-law legislation without software engineering or code governance angle"
QIDAHDRS,maybe,medium,"End-to-end software development LLM benchmark measures capability gaps in real software tasks using HITL annotation, but primary contribution is benchmark creation rather than an oversight or governance mechanism"
WXBMMVX9,maybe,medium,"Behavioral governance framework for agentic AI with trust calibration drawn from human-automation interaction research is structurally transferable to code review oversight but requires significant re-derivation from private equity context"
HB56FIYV,discard,high,"AI governance policy argument about government vs private sector regulation scope with no software engineering or code-specific angle"
CEH5R5W7,keep,high,"Empirical methodology quantifying CVE-linked vulnerabilities in LLM training datasets at scale (6,947 CVEs in deduplicated Stack v2) with reproducible automated curation technique directly operationalizable for AI code generation risk management"
TF38UFMR,maybe,medium,"Recursive risk governance framework for agentic AI addresses operational resilience and executive accountability applicable to agentic coding tools, but abstract lacks explicit software or code connection"
3YKVG8KL,discard,high,"Investment Advisers Act analysis for AI in financial advisory context with no software engineering or code governance angle"
M26XRCRE,keep,medium,"Proposes four operationalizable governance mechanisms (AI tool literacy, constraints engineering, evaluation-first training, retrospective analysis) addressing sycophancy and automation bias convergence transferable to AI-assisted software development workflows"
HYF9A7E6,discard,high,"Philosophical analysis of AI moral character and sanctioned oversight tension without operational mechanism for software engineering context"
K9A8Z32M,maybe,medium,"SLR of 238 GenAI RE studies identifies reproducibility, hallucination, and interpretability as tightly interlinked core challenges with governance-aware development roadmap; adjacent to code generation governance but focused on requirements phase"
NTU7M6JM,discard,high,"Banking sector GenAI adoption and systemic risk econometric analysis with no software engineering or code governance angle"
6F5S59DR,maybe,medium,"Proposes real-time adversarial auditing and Chief AI Oversight Officer role under EU AI Act Article 14; oversight mechanisms are transferable but paper is framed in corporate fiduciary/board context requiring re-derivation for engineering organizations"
JXTFT642,maybe,medium,"EU reproduction right liability framework for AI-generated outputs could generalize to AI-generated code licensing scenarios, but abstract's case law is drawn from media/streaming context without establishing code-specific applicability"
8PDMR56D,discard,medium,"LLM-assisted penetration testing tool for educational websites addresses vulnerability discovery in external systems rather than governance of AI-generated code quality"
KNRFKSVD,discard,high,"Experience report on organizational AI adoption culture without operationalizable governance mechanism or software code oversight angle"
3DNJWRNP,keep,medium,"Classification framework with explicit human oversight and intervention dimensions provides engineering organizations a taxonomy for assessing autonomy and oversight requirements across traditional-to-agentic AI coding tools"
CTZ99VQX,discard,medium,"AI fairness governance workflow addresses bias risk management in AI systems but without software engineering or code generation context that would make it operationalizable for engineering teams"
NPVJNIRU,discard,high,"Generative AI copyright analysis focused on authorship claims and creative works without code-specific angle or transferable governance mechanism for software engineering organizations"
4L7GRRKG,discard,high,"Enterprise AI adoption framework focused on closing AI market integration gaps without governance mechanism or code oversight angle"
B56YY529,keep,high,"Literature review identifying governance gaps and accountability frameworks for low-code/no-code AI directly applicable to software organizations deploying AI coding tools without formal oversight or validation structures"
I46KFFJ3,keep,medium,"Practical AI governance book covering development lifecycle oversight with stakeholder accountability structures and centers of excellence explicitly targeting developers and data scientists managing AI-generated code"
K43RHTPE,discard,high,"AI risk management framework applied exclusively to tax authority domain without software engineering or code governance angle"
4HVNZLWE,discard,high,"AI governance in arbitral proceedings is a judicial domain human-in-the-loop context with no transferable mechanism to software engineering code review oversight"
3LXI7ZDJ,discard,high,"Congressional testimony on AI impact on human-created works copyright with no software or code governance angle"
KWTKFL8V,maybe,medium,"EU liability framework for AI outputs from large generative models (explicitly including ChatGPT, Bard, Bing) could apply to AI-generated code defects, but abstract establishes product liability framework without code-specific angle"
K3PFB4IU,discard,high,"Comparative AI regulation survey providing descriptive regulatory landscape without operationalizable mechanism for software engineering governance"
P9QTL9ZT,discard,high,"Clinical LLM governance framework with healthcare-specific regulatory requirements (SaMD, FDA) non-transferable to software engineering code governance context"
ZX8V7UJS,maybe,medium,"Empirical quantification of LLM vs human SRE diagnostic accuracy (44-74% vs 80%+) in software operations demonstrates measurable human oversight necessity with transferable finding, but domain is IT incident response not code generation"
ZJYYPLA7,keep,high,"Empirical quantification of code smell prevalence and 87.1% remediation rates in Copilot-generated Python code provides reproducible quality measurement methodology directly operationalizable for AI code governance"
DWHWBXQS,discard,high,"Societal AI acceptance survey from nationally representative German sample with no software engineering or code governance angle"
2GAHVA86,discard,high,"GenAI supply chain infrastructure management paper without software engineering code governance angle"
FYIAAGT6,discard,high,"Agentic AI implementation framework for healthcare eldercare systems with domain-specific requirements non-transferable to software engineering governance"
58FAJ59D,keep,high,"Proposes behavioral monitoring and identity verification governance mechanisms for agentic AI tools directly motivated by real incidents involving autonomous coding agents used as cyberattack orchestrators"
NNXYGMWF,keep,medium,"Multi-agent adversarial framework with counterfactual verification for AI code generation provides operationalizable cognitive bias detection mechanism achieving measurable quality improvements on standard benchmarks"
YH4YKUTL,discard,high,"Responsible AI framework for green finance and ESG without software engineering or code governance angle"
XMZC398F,keep,high,"Conceptual framework treating vibe coding prompts as evolving requirements artifacts with testable hypotheses on code quality and verification practices directly operationalizable for software teams governing AI-assisted development"
7YSDD4A9,discard,high,"EU AI Act rights-based legal analysis providing rights-framework description without operationalizable mechanism for software engineering teams"
7FKUWHP3,keep,high,"Empirical study of how SATD comments affect AI-generated code quality via GitHub Copilot (36,381 TODO comments, 1,140 generated samples) provides actionable findings for engineering teams managing technical debt propagation through AI code generation"
Z8J3A8XS,keep,medium,"Multi-agent framework emulating software process models (Waterfall, TDD, Scrum) achieves measurable code quality improvements with explicit review and testing roles providing operationalizable governance structure for AI-generated code workflows"
H66M6N9R,keep,high,"Analyzes the fundamental scalability paradox of human governance at machine speed directly addressing the core challenge of scaling code review oversight for AI-generated output volume"
