item_key,title,abstract,authors,year,item_type,sources,source_queue
3B8NDLS8,Using intellectual property to regulate artificial intelligence,"The Article's second primary claim is that the relationship between IP rights and AI regulation can be pernicious, as IP rights may hinder / AI regulation and development in several ways.",Dennis David Crouch,2024,journalArticle,ssrn,keep_queue
KNHFJ9Q9,The comfort of automation: why cognitive sovereignty matters in AI-driven life sciences,"The integration of artificial intelligence (AI) into the life sciences is radically transforming research, clinical diagnosis, and therapeutic development processes, redefining the relationship between knowledge, decision-making, and responsibility. Advanced tools, from generative models to clinical assistants such as ChatGPT Health, offer greater efficiency, predictive power, and access to data, but carry significant risks of automation bias, epistemic delegation, and loss of professional skills. This article analyzes how the extensive use of AI can threaten cognitive sovereignty, i.e., the ability of researchers and professionals to critically evaluate and contextualize information generated by algorithms. It examines the emerging regulatory landscape, with a focus on the EU Artificial Intelligence Act, Food and Drug Administration (FDA) guidelines, European Medicines Agency (EMA) Good Machine Learning Practice (GMLP) principles, and World Health Organization (WHO) recommendations, which aim to ensure human oversight, transparency, and accountability. Technological tools and training approaches are discussed to mitigate risks such as silent errors, algorithmic dependence, and skill deterioration, promoting AI integration that reinforces human judgment without replacing it. The analysis highlights that the future of life sciences will depend not only on the technical capabilities of models, but also on the critical awareness with which they are used, focusing on training, governance, and responsible AI design. © 2026",Branda; Ciccozzi,2026,journalArticle,,maybe_queue
6BWAN4ED,Optimizing IT governance and project management in software development through AI integration and COBIT 2019 framework,"In the modern business environment, efficient time management and robust IT governance are crucial due to rapid technological advancements. Effective governance and resource management are imperative for organizations aiming to optimize performance. This research uses AI techniques and the COBIT 2019 framework to optimize IT governance in software development projects. Quantitative methods are employed to analyze factors causing scheduling delays in projects using machine learning algorithms, focusing on identifying factors that impact project timelines. Data from a previous study on software cost estimation involves 120 projects from 42 organizations. Data preprocessing techniques are applied to handle missing data and scale features. Feature engineering is conducted to identify critical factors affecting project completion times. We evaluate various machine learning models for robust analysis of project delay factors, and we find that CatBoost provides reliable project duration predictions. Model performance was evaluated using MAE, RMSE, R2, and MAPE. Integrating AI with COBIT 2019 enhances project duration estimation accuracy and strengthens IT governance. This combined approach improves project efficiency and aligns IT initiatives with organizational goals.",A. Teguh; J. Slamet; H. Saputro; K. Sungkono; R. Sarno,2024,conferencePaper,ieee,keep_queue
PE3A9T5J,OntoMotoOS thought-experiment: a formal roadmap for safe ASI design and socio-technical transition (part 1 of the OntoMotoOS conceptual framework series),"The aim is not to propose a concrete engineering solution, but to expand the philosophical and interdisciplinary imagination regarding AI alignment, safety",Yoochul Kim,2025,journalArticle,ssrn,maybe_queue
FTMMUEL2,"Flexible, pro-innovation governance strategies for artificial intelligence","Regulatory proposals are multiplying rapidly as academics and policymakers consider ways to achieve “AI alignment”—that is, to make sure that algorithmic",Adam D. Thierer,2023,journalArticle,ssrn,keep_queue
Q43CSFVU,"Comment — Re: notice of inquiry on copyright and artificial intelligence docket No. 2023–6, 88 fed. Reg. 167","This comment to the United States Copyright Office argues that the developers of AI training datasets and the developers and creators of generative AI / required steps of the infringement analysis in order to focus on the most intriguing question, “Could a visual generative AI generate a work that potentially / Artificial Intelligence, Generative AI, Copyright, training, Large Language Model, copyrighted works, LAION, dataset, infringement. fair use, copying,",Michael D. Murray,2024,journalArticle,ssrn,maybe_queue
8AW26GFK,Architecture without architects: how AI coding agents shape software architecture,"AI coding agents select frameworks, scaffold infrastructure, and wire integrations, often in seconds. These are architectural decisions, yet almost no one reviews them as such. We identify five mechanisms by which agents make implicit architectural choices and propose six prompt-architecture coupling patterns that map natural-language prompt features to the infrastructure they require. The patterns range from contingent couplings (structured output validation) that may weaken as models improve to fundamental ones (tool-call orchestration) that persist regardless of model capability. An illustrative demonstration confirms that prompt wording alone produces structurally different systems for the same task. We term the phenomenon vibe architecting, architecture shaped by prompts rather than deliberate design, and outline review practices, decision records, and tooling to bring these hidden decisions under governance.",Konrad; Adam; Terrenzi; Ayvaz,2026,preprint,arxiv,keep_queue
KJRRCXTZ,Why probabilistic AI is negligent and uninsurable: defining the new standard of care for the autonomous enterprise,"The legal defense of ""The AI Hallucinated"" is effectively dead; in the era of Agentic AI, it is now functionally equivalent to ""The / Artificial Intelligence, LLM, AI Safety, Agentic AI, AI Liability, Tort Law, Negligence, Insurance, Risk Management, Corporate Governance, Cybersecurity",Dustin Allen; Hearsch Jariwala; Aditya Chitlangia,2026,journalArticle,ssrn,keep_queue
95CPB7CF,Beyond the 'diff': addressing agentic entropy in agentic software development,"As autonomous coding agents become deeply embedded in software development workflows, their high operational velocity introduces a critical oversight challenge: the accumulating divergence between agentic actions and architectural intent. We term this process agentic entropy: a systemic drift that traditional code diff-based and HCXAI methods fail to capture, as they address local outputs rather than global agentic behaviour. To close this gap, we propose a process-oriented explainability framework that exposes how agentic decisions unfold across time, tool calls, and architectural boundaries. Built around three pillars (conformity seeding, reasoning monitoring, and a causal graph interface) our approach provides intent-level telemetry that complements, rather than replaces, existing review practices. We demonstrate its relevance across two user profiles: lay users engaged in vibe coding, who gain structural visibility otherwise masked by functional success; and professional developers, who gain richer contextual grounding for code review without increased overhead. By treating cognitive drift as a first-class concern alongside code quality, our framework supports the minimum level of human comprehension required for agentic oversight to remain substantive.",Casserini; Facchini; Ferrario,2026,preprint,arxiv,keep_queue
5ERZBMLN,Navigating europe's artificial intelligence act: application of LLMs in classrooms,"This paper is written in light of recent coming into force of European Union's legal framework on artificial intelligence for the purpose of examining adoption / AI Governance, AI in Education, Education Technology Design",Upasana Dasgupta; Rwitajit Majumdar,2025,journalArticle,ssrn,maybe_queue
