item_key,decision,confidence,rationale
8D8XC2IY,discard,high,"Comparative AI safety observations focused on educational/companion risk contexts with no software engineering governance or code oversight angle."
5WHWTYPW,discard,medium,"Proposes LLM-augmented human oversight for research ethics review, but the IRB domain is non-transferable to software code review without substantial re-derivation."
TAU3JCYE,maybe,medium,"Agentic AI authority design framework covers enterprise governance but case studies (financial services, healthcare, procurement) leave software engineering transferability unresolved from the abstract."
TAM6DHLU,keep,high,"Empirical study finds developers over-accept AI code fixes in IDE settings, directly operationalizable as a human oversight risk signal for AI-assisted code repair workflows."
FWV78LGZ,discard,high,"Studies user perception of AI fairness based on provider profit-orientation; no software engineering, code quality, or governance angle."
LAET9YBA,discard,high,"EU AI Act and copyright framework analysis focused on TDM exceptions for training data; no software or code governance angle."
9GNB4XQ6,discard,high,"AI integration governance framework for higher education instructional design; non-software domain without transferable code oversight mechanism."
WXUI3JWE,discard,high,"AI alignment philosophy focused on symbolic recursion and performative identity; no operationalizable mechanism for software engineering governance."
4G3G8TCU,discard,medium,"Agentic AI governance framework for investment management firms; finance-specific domain without explicit software engineering or code governance angle."
ZN7T7VHT,discard,medium,"AI Act Applicability Matrix developed specifically for prediction markets; regulatory mismatch analysis without software development or code governance angle."
TCGG7IA6,discard,high,"EU health data regulation analysis navigating GDPR and AI Act interaction; healthcare data domain without software or code governance angle."
HI4GEE8L,discard,medium,"Survey of AI tools for software development optimization; abstract is thin and appears descriptive with no operationalizable governance, risk measurement, or oversight mechanism."
EHGI6TNZ,discard,high,"EU IoT data governance analysis focused on data access rights and IP enclosures; no code or software engineering governance angle."
7QF8G3IX,discard,high,"Human-in-the-loop AI framework for CAD/engineering design automation; non-software physical design domain without transferable code governance mechanism."
HWBR9AAF,maybe,medium,"Empirical finding that explainability fails to reduce overreliance on incorrect AI advice parallels code review dynamics, but HR/personnel selection domain requires translation to software contexts."
98BXBY4W,discard,high,"Regulatory governance framework for smart manufacturing robots addressing labor and safety; non-software domain without code governance angle."
9LDWU9N6,discard,medium,"IP governance framework for generative AI training and attribution; copyright and remuneration focus without software engineering or code oversight angle."
XNWAZDI5,discard,high,"EU copyright doctrinal analysis of first CJEU generative AI case; no software or code governance angle."
8CQRCPW2,keep,high,"Benchmark quantifying AI code review performance gap (15-31% issue detection) with context-sensitivity ablations directly operationalizable for calibrating human-AI code review workflows."
CG96KVSL,keep,high,"Empirically validated taxonomy of 19 LLM code inefficiency subcategories provides a directly operationalizable framework for structured quality review of AI-generated code."
9U8CHD5R,discard,high,"General survey of AI's transformative impact on innovation across industries; descriptive without operationalizable governance or oversight mechanism for software engineering."
