item_key,title,abstract,authors,year,item_type,sources,source_queue
XNF36MHK,Observational confirmation of template-first output ordering GPT-5.3 速報：テンプレート先行型生成構造の観測,"GPT-5.3, Large Language Models, Template-First Generation, Safety Frame Repositioning, Amplitude Compression, Topic Sliding, AI Alignment, LLM Behavior",Masaki Hoshino,2026,journalArticle,ssrn,maybe_queue
UWZSEFAI,Chat GPT and super intelligence: revolutionizing human-computer interaction for the future of work in the AI era,Understanding gender-specific concerns-especially in sensitive areas such as data privacy-can help tailor strategies for responsible AI adoption and ensure,Dr. A. Narasima Venkatesh,2025,journalArticle,ssrn,maybe_queue
D8QAB2EI,The risks of using ChatGPT to obtain common safety-related information and advice,"ChatGPT is a highly advanced AI language model that has gained widespread popularity. / ChatGPT made incorrect or potentially harmful statements and emphasized individual responsibility, potentially leading to ecological fallacy. / Artificial Intelligence, Responsible risk management, Risk communication, Safety Science, Chatbot, Human-AI Interaction",Oscar Oviedo-Trespalacios; Amy E. Peden; Thomas Cole-Hunter; Arianna Costantini; Milad Haghani,2023,journalArticle,ssrn,maybe_queue
X73CHPN8,"Liability for autonomous financial agents: autonomy, accountability, and the architecture of law in the age of algorithmic finance","in seconds due to a decimal-point programming error, demonstrating how autonomous agents can cause irreversible financial damage faster than any human oversight / Li litigation, and the 2025 Jane Street SEBI enforcement action; quantitative modelling of agent-attributable risk using decomposition frameworks and Monte / Autonomous Agents, AI Liability, Algorithmic Trading, Defi, Openclaw, Polyclaw, Financial Regulation, Code Is Law, Agentic AI, Flash Crash, Knight Capital / , Algorithmic Legal Entity, Graduated Liability Chain, EU AI Act, Mica, DORA, Systemic Risk, Market Manipulation, Robo-Advisor, Strict Liability, Tort",Samuel Faloore,2026,journalArticle,ssrn,maybe_queue
TQS8DMNQ,Generative AI meets responsible AI: practical challenges and opportunities,"Generative AI models and applications are being rapidly developed and deployed across a wide spectrum of industries and applications ranging from writing and email assistants to graphic design and art generation to educational assistants to coding to drug discovery. However, there are several ethical and social considerations associated with generative AI models and applications. These concerns include lack of interpretability, bias and discrimination, privacy, lack of model robustness, fake and misleading content, copyright implications, plagiarism, and environmental impact associated with training and inference of generative AI models. In this tutorial, we first motivate the need for adopting responsible AI principles when developing and deploying large language models (LLMs) and other generative AI models, as part of a broader AI model governance and responsible AI framework, from societal, legal, user, and model developer perspectives, and provide a roadmap for thinking about responsible AI for generative AI in practice. We provide a brief technical overview of text and image generation models, and highlight the key responsible AI desiderata associated with these models. We then describe the technical considerations and challenges associated with realizing the above desiderata in practice. We focus on real-world generative AI use cases spanning domains such as media generation, writing assistants, copywriting, code generation, and conversational assistants, present practical solution approaches / guidelines for applying responsible AI techniques effectively, discuss lessons learned from deploying responsible AI approaches for generative AI applications in practice, and highlight the key open research problems. We hope that our tutorial will inform both researchers and practitioners, stimulate further research on responsible AI in the context of generative AI, and pave the way for building more reliable and trustworthy generative AI applications in the future.  © 2023 Owner/Author.",Kenthapadi; Lakkaraju; Rajani,2023,conferencePaper,wos,keep_queue
FJH62WDM,Assessing AI-based code assistants in method generation tasks,"AI-based code assistants are increasingly popular as a means to enhance productivity and improve code quality. This study compares four AI-based code assistants, GitHub Copilot, Tabnine, ChatGPT, and Google Bard, in method generation tasks, assessing their ability to produce accurate, correct, and efficient code. Results show that code assistants are useful, with complementary capabilities, although they rarely generate ready-to-use correct code.",V. Corso; L. Mariani; D. Micucci; O. Riganelli,2024,conferencePaper,ieee,keep_queue
YY9LJG9H,Algorithmic due process audits: a legal framework for AI accountability in government decisionmaking,"Often without sufficient transparency or oversight. / A risk-based oversight model, similar to the tiered approach of the EU AI Act, can help allocate compliance burdens in proportion to the potential",Waleed Khattak,2025,journalArticle,ssrn,keep_queue
B8AA63I5,HINT: integration testing for AI-based features with humans in the loop,"The dynamic nature of AI technologies makes testing human-AI interaction and collaboration challenging - especially before such features are deployed in the wild. This presents a challenge for designers and AI practitioners as early feedback for iteration is often unavailable in the development phase. In this paper, we take inspiration from integration testing concepts in software development and present HINT (Human-AI INtegration Testing), a crowd-based framework for testing AI-based experiences integrated with a humans-in-the-loop workflow. HINT supports early testing of AI-based features within the context of realistic user tasks and makes use of successive sessions to simulate AI experiences that evolve over-time. Finally, it provides practitioners with reports to evaluate and compare aspects of these experiences. Through a crowd-based study, we demonstrate the need for over-time testing where user behaviors evolve as they interact with an AI system. We also show that HINT is able to capture and reveal these distinct user behavior patterns across a variety of common AI performance modalities using two AI-based feature prototypes. We further evaluated HINT's potential to support practitioners' evaluation of human-AI interaction experiences pre-deployment through semi-structured interviews with 13 practitioners.  © 2022 ACM.",Chen; Schnabel; Nushi; Amershi,2022,conferencePaper,,maybe_queue
PJRJZVRI,A comprehensive survey on benchmarks and solutions in software engineering of LLM-empowered agentic system,"The integration of Large Language Models (LLMs) into software engineering has driven a transition from traditional rule-based systems to autonomous agentic systems capable of solving complex problems. However, systematic progress is hindered by a lack of comprehensive understanding of how benchmarks and solutions interconnect. This survey addresses this gap by providing the first holistic analysis of LLM-powered software engineering, offering insights into evaluation methodologies and solution paradigms. We review over 150 recent papers and propose a taxonomy along two key dimensions: (1) Solutions, categorized into prompt-based, fine-tuning-based, and agent-based paradigms, and (2) Benchmarks, including tasks such as code generation, translation, and repair. Our analysis highlights the evolution from simple prompt engineering to sophisticated agentic systems incorporating capabilities like planning, reasoning, memory mechanisms, and tool augmentation. To contextualize this progress, we present a unified pipeline illustrating the workflow from task specification to deliverables, detailing how different solution paradigms address various complexity levels. Unlike prior surveys that focus narrowly on specific aspects, this work connects 50+ benchmarks to their corresponding solution strategies, enabling researchers to identify optimal approaches for diverse evaluation criteria. We also identify critical research gaps and propose future directions, including multi-agent collaboration, self-evolving systems, and formal verification integration. This survey serves as a foundational guide for advancing LLM-driven software engineering. We maintain a GitHub repository that continuously updates the reviewed and related papers at https://github.com/lisaGuojl/LLM-Agent-SE-Survey.",Guo; Huang; Li; Huang; Chen,2025,preprint,arxiv,maybe_queue
AMR2MR3R,"Low-latency, AI-augmented ledger normalization for global financial transactions","This article introduces a novel AI-augmented approach to ledger normalization in global financial transactions, addressing the critical challenge of harmonizing / The architecture combines intelligent field mapping suggestions with human-in-the-loop validation to maintain regulatory compliance while dramatically",Nihari Paladugu,2025,journalArticle,ssrn,maybe_queue
WZ2MRLS9,"Legal AI: enhancing justice through technology, practical considerations","The paper also discusses the suitability of various AI models like ChatGPT, Gemini, Copilot, and LLaMA for different legal use cases based on their technical / Careful implementation and oversight, along with domain expertise can ensure that AI significantly improves the justice delivery system, making it more / Legal AI, legal professionals, AI models, justice delivery, AI applications, good governance, limitations, practical ramifications, contextual use cases",Girish Shukla,2024,journalArticle,ssrn,maybe_queue
