item_key,title,abstract,authors,year,item_type,sources,source_queue
HI2KQTBC,When the screen lies: navigating privacy and publicity in an AI world,"A key issue of the 2023 SAG-AFTRA strike was the use of generative AI in the entertainment industry, and more specifically the creation of uncanny digital / AI, Generative AI, GenAI, Privacy Rights, Publicity Rights, NO FAKES Act, No AI FRAUD Act, EU AI Act, Intellectual Property, IP Law, SAG-AFTRA, Entertainment",Nancy Menagh,2025,journalArticle,ssrn,maybe_queue
NS32XBPC,Thematic analysis of expert opinions on the use of large language models in software development,"Large Language Models (LLMs) have gained popularity in recent years due to their ability to generate human-like text and conduct context-aware conversations in natural languages. This ability can be greatly beneficial for fields like software development, where LLMs can assist with tasks such as code generation, code review, and debugging. In this paper, thematic analysis has been performed on unstructured opinions obtained from 11 experts about the integration of LLMs in the field of software development to understand their benefits and limitations using two natural language processing (NLP) techniques: sentiment analysis and keyword extraction and analysis. Sentiment analysis suggests that most experts were optimistic and pragmatic about the use of generative artificial intelligence in software development, although some experts engaged in critical reflection. Keyword extraction and analysis mapped several keywords to pre-defined themes, which highlighted benefits of LLMs such as improved code quality and enhanced developer productivity, as well as challenges such as the risk of over-reliance, and privacy and security concerns. © 2025 The Author(s). Applied AI Letters published by John Wiley & Sons Ltd.",Yadav; Kaushik; Qureshi,2025,journalArticle,,keep_queue
SHFHRTUL,iCodeReviewer: improving secure code review with mixture of prompts,"Code review is an essential process to ensure the quality of software that identifies potential software issues at an early stage of software development. Among all software issues, security issues are the most important to identify, as they can easily lead to severe software crashes and service disruptions. Recent research efforts have been devoted to automated approaches to reduce the manual efforts required in the secure code review process. Despite the progress, current automated approaches on secure code review, including static analysis, deep learning models, and prompting approaches, still face the challenges of limited precision and coverage, and a lack of comprehensive evaluation.To mitigate these challenges, we propose iCodeReviewer, which is an automated secure code review approach based on large language models (LLMs). iCodeReviewer leverages a novel mixture-of-prompts architecture that incorporates many prompt experts to improve the coverage of security issues. Each prompt expert is a dynamic prompt pipeline to check the existence of a specific security issue. iCodeReviewer also implements an effective routing algorithm to activate only necessary prompt experts based on the code features in the input program, reducing the false positives induced by LLM hallucination. Experiment results in our internal dataset demonstrate the effectiveness of iCodeReviewer in security issue identification and localization with an F1 of 63.98%. The review comments generated by iCodeReviewer also achieve a high acceptance rate up to 84% when it is deployed in production environments.",Y. Peng; K. Kim; L. Meng; K. Liu,2025,conferencePaper,ieee,keep_queue
TGZ3AZMF,"Human-automation interaction research: past, present, and future","Scientific research accesses the past to predict the future. The history of science is often best told by those who have lived it. Our purpose is to provide a brief history of human-automation interaction research, including a review of theories for describing human performance with automated systems, an accounting of automation effects on cognitive performance, a description of the origins of adaptive automation and key developments, and an identification of contemporary methods and issues in operator functional state classification. Based on this history and acknowledgements of the state of the art of human-automaton interaction, future predictions are offered.",Hancock; Jagacinski; Parasuraman; Wickens; Wilson,2013,journalArticle,coursework,keep_queue
Q6RRJK39,Computational law and AI alignment in the era of large language models,"This article examines the intersection of computational law, AI alignment, and risk mitigation in the context of large language models (LLMs). / The article then explores various AI alignment strategies—such as explainability, transparency, fine-tuning, and guardrails—alongside tools and frameworks / Generative AI, Computational Law, AI Alignment, Legal Informatics, Legal Technology, AI Risk Mitigation, Large Language Models (LLMs), AI Transparency,",Roland Vogl,2024,journalArticle,ssrn,keep_queue
XEGL56SH,SIFT-HF scale-invariant feature-based similarity threshold from human feedback,"We introduce Scale-Invariant Feature-based similarity Threshold from Human Feedback (SIFT-HF) which utilizes an embedding model with human oversight to / By leveraging the BERT base, spending less than one person-hour per (sub)topic for human oversight, and without training or GPU computation implementable / Information retrieval, Artificial intelligence, Topic Classification, Zero-Shot Classification, Human-in-the-Loop Machine Learning, Latent feature space",Sepehr Cyrusian,2025,journalArticle,ssrn,maybe_queue
SHAIEC8U,Transformer models for code review comment generation: a performance comparison on GitHub data,"Automated code review is an essential aspect of modern software development, enhancing code quality and maintainability. In this study, the performance of four pre-trained transformer based models T5-Small, CodeT5-Base, CodeBERT, and T5-Base for generating review comments on Python code changes were compared. A custom dataset gathered from GitHub pull request reviews is used to fine-tune each model on structured metadata, encompassing filenames, diff hunks, code modifications, and developer feedback. Evaluation metrics using BLEU score, ROUGE score, and human assessment shows that T5-Small achieves strong results despite its smaller size, generating contextually relevant and readable comments. CodeT5-Base also performs well, leveraging its code-specific pretraining, while CodeBERT excels in representing code, but struggles with fluent text generation. T5-Base, despite being larger, does not significantly outperform the smaller models. These findings highlight the efficiency of lightweight models like T5-Small in automated code review while underscoring the trade-offs between model size, fluency, and domain-specific performance.",Y. Gogri; A. Panchal; Y. Khatri; J. Gandhi; N. Raichada,2025,conferencePaper,ieee,keep_queue
K85I3IH8,Enhancing transparency in large language models to meet EU AI act requirements,"Transparency is a quintessential requirement in artificial intelligence systems, featuring prominently under the EU AI Act, but it raises immense challenges for LLM developers due to the intrinsic black-box nature of LLMs. The paper discusses some techniques and methodologies that could assist in increasing the transparency of LLMs and achieving conformity with the exacting standards prescribed under the EU AI Act. In this paper, the authors go further in developing the demands that the Act places on transparency, documentation, and human oversight. Moreover, there are inherent issues associated with interpreting LLMs, particularly the trade-offs between performance and interpretability, compounded by intricate systems. Additionally, this paper gives an overview of the current state of the art in explanation methods for LLM outputs, ranging from attention mechanisms over model distillation to post hoc explanation tools. Some guidelines that developers should follow include the following: performance vs. interpretability trade-offs, full documentation, and user-centered design principles. Through illustrative case study, we demonstrate how these practices can be implemented in GPT-based models to meet regulatory demands. By bridging the gap between advanced AI models and the EU's regulatory framework, this paper contributes to the development of AI systems that are not only powerful but also transparent, fostering greater trust and acceptance among users and regulators. © 2024 Copyright held by the owner/author(s).",Kalodanis; Rizomiliotis; Feretzakis; Kalles; Verykios,2025,conferencePaper,acm|scopus|wos,maybe_queue
3KILXWBM,AI-driven approaches for automating privileged access security: opportunities and risks,"One key area for research remains the balance between AI-driven automation and human oversight, as well as the ethics of AI-driven decision-making in security / The risk of adversarial attacks on AI systems and the effect of model bias on access control policies are also additional risks that require attention.",Sudhakar Tiwari,2025,journalArticle,ssrn,maybe_queue
3NZ5PYKQ,Human expertise and AI in civil engineering: competencies for responsible engineering practice,"As artificial intelligence (AI) rapidly evolves, its integration into civil engineering presents both significant opportunities and challenges. Through a qualitative analysis of interview, survey, and reflection journal data, this study explores the perspectives of early-career civil engineers regarding the current and potential roles of AI in engineering practice. While AI is seen as a valuable tool for automating routine tasks and enhancing efficiency, concerns persist about its reliability, ethical implications, and potential overreliance. Participants emphasized the importance of maintaining human oversight, with AI serving as an aid rather than a replacement for engineering judgment. The study identifies key competencies essential for engineers to effectively and ethically integrate AI, including AI literacy, critical thinking, ethics, and cybersecurity awareness. As AI continues to influence the field, it is crucial to equip engineers with these competencies through education and ongoing professional development. The paper offers recommendations for integrating responsible AI practices into engineering education and the workplace, highlighting the need for continuous training in both technical skills and ethical decision-making. This research contributes to the growing literature on responsible AI integration, providing insights that can guide the future workforce in navigating the complexities of AI-enhanced engineering practices. © SEFI 2025.All rights reserved.",Volpe; Simmons; Beddoes; Kangaslampi R.; Langie G.,2025,conferencePaper,,maybe_queue
