item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
A8FT9SZP,From autonomy to agency: a 10-level framework for AI's evolution and organisational readiness,"R. et al., 2023), user control mechanisms (Feng et al., 2025), or liability allocation (Morris, J. et al., 2024). / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / Organisational prerequisites are mapped across infrastructure, governance, culture, and leadership dimensions, drawing / artificial intelligence, AI autonomy, AI agency, organisational readiness, recursive self-improvement, agentic AI, organisational transformation, multi-agent",maybe,medium,"10-level AI autonomy framework with organizational readiness dimensions across governance and infrastructure could guide SE team AI adoption decisions, but lacks explicit code development application",keep_queue
D9AGX3KW,BeautyGuard: designing a multi-agent roundtable system for proactive beauty tech compliance through stakeholder collaboration,"As generative AI enters enterprise workflows, ensuring compliance with legal, ethical, and reputational standards becomes a pressing challenge. In beauty tech, where biometric and personal data are central, traditional reviews are often manual, fragmented, and reactive. To examine these challenges, we conducted a formative study with six experts (four IT managers, two legal managers) at a multinational beauty company. The study revealed pain points in rule checking, precedent use, and the lack of proactive guidance. Motivated by these findings, we designed a multi-agent ""roundtable"" system powered by a large language model. The system assigns role-specialized agents for legal interpretation, checklist review, precedent search, and risk mitigation, synthesizing their perspectives into structured compliance advice. We evaluated the prototype with the same experts using System Usability Scale (SUS), The Official NASA Task Load Index (NASA-TLX), and interviews. Results show exceptional usability (SUS: 77.5/100) and minimal cognitive workload, with three key findings: (1) multi-agent systems can preserve tacit knowledge in standardized workflows, (2) information augmentation achieves higher acceptance than decision automation, and (3) successful enterprise AI should mirror organizational structures. This work contributes design principles for human-AI collaboration in compliance review, with broader implications for regulated industries beyond beauty tech.",maybe,medium,"Multi-agent compliance review design principles (tacit knowledge preservation, information augmentation over automation) plausibly transfer to software governance but beauty tech domain prevents confident classification.",maybe_queue
9SME5D6V,The missing control plane in healthcare AI: a framework for deterministic governance in regulated systems,"However, adoption in regulated contexts remains limited. / healthcare AI governance, deterministic interpretation, semantic admissibility boundary, control plane architecture, clinical audit infrastructure, compliance",maybe,medium,"Control plane architecture for deterministic healthcare AI governance has architectural concepts (semantic admissibility boundaries, audit infrastructure) potentially transferable to software but clinical domain prevents confident classification.",keep_queue
7RV3XLMV,From von neumann to intent-aware architecture: a thesis on verified execution and authority-gated computation,The emergence of autonomous artificial intelligence systems capable of executing actions without direct human oversight exposes a structural limitation,maybe,low,"Verified execution and authority-gated computation concepts are directly relevant to software engineering AI governance but abstract is too thin to assess methodology, scope, or operationalizability.",keep_queue
C5G4HZ2R,The cognitive resonance & alignment (CR&a) framework,"collaboration, human-computer interaction (HCI), conversational interfaces, AI usability, interaction design, AI trust calibration, explainable AI (XAI), AI / alignment metricsm, collaborative AI, AI communication",discard,low,"Abstract consists entirely of keywords with no methodology, scope, or contribution discernible — insufficient to classify but no clear software engineering governance signal.",maybe_queue
LLV7KNM2,Designing accountability: ethical frameworks for reintroducing responsibility in executable governance,"This article develops an ethical legal framework for reintroducing responsibility into executable governance. / Through applied case studies in EU AI Act conformity assessment, DAO governance, predictive credit scoring, and automated medical audits, the framework / Accountability Injection, Executable Governance, Regla Compilada, Sovereign Executable, Spectral Sovereignty, Null Subjects, Syntactic Responsibility, / Predictive Systems, AI Act, Human Oversight, Smart Contracts, DAO Governance, Credit Scoring, University Admissions, Automated Medical Audits, Ethical",maybe,medium,"Executable governance accountability injection framework includes AI Act conformity assessment as a case study and uses code-adjacent framing, but concrete applications are in non-software domains (DAO, credit scoring, medical audits).",keep_queue
MF2DHV5J,From explainability to system language: why AI accountability requires a formal execution vocabulary,"The paper positions system language as a prerequisite for auditability, certification, and liability in high-risk AI systems, and argues that / This paper is part of a series examining accountability, auditability, and operational viability in probabilistic and agentic AI systems. / AI accountability, AI governance, Explainable AI, Auditability, Non-deterministic AI systems, System-level responsibility, Decision authorization, Execution-time / accountability, High-risk AI systems, AI certification and liability",maybe,medium,Proposes formal execution vocabulary as prerequisite for AI auditability in agentic systems — transfer to software code governance is plausible but requires domain argument not resolvable from abstract,keep_queue
ZEDIB75C,Responsible AI in enterprise applications: balancing innovation and compliance,"The rapid integration of Artificial Intelligence (AI) into enterprise operations presents a formidable challenge: balancing innovation with stringent regulatory / This paper addresses this critical gap by proposing a unified governance framework for Responsible AI (RAI) adoption. / Responsible AI, Enterprise AI, Compliance, Governance, Innovation, IEEE Standards",maybe,low,Proposes unified enterprise Responsible AI governance framework with IEEE Standards — abstract too thin to confirm software/DevSecOps relevance or operationalizable methodology,keep_queue
2D5LCIUP,Understanding the distinction between technical and governance audits for AI: a critical analysis,"Ultimately, through balanced, pragmatic guidelines and a commitment to transparency and ethics, organizations can implement responsible AI auditing and",maybe,low,Distinguishes technical from governance AI audits with practical guidelines — potential tool for software organizations but abstract is too thin to assess scope or operationalizable content,keep_queue
7VDS6ZAU,Janus protocol amendment: enforcement probability modeling for AI regulatory risk,"By modeling enforcement as a function of regulatory capacity, political appetite, staffing, and violation severity, the framework transforms AI governance / AI Governance, Enterprise Risk, Regulatory Compliance, Algorithmic Accountability, Risk Quantification",maybe,medium,Quantitative enforcement probability modeling for AI regulatory risk with enterprise framing — risk quantification mechanism is potentially useful but requires translation from regulatory theory to software team governance,keep_queue
