item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
Y5LGJ7L7,Human discernment of algorithmic errors: a case study in child welfare,"The use of artificial intelligence (AI) technologies, such as machine learning algorithms, to assist decision-makers in high-stakes domains has been met / Human in the loop, Decision support, Corrective overrides, Algorithm aversion, Automation bias, Algorithm-assisted decision-making, Child welfare",maybe,medium,"Empirical study of automation bias and corrective overrides in algorithmic decision support with measurable outcomes, but domain is child welfare — transferability to code review requires argument not resolvable from abstract",keep_queue
F346EA38,Bridging the gap: a scholar-practitioner framework for integrating NIST agentic GenAI RMF into quantitative risk workflows,"A critical gap exists between scholarly AI governance research and practical implementation in enterprise settings. / This paper introduces a scholar-practitioner framework that systematically bridges this divide by integrating the NIST AI Risk Management Framework with / Agentic AI, Generative AI, AI Risk Management, NIST AI RMF, Computational Intractability, ProcessBased Governance, Quantitative Risk Metrics, Financial / Risk Management, AI Verification Gap, Enterprise Risk Integration",maybe,medium,"Bridges NIST AI RMF with quantitative enterprise risk metrics for agentic GenAI including an 'AI Verification Gap' concept, but domain anchor is financial risk management not software engineering",keep_queue
4JCPFYQ9,Institutional admissibility in agentic systems: a theory of deployment under organizational constraints,"This paper argues that the binding constraint is often not model capability but institutional admissibility: whether an organization can convert uncertain / Institutional admissibility, institutional solvency, agentic systems, AI deployment, AI governance, organizational economics, digital economy, auditability",maybe,medium,"Institutional admissibility framework for agentic AI deployment foregrounds auditability and organizational constraints, potentially applicable to software orgs deploying AI coding agents, but framing is theoretical economics",keep_queue
Y9RT3GUE,Quantifying uncertainty in answers from any language model and enhancing their trustworthiness,"We introduce BSDETECTOR, a method for detecting bad and speculative answers from a pretrained Large Language Model by estimating a numeric confidence score for any output it generated. Our uncertainty quantification technique works for any LLM accessible only via a black-box API, whose training data remains unknown. By expending a bit of extra computation, users of any LLM API can now get the same response as they would ordinarily, as well as a confidence estimate that cautions when not to trust this response. Experiments on both closed and open-form Question-Answer benchmarks reveal that BSDETECTOR more accurately identifies incorrect LLM responses than alternative uncertainty estimation procedures (for both GPT-3 and ChatGPT). By sampling multiple responses from the LLM and considering the one with the highest confidence score, we can additionally obtain more accurate responses from the same LLM, without any extra training steps. In applications involving automated evaluation with LLMs, accounting for our confidence scores leads to more reliable evaluation in both human-in-the-loop and fully-automated settings (across both GPT 3.5 and 4). © 2024 Association for Computational Linguistics.",maybe,medium,"Confidence-scoring mechanism for any LLM output (BSDETECTOR) could support developer trust calibration for AI-generated code, but the paper evaluates Q&A benchmarks and does not address code generation contexts.",maybe_queue
9ZYC2VGV,"An AI-assisted data migration framework for salesforce modernization (a governed, repeatable methodology with query-based validation and automation pipelines)","We also introduce an AI-assisted layer that accelerates mapping and defect triage using semantic matching and human-in-the-loop review, while controlling / risks through provenance capture, audit logging, and conservative deployment patterns informed by AI risk management guidance. / Salesforce Modernization, Data Migration, Governance, Reconciliation, Validation, AI-Assisted Engineering, Public Sector IT",maybe,medium,"Operational governance patterns (HITL defect triage, audit logging, provenance capture, conservative deployment) are directly applicable to AI code pipelines, but the Salesforce/data-migration context requires derivation.",maybe_queue
TUMFQEHN,Multi-layered alignment governance for AI models,"Emerging agentic AI systems are also addressed, where autonomous decision-making heightens the potential adverse impacts of misalignment / risk.",maybe,low,"Title suggests multi-layered alignment governance for agentic AI including adverse impact risk, but the abstract fragment is too thin to assess operationalizability or transferability to software engineering governance.",keep_queue
A2WZES7C,AI agents and higher-order work,This paper studies the effects of agents on software development by analyzing the impacts of an AI-assisted programming platform.,discard,low,Abstract reports no findings or methodology — operationalizability cannot be assessed from this text alone.,keep_queue
Y5FBG8U3,The fragility of AI-driven strategies: the bench accounting case,"The collapse of Bench Accounting in 2024 offers a cautionary tale about the perils of overreliance on artificial intelligence (AI) in the FinTech industry / It explores critical lessons for FinTech startups, emphasizing the importance of human oversight, rigorous testing, and ethical considerations in AI adoption / Fintech, Accounting, Artificial Intelligence, Business Model Failure, Automation, Ethics",maybe,medium,"FinTech AI overreliance case study surfaces human oversight and rigorous testing as governance lessons, but abstract does not establish whether the paper offers a replicable framework or solely a narrative post-mortem.",keep_queue
AB2LRFJM,Review of applied science and technology,"Furthermore, the study highlights institutional and governance considerations, such as change management, algorithmic accountability, and user adoption",discard,low,"Abstract is essentially empty — no findings, methodology, or domain are discernible, making operationalizability impossible to assess.",maybe_queue
73FZBWIR,Taking standards seriously: the case for a private standards-based approach to AI governance,"This Article argues that private standards-based governance--the adoption of voluntary consensus standards developed through open, multistakeholder processes / governance ecosystem-provided that stakeholders approach their development with the urgency and intentionality the moment demands. / AI Governance, AI Regulation, Private Ordering, Institutional Design, Multistakeholder Governance, Digital Technology Standards, AI Policy",maybe,medium,"Private voluntary standards-based AI governance model is plausibly applicable to SE organizations adopting AI coding tools, but the abstract does not establish whether the framework is operationalizable at the engineering organization level.",keep_queue
