item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
VKJCRD4X,Position: aligning AI requires automating reasoning norms,"Despite growing interest in AI alignment, confusion remains about what alignment means and should mean.",discard,low,Position paper with a one-sentence abstract providing no evaluable content; alignment through automating reasoning norms is plausibly relevant but operationalizability cannot be assessed,keep_queue
JUYPVSIW,Who is using AI to code? Global diffusion and impact of generative AI,,keep,low,"No abstract available; title indicates empirical study of global AI coding tool diffusion and impact, which would be directly relevant to understanding AI code generation adoption at scale",keep_queue
89YLID37,The conflict of the engineering and the legal mindset in the artificial intelligence act,"This article argues that the product compliance regulations within the AI Act are inadequate for preventing violations of human rights. / By extending engineering logic to the protection of these nuanced concepts, the AI Act introduces potential confusion and challenges in its application",maybe,medium,"Substantive critique that EU AI Act product compliance framework misapplies engineering logic and is inadequate for human rights protection — raises governance design implications for software orgs navigating AI Act compliance, but primarily legal theory without operational mechanism",keep_queue
Y5IZ4RW6,"Coordinating risk-management in the AI value chain: fictions, frictions and predictions from the European approach","Effective governance of these risks must not only allocate responsibilities to the right actors in the chain, but also secure ongoing cooperation among / The EU AI Act offers one model in the way it seeks to govern High Risk AI Systems (HRAIS), and allocate some responsibilities between designated HRAIS / AI Act, value chain, coordination, contract, risk management",maybe,medium,"EU AI Act risk allocation framework across the AI value chain plausibly transfers to software development supply chains, but abstract does not explicitly address software engineering organizations or DevSecOps pipelines, leaving transferability unresolvable without full text.",keep_queue
H2F9R5RA,WHEEL OS™: a human governance diagnostic framework for autonomous agentic systems,"AI governance does not fail because controls are absent. / Most organizations have governance policies, assigned roles, and documented oversight procedures. / Agentic AI, Ai Governance, Autonomous Agents, Human Oversight, Human Factors, Organizational Accountability, Governance Readiness., Cognitive Surrender",maybe,medium,Governance diagnostic framework for autonomous agentic system readiness addresses cognitive surrender and missing accountability structures; plausible transfer to SE organizations managing agentic coding tools but no explicit software connection in abstract.,keep_queue
B4DXPGDG,Future of Work with AI Agents: Auditing Automation and Augmentation Potential across the US Workforce,,discard,low,"Empty abstract prevents substantive evaluation; title suggests workforce automation audit at macro-economic level rather than software engineering code governance, but uncertainty is high.",maybe_queue
AVLEUGVB,The AI implementation paradox: organizational contradictions and the emergence of the AI-native organization,"This paper introduces the concept of the ""AI-native organization,"" defined as an organization structurally redesigned to integrate AI as an amplifier of / The framework contributes to the emerging literature on AI governance, human-AI collaboration, and organizational transformation by providing a structured / Artificial Intelligence, Human Resources, Organizational Design, AI Governance, Future of Work, Human-AI Collaboration, Automation, Decision Support Systems",maybe,medium,"AI-native organization framework includes AI governance and human-AI collaboration dimensions that could apply to software engineering organizations, but abstract frames the contribution around general organizational transformation rather than code-specific oversight.",keep_queue
JS8VQXPH,AI ROI analysis: evidence from 200 B2B deployments(2022-2025),"This challenges the assumption that bigger AI investments deliver better returns. / Human-in-the-Loop governance: 88.5% adoption rate, 4.3× reduction in critical incidents
2. / 2. / Artificial Intelligence, Return on Investment, B2B, Machine Learning, Business Intelligence, AI Adoption, Digital Transformation, France",maybe,medium,Empirical analysis of 200 B2B AI deployments reporting HITL governance achieves 4.3× critical incident reduction — quantitative oversight evidence is potentially operationalizable but broad B2B scope makes software-specific transferability unclear,maybe_queue
ACPKFPNE,Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,"While the industry seeks to leverage Large Language Models (LLMs) for efficiency, strict regulatory frameworks (e.g., NYDFS Part 500, EU AI Act) demand / This paper proposes a novel, operational governance framework: The TRUST Model (Triage, Review, Underwrite, Strengthen, Track). / Shadow AI, Banking, Human-in-the-Loop, AI Governance, Risk Management, LLM Guardrails, Generative AI Banking, AI Guardrails, NIST AI RMF, AI Risk Management",maybe,medium,"Five-step HITL TRUST Model (Triage, Review, Underwrite, Strengthen, Track) for generative AI governance in banking — concrete operational framework with plausible transferability to code review but banking regulatory context (NYDFS Part 500) may require re-derivation",keep_queue
F72TIGMC,Bounded agency: an ethical and institutional limit for autonomous AI systems,"Across financial systems, content platforms, healthcare AI, and enterprise automation, the absence of Bounded Agency appears systemic rather than exceptional / governance. / Bounded Agency, Bounded Agency Limit (BAL), AI Governance, Autonomous Systems, Algorithmic Decision-Making, Institutional Design, AI Ethics, System Complexity",maybe,medium,"Bounded Agency Limit (BAL) framework for constraining autonomous AI across enterprise automation contexts — concept is operationalizable and enterprise automation scope includes potential code tooling, but requires domain translation to software engineering",keep_queue
Z955M55A,Bummed about AI? What are you gonna do about it?,"automation bias, over-reliance, centaur systems, human judgment, technology and society, legal education, professional responsibility, decision making, AI governance / , AI regulation",maybe,medium,"Discusses automation bias, over-reliance, and centaur systems in AI-assisted professional practice — core Tier 2 human oversight concepts are directly relevant to code review, but legal education framing raises transferability questions not resolvable from abstract",keep_queue
3TL98CSA,"Enterprise large language models: knowledge characteristics, risks and organizational activities","Since the release of OpenAI’s ChatGPT, there has been substantial interest in and concern about generative AI systems. / This paper investigates some of the characteristics, risks and limitations with the enterprise use of generative AI systems. / Generative AI Systems (GAIS), Large Language Models (LLM), Expertise, Enterprise Generative AI, Generative AI Manipulation, Experimental / Analysis, Human-in-the-Loop, BARD, ChatGPT, BlenderBot,",maybe,medium,"Investigates risks, characteristics, and limitations of enterprise generative AI systems including HITL and manipulation risks — enterprise LLM risk analysis is potentially transferable to software governance but abstract does not establish code-specific applicability",keep_queue
BQKB8WTD,A more insecure ecosystem? ChatGPT’s influence on cybersecurity,"Regulatory efforts to manage AI’s risk to individuals, organizations, and society are well underway; however, these are still very much in their infancy / While there remain vocal detractors, AI researchers continue to develop more powerful models independent of regulatory oversight.",discard,low,Cybersecurity landscape analysis of ChatGPT's influence on the AI ecosystem — abstract too thin to confirm measurement methodology and appears descriptive-only without governance response,maybe_queue
RYXXXIFJ,Access to algorithms,"The law of access performs three critical functions in promoting algorithmic accountability and transparency. / algorithmic accountability, law and technology, transparency, automation",maybe,medium,Legal access framework for algorithmic accountability and transparency through law of access doctrine — transferability to software team audit requirements for AI systems is plausible but requires domain argument not resolvable from the abstract,maybe_queue
5257HHP3,"Intersections between trust, safety, and responsible AI how trust & safety and AI auditing can learn and evolve together","While T&S risk assessment often operates at a feature or content level, increasing adoption of AI suggests practitioners may benefit from lessons learned / This chapter explores increasing intersection points between T&S and Responsible AI, describing tools to equip T&S teams and other interested stakeholders / Trust & Safety, Responsible AI, AI Auditing, Auditing",maybe,medium,"Explores practical intersections of Trust & Safety risk assessment with responsible AI auditing and provides practitioner tools — transferability to software code governance depends on scope of auditing mechanisms discussed, unresolvable from the abstract",keep_queue
REIRCM24,Automated tax planning: who’s liable when AI gets it wrong?,"Forty percent of legal professionals use or plan to use generative AI, and 50 percent believe that generative AI will transform legal practice. / What do tax practitioners need to know before they dive into using generative AI in their daily work? / professional responsibility, tax, legal singularity, generative AI, professional liability",maybe,medium,Professional liability framework for generative AI in tax practice addressing practitioner responsibility — transferability to code liability questions is plausible but requires domain translation not resolvable from the abstract,maybe_queue
PQ4EJ94L,Beyond remediation: an irreversibility threshold for preventive AI governance,"Existing AI governance instruments provide essential foundations for oversight, with strong capabilities for harms that can be detected, bounded, attributed / Through comparative regulatory analysis of four core Euro-Atlantic frameworks (the EU AI Act, the NIST AI RMF, the UK White Paper, and the OECD incident-reporting / Al governance, EU AI Act, conformal prediction, labor displacement, model collapse, precautionary principle, systemic irreversibility",maybe,medium,"Proposes irreversibility threshold concept for preventive AI governance comparing EU AI Act, NIST AI RMF, UK White Paper, and OECD frameworks — transferability to software deployment governance is plausible but the paper focuses on societal-level systemic risks",keep_queue
NTJ4X4LE,The two faced lie: regulation of generative AI and watermarking,Generative AI refers to technology designed to generate new content in response to an adaptive user prompt trained on a broad set of data. / AI.,maybe,low,Generative AI watermarking regulation analysis — abstract is too thin to determine if a code-specific provenance tracking angle exists; transferability to AI code attribution governance is speculative,keep_queue
NH5MSAQ4,A fully automated agent for end-to-end code translation and validation,"Migration of software across programming languages is a critical yet labor-intensive task, often requiring deep code understanding and manual intervention. In this study, we develop a fully automated agent for end-to-end code translation and validation. First, we generate code comments from Java source code using various large language models (LLMs) to enhance code comprehension and facilitate cross-language translation. Second, leveraging these AI-generated comments, we automatically generate equivalent C# code, demonstrating the potential of AI in software migration and interoperability. Third, we complete both Java and generated C# code and prepare them to execute. Fourth, we apply automated unit testing to assess functional correctness and ensure the reliability of AI-generated code. Our results show that a fully automated LLM agent may be effective in bridging programming languages with human-in-the-loop. This approach opens new possibilities for scalable, AIdriven software modernization and cross-platform development. We recommend that such an LLM agent should be used in tandem with human experts during the generation of a reliable and correct code. © 2025 IEEE.",maybe,medium,"Presents AI code translation with automated unit test validation and human-expert collaboration recommendation, but primarily a capability paper with governance angle too peripheral to classify as a direct hit",maybe_queue
