item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
E26FSKPQ,Runtime legitimacy in autonomous AI systems: a cyber law framework for dynamic authority management and decay in agentic AI,"The rapid emergence of Agentic AI systems-capable of independent planning, multi-step decision-making, and autonomous execution without direct human intervention-renders / requirements, including the EU AI Act's emphasis on continuous oversight, dynamic human-in-the-loop mechanisms, post-market monitoring, and accountability / Agentic AI, Runtime Legitimacy, Authority Decay, Cyber Law, AI Governance, Dynamic Authorization, Vicarious Liability, EU AI Act, Continuous Monitoring / , Accountability Gap, Legal Liability in AI, Zero Trust Architecture",maybe,medium,"Dynamic authority management and decay framework for agentic AI with EU AI Act continuous HITL requirements is structurally applicable to AI coding agent governance, but the legal/cyber law framing requires re-derivation for engineering practice.",keep_queue
Z4A98575,The regulation of fine-tuning: federated compliance for modified general-purpose AI models,"This paper addresses the regulatory and liability implications of modifying general-purpose AI (GPAI) models under the EU AI Act and related legal frameworks / Second, the discussion clarifies when exactly a modifying entity qualifies as a GPAI provider under the AI Act, which significantly alters the compliance / General-purpose AI, foundation models, fine-tuning, regulation, liability, GPAI, AI Act, Product liability",maybe,medium,"EU AI Act fine-tuning compliance and liability framework directly addresses when a modifying entity becomes a GPAI provider, relevant for software organizations deploying fine-tuned coding models, but primarily written for legal/policy audiences rather than engineering teams.",keep_queue
3PBQ3P2V,Regulating multifunctionality,"By their very nature, foundation models and generative AI can perform multiple functions for their users, thus presenting a vast array of different risks / Even performance standards and ex post liability—regulatory approaches that usually afford flexibility—are unlikely to be strong candidates for responding / Artificial intelligence, Multifunctional AI, AI Regulation, AI Heterogeneity, Foundational models, Generative AI, Large language models, AI Governance, / Management-based regulation, Disclosure measures, AI liability",maybe,medium,"Regulatory framework for multifunctional foundation models analyzes performance standards and liability approaches applicable to software organizations using GenAI coding tools, but is a legal/policy analysis requiring engineering-specific re-derivation.",keep_queue
VCI7FSVP,Governance-by-design for AI compliance: compiling EU AI act duties into computable operating-agreement clauses,"Regulations such as the EU AI Act impose detailed, process‑oriented duties on providers of high‑risk AI systems, yet many organizations operationalize / ; Our core technical contribution is a transpilation method that converts key EU AI Act obligations---risk management, data governance, logging, human",maybe,medium,"Technical transpilation of EU AI Act obligations (logging, human oversight) into computable clauses could transfer to software pipeline compliance, but whether the target systems are software development pipelines is unresolvable from the abstract.",keep_queue
F4U3MQ7N,AI compliance frameworks: a handbook for compliance tools based on AI acts' requirements,"We present a structured framework for compliance tools designed to assess high-risk AI systems under the European AI Act, which entered into force in August / We systematically analyze AI Act requirements across three main phases of AI system lifecycle: project planning, development \& deployment, and post-market / AI Compliance, EU AI Act, AI Compliance Methodology",maybe,medium,"EU AI Act compliance framework covering planning, development, and post-market phases could apply to software engineering orgs, but abstract does not confirm scope extends to software development pipelines specifically.",keep_queue
9SWGI2RY,AI model vulnerability to backdoors and the role of auditors in model validation,"Auditors use tools like Neural Cleanse and STRIP, conduct adversarial testing, and ensure compliance with regulations like the EU AI Act.",keep,low,"Addresses AI model backdoor detection with named tools (Neural Cleanse, STRIP) and EU AI Act audit compliance, but the one-sentence abstract prevents confirming operationalizable methodology scope for software engineering orgs.",keep_queue
RGNB3BEL,"Framework for government policy on agentic and generative AI: governance, regulation, and risk management","Evaluating current governance frameworks-including ISO/IEC 42001 and the EU AI Act-we find significant gaps in addressing continuous monitoring, human-agent / Evaluating current governance frameworks-including ISO/IEC 42001 and the EU AI Act-we find significant gaps in addressing continuous monitoring, humanagent / Agentic AI, AI Governance, AI Risk Management, Autonomous Systems, AI Ethics, AI Safety, Regulatory Compliance, Multi-Agent Systems",maybe,medium,"Identifies gaps in ISO/IEC 42001 and EU AI Act for agentic AI including continuous monitoring and human-agent interaction — relevant gaps, but government policy framing makes direct applicability to software engineering orgs uncertain.",keep_queue
TZFN9PMG,AIVO evidentia: an operational evidence layer for external AI representations,"systems describe an enterprise at defined points in time and preserves those representations as immutable records suitable for later legal, audit, and governance / This note is descriptive, not normative, and should be read alongside the companion governance paper on evidentiary gaps arising from external AI representations / AIVO, Evidence Layer, LLM, External AI representations, AI governance, AIVO Evidentia, Litigation, Audit, Regulation, EU Ai act, SEC, ECB, Pharmacovigilence",maybe,medium,"Operational append-only evidence layer for auditing AI system representations under EU AI Act and SEC is potentially transferable to software audit requirements, but financial/legal domain framing limits direct applicability.",keep_queue
56GRVSR7,Impact of human-AI interaction on user trust and reliance in AI-assisted qualitative coding,"While AI shows promise for enhancing the efficiency of qualitative analysis, the unique human-AI interaction resulting from varied coding strategies makes it challenging to develop a trustworthy AI-assisted qualitative coding system (AIQCs) that supports coding tasks effectively. We bridge this gap by exploring the impact of varying coding strategies on user trust and reliance on AI. We conducted a mixed-methods split-plot 3x3 study, involving 30 participants, and a follow-up study with 6 participants, exploring varying text selection and code length in the use of our AIQCs system for qualitative analysis. Our results indicate that qualitative open coding should be conceptualized as a series of distinct subtasks, each with differing levels of complexity, and therefore, should be given tailored design considerations. We further observed a discrepancy between perceived and behavioral measures, and emphasized the potential challenges of under- and over-reliance on AIQCs systems. Additional design implications were also proposed for consideration.",maybe,medium,"Under/over-reliance patterns and trust calibration findings could transfer to AI-assisted code review, but the studied domain is qualitative research coding not software — transferability requires explicit argument",maybe_queue
J692UWE5,Automated compliance and the regulation of AI,"We call this automated compliance. / Under plausible assumptions, automated compliance loosens this trade-off: AI progress itself hedges the costs of AI regulation. / artificial intelligence, compliance, automation, innovation",maybe,medium,Automated compliance concept (AI self-enforcing regulatory requirements) could apply to software DevSecOps pipelines but the abstract frames this as a macro regulatory trade-off theory rather than an operational mechanism,keep_queue
