item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
TL59BYKT,The state of play: generative AI litigation market overview,"Generative AI lawsuits provide an insight as to what is driving real word AI risk. / Testudo's data provides a map of understanding for liability in the AI economy to date. / Generative AI, GenAI, AI Insurance, AI Liability Insurance, Testudo, Lloyd's",maybe,medium,Maps generative AI litigation patterns as an empirical dataset that could inform liability risk frameworks,maybe_queue
36NC2GK8,Agentic AI risk in financial systems: a model risk management framework for autonomous decision-making systems,"addressed by traditional model risk management. / This paper develops a financial-sector framework for agentic AI governance built on four elements: a practical risk taxonomy, behavioral stress testing / agentic AI, model risk management, AI governance, financial stability, validation, banking regulation, financial risk",maybe,medium,Financial-sector agentic AI governance framework with behavioral stress testing and risk taxonomy could transfer to software engineering contexts but requires substantial domain re-derivation.,keep_queue
N5RK5TBY,The self-healing enterprise: a control-theoretic framework and the proactivity ratio (Pr) for the agentic era,"This paper introduces CX Control Model, a feed-forward control framework for experience governance, grounded / We formalize the Proactivity Ratio (Pr) as a governance metric that measures a system’s internal regulatory capacity by quantifying / Control Theory, Autonomic Computing, Customer Experience, Proactivity Ratio (P r ), Agentic AI, Experience Stability, Service Systems Engineering, Experience / Drift, Friction Tax, Feed-Forward Control, Digital Services, Decision Systems, Operational Metrics, Customer Experience Governance",maybe,medium,Introduces Proactivity Ratio as a formal governance metric for agentic AI systems which could transfer to measuring oversight capacity in code review pipelines,maybe_queue
HIG7TK9E,Trust-by-design in proactive E-commerce: human-in-the-loop mechanisms to mitigate automation distrust,"This study advances Trust-by-Design as a core architecture within proactive e-commerce systems, embedding human-in-the-loop (HITL) mechanisms to mitigate / automation distrust through UX protocols like draft-state management, explainable interfaces, and undo/rollback functions. / Trust-By-Design, Automation Distrust, Human-In-The-Loop, UX Protocols, Proactive E-Commerce, Explainable AI, Undo/Rollback, Draft-State Management, Trust / , Multi-Tenant Saas, Digital Transformation, Ethical AI, High-Risk Economies, User Agency, Interpretability, Adoption Metrics, Patent Novelty",maybe,medium,"HITL mechanisms (draft-state management, undo/rollback, explainable interfaces) are potentially transferable to code review tooling, but domain is e-commerce UX not software development",maybe_queue
Q6SVKUCU,Nondeterministic torts: a technical approach to AI liability,"But modern artificial intelligence (AI) systems, specifically large language models (LLMs) and other types of “generative AI” (GenAI), challenge this assumption / Even as AI applications spread rapidly, liability for AI systems gone awry remains an open question. / tort law, negligence, product liability, artificial intelligence, AI, LLMs, large language models, emerging technology",maybe,medium,"Technical liability framework for nondeterministic LLM/GenAI outputs could apply to AI-generated code liability, but no code-specific angle is confirmed in the abstract",keep_queue
VCQF8J5T,Standardizing intelligence: aligning generative AI for regulatory and operational compliance,"standards, regulation, generative AI, alignment, compliance, large language models, domain",maybe,low,"GenAI alignment for regulatory and operational compliance could apply to code generation contexts, but the abstract is entirely keywords with no evaluable content or methodology",keep_queue
HKK5KQXB,VIRTSI: a novel trust dynamics model enhancing artificial intelligence collaboration with human users – insights from a ChatGPT evaluation study,"The rapid integration of intelligent processes and methods into information systems in the Artificial Intelligence (AI) era has led to a substantial shift towards autonomous software decision-making. This evolution necessitates robust human oversight, especially in critical domains like Healthcare, Education, and Energy. Human trust in AI plays a vital role in influencing decision-making processes of users interacting with AI. This paper presents VIRTSI (Variability and Impact of Reciprocal Trust States towards Intelligent systems), a novel rigorous computational model for human-AI Interaction. VIRTSI simulates human trust states, spanning from overtrust to distrust, through user modelling. It comprises: 1. A trust dynamics representational model based on Deterministic Finite State Automata (DFAs), illustrating transitions among cognitive trust states in response to AI-generated replies. 2. A trust evaluation model based on Confusion Matrices, originating from machine learning and Accuracy Metrics, providing a quantitative framework for analysing human trust dynamics. As a result, this is the first time that trust dynamics have been thoroughly traced in a representational model and a method has been developed to assess the impact of possibly harmful states like overtrust and distrust. An empirical study on the recently launched Large Language Model of generative AI, ChatGPT (version 3.5), provides a radical underexplored AI-generated platform for evaluating the human-AI interaction through VIRTSI. The study involved 1200 interactions of real users as well as AI experts together with experts in two very different domains of evaluation, namely software engineering and poetry. This study traces trust dynamics and the emerging human-AI interaction, in concrete examples of real user synergies with generative AI. The research reveals the vital role of maintaining normal trust states for optimal human-AI interaction and that both AI and human users need further steps towards this goal. The real-world implications of this research can guide the creation and evaluation of user interfaces with AI and the incorporation of functionalities in the development of generative AI chatbots in terms of trust by providing a new rigorous DFA representational method of trust dynamics and a corresponding new perspective of confusion matrix evaluation method of the dynamics’ impact in the efficiency of human-AI dialogues. © 2024 The Author(s)",maybe,medium,"DFA + confusion matrix framework for trust state dynamics (overtrust/distrust) is operationalizable and evaluated in a software engineering domain, but primary instantiation is chatbot dialogue — translation to code review oversight requires argument not resolvable from abstract",maybe_queue
DXIJWSLA,"Algorithmic advice, human review, and shared liability","Information Design, Bayesian Persuasion, Human-AI Decision Making, Liability, Costly Information Acquisition, Delegation, Accountability",maybe,low,"Formal Bayesian model for shared liability under algorithmic advice + human review could provide theoretical grounding for code review accountability, but abstract is keywords-only preventing confident domain or methodology assessment",keep_queue
T5GJ5VZU,Governing the agentic enterprise guardrails for autonomous AI agents in B2B,"FASTRAC introduces a formal governance function G(A) = {C, V, R, M, L} integrating constraints, validation, risk scoring, monitoring, and learning into / Through formal modeling and a B2B payment execution scenario, this study demonstrates how adaptive governance mechanisms such as dynamic risk thresholds / Agentic AI, AI Governance, B2B Payments, Financial Compliance, Control Theory, Risk Management, Autonomous Systems, Trust Calibration, FASTRAC",maybe,medium,"Formal governance function G(A) = {C,V,R,M,L} with adaptive risk thresholds for autonomous AI agents is structured and potentially transferable to code generation agent governance, but primary instantiation is B2B financial payments",keep_queue
4B2BGBL6,Why SOC 2 isn't enough for AI -and what real enterprise assurance looks like,SOC 2 attestations long regarded as the gold standard of service-organization control that offer valuable insight into security and availability within / Risk Management Framework (AI RMF).,maybe,low,"Argues SOC 2 is insufficient for enterprise AI assurance and references NIST AI RMF — potentially operationalizable gap analysis for AI code governance audit frameworks, but abstract too thin to confirm scope or methodology",maybe_queue
