item_key,title,abstract,prior_decision,prior_confidence,prior_rationale,source_queue
986DSDWX,"A governance-based framework for risk-aware AI decision systems in financial environments integrating risk control, human oversight, and deterministic auditability into AI-driven decision processes","Artificial intelligence is increasingly deployed in financial environments for credit assessment, fraud monitoring, customer analytics, portfolio support / Decision processes must also satisfy requirements related to risk control, accountability, auditability, escalation, and human oversight. / artificial intelligence, fintech, AI governance, financial decision systems, model risk management, human oversight, auditability, risk-aware systems",maybe,medium,"Financial AI governance framework with human oversight, auditability, and escalation mechanisms — elements could transfer to software engineering governance but require domain re-derivation from the financial context.",keep_queue
ASD3EP5G,"Visioning human-agentic AI teaming: continuity, tension, and future research","Agentic AI challenges this presumption. / rest on epistemic fragility, iterative updating may amplify rather than correct divergence, and shared awareness may coexist with substantive loss of oversight / Agentic AI, Human-AI Teaming, Open-Ended Agency, Team Situation Awareness, Research Outlook",maybe,medium,"Research outlook on agentic AI teaming identifies oversight loss and epistemic fragility as governance challenges directly relevant to agentic coding tools, but it is a research agenda paper rather than an empirical study with operationalizable findings.",keep_queue
Q9CDH2YB,The role of cybersecurity audits in strengthening corporate governance and compliance,"Cybersecurity Audit, Corporate Governance, Compliance, Internal Controls, Risk Management, AI Auditing, Cyber Governance",maybe,low,Abstract consists only of keywords listing cybersecurity audit and AI auditing — no methodology or framework is visible to evaluate whether an operationalizable contribution exists.,maybe_queue
83ZMMU6H,Safety assurance for automated driving systems: open problems and learnings from a review of other domains,"Automated Driving Systems (ADSs) for road vehicles will be capable of performing the entire Dynamic Driving Task (DDT) without the active involvement of a human driver. Further, many ADSs will use Machine Learning (ML) to progressively adapt their driving functionality during in-service operation. This presents challenges for traditional regulatory frameworks, which do not readily support automated driving without a human driver or support safety-critical systems using ML to modify driving functionality post-market entry. However, these challenges are not entirely unique to ADSs. A review was undertaken into approaches taken in other domains to assure safety-critical systems that enable automated operation and adaptive functionality. Other transport modes were reviewed, including adaptive flight control systems in aviation, autonomous ship control systems in maritime, and automated train operation in rail. Non-transport domains were also reviewed, including medical devices in healthcare, control systems in nuclear power plants (NPPs), and autonomous weapons in the military. A range of findings are presented, covering issues relating to domain-specific functional safety standards, whole-of-life assurance, autonomous operation, and adaptive system changes. The lack of specific requirements or guidance relating to whether ML-enabled safety-critical changes could occur autonomously online within predetermined boundaries or should be restricted to only occur offline with human oversight was a specific issue identified as deserving of further research. A key recommendation is that the development of ADS safety assurance frameworks should give due consideration to learnings and open problems identified in other domains, while being cognizant that the differences and unique aspects of road transport mean not all findings will readily translate.",maybe,medium,Multi-domain review of ML safety assurance frameworks identifying unresolved questions about human oversight requirements for ML-enabled changes — findings potentially transferable to code governance but require significant re-derivation from the transportation safety-critical context.,keep_queue
JSWRRJ89,Value-laden challenges for technical standards supporting regulation in the field of AI,"Act. / with the AI Act. / Value-ladenness, Technical standards, AI act, Tripartite standard regime, Conformity assessment",maybe,medium,"Analyzes value-laden challenges in constructing EU AI Act technical standards — relevant to software organizations navigating AI Act conformity but focuses on the standards-making process rather than engineering practice, leaving direct applicability ambiguous.",keep_queue
HNRMAX7G,Governing human–AI Co-evolution: intelligentization capability and dynamic cognitive advantage,"This research addresses a structural cybernetic anomaly within strategic management precipitated by the integration of artificial intelligence into the organizational core. Traditional paradigms, specifically the resource-based view and the dynamic capabilities framework, operate under closed-system, first-order cybernetic assumptions that fail to capture the dissipative nature of algorithmic agents. By conceptualizing the enterprise as a complex adaptive system operating far from thermodynamic equilibrium, this study introduces the theory of dynamic cognitive advantage. Grounded in second-order cybernetics, the framework posits that competitive differentiation emerges from the historical, recursive, structural coupling of human semantic intent and machine syntactic processing. This research formalizes this co-evolutionary dynamic utilizing coupled non-linear differential equations and time decay integrals. Furthermore, it operationalizes the central mechanism of this capability—the cognitive flywheel—and proposes a fractal governance architecture to mitigate systemic vulnerabilities such as automation bias. To transition these propositions into management science, a proposed mixed-methods empirical research agenda is presented. It outlines a future partial least squares–structural equation modeling (PLS-SEM) approach to test the mediating role of the cognitive flywheel and the moderating effect of fractal governance on organizational resilience. This research provides a mathematically formalized, empirically testable architecture for navigating the artificial intelligence economy. © 2026 by the author.",maybe,medium,Proposes fractal governance architecture to mitigate automation bias in human-AI co-evolution with an empirically testable PLS-SEM framework — automation bias mitigation mechanism is potentially operationalizable but the theory is highly abstract and direct applicability to software engineering governance is unresolved.,keep_queue
BPL78SWJ,Deterministic bias detection for NYC local law 144: why reproducibility matters more than accuracy a technical framework for compliance-grade AI auditing,"Algorithmic Accountability, Bias Detection, Deterministic AI, NYC Local Law 144, Employment Discrimination, Reproducibility, Compliance Architecture",maybe,medium,"Compliance-grade auditing framework emphasizing deterministic reproducibility over accuracy could transfer to AI code quality auditing, but domain is employment discrimination AI not software",keep_queue
QIDAHDRS,E2Edev: benchmarking large language models in end-to-end software development task,"The rapid advancement in large language models (LLMs) has demonstrated significant potential in End-to-End Software Development (E2ESD). However, existing E2ESD benchmarks are limited by coarse-grained requirement specifications and unreliable evaluation protocols, hindering a true understanding of current framework capabilities. To address these limitations, we present E2EDev, a novel benchmark grounded in the principles of Behavior-Driven Development (BDD), which evaluates the capabilities of E2ESD frameworks by assessing whether the generated software meets user needs through mimicking real user interactions (Figure 1). E2EDev comprises (i) a fine-grained set of user requirements, (ii) multiple BDD test scenarios with corresponding Python step implementations for each requirement, and (iii) a fully automated testing pipeline built on the Behave framework. To ensure its quality while reducing the annotation effort, E2EDev leverages our proposed Human-in-the-Loop Multi-Agent Annotation Framework (HITL-MAA). By evaluating various E2ESD frameworks and LLM backbones with E2EDev, our analysis reveals a persistent struggle to effectively solve these tasks, underscoring the critical need for more effective and cost-efficient E2ESD solutions. Our codebase and benchmark are publicly available at https://github.com/SCUNLP/E2EDev.",maybe,medium,"End-to-end software development LLM benchmark measures capability gaps in real software tasks using HITL annotation, but primary contribution is benchmark creation rather than an oversight or governance mechanism",maybe_queue
WXBMMVX9,Agentic AI governance in private equity: a behavioral framework for autonomous decision systems,"As private equity firms deploy autonomous AI agents across deal sourcing, due diligence, and portfolio monitoring, governance frameworks have failed / As private equity firms deploy autonomous AI agents across deal sourcing, due diligence, and portfolio monitoring, governance frameworks have failed / Drawing on organizational psychology, decision science, and established research on human-automation interaction in high-stakes environments, this paper / Agentic AI governance, autonomous AI agents, private equity, human-in-the-loop oversight, AI trust calibration, behavioral science, decision-making frameworks / , AI adoption resistance, fiduciary duty, AI risk management, organizational psychology, investment committee AI, deal screening AI, portfolio monitoring",maybe,medium,Behavioral governance framework for agentic AI with trust calibration drawn from human-automation interaction research is structurally transferable to code review oversight but requires significant re-derivation from private equity context,keep_queue
TF38UFMR,"Circular flow model for agentic AI: recursive risk, autonomy, and operational instability","As artificial intelligence shifts from static inference toward autonomous agency, traditional linear governance and risk frameworks are becoming increasingly / Agentic AI systems reason, plan, act, and learn within recursive decision loops, repeatedly ingesting the consequences of their own actions. / agentic AI, circular flow model, recursive risk, operational resilience, AI governance, executive accountability, autonomous systems",maybe,medium,"Recursive risk governance framework for agentic AI addresses operational resilience and executive accountability applicable to agentic coding tools, but abstract lacks explicit software or code connection",keep_queue
