item_key,title,abstract,authors,year,item_type,sources,source_queue
X65XJHLM,Ambient digital scribes in healthcare,"PubMed, Scopus, Web of Science, Embase; inception to Sept 5, 2025), identifying 19 studies and characterising four domains: (1) technical performance; (2) human / oversight; (3) sociotechnical impact ; and (4) clinical and economic outcomes. / ambient digital scribe, large language model, generative AI, healthcare, artificial intelligence",Yu He Ke; Jonathan Chong Kai Liew; Charles Yap; Yilin Ning; Rui Yang,2025,journalArticle,ssrn,maybe_queue
MJZGFYZZ,Identity-fused attractors and cognitive drift In bounded systems,"The implications extend beyond individual cognition to interpersonal conflict, institutional rigidity, scientific discourse, and AI alignment. / cognitive drift, attractor states, lag reduction, frame revision, identity decoupling, epistemic humility, recovery architecture, bounded rationality, AI / alignment, institutional rigidity, coordination failure I.",Sabrina Dawn Palmer,2026,journalArticle,ssrn,maybe_queue
JXFEZIJ8,Reality drift: how symbolic systems lose the ability to correct themselves beyond goodhart’s law and cybernetic feedback: why recognition doesn’t restore correction,"Metric Distortion, Institutional Failure, Epistemic Feedback, Constraint Collapse, Semantic Fidelity, Symbolic Systems, Organizational Decision-Making, AI / Alignment, Systemic Risk, Information Theory, Social Epistemology",A. Jacobs,2026,journalArticle,ssrn,maybe_queue
9NFBWNGF,Generative AI safety: a layered framework for ensuring responsible AI development and deployment,"This article discusses a multi-layered framework to address the challenges around Generative AI safety. / key stages: Training Data, Algorithm, Inference, Publication, and Societal Impact, each layer integrates principles of quality, fairness, transparency, accountability / Generative AI, AI Safety, Accountability, Fairness, Transparency, Human in the Loop, Responsible AI, Philippines",Dominic Vincent Ligot,2025,journalArticle,ssrn,keep_queue
VEGZR3CP,The proof-execution gap: a universal framework for computational veracity in adversarial environments,"outline the generalization of these primitives to non-financial domains, including clinical trials and AI governance, providing a unified standard for algorithmic / accountability in adversarial environments.",Kalle Fischer,2026,journalArticle,ssrn,maybe_queue
BCJMEL2H,Governing advanced artificial intelligence: a synthetic and adaptive ethical framework,Rapid advances in artificial intelligence have renewed debates concerning the governance of increasingly autonomous and general-purpose AI systems. / oversight.,Sujana Islam Khan,2026,journalArticle,ssrn,keep_queue
MUQ54H5H,"Out of control DAOs, AI, and the question of autonomy","The Organization for Economic Cooperation and Development defines artificial intelligence (AI) as “a machine-based system that, for explicit or implicit / For this reason, AI risk management and governance frameworks emphasize the importance of “humans in the loop” or other means to mitigate dangers of out-of-control",Kevin Werbach,2025,journalArticle,ssrn,keep_queue
9NA8TTTH,"Responsible by design: ethical AI ecosystems for governance, risk, and delivery","Based on an aggregate of research from multiple disciplines, international regulations for AI (EU AI Act, NIST AI RMF, IEEE 7000-2021, and ISO/IEC 42001 / help develop mechanisms for oversight and control. / Ethical AI, AI Governance Frameworks, Risk Management, Responsible Innovation, Algorithmic Accountability, Human-Centered AI, Bias Mitigation, Enterprise",Pabitra Saikia; Uttam Kumar,2026,journalArticle,ssrn,keep_queue
LZS2TJK4,The end of AI: meta-ignorance and the limits of human-centric mathematics in artificial intelligence development might lead to end of humanity,"This paper argues that the current trajectory of artificial intelligence (AI) development, rooted in human-centric mathematics and perceptual frameworks / Furthermore, we argue that an AGI/ASI focused on exploring the ""beyond"" could be safer for humanity, provided it is developed with human oversight to ensure",Kiran Vadagam,2025,journalArticle,ssrn,maybe_queue
VPT9QLUS,PROFESSIONAL RESPONSIBILITY IN THE AGE OF GENERATIVE AI a comprehensive framework for ethical implementation in legal practice,"legal filings, combined with the issuance of ABA Formal Opinion 512 and Texas Professional Ethics Opinion 705, have established that lawyers who deploy generative / AI tools without adequate verification protocols face sanctions, malpractice liability, and disciplinary action.",Alex Shahrestani,2026,journalArticle,ssrn,keep_queue
WNXRY6NH,The dual imperative: innovation and regulation in the AI era,"Yet, this rapid adoption underscores risks, from bias amplification and labor disruptions to existential threats posed by autonomous systems. / Artificial Intelligence; AI; Social Media; Tech Policy; Tech Regulation; AI Safety; AI Risks; AI Governance; Innovation; AI Ethics; Technology, AI, Social / Media, Tech Policy, AI Safety, Tech Regulation, Innovation, AI Ethics, AI Governance",Paulo Carvao,2025,journalArticle,ssrn,keep_queue
MURNVAW6,Toward a taxonomy of generative AI use cases in business contexts,"synthesize five perspectives from academic and industry literature—application context, value creation, strategic alignment, technical autonomy, and data governance—to / Generative AI Use Cases, Enterprise Architecture, AI Governance, Implementation Taxonomy, Agentic AI",Harald Stein,2025,journalArticle,ssrn,keep_queue
TCC9CFCP,"From adoption to capability: enterprise AI, labor structure, and talent constraints in the Philippines in a global context","The Philippines has crossed a critical threshold in enterprise artificial intelligence (AI) adoption. / Drawing on two of the most comprehensive and recent studies on AI adoption in the Philippines—one enterprise-wide and one sector-specific / Artificial Intelligence (AI); Enterprise AI Adoption, AI Scaling, Proof-of-Concept Trap, IT-BPM Sector, Labor-Producing Economies, Workforce Transformation / , AI Governance, Digital Capability, Philippines",Dominic Vincent Ligot,2026,journalArticle,ssrn,maybe_queue
Y9253MBN,Traversing the ethical landscape of data scraping for AI,"Through this report, we have explored the intricate world of data scraping with a focus on generative AI companies. / This report aims to provide a nuanced perspective on the intersection of technology and ethics in Generative AI development. / Generative AI,Ethics,Data Scraping",Jayasankar Jayachandran; Vijay Arni,2024,journalArticle,ssrn,maybe_queue
