item_key,title,abstract,authors,year,item_type,sources,source_queue
SNSIDTW6,Vibe coding in radiology: claude code and ChatGPT codex leading to the rise of the radiologist-developer.,"Just as physicians including radiologists were getting familiar with large language models (LLMs) and finding ways to use them to streamline their workflow, the rapid rise of dedicated LLM based coding solutions has been an exciting development. These coding agents, Claude Code and ChatGPT Codex to name the most popular, had already been making waves for software developers with reports of a majority of the code now being written by agents. This led to coining the word 'vibe coding'. Radiologists, who are always at the forefront of technology are in prime position to make use of these technologies. While software development was traditionally gatekept due to the technical skill required, costs involved and the significant time commitment, with the advent of these tools, a radiologist now only needs an idea with the coding agent doing the rest from coding to implementation to successful deployment. In this opinion, we lay out the exciting prospect of a Radiologist-Developer and outline a few ways these coding agents can be used to develop quick solutions especially in advancing radiology education but also in daily clinical use and research. As with every AI tool, the fast pace of development needs to be effectively balanced with ethical principles, with thoughtful oversight and supervision to verify the accuracy and legitimacy of the output.",Bera; Bittencourt; Ramaiya; Tirumani,2026,journalArticle,wos,keep_queue
2NRBEMVD,Human in the loop for fuzz testing: literature review and the road ahead,"Fuzz testing is one of the most effective techniques for detecting bugs and vulnerabilities in software. However, as the basis of fuzz testing, automated heuristics often fail to uncover deep or complex vulnerabilities. As a result, the performance of fuzz testing remains limited. One promising way to address this limitation is to integrate human expert guidance into the paradigm of fuzz testing. Even though some works have been proposed in this direction, there is still a lack of a systematic research roadmap for combining Human-in-the-Loop (HITL) and fuzz testing, hindering the potential for further enhancing fuzzing effectiveness. To bridge this gap, this paper outlines a forward-looking research roadmap for HITL for fuzz testing. Specifically, we highlight the promise of visualization techniques for interpretable fuzzing processes, as well as on-the-fly interventions that enable experts to guide fuzzing toward hard-to-reach program behaviors. Moreover, the rise of Large Language Models (LLMs) introduces new opportunities and challenges, raising questions about how humans can efficiently provide actionable knowledge, how expert meta-knowledge can be leveraged, and what roles humans should play in the intelligent fuzzing loop with LLMs. To address these questions, we survey existing work on HITL fuzz testing and propose a research agenda emphasizing future opportunities in (1) human monitoring, (2) human steering, and (3) human-LLM collaboration. We call for a paradigm shift toward interactive, human-guided fuzzing systems that integrate expert insight with AI-powered automation in the next-generation fuzzing ecosystem.",Yu; Wen; Cheng; Xie; Hu,2026,preprint,arxiv,maybe_queue
HAQSIG7L,Operating an LLM-assisted multi-mode extraction pipeline in practice: an experience report across four heterogeneous public-data cases,"Using four empirical case studies drawn from Philippine public data sources, we document extraction outcomes, failure taxonomies, human-in-the-loop validation / Large Language Models, Web Scraping, Information Extraction, Agentic Workflows, Multi-Format Data, Browser Automation, Document Extraction, Human-in-the-Loop",Joseph Benjamin Ilagan; Jose Ramon Ilagan,2026,journalArticle,ssrn,maybe_queue
LL3MSMUB,Technical AI assurance for trustworthy systems in the age of regulation: a framework for compliance and defensibility,"The introduction of the European Union's AI Act, the first comprehensive legal framework for AI, establishes a global benchmark for regulation, mandating / We analyse the requirements of the EU AI Act and map them to the operational framework provided by the ISO/IEC 42001 standard for AI Management Systems / Artificial Intelligence, AI Assurance, EU AI Act, ISO 42001, Explainable AI (XAI), Trustworthy AI, Decision Defensibility, Neuro-Symbolic AI, Third Generation",Don Liyanage,2025,journalArticle,ssrn,keep_queue
SZ4LRQ2Q,Visualizing regulatory ecosystems: a novel approach to mapping governance architectures in EU regulation- the case of the ai act,"effectiveness.As a case study, we apply this approach to the Artificial Intelligence (AI) Act, demonstrating how visual representations of governance / structures within regulatory ecosystems can enhance the assessment of enforcement mechanisms, institutional responsibilities, and compliance pathways. / EU regulation, multi-level governance, digital law, AI Act, legal methods, visualization, architectural ecosystem modelling",Magdalena Martha Theresa Stratmann; Tobias Mast; Josefine Spürkel; Fabian Burmeister; Christian Kutz,2025,journalArticle,ssrn,keep_queue
GPVB53ER,Beyond incentives: copyright in the age of algorithmic production,"The advent of generative AI upends these core assumptions. / Generative AI systems are capable of automating the entire creative process with minimal human involvement, superintendence, or labor. / Copyright, AI, Law and Economics, Copyright Incentives, Human Authorship, Machine Authorship",Zachary Catanzaro,2023,journalArticle,ssrn,maybe_queue
9WXAWTIA,The transformative impact of artificial intelligence on professional software development: a comprehensive analysis,"while also critically examining the inherent challenges such as accuracy concerns, security vulnerabilities, intellectual property complexities, the risk / Finally, it forecasts emerging trends, including the rise of agentic AI, multimodal and customized models, self-healing software, and the democratization / Software Development Lifecycle (SDLC), AI Code Generation, Autonomous Systems, Self-Healing Software, AI-Driven Testing and Debugging, AI Ethics and Governance / , Algorithmic Bias, Intellectual Property in AI, Developer Role Transformation, Agentic AI Systems, Open-Source AI Tools",Akkala Teja Swaroop,2025,journalArticle,ssrn,keep_queue
3CZ8HZTQ,Data transparency and copyright: opportunities and challenges,"Data transparency rules adopted in the EU AI Act for supporting copyright enforcement showcase the difficulty in establishing transparency rules that are / Dataset summaries, required by Article 53(1)(d) of the AI Act, may offer general insights to creative communities, but fall short of enabling individual",Rita Matulionyte; Paul Formosa; Alain M. Strowel; Thomas Montefiore,2025,journalArticle,ssrn,maybe_queue
B5LIQ844,Generative AI cybersecurity and resilience,"Generative Artificial Intelligence marks a critical inflection point in the evolution of machine learning systems, enabling the autonomous synthesis of content across text, image, audio, and biomedical domains. While these capabilities are advancing at pace, their deployment raises profound ethical, security, and privacy concerns that remain inadequately addressed by existing governance mechanisms. This study undertakes a systematic inquiry into these challenges, combining a PRISMA-guided literature review with thematic and quantitative analyses to interrogate the socio-technical implications of generative Artificial Intelligence. The article develops an integrated theoretical framework, grounded in established models of technology adoption, cybersecurity resilience, and normative governance. Structured across five lifecycle stages (design, implementation, monitoring, compliance, and feedback) the framework offers a practical schema for evaluating and guiding responsible AI deployment. The analysis reveals a disconnection between the fast adoption of generative systems and the maturity of institutional safeguards, resulting with new risks from the shadow Artificial Intelligence, and underscoring the need for adaptive, sector-specific governance. This study offers a coherent pathway towards ethically aligned and secure application of Artificial Intelligence in national critical infrastructure. Copyright © 2025 Radanliev, Santos and Ani.",Radanliev; Santos; Ani,2025,journalArticle,,keep_queue
3AW4MRY5,ASTER: natural and multi-language unit test generation with LLMs,"Implementing automated unit tests is an important but time-consuming activity in software development. To assist developers in this task, many techniques for automating unit test generation have been developed. However, despite this effort, usable tools exist for very few programming languages. Moreover, studies have found that automatically generated tests suffer poor readability and do not resemble developer-written tests. In this work, we present a rigorous investigation of how large language models (LLMs) can help bridge the gap. We describe a generic pipeline that incorporates static analysis to guide LLMs in generating compilable and high-coverage test cases. We illustrate how the pipeline can be applied to different programming languages, specifically Java and Python, and to complex software requiring environment mocking. We conducted an empirical study to assess the quality of the generated tests in terms of code coverage and test naturalness-evaluating them on standard as well as enterprise Java applications and a large Python benchmark. Our results demonstrate that LLM-based test generation, when guided by static analysis, can be competitive with, and even outperform, state-of-the-art test-generation techniques in coverage achieved while also producing considerably more natural test cases that developers find easy to understand. We also present the results of a user study, conducted with 161 professional developers, that highlights the naturalness characteristics of the tests generated by our approach.",R. Pan; M. Kim; R. Krishna; R. Pavuluri; S. Sinha,2025,conferencePaper,ieee,keep_queue
