item_key,title,abstract,authors,year,item_type,sources,source_queue
A2WZES7C,AI agents and higher-order work,This paper studies the effects of agents on software development by analyzing the impacts of an AI-assisted programming platform.,Suproteem K. Sarkar,2025,journalArticle,ssrn,keep_queue
2WS67WMV,Employing LLMs to extract principles of law for predicting outcomes: an analysis of italian judgments on LGBTQIA+ rights,"Our study tested the ability of ChatGPT, Claude and DeepSeek to automatically extract PoLs from Italian court judgments on LGBTQIA+ rights. / While Large Language Models (LLMs) showed promise, their outputs required significant expert oversight.",Marianna Molinari; Ilaria Amantea; Marinella Quaranta; Guido Governatori,2025,journalArticle,ssrn,maybe_queue
I2R5HGWU,CodeScientist: end-to-end semi-automated scientific discovery with code-based experimentation,"Despite the surge of interest in autonomous scientific discovery (ASD) of software artifacts (e.g., improved ML algorithms), current ASD systems face two key limitations: (1) they largely explore variants of existing codebases or similarly constrained design spaces, and (2) they produce large volumes of research artifacts (such as automatically generated papers and code) that are typically evaluated using conference-style paper review with limited evaluation of code. In this work we introduce CodeScientist, a novel ASD system that frames ideation and experiment construction as a form of genetic search jointly over combinations of research articles and codeblocks defining common actions in a domain (like prompting a language model). We use this paradigm to conduct hundreds of automated experiments on machine-generated ideas broadly in the domain of agents and virtual environments, with the system returning 19 discoveries, 6 of which were judged as being both at least minimally sound and incrementally novel after a multi-faceted evaluation beyond that typically conducted in prior work, including external (conference-style) review, code review, and replication attempts. Moreover, the discoveries span new tasks, agents, metrics, and data, suggesting a qualitative shift from benchmark optimization to broader discoveries.",Jansen; Tafjord; Radensky; Siangliulue; Hope,2025,preprint,arxiv,maybe_queue
872D4SBY,The law and economics of generative AI and copyright a primer to core challenges for our digital future,"Generative AI (GenAI) systems raise fundamental challenges for copyright law at both the input and output stages. / This paper outlines the ""AI copyright conundrum"" and examines its impact on the incentives to create, the accessibility of high-quality datasets, and the / Generative AI, Copyright Law, Innovation and Incentives, Data Governance",Zachary Cooper; Bertin Martens; Christian Peukert; Volker Stocker,2025,journalArticle,ssrn,maybe_queue
7VPMJGPD,Engagement in professional tasks with generative AI versus cognitive skills: a case of IT industry in Sri Lanka,"The cognitive skills such as problem-solving, critical thinking, analytical skills, attention to detail are critically expected from professionals in the IT industry due to its competitive environment. AI technologies rapidly become integrated across the IT sector as in various other sectors. This study focuses to investigate the impact on critical cognitive competencies by using generative AI in their professional assignments. 177 responses were collected through a structured web-based questionnaire which was developed focusing the IT industry. The research methodology encompassed selecting a representative sample, reliability analysis, factor analysis, and multiple linear regression. The results reveal that Generative AI significantly improves problem solving and analytical capabilities by automating routine tasks and providing sophisticated data insights. This automation allows IT professionals to focus on more complex cognitive tasks, thereby promoting innovation and efficiency. Nevertheless, the study also highlights potential drawbacks, such as an overreliance on AI for critical thinking, which may hinder the development of independent analytical abilities and decrease attention to detail. The study underscores the importance of continuous learning and adaptability for IT professionals to remain relevant in an AI-augmented work environment. It advocates for a balanced approach where AI technologies augment but do not replace essential human cognitive skills.  © 2025 IEEE.",Ranatunga; Jayasundara; Jayasinghe,2025,conferencePaper,,maybe_queue
MRLPP8EG,Regulatory sandboxes as a bridge between AI and cybersecurity: exploring the interplay between the AI act and the cyber resilience act,"The contribution examines the role of regulatory sandboxes in the context of the Artificial Intelligence Act (AI Act) and the Cyber Resilience Act (CRA / It argues that regulatory sandboxes can facilitate dialogue and coordination between the AI Act and the CRA, ultimately improving regulatory compliance / Regulatory Sandbox, Artificial Intelligence, Cybersecurity, AI Act, Cyber Resilience Act, Digital Regulation, Innovation",Filippo Bagni,2025,journalArticle,ssrn,keep_queue
YVIAPDQV,Traversing EU pnr challenges: balancing compliance and innovation in travel intelligence,"Act. / Recent rulings by the Court of Justice of the EU (CJEU) restricting PNR data use, and stringent AI Act requirements for high-risk systems are pivotal in / Travel Intelligence, Passenger Name Record, AI Act, Data Protection, PNR Directive, Fundamental Rights, Governance Framework",Iheanyi Samuel Nwankwo; Margrit Seckelmann; Marcelo Corrales Compagnucci; Panos Karaivazoglou; Rodoula Makri,2025,journalArticle,ssrn,maybe_queue
ECBCGAGQ,Are we aligned? A preliminary investigation of the alignment of responsible AI values between LLMs and human judgment,"Large Language Models (LLMs) are increasingly employed in software engineering tasks such as requirements elicitation, design, and evaluation, raising critical questions regarding their alignment with human judgments on responsible AI values. This study investigates how closely LLMs' value preferences align with those of two human groups-a USrepresentative sample and AI practitioners. We evaluate 23 LLMs across four tasks: (T1) selecting key responsible AI values, (T2) rating their importance in specific contexts, (T3) resolving tradeoffs between competing values, and (T4) prioritizing software requirements that embody those values. The results show that LLMs generally align more closely with AI practitioners than with the US-representative sample, emphasizing fairness, privacy, transparency, safety, and accountability. However, inconsistencies appear between the values that LLMs claim to uphold (Tasks 1-3) and the way they prioritize requirements (Task 4), revealing gaps in faithfulness between stated and applied behavior. These findings highlight the practical risk of relying on LLMs in requirements engineering without human oversight and motivate the need for systematic approaches to benchmark, interpret, and monitor value alignment in AI-assisted software development.",A. Yamani; M. Baslyman; M. Ahmed,2025,conferencePaper,ieee|scopus,keep_queue
DKSUWNRJ,Legal automation and multijurisdictional normative verification in the United States: an artificial intelligence-based framework for regulatory compliance,"It provides a scalable model for embedding compliance within digital infrastructures — a key step toward regulatory intelligence systems that serve both / the national interest of the United States in promoting lawful, efficient, and transparent governance. / LegalTech, Artificial Intelligence, Regulatory Compliance, U.S. / Law, AI Governance, Digital Sovereignty, Blockchain, Automation of Justice, Compliance, ai, Regulation, Blockchain, Registry, Automation",Eduardo Luis Espinal De Aza,2025,journalArticle,ssrn,keep_queue
7G9QCQS8,Automating data flow diagram generation from user stories using large language models,"Visual modeling, particularly Data Flow Diagrams (DFDs), plays an essential role in modern software development, aiding in the design, understanding, and communication of system structures and potential security and privacy threats. Despite their importance, the manual creation of visual models is time-consuming highlighting the need for automation in the generation of DFDs from user requirements. Automating the generation of DFDs presents a significant challenge, especially in accurately interpreting user requirements and abstracting them into correct and complete diagram elements. The complexity of this task is compounded by the need for semantic accuracy and the ability to facilitate visual editing for human intervention. This study explores the use of Large Language Models (LLMs) to automate DFD generation, utilizing GPT-3.5, GPT-4, Llama2, and Mixtral models. This study emphasizes human oversight and employs an open-source diagramming tool to ensure that diagrams are accurate, complete, and editable. The findings reveal GPT-4’s superior capability in generating complete DFDs, with significant progress from open-source models like Mixtral, indicating a viable path toward automated visual modeling. This approach advances scalable automation in creating visual software models, with broader implications for automating other diagram types. © 2024 Copyright © 2024 for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",Herwanto; Mendez D.; Blekinge Institute of Technology; Mendez D.; fortiss GmbH,2024,conferencePaper,,maybe_queue
