item_key,title,abstract,authors,year,item_type,sources,source_queue
AEKWYXSZ,Enhancing electoral integrity: AI's role and challenges in election monitoring,"With increasing reliance on technology, artificial intelligence (AI) has emerged as a potential solution for  enhancing  election  monitoring / This study concludes by proposing a framework for integrating AI into election monitoring, ensuring that this technology complements human oversight without",Salma Zahra; Akmal Azizan; Sally Sophia,2025,journalArticle,ssrn,maybe_queue
DICCFNNX,Digital shadow risk theory (DART): assessing organizational risks of AI in the workplace,"The rapid adoption of generative AI tools, such as ChatGPT, in workplace environments has introduced new dimensions of risk for organizational data governance / This paper proposes the Digital Shadow Risk Theory (DSRT), which identifies and categorizes the risks posed by the unregulated and widespread usage of / Generative AI, Data Privacy, Organizational Risk, Digital Shadow Risk, Compliance",Glorin Sebastian,2025,journalArticle,ssrn,keep_queue
3HNQXWEF,From LLM reasoning to autonomous AI agents: a comprehensive review,"Large language models and autonomous AI agents have evolved rapidly, resulting in a diverse array of evaluation benchmarks, frameworks, and collaboration protocols. Driven by the growing need for standardized evaluation and integration, we systematically consolidate these fragmented efforts into a unified framework. However, the landscape remains fragmented and lacks a unified taxonomy or comprehensive survey. Therefore, we present a side-by-side comparison of benchmarks developed between 2019 and 2025 that evaluate these models and agents across multiple domains. In addition, we propose a taxonomy of approximately 60 benchmarks that cover general and academic knowledge reasoning, mathematical problem-solving, code generation and software engineering, factual grounding and retrieval, domain-specific evaluations, multimodal and embodied tasks, task orchestration, and interactive assessments. Furthermore, we review AI-agent frameworks introduced between 2023 and 2025 that integrate large language models with modular toolkits to enable autonomous decision-making and multi-step reasoning. Moreover, we present real-world applications of autonomous AI agents in materials science, biomedical research, academic ideation, software engineering, synthetic data generation, chemical reasoning, mathematical problem-solving, geographic information systems, multimedia, healthcare, and finance. We then survey key agent-to-agent collaboration protocols, namely the Agent Communication Protocol (ACP), the Model Context Protocol (MCP), and the Agent-to-Agent Protocol (A2A). Finally, we discuss recommendations for future research, focusing on advanced reasoning strategies, failure modes in multi-agent LLM systems, automated scientific discovery, dynamic tool integration via reinforcement learning, integrated search capabilities, and security vulnerabilities in agent protocols.",Ferrag; Tihanyi; Debbah,2025,preprint,arxiv,maybe_queue
K8PJIPQJ,Empirical validation of open bias architecture (OBA) in GPT models: a structural framework for bias detection and model-state diagnostics,"These findings position OBA as a practical, reproducible infrastructure for AI auditing, governance, and applied system design.",Masaki Hoshino,2026,journalArticle,ssrn,maybe_queue
A88W99ZG,Regulatory siblings: the unfair commercial practices directive roots of the AI act,"One of the proposed instruments is the Artificial Intelligence Act (AI ACT), which is expected to shape the future of technology innovation on the internal / analysis of both Articles 5, to flesh out the similarities between the AI Act and the UCPD relating to regulatory techniques. / UCPD, unfair practices, AI Act, consumer protection, technology regulation",Catalina Goanta,2023,journalArticle,ssrn,keep_queue
28DU43BJ,The US algorithmic accountability act of 2022 vs. The EU artificial intelligence act: what can they learn from each other?,Algorithmic Accountability Act of 2022 (US AAA) is a pragmatic approach to balancing the benefits and risks of automated decision systems.,Jakob Mökander; Prathm Juneja; David Watson; Luciano Floridi,2022,journalArticle,ssrn,keep_queue
AWUGZ2YD,Data protection in the age of big data,"algorithmic accountability, AI, data protection,GDPR, a right to reasonable inferences",Sandra Wachter,2019,journalArticle,ssrn,keep_queue
UDT3AA4A,A survey on the role of LLMs in AI-based software development: augmentation and latent risks,"Large Language Models (LLMs) such as GPT-4, Codex, Code Llama, Claude, and DeepSeek are increasingly shaping AI-based software development. Their role is inherently dual: on one side, LLMs augment established practices by enabling faster vulnerability detection, supporting secure code generation, and assisting in continuous threat modeling; on the other, they introduce latent risks through insecure code suggestions, data leakage, and adversarial misuse. This survey examines recent studies from 2020-2025 to assess how LLMs enhance traditional frameworks such as the Secure Development Lifecycle (SDL) and DevSecOps, while also identifying emerging risks that threaten long-term reliability and compliance. Case studies reveal both the acceleration of secure coding practices and the unintended propagation of unsafe patterns. Further, challenges such as dataset contamination, probabilistic outputs, scalability issues, and developer over-reliance amplify these risks. By consolidating empirical findings, benchmarking studies, and sector-specific applications, this survey provides a structured view of the opportunities and vulnerabilities posed by LLMs in AI-driven software engineering, underscoring the need for governance, dataset curation, and hybrid human-AI collaboration to ensure trustworthy adoption.",M. B. Rashid; M. S. J. Hossain; M. I. Khan; S. Tahora; A. Siddika,2025,conferencePaper,ieee,keep_queue
QN5X6JCB,"The honey badger guide, agile management framework, artificial intelligence assistants & leadership compatible","nbsp;Honey Badger Management Framework, a pioneering, agile project and organizational management system explicitly designed for the era of agentic / AI. / Agile Project Management, AI Governance, Management Framework, Hybrid Human-AI Teams, AI-Assisted Management, Human-AI Collaboration, Leadership, Artificial",Georgios Fradelos,2026,journalArticle,ssrn,maybe_queue
KJQXR85M,"Chapter 18: artificial intelligence and machine learning in finance: key concepts, applications, and regulatory considerations","Next, in illustrating the risks associated with AI adoption, this chapter discusses the need for regulation to address the multiple facets of AI governance",Alessio Azzutti,2024,journalArticle,ssrn,maybe_queue
