item_key,title,abstract,authors,year,item_type,sources,source_queue
UIMCRY49,A boundary-first framework for generative AI in anesthesia,"This Perspective proposes a boundary-first framework for deploying generative AI in anesthesia, organized around four principles. / Language Models, Anesthesiology, Patient Safety, Clinical Governance, Automation Bias, Clinical Decision Support, Retrieval-Augmented Generation, AI Liability",Niranjan Seshadri; Janardhan Baliga,2026,journalArticle,ssrn,maybe_queue
SDDG77IR,"Structural compression theory: a unified information-theoretic account of organizational dysfunction, creativity, and substrate-independent selection dynamics","The framework generates falsifiable predictions across organizational behavior, AI alignment, cognitive science, and institutional design. / Independence, Rate-Distortion Theory, Strategic Communication, Dysmemic Pressure, Selection Dynamics, Stochastic Resonance, Lossy Compression, Creativity, AI / Alignment, Institutional Design",Jeremy McEntire,2026,journalArticle,ssrn,maybe_queue
VU36KFBX,AI content filtering system vulnerabilities: consequences for ethics and safety,We investigate the difficulties of AI alignment with society norms and ethical standards through an analysis of a particular instance involving the creation,Pranshu Lokhande,2024,journalArticle,ssrn,keep_queue
TVU94S2H,Integrated AI paradigms for the next decade of autonomous and scientific innovation,"Artificial Intelligence, Autonomous Systems, Scientific Innovation, Federated Learning, XAI, AI Alignment, Industry 5.0",Adekola Kamaldeen,2025,journalArticle,ssrn,maybe_queue
6HZY6JU8,AIMED: towards a philosophically legitimated AI-assisted iterative method for ethical deliberation,"It is shown how the AIMED framework aligns with and provides a concrete implementation for major international regulatory guidelines, such as the EU AI / Act and the NIST AI Risk Management Framework. / AI Ethics, Digital Humanism, Ethical Deliberation, AI-assisted Governance, LLMs, Philosophy of technology",Luca Rivelli,2025,journalArticle,ssrn,maybe_queue
B7JI5DQC,Fair use considerations for generative AI platforms,"That challenge persists with the advent of generative AI. / Generative AI models such as ChatGPT, DALL-E, LAAMA etc, have instigated copyright infringement disputes against the platforms making them available to / AI, copyright, fair use",Mehtab Khan,2023,journalArticle,ssrn,maybe_queue
TPV2AGCB,Prototypical human-AI collaboration behaviors from LLM-assisted writing in the wild,,Mysore; Das; Cao; Sarrafzadeh,2025,conferencePaper,cao|wos,keep_queue
AK99IGDY,AI disclosure without accountability: paper compliance and the governance limits of transparency in scientific research,"Despite institutional, technical, and incentive-based obstacles that hinder full implementation, traceability provides a means to reduce AIDG and enhance accountability / AI disclosure, AI governance, research integrity, paper compliance, AI disclosure integrity gap, traceability, transparency, accountability, generative / AI, scientific publishing",Victor Frimpong,2026,journalArticle,ssrn,maybe_queue
FFUXX3X7,"Designing inclusive GenAI adoption: a practice-oriented, multi-level HR matrix to empower equity-seeking groups in the workplace","This study advances inclusive Generative AI (GenAI) by reframing adoption as a multi-level socio-technical transformation in which generation functions / guardrails (e.g., disclosure, human-in-the-loop, bias checks) for GenAI workflows. / Generative AI, intergenerational equity, socio-technical transformation, human-centred HR, Digital inclusion, Spain.",Valeria Sánchez; Araceli De los Rios-Berjillos; Ana M. Lucia-Casademunt,2025,journalArticle,ssrn,maybe_queue
ARTF8G62,The AI productivity paradox: saving time takes time,"artificial intelligence, AI productivity paradox, legal profession, dispute resolution, mediation, negotiation, professional decision-making, technology adoption / , legal technology, AI ethics, AI risk management, professional responsibility, practice systems, productivity, learning curve, innovation adoption, behavioral",John Lande,2026,journalArticle,ssrn,keep_queue
3QCCTEE5,Refactoring object-oriented software with ChatGPT: an empirical study,"Generative AI (GenAI) is currently being utilized in many tasks to improve their quality. Because GenAI tools are highly qualified in text-based applications, they have the potential to automate tasks across the software engineering lifecycle. In this study, we empirically investigate ChatGPT’s ability to perform code refactoring tasks. Considering five widely employed refactoring scenarios, we propose testing scenarios upon which we derive 200 test cases for five Java open-source applications. These test cases are applied using ChatGPT and NetBeans, and the results are compared and evaluated. To enable ChatGPT to perform refactoring, we follow prompt engineering approaches to design effective prompts. The results show that ChatGPT has generated refactored pieces of code, which have been successfully compiled for 88% of the test cases. However, it has correctly performed the intended refactoring for only 29% of the cases, compared to NetBeans, which has achieved a 67% correctness rate. These findings indicate that although ChatGPT has some potential to contribute to code refactoring tasks, it is not yet ready to be used as a fully automated refactoring tool for large-scale real-world applications. Its outputs still require human oversight to improve the refactored code’s correctness. Copyright © 2026 Hanady M. Abdulsalam et al. IET Software published by John Wiley & Sons Ltd.",Abdulsalam; Alawadhi; Ali; Alkandari; Al Dallal,2026,journalArticle,wos,maybe_queue
