item_key,title,abstract,authors,year,item_type,sources,source_queue
22JBEZNK,Non-programmers assessing AI-generated code: a case study of business users analyzing data,"Non-technical end-users increasingly rely on AI code generation to perform technical tasks like data analysis. However, large language models (LLMs) remain unreliable, and it is unclear whether end-users can effectively identify model errors - especially in realistic and domain-specific scenarios. We surveyed marketing and sales professionals to assess their ability to critically evaluate LLM-generated analyses of marketing data. Participants were shown natural language explanations of the AI’s code, repeatedly informed the AI often makes mistakes, and explicitly prompted to identify them. Yet, participants frequently failed to detect critical flaws that could compromise decisionmaking, many of which required no technical knowledge to recognize. To investigate why, we reformatted AI responses into clearly delineated steps and provided alternative approaches for each decision to support critical evaluation. While these changes had a positive effect, participants often struggled to reason through the AI’s steps and alternatives. Our findings suggest that business professionals cannot reliably verify AIgenerated data analyses on their own and explore reasons why to inform future designs. As non-programmers adopt codegenerating AI for technical tasks, unreliable AI and insufficient human oversight poses risks of unsafe or low-quality decisions.",Y. Virk; D. Liu,2025,conferencePaper,ieee|scopus,keep_queue
VYRFCCU8,Large language models for vulnerability detection in static code analysis: a survey,"As software systems grow increasingly complex, security vulnerabilities pose escalating threats to digital infrastructure. This survey examines how Large Language Models (LLMs) enhance static vulnerability detection and systematically categorizes adaptation strategies into five approaches: Base Application, Static Analysis Augmentation, Knowledge Enhancement, Fine-tuning Based, and Hybrid Feature Fusion. Through standardized benchmark comparisons, we demonstrate these strategies' differential impact on detection performance and reveal complementary strengths between encoder-only and decoder-only architectures for varying security priorities. Despite advancements, challenges persist in model robustness, generalization, and adaptation to emerging vulnerabilities. Our comprehensive analysis establishes a foundation for future research while providing practical guidance for selecting and implementing LLM adaptation strategies in security-critical applications.",S. Jin,2025,conferencePaper,ieee,keep_queue
USKQ2MIS,Versioned meaning: how to make ontologies audit-stable,"Ontology versioning is widely practiced across enterprise knowledge graphs, healthcare terminologies, and semantic standards. / Semantic Governance, Ontology Versioning, Auditability, Compliance Systems, AI Governance, Provenance, Deterministic Systems",Edward Meyman,2025,journalArticle,ssrn,maybe_queue
2TCH3CHI,A Europe fit for the age of startups: rhetoric and reality in the EU's digital package,"Act—and its commitment to promoting startups. / While some acts, such as the AI Act, include specific provisions and carve-outs to ease the regulatory burden on small firms, these measures may / Startups, AI Act, Digital Markets Act, Digital Services Act, Digital Regulation, Draghi Report, EU competitiveness, competitiveness",Lazar Radic; Dirk Auer,2025,journalArticle,ssrn,maybe_queue
UVI9JUR6,ScanIt: an AI and blockchain powered open-source framework for content authenticity,"The explosive growth of generative AI has triggered a trust crisis in digital media. / Open-Source Software, Content Authenticity, Blockchain Forensics, Generative AI Detection, Liability Verification",Dhruv Mahyavanshi; Kartik Patil; Gargi Bora; Harsh Prajapati; Shital Agrawal,2026,journalArticle,ssrn,maybe_queue
6J57M74S,A study on innovation diffusion decisions of AI technology based on policy instruments,These findings provide theoretical insights into the co-evolution of policy design and innovation diffusion and offer practical guidance for optimizing AI / governance frameworks to enhance diffusion efficiency and ensure sustained policy effectiveness.,Ziwei Li; Qian Wei,2025,journalArticle,ssrn,maybe_queue
SZJ8RUAI,Algorithmic impact assessments under the GDPR: producing multi-layered explanations,"As one of us has argued, the GDPR combines individual rights with systemic governance, towards algorithmic accountability. / The aim of this paper is to address how a Data Protection Impact Assessment (DPIA) links the two faces of the GDPR’s approach to algorithmic accountability",Margot E. Kaminski; Gianclaudio Malgieri,2019,journalArticle,ssrn,keep_queue
PA68SM3U,A research roadmap for augmenting software engineering processes and software products with generative AI,"Generative AI (GenAI) is rapidly transforming software engineering (SE) practices, influencing how SE processes are executed, as well as how software systems are developed, operated, and evolved. This paper applies design science research to build a roadmap for GenAI-augmented SE. The process consists of three cycles that incrementally integrate multiple sources of evidence, including collaborative discussions from the FSE 2025 “Software Engineering 2030” workshop, rapid literature reviews, and external feedback sessions involving peers. McLuhan’s tetrads were used as a conceptual instrument to systematically capture the transforming effects of GenAI on SE processes and software products. The resulting roadmap identifies four fundamental forms of GenAI augmentation in SE and systematically characterizes their related research challenges and opportunities. These insights are then consolidated into a set of future research directions. By grounding the roadmap in a rigorous multi-cycle process and cross-validating it among independent author teams and peers, the study provides a transparent and reproducible foundation for analyzing how GenAI affects SE processes, methods and tools, and for framing future research within this rapidly evolving area.",Amalfitano; Metzger; Autili; Fulcini; Hey,2026,journalArticle,acm,keep_queue
CWR8TLNN,Experimental lawmaking in the EU: regulatory sandboxes,"the financial, energy, healthcare, telecommunications, and data protection sectors, the EU has embraced the potential of regulatory sandboxes in its AI / Regulation Proposal. / Regulatory sandboxes; AI; experimental law; experimentalism; experimental governance; EU Law; anticipatory governance; experimental regulations",Sofia Ranchordas,2021,journalArticle,ssrn,keep_queue
2SDBF78T,The emergence of agentic artificial intelligence: a paradigm shift for operational efficiency and risk management in digital banking,"The digital banking sector is entering a new phase of transformation with the integration of Agentic Artificial Intelligence (AI). / To address these, a multi-layered governance framework is proposed, incorporating human-in-the-loop escalation, immutable audit trails, and ethically aligned / * Agentic AI",Mallikarjun Kallappa Chougala,2025,journalArticle,ssrn,keep_queue
R9J5U8IA,The agreement machine: sycophancy as institutional failure mechanism,"The paper synthesises evidence from the AI alignment literature, human factors research, and organisational decision theory to propose a unified account",Paul Gallacher,2026,journalArticle,ssrn,keep_queue
QCSDLD5F,Cracking AI secrecy: EU migration law & governance and beyond,"In examining the various secrecy points, the paper critiques the limited impact of the newly enacted AI Act in addressing the entrenched secrecy of AI / deployment and development in migration governance. / AI, secrecy, migration, border control, EU law, governance, trade secrecy, state secrecy, political secrecy",Deirdre Curtin; Tommaso Fia,2025,journalArticle,ssrn,keep_queue
Y7IQAAGB,Rhythmic expression rights （RER）｜a process-based copyright layer for human–AI Co-creation：a next-generation framework for protecting structural and rhythmic expression,"Generative AI produces vast outputs by imitating and recombining prior works’ structural–rhythmic patterns (SRP)—the modular structures, temporal cadences / Traditional copyright, optimized for finished artifacts, under-protects these process-level features and struggles to allocate credit and liability in / RER, Rhythmic Expression Rights, Structural–Rhythmic Pattern, SRP, Generative AI, Human–AI Collaboration, IP, Intellectual Property, Copyright and Process",Xinliang Wei,2025,journalArticle,ssrn,maybe_queue
VFJ8V2Z4,Hiding from generative AI,"On November 11 2022, DeviantArt introduced a generative AI image generator into the platform and artworks on this platform entered training data by default / GenAI, Copyright, knowledge spillover, artificial intelligence",Sijie Lin,2024,journalArticle,ssrn,maybe_queue
EPHPTBA2,Protocol-mediated execution governance for LLM agent systems,"As large language models transition from conversational assistants to autonomous agents capable of executing actions inside enterprise infrastructure, / AI governance, LLM agents, execution authority, Model Context Protocol, Zero Trust architecture, prompt injection, tool-mediated execution, confused deputy",Ari Harrison,2026,journalArticle,ssrn,keep_queue
