item_key,title,abstract,authors,year,item_type,sources,source_queue
SMHWVB9J,"Designing human-automation redundancy: overreliance, automation shirking, and the operator’s dilemma","In some cases, these systems might encourage automation shirking, a form of overreliance in which operators deliberately reduce monitoring and checking / Across three studies (N = 970), Serial increased automation shirking and accident risk. / Automation bias, Human in the loop, Decisions from experience, Human computer interaction, Underweighting of rare events, Socio-technical systems, Behavioral",Doron Cohen; Yefim Roth; Jörg Rieskamp; Markus Schöbel,2025,journalArticle,ssrn,keep_queue
4IRLNDPQ,Ethics 3.0 - attorney responsibility in the age of generative AI,"This article focuses on the obligations of client confidentiality, the duty to understand cybersecurity, the need to exploit the new technologies of generative / AI and the metaverse with caution, and the need to communicate in a permissible manner.",Jon Garon,2024,journalArticle,ssrn,maybe_queue
JGC7DS38,Can LLMs demystify bug reports?,"Bugs are notoriously challenging: they slow down software users and result in time-consuming investigations for developers. These challenges are exacerbated when bugs must be reported in natural language by users. Indeed, we lack reliable tools to automatically address reported bugs (i.e., enabling their analysis, reproduction, and bug fixing). With the recent promises created by LLMs such as ChatGPT for various tasks, including in software engineering, we ask ourselves: What if ChatGPT could understand bug reports and reproduce them? This question will be the main focus of this study. To evaluate whether ChatGPT is capable of catching the semantics of bug reports, we used the popular Defects4J benchmark with its bug reports. Our study has shown that ChatGPT was able to demystify and reproduce 50% of the reported bugs. ChatGPT being able to automatically address half of the reported bugs shows promising potential in the direction of applying machine learning to address bugs with only a human-in-the-loop to report the bug.",Plein; Bissyandé,2023,preprint,arxiv,maybe_queue
9U8PK4ZP,Responsible engagement: human–AI work system design for counteracting agency reversal,"This study examines the challenge of agency reversal in AI-assisted decision-making, where human decision-makers become passive executors of algorithmic / operational decision-making, offering practical insights for responsible AI governance in financial and other organizational contexts. / Agency Reversal, Digital Transformation, Work System Theory, Human-in-the-Loop, Responsible Engagement, Microlending",Thomas Ware; Tian Lu; T. S. Raghu; Benjamin B. M. Shao,2025,journalArticle,ssrn,keep_queue
FM6DB2Z3,Towards an atomic agency for quantum-AI,"Analytically, it finds convergence on the need for principled, responsible technology governance, despite conflicting marketdriven, values-based, and state-driven / This necessitates frameworks for equitable benefit/risk redistribution, calling for nations to cooperatively steward quantum resources. / Agency for Quantum-AI, UN Quantum Treaty, Quantum Law, Nuclear Non-Proliferation Treaty, IAEA, Quantum Acquis Planétaire, responsible quantum technology, agentic / AI, societal impact, law, ethics, policy, governance, regulation, quantum computing, sensing, simulation, quantum-AI hybrids, nuclear fission, nuclear",Mauritz Kop,2025,journalArticle,ssrn,maybe_queue
BSRX6EDE,Evaluation of generative AI-assisted software design and engineering: a user-centered approach,"This paper evaluates the impact of generative artificial intelligence (AI) on software design and engineering through a user-centered approach. The integration of generative AI tools in software development processes is scrutinized across various phases, from ideation to deployment. By conducting a literature review and a preliminary evaluation with 18 students, this study identifies critical tasks within the software development life cycle where generative AI tools can enhance productivity and creativity. The paper outlines the potential of generative AI to expedite tasks like code completion, prototype design, requirements validation, and documentation, thereby potentially transforming software engineering practices. It emphasizes a user-centered perspective, assessing tools based on criteria such as usability, effectiveness, and integration within existing workflows. Furthermore, the study highlights the importance of human-AI collaboration, suggesting that while generative AI can significantly support software development tasks, human oversight and critical evaluation of AI-generated outputs remain essential. This research contributes to understanding how generative AI tools can be effectively integrated into software development processes, offering insights into the benefits and challenges of these emerging technologies from a user-centric viewpoint. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Fischer; Lanquillon; Degen H.; Ntoa S.,2024,conferencePaper,,maybe_queue
5SZJ2SHA,"The reasoned ratification report (irr): documented human oversight, integrated traceability and control of ai-assisted judicial decisions","This article proposes and systematises the Reasoned Ratification Report (IRR) as a mechanism of documented human oversight for judicial decisions assisted / An architectural variant of the IRR is also proposed-termed the Inverse IRR or documented positive silence-which reverses the compliance burden: the system / judicial artificial intelligence, human oversight, integrated traceability, compliance by design, IRR, Inverse IRR, automation bias, AI Act, Instruction",,2026,journalArticle,ssrn,keep_queue
QIV7DL7L,Mitigating mode errors and automation surprise in human-in-the-loop expert systems: a decision-state isolation architecture,"Human-in-the-loop expert systems deployed in high-stakes domains face a critical vulnerability where asynchronous user interactions unintentionally mimic / This work addresses the resulting ‘automation surprise’ and loss of decision traceability by presenting a preventive security architecture based on decision-state / Human-in-the-loop, Mode error, Automation surprise, Decision-state integrity, Operator agency, Trust in automation",Chairote Yaiprasert; Achmad Nizar Hidayanto,2026,journalArticle,ssrn,keep_queue
Y38IR6BY,The human rights implications of the use of AI in the digital welfare state: lessons learned from the dutch syri case,"analysis unpacks the relevance and complementarity of three legal/regulatory frameworks governing algorithmic systems: data protection, human rights law and algorithmic / accountability.",Mando (Adamantia) Rachovitsa; Niclas Johann,2022,journalArticle,ssrn,keep_queue
JQ7A8789,Exploring ethical implications of ChatGPT and other AI chatbots and regulation of disinformation propagation,"Chatbots, driven by artificial intelligence (AI) such as ChatGPT, are playing an increasingly pivotal role in the digital age and are disrupting numerous / Given the capacity of these systems to generate text that closely mimics human conversation based on their training data, there is a significant risk of / Ethical AI, Algorithmic Fairness, ChatGPT, Disinformation, AI Governance, Deep Fakes",Glorin Sebastian; Sr. Shaliet Rose Sebastian,2023,journalArticle,ssrn,maybe_queue
986DSDWX,"A governance-based framework for risk-aware AI decision systems in financial environments integrating risk control, human oversight, and deterministic auditability into AI-driven decision processes","Artificial intelligence is increasingly deployed in financial environments for credit assessment, fraud monitoring, customer analytics, portfolio support / Decision processes must also satisfy requirements related to risk control, accountability, auditability, escalation, and human oversight. / artificial intelligence, fintech, AI governance, financial decision systems, model risk management, human oversight, auditability, risk-aware systems",Yasin Kalafatoglu,2026,journalArticle,ssrn,keep_queue
AZFX7EC7,Lex aegis: the living law- a public blueprint for constitutional AI governance,"Intelligence Governance, Constitutional AI, Participatory Governance, Machine Law, AI Ethics, Public Oversight, Federated Systems, Causal Inference, Algorithmic / Accountability, Civic Codification, Lex Machina, AI Constitutionalism, Machine Republic, Ethical AI, AI Law, Federated AI, Public Participation, SPQR",Adam Mazzocchetti,2025,journalArticle,ssrn,maybe_queue
