item_key,decision,confidence,rationale
UIMCRY49,discard,high,"Clinical anesthesia AI governance framework; domain-specific clinical context is non-transferable to software engineering without substantial re-derivation"
SDDG77IR,discard,high,"Abstract information-theoretic organizational theory spanning multiple domains; no operational mechanism applicable to software engineering governance"
VU36KFBX,discard,medium,"Thin abstract about AI content filtering alignment issues; no measurement methodology or governance mechanism for software engineering organizations evident"
TVU94S2H,discard,high,"Broad AI paradigm survey covering autonomous systems and scientific innovation without operationalizable governance mechanism for software engineering organizations"
6HZY6JU8,discard,high,"Philosophical framework for AI-assisted ethical deliberation aligned with EU AI Act and NIST; procedural ethics methodology rather than operationalizable software engineering governance mechanism"
B7JI5DQC,discard,high,"Copyright and fair use analysis for generative AI platforms covering creative content (ChatGPT, DALL-E); no software code governance angle"
TPV2AGCB,maybe,low,"No abstract available; title suggests empirical study of human-AI collaboration behaviors in LLM-assisted writing that might generalize to code review oversight, but domain and methodology cannot be assessed"
AK99IGDY,discard,high,"AI disclosure governance framework targeting scientific research integrity and paper compliance; domain-specific without transferable mechanism to software engineering"
FFUXX3X7,discard,high,"HR matrix for inclusive GenAI adoption focused on equity-seeking groups and organizational change management; no AI code risk or oversight angle"
ARTF8G62,discard,high,"AI productivity paradox study in legal profession context; productivity and adoption focus without software engineering governance or oversight angle"
3QCCTEE5,keep,high,"Empirical measurement of ChatGPT code refactoring correctness (29% vs 67% for traditional tools) with reproducible methodology across 200 test cases directly establishes AI code quality baseline for organizational risk assessment"
748PV6B3,discard,high,"EU AI Act Article 26 analysis focused exclusively on bank credit-scoring systems; non-software high-risk AI domain with no code governance transfer"
CBXBKRA9,keep,high,"Field experiment at WirelessCar demonstrates hybrid proactive/on-demand LLM code review designs that balance cognitive load, reviewer trust, and control — directly operationalizable for code review workflow governance at scale"
VZJUT4NB,discard,high,"XAI for mental health clinical domain; interpretability framework specific to clinical context with no transferable contribution to software engineering governance"
IT2L2XLC,discard,high,"Patent law paradigms for AI-driven inventions in biosciences; legal framework for biotech domain with no software or code governance angle"
MFSZPSPU,keep,high,"HITL rubric-based LLM patch evaluation achieves kappa=0.75 with human consensus and 0.94 recall, providing an operationalizable and quantified scaling mechanism for AI code patch review"
7VJEFL49,discard,high,"Copyright and fair use analysis for AI-generated art after Warhol decision; creative content intellectual property without software code governance angle"
JS58YQWN,keep,medium,"Formal runtime governance framework with computable trust scores, hash-chain audit trails, and MCP boundary security is operationalizable for AI system deployment governance, though primary framing targets financial services"
Z5QUGQUF,discard,high,"Generative AI in legal decision-making and AI-assisted arbitration; domain-specific legal context without transferable governance mechanism for software engineering organizations"
CTAMRMIV,maybe,medium,"SNA framework for enterprise AI agent governance with explicit MCP focus could provide coordination analysis for software organizations deploying AI coding agents, but organizational analysis methodology may not directly address code oversight"
LHZ62ZIL,discard,high,"Governance framework for AI knowledge systems in digital government institutions; domain-specific cognitive infrastructure model without software engineering applicability"
93672HBY,keep,medium,"Qualitative interview study with 14 software developers identifying AI code assistant challenges and coping strategies provides empirically grounded patterns for organizations managing AI-assisted development"
9YYDST6X,discard,high,"Clinical AI safety framework for hospital operations with EU AI Act and WHO compliance focus; domain-specific clinical governance non-transferable to software engineering"
NLU442CT,keep,high,"LLM-driven curation pipeline for code review datasets demonstrates measurable improvement in automated code review comment quality and downstream model performance — operationalizable methodology for improving AI code review systems"
BXQ64F4K,keep,high,"Language-agnostic framework mines static analysis rules from real-world bug-fix patterns with 73% developer acceptance across Java, JavaScript, and Python, providing a scalable automated mechanism for code quality governance"
ZTC5ZMK7,maybe,medium,"Real-time cognitive bias detection engine for AI-assisted decision-making could generalize to automation bias mitigation in code review, but abstract lacks specifics on whether the mechanism transfers to software development contexts"
7GE63LDE,keep,high,"Empirical measurement of LLM IaC repair shows 84.7% misconfiguration alarm reduction but 20.4% hallucination rate, directly quantifying AI code generation risk in infrastructure contexts and motivating HITL oversight design"
MBRLSRBA,discard,high,"EU AI Act analysis of openness gradients in foundation model supply chains focused on model licensing and accountability; no operational mechanism for software development or code generation governance"
BQDUZWYL,keep,medium,"Argues that generic HITL and governance overlay approaches architecturally fail and proposes judgment as embedded organizational function — operationalizable reframing relevant to software engineering AI oversight design"
7ZTXRR2R,discard,medium,"Dual-role analysis of AI in cybersecurity operations (threat detection, vulnerability prioritization) with NIST/EU AI Act governance review; primary focus is cyber defense tooling rather than software development governance"
2CPGJ7QQ,discard,high,"Mathematical proof of RLHF alignment impossibility using social choice theory; theoretical result without operational mechanism for software engineering organizations managing AI code"
TMA6CFKD,discard,high,"Scoping review of systemic risks in dominant online platforms under Digital Services Act; platform regulation with no software development or code governance angle"
BKY5F4ND,discard,high,"LLM-based stakeholder insight generation from software contracts for compliance; contract analysis tool without AI code generation governance or oversight angle"
