item_key,title,abstract,authors,year,item_type,sources,source_queue
IBPAJZWZ,Future proofing the DMA for agents AI: lessons from the AI act,"That the latter solution is feasible is suggested by a comparison of the DMA’s rules with the rules for high-risk AI systems / Artificial Intelligence, AI Agents, Agentic AI, AI Act, Digital Regulation, Digital Markets Act, Core Platform Services, Gatekeeper, General Definition",Frederick Gohsl,2025,journalArticle,ssrn,keep_queue
74UAHJ47,Exploring automation bias in human–AI collaboration: a review and implications for explainable AI,"As Artificial Intelligence (AI) becomes increasingly embedded in high-stakes domains such as healthcare, law, and public administration, automation bias (AB)—the tendency to over-rely on automated recommendations—has emerged as a critical challenge in human–AI collaboration. While previous reviews have examined AB in traditional computer-assisted decision-making, research on its implications in modern AI-driven work environments remains limited. To address this gap, this research systematically investigates how AB manifests in these settings and the cognitive mechanisms that influence it. Following PRISMA 2020 guidelines, we reviewed 35 peer-reviewed studies from SCOPUS, ScienceDirect, PubMed, and Google Scholar. The included literature, published between January 2015 and April 2025, spans fields such as cognitive psychology, human factors engineering, human–computer interaction, and neuroscience, providing an interdisciplinary foundation for our analysis. Traditional perspectives attribute AB to over-trust in automation or attentional constraints, resulting in users perceiving AI-generated outputs as reliable. However, our review presents a more nuanced view. While confirming some prior findings, it also sheds light on additional interacting factors such as, AI literacy, level of professional expertise, cognitive profile, developmental trust dynamics, task verification demands, and explanation complexity. Notably, although Explainable AI (XAI) and transparency mechanisms are designed to mitigate AB, overly technical, cognitively demanding, or even simplistic explanations may inadvertently reinforce misplaced trust, especially among less experienced professionals with low AI literacy. Taken together, these findings suggest that although explanations may increase perceived system acceptability, they are often insufficient to improve decision accuracy or mitigate AB. Instead, user engagement emerges as the most feasible and impactful point of intervention. As increased verification effort has been shown to reduce complacency toward AI mis-recommendations, we propose explanation design strategies that actively promote critical engagement and independent verification. These conclusions offer both theoretical and practical contributions to bias-aware AI development, underscoring that explanation usability is best supported by features such as understandability and adaptiveness. © The Author(s) 2025.",Romeo; Conti,2026,journalArticle,,keep_queue
68K56AUX,Transparent real-time governance of agentic AI systems,"intelligence systems — autonomous, multi-step AI agents capable of planning, tool use, and cascading real-world action — present a qualitatively distinct governance / Third, a tiered implementation pathway classifying agentic systems into four risk tiers (Critical, High-Risk, Standard, Experimental) using an operational / | v2.2: Strengthened evidential base, ZK sequencing, jurisdictional development, AI Governance, Agentic AI, EU AI Act, public immutable audit",Ryan Lavelle,2026,journalArticle,ssrn,keep_queue
GRUY5WWY,From law to gherkin: a human-centred quasi-experiment on the quality of LLM-generated behavioral specifications from food-safety regulations,"AbstractContext:Laws and regulations increasingly influence software design, development, and quality assurance in regulated domains; however, the technology-neutral formulation of legal provisions complicates the derivation of concrete specifications, requirements, and acceptance criteria needed to verify software compliance. Producing these artifacts manually is labour-intensive and error-prone. Recent advances in generative AI, particularly large language models (LLMs), offer the potential for automated assistance in deriving software engineering artifacts from legal texts.Objective:Following a quasi-experimental design, we present the first systematic human-subject evaluation of LLMs’ ability to automatically derive Gherkin behavioral specifications from legal texts. Gherkin is a domain-specific language for specifying system behaviors through scenario-based descriptions written in the Given--When--Then format. Due to their structured and machine-readable nature, Gherkin specifications lend themselves more readily to automation within software-development processes.Methods:We recruited 10 participants to evaluate Gherkin specifications generated from food-safety regulations by two LLMs, Claude and Llama. Sixty specifications were generated. Each participant independently assessed 12 specifications across five quality criteria: relevance, clarity, completeness, singularity, and time savings. Each specification was evaluated by two participants, yielding 120 assessments with quantitative ratings and qualitative feedback.Results:Ratings were uniformly high (top-two categories): relevance 95%, clarity 100%, completeness 94.2%, singularity 93.4%, and time savings 91.7%. No statistically reliable differences were observed across participants or between LLMs. Qualitative feedback noted occasional omissions, hallucinations, and mixed intents; the first two, in particular, underscore the importance of human oversight, especially in safety-critical domains where non-compliance can have severe consequences.Conclusion:Our results suggest that, in the context of food safety, LLMs can assist in deriving Gherkin specifications from legal texts; however, observed omissions and hallucinations necessitate systematic human review. © 2026 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/",Hassani; Sabetzadeh; Amyot,2026,journalArticle,wos,maybe_queue
8GRSSX8L,AI-assisted copilot automation for reliable FPGA verification at hyperscale,"Cloud-scale, Artificial Intelligence (AI)-centric deployments are increasingly accelerated and made flexible through Field-Programmable Gate Arrays (FPGAs). Traditional simulation-only verification has often been shown to miss system-level risks that surface late during hardware bring-up. A hybrid verification methodology has therefore been developed in which AI-driven automation is orchestrated with formal connectivity checks to ensure reliable end-to-end signal connectivity and robust reset behavior across heterogeneous FPGA Stock Keeping Unit (SKU) variants. Structured prompts are employed to guide Copilot in generating Python scripts that traverse - Register Transfer Level (RTL) designs, extract signal mappings, and auto-generate timing-aware connectivity assertions in Comma-Separated Values (CSV) format. Precise, context-rich prompts specifying signal roles, hierarchy depth, and reset domains are observed to yield consistent results, whereas generic prompts fail to capture architectural nuances. Reset validation strategies covering Function Level Resets (FLRs), Memory-Mapped Input Output (MMIO) handlers, and firmware-driven resets have been applied in FPGA contexts, while the underlying connectivity assertion framework has been shown to be portable to Application-Specific Integrated Circuit (ASIC) flows with minimal adaptation. Over nine months, the methodology was deployed on multiple hyperscale FPGA platforms, where critical bugs missed by weeks of simulation regressions were surfaced. Integration with commercial formal tools was achieved, scalability to new FPGA variants was demonstrated, and lessons in prompt engineering and cross-domain verification were documented.",Nguyen; Le; Tran; Rao; Putnam,Febr,conferencePaper,acm,maybe_queue
6IB54Q33,On the principles and effectiveness of gamification in bidirectional artificial intelligence and explainable AI,"The constant development of Artificial Intelligence models and tools made it necessary to validate their effectiveness and perceived trustability as critical characteristics for their application to everyday life scenarios. While most validation approaches focus on computing metrics and performing objective observations of a model's behavior, bidirectional human-in-the-loop approaches are rising in relevance as tools for subjective assessment of model quality and stability. Indeed, they aim to evaluate a model from the final user's perspective to tackle potential trust or understandability issues that may otherwise hinder its significance. Crowdsourcing plays a fundamental role in human involvement, allowing researchers and developers to engage a broad and heterogeneous crowd in such assessments as well as other aspects of the explainability cycle. While crowd involvement provides substantial benefits, improving user knowledge about AI-related concepts to achieve a comprehensive and accurate validation or data collection is still challenging. Thus, human-centered applications are frequently framed as gamified experiences in this context, striving to ease the knowledge barrier while making the experience more engaging and enjoyable. This article describes the fundamental gamification design approaches, their principles, their application to the field of Artificial Intelligence, and some of their successful applications, primarily in the field of Explainable AI and AI model transparency. © 2025 Elsevier Inc. All rights reserved.",Tocchetti; Bianchi; Campi; De Santis; Brambilla,2025,journalArticle,,maybe_queue
V3LNSZEI,GROK IMAGE GENERATION GOVERNANCE AUDIT targeted sexualization on X: an independent research report,"Grok Image Generation Governance Audit AI Governance, Image Generation, Targeted Harassment, Grok, X (Twitter), Algorithmic Accountability, Non-consensual",Dana Lefkowitz,2026,journalArticle,ssrn,maybe_queue
4PHG6XL5,Equitable progress and the regulation of AI,"It explores tensions between innovation and equity, transparency and performance, accountability and liability, and economic gains and workforce displacement / Special attention is given to generative AI, whose influence on creative labor and cultural production underscores the importance of preserving human agency / AI Policy Global AI Governance Responsible AI, Regulation, AI Governance, Equitable Progress, Algorithmic Fairness, Inclusive Innovation, Technology and / Inequality, AI and Social Justice, Generative AI Policy, Global AI Governance, Responsible AI",Daryl Lim,2026,journalArticle,ssrn,keep_queue
FCSXBE4I,Agent reliability maturity model (ARMM) a capabiility framework for production-ready AI agent deployment - moving from 'can we build it' to 'are we ready to run it',"The primary barrier cited by practitioners is not governance or capability, but reliability: will it work when it matters? / structures (governance maturity). / Capability Maturity Model, Systems Engineering, Artificial Intelligence, AI Agents, Agentic AI",Ant Newman,2026,journalArticle,ssrn,keep_queue
2U9MPNDK,Traceability for privacy: a foundational pillar for an effective and competitive EU digital rulebook,"The European Union has established a comprehensive digital rulebook (GDPR, DSA, DMA, DGA, Data Act, AI Act), to develop a digital single market that respects / an operational framework synthesizing the EU Digital Identity Wallet and Data Governance Act data intermediaries offers a pragmatic, legally-aligned solution / GDPR, AI Act, Data Governance, EuroStack, Digital Identity, OTrace, W3C Verifiable Credentials",Maitrayee Pathak,2025,journalArticle,ssrn,maybe_queue
