item_key,title,abstract,authors,year,item_type,sources,source_queue
8QS39I9Q,Information density and institutional adaptation: evidence and implications,"institutional theory, and decision theory, the paper proposes a simple conceptual model of institutional lag and illustrates it through selected cases, including AI / regulation and platform labor markets.",Alexander Bykovski,2026,journalArticle,ssrn,maybe_queue
BMHS9L9D,Organizational readiness assessment models for AI integration in financial fraud detection units,"theoretical models and industry practices to formulate a holistic diagnostic tool that financial institutions can adopt to benchmark their readiness for AI adoption / Organizational Readiness, Artificial Intelligence Integration, Financial Fraud Detection, Change Management, Socio-Technical Framework, AI Governance,",Itunuoluwa Adegbola,2025,journalArticle,ssrn,maybe_queue
DJ99N4TK,The first global AI treaty: analyzing the framework convention on artificial intelligence and the Eu AI act,"As the world’s first legally binding international treaty on AI, the Convention aims to establish common standards for AI governance grounded in human / It highlights the Convention’s broad scope, lifecycle approach to AI governance, flexible implementation mechanisms, and emphasis on stakeholder engagement / Framework Convention on Artificial Intelligence, International Law, AI Governance, International AI Treaty, Global Technology Policy, AI risk management / , Comparative AI law, EU AI Act, AI, Artificial Intelligence, Global AI",Cheng-chi (Kirin) Chang,2025,journalArticle,ssrn,keep_queue
6AK8UNWG,Regulating for sustainable artificial intelligence: citizens’ support for policy instruments,Findings from survey data representative of the German population show overall moderate to strong support for AI regulation. / Citizens thus seem to perceive a clear sustainability dimension in the development and governance of AI.,Pascal König; Stefan Wurster; Markus B. Siewert,2022,journalArticle,ssrn,maybe_queue
5F2578DV,Institutional accountability and legitimate inference in algorithmic adjudication: beyond trustworthy AI,"Algorithmic Decision-Making, Trustworthy AI, Explainability, Algorithmic Accountability, AI Governance, Automated Decision-Making, Due Process, AI Regulation",Ignacio Cofone,2026,journalArticle,ssrn,keep_queue
GK6VHPE8,OPERATIONAL INTELLIGENCE: an ontology for AI integration in defence institutions,"We demonstrate that AI integration succeeds or fails based on primitive classification accuracy, not technological capability. / A command decision outsourced to an algorithm is not automation-it is an abdication of legal and moral authority. / Defence AI, Cognitive Ontology, Operational Security, Data Sovereignty, Command Authority, AI Augmentation, Atmanirbhar AI, Large Language Models, Institutional / AI Integration, Human-in-the-Loop",Umran Nayani,2026,journalArticle,ssrn,maybe_queue
JFJ7L6JT,Proceedings of the 2023 laboratory safety workshop - human factors: safety and technology,"The 2023 Workshop on Laboratory Safety entitled “Human Factors: Safety and Technology” provided a comprehensive platform for researchers and safety professionals to explore innovative safety practices. The event featured sessions on AI, machine learning, and human factors in safety culture alongside interactive panel discussions and workgroup activities. Key presentations challenged traditional accident paradigms, emphasizing systemic approaches and the integration of AI in safety management. The integration of AI tools in safety systems holds promise to revolutionize risk assessment and accident prevention across various industries. These advanced technologies can process vast amounts of data to identify potential hazards, predict incidents, and recommend preventive measures with an unprecedented speed. However, human factor challenges can arise when operators become overly reliant on AI systems, potentially leading to complacency, a disregard of ethical considerations, or difficulties in judging the accuracy of the generated materials. The Workshop fostered collaboration through networking opportunities and highlighted the importance of leadership in safety improvements. The posthumous Safety Leadership Award to Eugene Ngai underscores his commitment to advancing research safety. Overall, the Workshop facilitated knowledge sharing and inspired future advancements in laboratory safety practices. © 2024 American Chemical Society.",Schröder; Merlic,2024,journalArticle,,maybe_queue
3IUGMNQS,Ownership & copyrightability of AI-generated outputs: a conflict-of-laws perspective,"More specifically, can such outputs be protected by copyright, and, if so, under what conditions? / While much of the existing debate centers on substantive copyright law (specifically, inputs), this paper pivots to explore whether established conflict-of-laws / Copyright, Copyright law, generative AI, AI agents, Artificial intelligence, innovation, outputs, inputs, copyrightability, berne convention, territoriality",Paul Jurcys; Mark Fenwick; Gyooho Lee; Vytautas Mizaras,2024,journalArticle,ssrn,keep_queue
SBDG9GED,"A study on ethical implications, trust, and audit reliability in AI assisted accounting: an extended UTAUT perspective in emerging economies","This paper examines how ethical perception and trust shape the adoption and reliability of artificial intelligence systems in accounting and auditing, / Practical implications: For practitioners and audit firms, embedding ethical design principles, algorithmic transparency, and human oversight in AI systems / Artificial Intelligence in Accounting, Ethical Perception, Trust in AI, Audit Reliability, Technology Adoption (UTAUT Model)",Vineeta Mishra,2025,journalArticle,ssrn,maybe_queue
ZTAQZTUA,"Artificial intelligence-driven corporate finance: enhancing efficiency and decision-making through machine learning, natural language processing, and robotic process automation in corporate governance and sustainability","of machine learning, natural language processing (NLP), and robotic process automation (RPA), AI introduces innovative methods for enhancing corporate governance / Machine learning algorithms play a pivotal role in detecting patterns and correlations within financial data, facilitating proactive risk management and / Finance, Corporate Finance, Corporate Governance, Corporate Social Responsibility, Artificial Intelligence, ChatGPT",Nitin Rane; Saurabh Choudhary; Jayesh Rane,2024,journalArticle,ssrn,maybe_queue
