item_key,title,abstract,authors,year,item_type,sources,source_queue
Y4YHMRYE,The impact of AI-assisted code generation on software vulnerabilities and the role of AI in automated security testing,"However, their impact on software security remains a critical concern. / This paper examines how AI-generated code influences the prevalence of software vulnerabilities, exploring whether these tools introduce new security risks",Sunday Oladele; Faruk Lawal,2025,journalArticle,ssrn,keep_queue
4TYKTMN4,Governing AI without killing value: KEV - a defensibility-first governance framework,"In mainstream enterprise deployments, that verification condition is not yet available as a default property of foundation model outputs. / AI Governance, Fiduciary Duty, Verification Debt, Corporate Liability, Board Accountability, Decision Architecture, KEV Framework, Sovereign Intelligence / Flywheel, Accountability Arbitrage, Insurance Exclusion, Regulatory Compliance, AI Risk Management, Architectural Exposure, Epistemic Debt, Audit and",Andrew J Devin,2026,journalArticle,ssrn,keep_queue
KHI5AV89,"Applied self-evolving science (ASES): foundations, governance, and the strategic roadmap for post-AI science","Unlike ex-ante misalignment risks (Russell, 2019; Amodei et al., 2016), ROD unfolds post-deployment, rendering it invisible to compliance regimes still / Neither the EU AI Act (2024) nor the NIST AI RMF (2023) provides mechanisms to detect or contain objective drift. / Self-Evolving AI (SEAI), Recursive Objective Drift (ROD), Applied Self-Evolving Science (ASES), Dynamic Financial Applied Science (DFAS), AI Governance / , Post-Objective Governance, Algorithmic Risk, Containment Protocols, AI Safety & Security, Sovereignty and AI",Hasan Alaali,2025,journalArticle,ssrn,maybe_queue
6N8BFFFK,"Citizen development, low-code/No-code platforms, and the evolution of generative AI in software development","The demand for faster software solutions exceeds the supply of skilled software developers. More businesses will adopt citizen development frameworks and generative AI tools; however, this solution adds some challenges for project governance and security.",Sodano; DeFranco,2025,journalArticle,wos,keep_queue
H7GSE8QJ,Deconstructing public fear and resistance to artificial intelligence,"Public resistance to artificial intelligence (AI) adoption poses a significant barrier to technological advancement and societal progress. / The ultimate aim is to foster public trust, facilitate informed dialogues around AI capabilities and encourage responsible adoption of AI technologies. / Artificial Intelligence (AI), Public Perception, AI Safety, Large Language Models (LLMs), Responsible AI, Technology Adoption",Caleb F. Worel,2025,journalArticle,ssrn,maybe_queue
NWQP7G88,"Quality In, quality out: investigating training data's role in AI code generation","Deep Learning (DL)-based code generators have seen significant advancements in recent years. Tools such as GitHub Copilot are used by thousands of developers with the main promise of a boost in productivity. However, researchers have recently questioned their impact on code quality showing, for example, that code generated by DL-based tools may be affected by security vulnerabilities. Since DL models are trained on large code corpora, one may conjecture that low-quality code they output is the result of low-quality code they have seen during training. However, there is very little empirical evidence documenting this phenomenon. Indeed, most of previous work look at the frequency with which commercial code generators (e.g., Copilot, ChatGPT) recommend low-quality code without the possibility of relating this to their (publicly unavailable) training set. In this paper, we investigate the extent to which low-quality code instances seen during training affect the quality of the code generated at inference time. We start by fine-tuning a pre-trained DL model on a large-scale dataset ($>4.4 \mathrm{M}$ functions) being representative of those usually adopted in the training of code generators. We show that 4.98 % of functions in this dataset exhibit one or more quality issues related to security, maintainability, coding practices, etc. We use the fine-tuned model to generate 551 k Python functions, showing that 5.85 % of them are affected by at least one quality issue. We then remove from the training set the low-quality functions, and use the cleaned dataset to fine-tune a second model which has been used to generate the same 551k Python functions. We show that the model trained on the cleaned dataset exhibits similar performance in terms of functional correctness as compared to the original model (i.e., the one trained on the whole dataset) while, however, generating a statistically significant lower number of low-quality functions (2.16 %). Our study empirically documents the importance of high-quality training data for code generators.",C. Improta; R. Tufano; P. Liguori; D. Cotroneo; G. Bavota,2025,conferencePaper,ieee,keep_queue
HCQJX2AW,AutoSDLC-LC: a low-code AI-driven framework for accelerating and democratizing the software development lifecycle,"The increasing demand for rapid software development, especially from non-technical stakeholders, has highlighted the need for intelligent automation within the Software Development Lifecycle (SDLC). In this paper, we present AutoSDLC-LC a new low-code, AI-driven, paradigm-shifting software development framework that is radically changing software engineering through its ability to speed up application development with high precision and democratization. Combining the transformer-based Natural Language Processing (T5) to convert a set of requirements into a model, the AutoML to generate the backend model, and the OpenAI Codex to dynamically generate the code, the framework enables users to develop, run, and deploy full-stack applications with little manual programming. AutoSDLC-LC has a drag and drop workflow designer, smart schema-to-component map following meta-learning, and GPT as an aid in test case generation. The framework has a demonstrated 72.6% average time savings on development in ten varied case studies, which spanned inventory management to sales analytics, reached an average code coverage of 90.2%, and an AutoML model accuracy of 94.2%. Also, API binding precision was at 93.8% and defect density at 1.43 KLOC. Such head-to-toe combination serves more than just larger time-to-market by enabling citizen developers and business users to take part in an end-to-end delivery of software. Through the utilization of the low-code accessibility and AI-based intelligence, AutoSDLC-LC virtually eliminates the remains between conceptualization and actualization, leading to an evolutionary solution which is applicable in the current agile space. The results provided confirm its feasible usefulness in easing the effort, upsurge automation and sustaining quality software. The future extensions will be aimed at better explainability, adding natural language debugging, and incorporating federated deployment mechanisms.",C. Jayamala; A. N E; D. A G; L. Viswanathan; V. P. S,2025,conferencePaper,ieee,keep_queue
GKNIDI2B,"Agentic AI optimisation (AAIO): what it is, how it works, why it matters, and how to deal with it (revised preprint, forthcoming in minds and machines)","This article introduces Agentic AI Optimisation (AAIO) as an essential methodology for ensuring effective integration between websites and agentic AI systems / By examining the mutual interdependency between website optimisation and agentic AI success, the article highlights the virtuous cycle that AAIO can create / Agentic Artificial Intelligence (AAI), Agentic AI Optimisation (AAIO), Digital Optimisation, AI Ethics, Digital Governance",Luciano Floridi; Carlotta Buttaboni; Nicolas Gertler; Emmie Hine; Jessica Morley,2025,journalArticle,ssrn,maybe_queue
DU7GB7R4,Sustainable AI regulation,"Current proposals for AI regulation, in the EU and beyond, aim to spur AI that is trustworthy (e.g., AI Act) and accountable (e.g., AI Liability) What / Regarding both energy and water, AI training is particularly resource intensive, and even more so with large generative AI models such as ChatGPT or GPT",Philipp Hacker,2023,journalArticle,ssrn,maybe_queue
ZTZG2PF2,Sketch2BIM: a multi-agent human-AI collaborative pipeline to convert hand-drawn floor plans to 3D BIM,"This study introduces a human-in-the-loop pipeline that converts unscaled, hand-drawn floor plan sketches into semantically consistent 3D BIM models. / Sketch-to-BIM, MLLMs, Human-in-the-loop, Multi-agent systems, GPT-5, Human-AI collaboration, Automation in AEC",Abir Khan Ratul; Sanjay Acharjee; Somin Park; Md Nazmus Sakib,2025,journalArticle,ssrn,maybe_queue
Y7LEMG5U,Intrinsic alignment: harnessing social agreement and self-conviction for cooperative AI systems,"AI Alignment, Artificial Intelligence, Social Contracts, AI Rights, AI Safety, Machine Ethics, AI Governance",Dirk Wonhoefer,2025,journalArticle,ssrn,maybe_queue
TIFCAJQR,Provenance,"Governance Framework, Algorithmic Accountability, Content Provenance, Digital Watermarking, A.I. Ethics and Bias",Ifeoma Ajunwa; Cheng-chi (Kirin) Chang,2025,journalArticle,ssrn,maybe_queue
SNNTKKCK,Governing ai-driven recruitment: legal and ethical issues in recruitment and policy solutions for fair employment practices,"The analysis in the study showed that the EU AI Act introduces robust governance obligations on employers who whose AI systems in their hiring processes / These obligations include the need for transparency, data quality, and human oversight. / AI Hiring, AI Recruitment, Artificial Intelligence Systems, AI Bias, AI Use in Organization, Artificial Intelligence Recruitment",Uloma Okoro; Josephine Nneoma Ogbonna; Johnpaul Uchenna Anyaegbuna; Omuwa Love Inofe,2025,journalArticle,ssrn,keep_queue
WJGV383W,Mastering the digital frontier: the intersection of generative AI and human rights in the digital age,"This paper explores these implications at the nexus of generative AI and digital human rights. / This paper looks closely at how AI technologies, particularly generative AI, hold great promise but can sometimes threaten rights, such as privacy, freedom / ChatGPT, Generative AI, Human Rights, Digital Rights",Syed Shaharyar Ahmed,2024,journalArticle,ssrn,maybe_queue
CYSJ3A27,"Human-in-the-loop labor architectures: reinstating and reconfiguring work through skills, certification, and human-centered AI","At the same time, research in human-AI interaction, human-in-the-loop (HITL) methods, and explainable AI (XAI) shows that AI can be designed to augment / This paper introduces the concept of human-in-the-loop labor architectures: socio-technical configurations in which HITL and XAI capabilities are deliberately / human-in-the-loop (HITL), explainable AI (XAI), future of work, human-AI interaction, labor architecture, capability layer, role layer, skills and certification / , certification pathways, AI oversight, human-AI co-performance, organisational fairness, digital well-being",Benignus Grero,2026,journalArticle,ssrn,keep_queue
WRF2X8QE,Artificial intelligence systems in the European union: guidelines and architectures for compliance-by-design,"However, the requirements, guidelines, and best practices mandated in the AI Act are spread amongst various articles and annexes. / We also provide generic architectures to help developers design fully compliant solutions with the AI Act and Cyber Resilience Act. / Artificial Intelligence, Software Engineering, Artificial Intelligence Act, Cyber Resilience Act, Compliance-by-Design, compliance, European Union Regulation",Daniele Canavese; Afonso Ferreira; Romain Laborde; Mohamed Ali Kandi,2024,journalArticle,ssrn,keep_queue
THUAX4U7,Rise of the AI bureaucrats,"Leveraging Microsoft’s Agentic AI ecosystem (Copilot Studio, Azure AI Agent Service, AI Builder), it presents core design patterns, event-driven architectures / , and governance frameworks that empower technologists to build scalable, secure, and compliant autonomous agents. / Autonomous Agents, Agentic AI, AI Bureaucracy, Public Administration, Digital Government, CI/CD for AI Agents",Sarat Piridi; Satyanarayana Asundi,2025,journalArticle,ssrn,keep_queue
EQ2C2HQX,"ChatGPT and similar generative artificial intelligence (AI) for building and construction industry: contribution, opportunities and challenges of large language models for industry 4.0, industry 5.0, and society 5.0","Generative AI, represented by ChatGPT, has profoundly impacted the construction sector by enriching collaboration and knowledge dissemination. / Collaborative efforts among industry stakeholders, policymakers, and AI developers are imperative to unleash the complete potential of generative AI in",Nitin Rane,2023,journalArticle,ssrn,maybe_queue
62S6DFXY,"Computable design space exploration via governance frameworks: joint optimisation of permission boundaries, monitoring thresholds and user transparency policies (for proxy AI)","To support reproducible and auditable evaluation, this paper constructs a NIST-grade trajectorylevel hyper-simulation data protocol aligned with the NIST / AI RMF and GenAI Profile's 'governance-measurement-management' closed loop. / Proxy Artificial Intelligence, Constrained Bayesian Optimisation, Compliance Risk Control, Distribution Shift, Cognitive Graphs",Wei Meng,2026,journalArticle,ssrn,keep_queue
XRWRJPV4,Invited: agentic AI for physical design R&D: status and prospects,"Recent advances in large language models (LLMs) and tool-using autonomous agents present new opportunities for accelerating research and development in physical design. Unlike earlier uses of machine learning that focused narrowly on prediction or optimization subroutines, agentic AI systems can comprehend user specifications, modify code, run EDA tools, analyze results, perform multi-step reasoning, and iteratively refine design heuristics. This paper surveys the emerging landscape of agentic AI for physical design R&amp;D, with emphasis on (i) tool-integrated agents for algorithm evolution, debugging, and workflow automation, (ii) autonomous exploration of heuristic spaces in placement, routing, and partitioning, and (iii) interfaces between agents and traditional EDA frameworks. We analyze recent experience with multi-agent workflows and benchmark evaluation, highlighting current capabilities, limitations, and research frontiers. We conclude by articulating the long-term prospects of agentic AI as a catalyst for accelerated innovation in physical design, including autonomous algorithm discovery, continuous tool improvement, and closed-loop learning from large design corpora.",Ghose; Kahng; Kundu; Pramanik,Marc,conferencePaper,acm,maybe_queue
MTUD2C6K,Bridging human values and machine goals: advances in AI alignment and safe autonomy,"AI Alignment, Human-Centred AI, Ethical Autonomy, Value-Based Design, Governance Frameworks, Safe AI Systems, Responsible Innovation",Sampath Mandava,2025,journalArticle,ssrn,keep_queue
CEP5CTVF,(R)evolution of programming: vibe coding as a post-coding paradigm,"Recent advancements in generative artificial intelligence (GenAI), particularly large language models, have introduced new possibilities for software development practices. In our paper we investigate the emerging Vibe Coding (VC) paradigm that emphasizes intuitive, affect-driven, and improvisational interactions between developers and AI systems. Building upon the discourse of End-User Development (EUD), we explore how VC diverges from conventional programming approaches such as those supported by tools like GitHub Copilot. Through five semi-structured interview sessions with ten experienced software practitioners, we identify five thematic dimensions: creativity, sustainability, the future of programming, collaboration, and criticism. Our analysis conceptualizes VC within the metaphor of co-drifting, contrasting it with the prevalent co-piloting perspective of AI-assisted development. We argue that VC reconfigures the developers role, blurring boundaries between professional and non-developers. While VC enables novel forms of expression and rapid prototyping, it also introduces challenges regarding reproducibility, scalability, and inclusivity. We propose that VC represents a meaningful shift in programming culture, warranting further investigation within human-computer interaction (HCI) and software engineering research.",Krings; Bohn; Ludwig,2025,preprint,arxiv,keep_queue
94AR25CT,"An adaptive agentic tool building architecture leveraging expert-in-the-loop guidance, applied to document generation","We introduce a general-purpose agentic architecture with expert-in-the-loop guidance that iteratively learns to create tools for searching information and generating documents while minimizing time for task domain adaptation and human feedback. We illustrate it with preliminary experiments on scientific synthesis processes (e.g. state-of-the-art research papers, patents) and could be applied to various problems requiring long structured and nuanced answers.",Daull; Murisasco; Bellot; Bruno; Martin,Augu,conferencePaper,acm,maybe_queue
35VL4X7R,Unjust enrichment as a remedy for AI's unauthorised use of protected data,"The unauthorised use of data in the training of generative AI models presents significant legal challenges, particularly under intellectual property (IP / generative AI, training data, unauthorised use, unjust enrichment, restitution",Yangzi Li; Jyh-An Lee,2026,journalArticle,ssrn,maybe_queue
DKTXMXX9,Gender bias in AI-assisted insurance claim processing: a counterfactual audit of large language models,"We find divergent bias patterns: ChatGPT-4o and ChatGPT-5 predict higher payouts and approval rates for female claimants, whereas Claude 4.5 Sonnet favors / These findings underscore the importance of quantitative bias monitoring, model version governance, and claimant redress mechanisms in high-stakes financial",Fei Huang; Md Mushahidul Islam Shamim,2026,journalArticle,ssrn,maybe_queue
FGR7FN35,Liability for AI agents,"Artificial intelligence (“AI”) is becoming integral to modern life, fueling innovation while presenting complex legal challenges. / oversight. / artificial intelligence, law and economics, AI liability, liability law, technological exceptionalism, AI agents, law and technology, products liability",Maarten Herbosch,2025,journalArticle,ssrn,keep_queue
G23UAFBT,From the operator's chair TM - quantifying AI risks: materiality framework for board-level governance,"Boards are being asked to govern AI without clear, actionable guidance on when risk becomes material-or how it impacts enterprise value. / While most current guidance is framed by legal, compliance, or technical experts, few models translate AI governance into the financial and strategic language / AI governance, Board oversight, Risk materiality, Enterprise value, Free cash flow, AI risk management, Corporate governance, AI ethics, Business strategy",Angela Michael,2025,journalArticle,ssrn,keep_queue
