item_key,title,abstract,authors,year,item_type,sources,source_queue
RQU3CPU6,Precautionary governance of autonomous AI: legal personhood as functional instrument,"This article advances limited legal personhood as a functional governance instrument for advanced AI systems. / The framework reflects a foundational reorientation toward future-oriented AI governance: where conventional approaches prioritize control and alignment / legal personhood, AI governance, precautionary principle, artificial general intelligence (AGI), responsibility gaps, organizational law, autonomous AI / systems, epistemic uncertainty, AI regulation, corporate structure, AI safety, institutional governance, human-AI cooperation",Karsten Brensing,2026,journalArticle,ssrn,keep_queue
PQV7HI4S,The global governance of artificial intelligence: next steps for empirical and normative research,"so far, scholarship in political science and international relations has focused more on AI applications than on the emerging architecture of global AI / regulation. / artificial intelligence, governance, global governance, international relations, political philosophy",Jonas Tallberg; Eva Erman; Markus Furendal; Johannes Geith; Mark Klamberg,2023,journalArticle,ssrn,keep_queue
DEM6NUGX,Redefining crisis management in an AI-first world,"Users raised 76,321 complaints across social media in June 2023 and this is increasing exponentially due to the adoption of 5G technology. / The complaints were handled by Gen AI to accommodate the operating procedures and policies existing in the organization, ensuring minimal deviation from / 5G Technology, Gen AI, Ethical AI, Customer Experience, Customer Justice, Customer Mood Index, AI, Responsible AI, Customer Behavior, Experience Transformation",Supriya Pandey; Tanushree Halder; Saibal Samaddar,2025,journalArticle,ssrn,maybe_queue
CCK5J3JH,"The CLO as trust architect: empirical evidence from contract governance, litigation management, and AI-driven product risk in the age of artificial intelligence","By integrating empirical evidence across traditionally siloed domains, this paper advances governance and legal organization scholarship and provides / Chief Legal Officer (CLO), Corporate Governance, AI Governance, Trust Architecture, Contract Governance, Litigation Management, Legal Operations",Olga Mack,2026,journalArticle,ssrn,keep_queue
5DI9B43K,Towards verified code reasoning by LLMs,"While LLM-based agents are able to tackle a wide variety of code reasoning questions, the answers are not always correct. This prevents the agent from being useful in situations where high precision is desired: (1) helping a software engineer understand a new code base, (2) helping a software engineer during code review sessions, and (3) ensuring that the code generated by an automated code generation system meets certain requirements (e.g. fixes a bug, improves readability, implements a feature). As a result of this lack of trustworthiness, the agent's answers need to be manually verified before they can be trusted. Manually confirming responses from a code reasoning agent requires human effort and can result in slower developer productivity, which weakens the assistance benefits of the agent. In this paper, we describe a method to automatically validate the answers provided by a code reasoning agent by verifying its reasoning steps. At a very high level, the method consists of extracting a formal representation of the agent's response and, subsequently, using formal verification and program analysis tools to verify the agent's reasoning steps. We applied this approach to a benchmark set of 20 uninitialized variable errors detected by sanitizers and 20 program equivalence queries. For the uninitialized variable errors, the formal verification step was able to validate the agent's reasoning on 13/20 examples, and for the program equivalence queries, the formal verification step successfully caught 6/8 incorrect judgments made by the agent.",Sistla; Balakrishnan; Rondon; Cambronero; Tufano,2025,preprint,arxiv,keep_queue
ZYWHNXIT,Prompting for security: a cross-model evaluation of code generation in LLMs,"The security of AI-generated code has become a growing concern as Large Language Models (LLMs) like GPT-4, Gemini, DeepSeek, and LLaMA are increasingly integrated into software development pipelines. While prior research has primarily focused on GPT-family models, the security performance of newer open models under structured prompting remains underexplored. This study evaluates the ability of modern LLMs to generate secure code using six established prompting strategies across 150 Python tasks (LLMSecEval). Generated code was assessed using two static analysis tools (Bandit and CodeQL) to detect Common Weakness Enumeration (CWE) vulnerabilities. Findings showed that Recursive Criticism and Improvement (RCI) prompting significantly improves security outcomes across all models. Notably, LLaMA produced over 15,800 lines of vulnerability-free code under RCI. Gemini and DeepSeek also showed notable improvements under guided prompting. From a tool-specific perspective, Bandit and Cod-eQL produced divergent results, with CodeQL exposing deeper or more complex vulnerabilities. These results highlight the necessity of prompt-aware security evaluations and multi-tool static analysis to ensure reliable, secure code generation from LLMs. This study offers practical insights into secure code generation for developers and researchers.",W. Saleem; S. Nazlıoğlu,2025,conferencePaper,ieee,keep_queue
VCI7FSVP,Governance-by-design for AI compliance: compiling EU AI act duties into computable operating-agreement clauses,"Regulations such as the EU AI Act impose detailed, process‑oriented duties on providers of high‑risk AI systems, yet many organizations operationalize / ; Our core technical contribution is a transpilation method that converts key EU AI Act obligations---risk management, data governance, logging, human",Hiroshi G. Okuno; Mayumi J. Okuno,2026,journalArticle,ssrn,keep_queue
C2NGCKRZ,The data protection impact assessment for the development and implementation of a trustworthy AI: an applied study in the context of small and medium-sized enterprises,"The study is justified by the need to support these companies in adopting AI-based technologies while maintaining compliance with regulatory and ethical / The limitations identified indicate the need for future studies on the possibility of integrating DPIA with the requirements of the AI Act, in order to",Victor Moreira Mulin Leal,2025,journalArticle,ssrn,keep_queue
LWRI8XZK,Reconceptualising the reproduction right in the age of AI,"While AI, and especially generative AI, technologies have significant potential for various sectors, training of AI algorithms with millions of creative / This paper proposes the reconceptualisation of the reproduction right under current copyright laws, which is required to update the copyright laws in the",Rita Matulionyte,2025,journalArticle,ssrn,maybe_queue
5FIURLK2,Post-training of large language models: a comprehensive survey,"Large Language Models, Post-Training, Reinforcement Learning from Human Feedback, Direct Preference Optimization, Instruction Tuning, AI Alignment",Xinliang Chia; Ziqian Bi; Zhenyu Yu; Danyang Zhang,2026,journalArticle,ssrn,maybe_queue
